Date,Close/Last,Volume,Open,High,Low
01/09/2026,$924.88,2895418,$915.97,$929.8499,$911.33
01/08/2026,$915.31,5207158,$901.13,$931.67,$896.00
01/07/2026,$882.58,2680115,$892.00,$893.595,$879.62
01/06/2026,$889.10,2742339,$875.95,$894.0799,$871.30
01/05/2026,$875.74,2805557,$863.95,$878.77,$860.845
01/02/2026,$854.50,2373388,$861.14,$863.10,$852.50
12/31/2025,$862.34,1489954,$864.58,$868.00,$861.34
12/30/2025,$865.65,1680756,$864.00,$867.82,$861.43
12/29/2025,$867.84,1792476,$873.29,$874.50,$865.69
12/26/2025,$873.35,1324051,$870.64,$877.59,$869.00
12/24/2025,$871.86,1822151,$858.60,$876.00,$858.352
12/23/2025,$854.79,1903349,$849.10,$854.98,$846.80
12/22/2025,$850.00,2373318,$854.00,$855.50,$847.31
12/19/2025,$855.62,10097640,$856.57,$858.45,$849.32
12/18/2025,$857.59,2467502,$860.295,$863.15,$852.51
12/17/2025,$862.65,2363703,$858.50,$868.58,$858.23
12/16/2025,$860.39,3843318,$857.435,$863.59,$844.06
12/15/2025,$860.56,4771436,$882.11,$887.49,$851.40
12/12/2025,$884.47,4808873,$883.30,$888.6199,$867.12
12/11/2025,$884.48,3041582,$875.86,$886.00,$872.5501
12/10/2025,$874.41,3318294,$887.82,$889.58,$871.09
12/09/2025,$888.44,1899463,$886.85,$889.02,$881.51
12/08/2025,$887.52,2407918,$893.50,$894.00,$882.90
12/05/2025,$894.68,2359794,$897.25,$905.89,$893.00
12/04/2025,$895.855,3787830,$907.025,$907.96,$888.08
12/03/2025,$922.26,1886769,$920.81,$926.32,$916.02
12/02/2025,$922.03,2160592,$911.96,$923.00,$905.00
12/01/2025,$911.96,2149426,$913.20,$918.58,$906.21
11/28/2025,$913.59,1092608,$905.015,$914.20,$903.00
11/26/2025,$908.26,1936171,$896.02,$912.00,$895.62
11/25/2025,$894.33,2534731,$886.66,$895.72,$885.13
11/24/2025,$886.12,3661191,$899.00,$901.3599,$881.32
11/21/2025,$899.01,2870059,$894.515,$905.32,$892.13
11/20/2025,$893.29,2648257,$893.50,$904.57,$891.00
11/19/2025,$890.60,3462344,$895.00,$895.00,$873.9704
11/18/2025,$895.08,2984688,$912.59,$918.91,$894.17
11/17/2025,$912.59,2481947,$922.02,$924.90,$908.81
11/14/2025,$922.98,1739059,$927.125,$928.89,$915.10
11/13/2025,$925.08,2430607,$916.35,$926.75,$911.72
11/12/2025,$914.00,1829740,$915.465,$918.10,$911.67
11/11/2025,$913.86,1663441,$916.50,$918.89,$913.00
11/10/2025,$915.56,2612726,$919.00,$922.00,$909.07
11/07/2025,$922.74,2584010,$929.53,$937.00,$920.79
11/06/2025,$923.58,3247658,$924.36,$925.00,$908.30
11/05/2025,$935.03,2974784,$940.00,$945.28,$927.44
11/04/2025,$940.74,2554542,$933.21,$941.17,$928.965
11/03/2025,$928.04,3206606,$912.40,$929.1899,$908.38
10/31/2025,$911.45,2456261,$916.21,$920.00,$909.68
10/30/2025,$920.18,2677064,$912.69,$923.00,$910.37
10/29/2025,$912.42,2449556,$919.00,$919.88,$909.30
10/28/2025,$924.16,2090768,$926.87,$930.72,$920.20
10/27/2025,$929.85,1967623,$930.21,$933.20,$925.1201
10/24/2025,$932.14,1639373,$940.00,$943.00,$930.15
10/23/2025,$942.05,1974780,$945.47,$945.47,$934.49
10/22/2025,$944.68,2372365,$940.00,$952.9999,$932.50
10/21/2025,$937.50,1448215,$936.11,$943.37,$935.00
10/20/2025,$936.11,1523704,$936.185,$939.80,$931.50
10/17/2025,$936.33,2502164,$929.58,$938.8194,$928.15
10/16/2025,$925.62,2721426,$955.54,$957.90,$921.16
10/15/2025,$954.99,2009832,$946.00,$964.00,$945.2601
10/14/2025,$946.51,1925863,$940.26,$947.42,$935.9501
10/13/2025,$935.56,2169648,$929.00,$935.98,$923.00
10/10/2025,$930.01,3142539,$944.42,$945.45,$929.00
10/09/2025,$942.89,3742871,$932.31,$943.7699,$927.2801
10/08/2025,$914.80,2376942,$912.535,$916.3795,$910.96
10/07/2025,$914.80,2601836,$908.73,$917.64,$903.88
10/06/2025,$910.94,2503975,$915.50,$915.7799,$904.251
10/03/2025,$915.38,2319199,$915.59,$918.101,$911.20
10/02/2025,$916.77,2063842,$912.56,$918.51,$910.01
10/01/2025,$917.34,2642054,$923.00,$924.00,$911.17
09/30/2025,$925.63,3096697,$916.25,$930.505,$913.37
09/29/2025,$916.87,4107021,$916.34,$917.22,$903.29
09/26/2025,$915.95,4812869,$925.55,$927.63,$905.0501
09/25/2025,$943.31,2991526,$952.45,$953.00,$935.6201
09/24/2025,$945.27,2149803,$944.275,$953.6599,$943.11
09/23/2025,$943.60,3258514,$942.76,$944.99,$933.50
09/22/2025,$943.26,2794337,$947.375,$949.9999,$939.61
09/19/2025,$951.16,4606020,$955.00,$957.439,$943.79
09/18/2025,$952.36,1860898,$957.37,$962.5373,$950.67
09/17/2025,$963.03,1556773,$953.49,$963.98,$953.49
09/16/2025,$952.07,2012649,$959.10,$959.5768,$950.80
09/15/2025,$960.10,2199423,$967.82,$969.74,$959.706
09/12/2025,$967.90,1461618,$960.29,$969.57,$960.00
09/11/2025,$964.32,1532027,$957.80,$965.16,$954.28
09/10/2025,$956.29,2277534,$976.39,$981.00,$953.96
09/09/2025,$979.25,1496835,$970.00,$979.87,$963.11
09/08/2025,$971.85,1737032,$963.73,$972.34,$958.5863
09/05/2025,$963.48,1928459,$958.71,$969.55,$956.2226
09/04/2025,$955.90,1471872,$953.40,$959.50,$951.11
09/03/2025,$949.78,1670458,$939.00,$950.09,$936.50
09/02/2025,$938.82,1793947,$938.66,$944.5126,$936.58
08/29/2025,$943.32,1608954,$945.00,$948.61,$940.46
08/28/2025,$944.96,2067919,$950.285,$950.9999,$944.1301
08/27/2025,$949.52,1893587,$940.49,$952.00,$937.215
08/26/2025,$941.34,4341253,$941.34,$944.05,$933.245
08/25/2025,$941.58,2284250,$954.96,$958.3047,$940.56
08/22/2025,$958.54,3135979,$971.54,$973.50,$953.11
08/21/2025,$969.68,2145629,$988.90,$989.32,$967.52
08/20/2025,$994.57,2229573,$979.00,$999.30,$979.00
08/19/2025,$980.85,1673394,$978.62,$988.5299,$976.79
08/18/2025,$979.35,2078489,$973.30,$981.28,$970.00
08/15/2025,$972.04,1638281,$979.14,$979.9999,$967.215
08/14/2025,$975.39,1808742,$980.60,$988.2925,$975.18
08/13/2025,$978.85,2352567,$983.96,$986.40,$970.10
08/12/2025,$991.25,1589455,$988.50,$991.75,$980.05
08/11/2025,$988.74,2290125,$983.16,$989.58,$976.32
08/08/2025,$980.98,2189701,$977.15,$988.20,$977.00
08/07/2025,$977.45,1893275,$974.68,$982.00,$970.96
08/06/2025,$968.56,2752994,$943.63,$970.55,$942.6601
08/05/2025,$943.63,2462286,$951.325,$951.50,$935.68
08/04/2025,$955.37,2389907,$952.60,$960.18,$948.66
08/01/2025,$952.52,2934464,$939.50,$956.72,$939.50
