ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,implied_volatility,probability_itm,mid_price,high_yield_pct
O:AAPL170113C00070000,2017-01-09,2017-01-13,AAPL,C,17.5,5.0,12.22,12.31,-41.18,YES,12.265,41.08,12.22,40.93,12.31,12.22,5.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,2.5924,0.9656,12.265,41.23
O:AAPL170113C00107000,2017-01-09,2017-01-13,AAPL,C,26.75,1.0,3.02,3.02,-10.08,YES,3.02,10.11,3.02,10.11,3.02,3.02,1.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,0.5381,0.9686,3.02,10.11
O:AAPL170113C00108000,2017-01-09,2017-01-13,AAPL,C,27.0,3.0,2.71,2.71,-9.24,YES,2.71,9.08,2.71,9.08,2.71,2.71,1.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,,,2.71,9.08
O:AAPL170113C00109000,2017-01-09,2017-01-13,AAPL,C,27.25,40.0,2.55,2.5,-8.4,YES,2.525,8.46,2.5,8.37,2.55,2.5,3.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,0.0,,2.525,8.54
O:AAPL170113C00110000,2017-01-09,2017-01-13,AAPL,C,27.5,90.0,2.06,2.35,-7.56,YES,2.205,7.39,2.06,6.9,2.35,2.06,23.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,0.6141,0.8834,2.205,7.87
O:AAPL170113C00111000,2017-01-09,2017-01-13,AAPL,C,27.75,15.0,1.81,2.06,-6.72,YES,1.935,6.48,1.81,6.06,2.06,1.81,9.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,0.4875,0.9098,1.935,6.9
O:AAPL170113C00112000,2017-01-09,2017-01-13,AAPL,C,28.0,58.0,1.56,1.85,-5.88,YES,1.705,5.71,1.56,5.22,1.85,1.56,22.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,0.5096,0.8667,1.705,6.2
O:AAPL170113C00113000,2017-01-09,2017-01-13,AAPL,C,28.25,73.0,1.31,1.52,-5.04,YES,1.465,4.91,1.31,4.39,1.62,1.31,16.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,0.2973,0.9504,1.465,5.43
O:AAPL170113C00114000,2017-01-09,2017-01-13,AAPL,C,28.5,407.0,1.06,1.27,-4.2,YES,1.21,4.05,1.06,3.55,1.36,1.06,56.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,0.2561,0.9441,1.21,4.55
O:AAPL170113C00115000,2017-01-09,2017-01-13,AAPL,C,28.75,1369.0,0.83,1.03,-3.36,YES,0.975,3.27,0.83,2.78,1.12,0.83,94.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,0.2375,0.914,0.975,3.75
O:AAPL170113C00116000,2017-01-09,2017-01-13,AAPL,C,29.0,3701.0,0.62,0.8,-2.52,YES,0.75,2.51,0.61,2.04,0.89,0.61,213.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,0.2239,0.8601,0.75,2.98
O:AAPL170113C00117000,2017-01-09,2017-01-13,AAPL,C,29.25,3689.0,0.38,0.57,-1.68,YES,0.515,1.72,0.38,1.27,0.65,0.38,403.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,0.1947,0.7953,0.515,2.18
O:AAPL170113C00118000,2017-01-09,2017-01-13,AAPL,C,29.5,13059.0,0.24,0.37,-0.84,YES,0.335,1.12,0.21,0.7,0.46,0.21,1219.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,0.179,0.6718,0.335,1.54
O:AAPL170113C00119000,2017-01-09,2017-01-13,AAPL,C,29.75,25037.0,0.12,0.22,0.0,YES,0.395,1.32,0.11,0.37,0.68,0.11,2179.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,0.1762,0.4979,0.395,2.28
O:AAPL170113C00120000,2017-01-09,2017-01-13,AAPL,C,30.0,39838.0,0.06,0.12,0.84,NO,0.12,0.4,0.06,0.2,0.18,0.06,2074.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,0.1782,0.3249,0.12,0.6
O:AAPL170113C00121000,2017-01-09,2017-01-13,AAPL,C,30.25,10619.0,0.03,0.06,1.68,NO,0.31,1.04,0.03,0.1,0.59,0.03,755.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,0.1814,0.1885,0.31,1.98
O:AAPL170113C00122000,2017-01-09,2017-01-13,AAPL,C,30.5,4893.0,0.02,0.03,2.52,NO,0.035,0.12,0.02,0.07,0.05,0.02,370.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,0.1893,0.1033,0.035,0.17
O:AAPL170113C00123000,2017-01-09,2017-01-13,AAPL,C,30.75,5904.0,0.02,0.02,3.36,NO,0.025,0.08,0.02,0.07,0.03,0.02,164.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,0.2113,0.0665,0.025,0.1
O:AAPL170113C00124000,2017-01-09,2017-01-13,AAPL,C,31.0,1454.0,0.02,0.01,4.2,NO,0.015,0.05,0.01,0.03,0.02,0.01,60.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,0.2185,0.0353,0.015,0.07
O:AAPL170113C00125000,2017-01-09,2017-01-13,AAPL,C,31.25,1371.0,0.01,0.01,5.04,NO,0.005,0.02,0.0,0.0,0.01,0.0,47.0,1483938000000000000,4.0,Weekly,29.75,29.75,29.75,29.75,29.8575,29.76,29.905,29.905,0.0065,0.2528,0.0308,0.005,0.03
