ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,implied_volatility,probability_itm,mid_price,fedfunds_rate
O:SMCI160219C00025000,2016-01-19,2016-02-19,SMCI,C,250.0,131,1.55,1.75,1.85,1.55,18,1453179600000000000,31,Monthly,,,1.7000000000000002,0.02
O:SMCI160219C00030000,2016-01-19,2016-02-19,SMCI,C,300.0,27,0.4,0.3,0.4,0.3,5,1453179600000000000,31,Monthly,,,0.35,0.02
O:SMCI160219C00025000,2016-01-20,2016-02-19,SMCI,C,250.0,13,1.3,2.0,2.0,1.3,5,1453266000000000000,30,Monthly,,,1.65,0.02
O:SMCI160219C00030000,2016-01-20,2016-02-19,SMCI,C,300.0,14,0.15,0.45,0.45,0.15,4,1453266000000000000,30,Monthly,,,0.3,0.02
O:SMCI160219C00025000,2016-01-21,2016-02-19,SMCI,C,250.0,10,1.79,1.79,1.79,1.79,2,1453352400000000000,29,Monthly,,,1.79,0.02
O:SMCI160219C00030000,2016-01-21,2016-02-19,SMCI,C,300.0,10,0.43,0.43,0.43,0.43,2,1453352400000000000,29,Monthly,,,0.43,0.02
O:SMCI160219C00025000,2016-01-22,2016-02-19,SMCI,C,250.0,74,2.13,2.35,2.35,1.99,6,1453438800000000000,28,Monthly,,,2.17,0.02
O:SMCI160219C00030000,2016-01-22,2016-02-19,SMCI,C,300.0,5,0.45,0.45,0.45,0.45,1,1453438800000000000,28,Monthly,,,0.45,0.02
O:SMCI160318C00025000,2016-02-16,2016-03-18,SMCI,C,250.0,2,6.5,6.5,6.5,6.5,1,1455598800000000000,31,Monthly,,,6.5,0.02
O:SMCI160318C00030000,2016-02-18,2016-03-18,SMCI,C,300.0,1,3.41,3.41,3.41,3.41,1,1455771600000000000,29,Monthly,,,3.41,0.02
O:SMCI160318C00035000,2016-02-18,2016-03-18,SMCI,C,350.0,4,0.9,0.95,0.95,0.9,2,1455771600000000000,29,Monthly,,,0.925,0.02
O:SMCI160415C00025000,2016-03-14,2016-04-15,SMCI,C,250.0,5,7.52,7.52,7.52,7.52,1,1457928000000000000,32,Monthly,,,7.52,0.02
O:SMCI160415C00030000,2016-03-14,2016-04-15,SMCI,C,300.0,10,3.3,3.3,3.3,3.3,1,1457928000000000000,32,Monthly,,,3.3,0.02
O:SMCI160415C00040000,2016-03-14,2016-04-15,SMCI,C,400.0,10,0.1,0.1,0.1,0.1,1,1457928000000000000,32,Monthly,,,0.1,0.02
O:SMCI160415C00030000,2016-03-15,2016-04-15,SMCI,C,300.0,7,2.65,2.65,2.65,2.65,1,1458014400000000000,31,Monthly,,,2.65,0.02
O:SMCI160415C00035000,2016-03-15,2016-04-15,SMCI,C,350.0,1,0.5,0.5,0.5,0.5,1,1458014400000000000,31,Monthly,,,0.5,0.02
O:SMCI160415C00035000,2016-03-16,2016-04-15,SMCI,C,350.0,11,0.6,0.5,0.6,0.5,2,1458100800000000000,30,Monthly,,,0.55,0.02
O:SMCI160520C00022500,2016-04-18,2016-05-20,SMCI,C,225.0,5,4.68,4.68,4.68,4.68,1,1460952000000000000,32,Monthly,,,4.68,0.02
O:SMCI160520C00025000,2016-04-18,2016-05-20,SMCI,C,250.0,5,2.76,2.76,2.76,2.76,1,1460952000000000000,32,Monthly,,,2.76,0.02
O:SMCI160520C00030000,2016-04-18,2016-05-20,SMCI,C,300.0,37,0.55,0.66,0.7,0.55,5,1460952000000000000,32,Monthly,,,0.625,0.02
O:SMCI160520C00030000,2016-04-19,2016-05-20,SMCI,C,300.0,11,0.95,0.99,0.99,0.95,2,1461038400000000000,31,Monthly,,,0.97,0.02
O:SMCI160520C00025000,2016-04-20,2016-05-20,SMCI,C,250.0,12,5.1,4.04,5.1,3.0,3,1461124800000000000,30,Monthly,,,4.05,0.02
O:SMCI160520C00030000,2016-04-20,2016-05-20,SMCI,C,300.0,4,1.05,1.0,1.05,1.0,3,1461124800000000000,30,Monthly,,,1.025,0.02
O:SMCI160520C00030000,2016-04-21,2016-05-20,SMCI,C,300.0,507,0.725,0.75,0.75,0.65,4,1461211200000000000,29,Monthly,,,0.7,0.02
O:SMCI160520C00030000,2016-04-22,2016-05-20,SMCI,C,300.0,20,0.9,1.0,1.0,0.85,7,1461297600000000000,28,Monthly,,,0.925,0.02
O:SMCI160617C00025000,2016-05-16,2016-06-17,SMCI,C,250.0,4,1.52,1.52,1.52,1.52,1,1463371200000000000,32,Monthly,,,1.52,0.02
O:SMCI160617C00022500,2016-05-17,2016-06-17,SMCI,C,225.0,2,2.95,2.95,2.95,2.95,1,1463457600000000000,31,Monthly,,,2.95,0.02
O:SMCI160617C00022500,2016-05-18,2016-06-17,SMCI,C,225.0,40,3.03,3.03,3.03,3.03,2,1463544000000000000,30,Monthly,,,3.03,0.02
O:SMCI160617C00025000,2016-05-18,2016-06-17,SMCI,C,250.0,40,1.28,1.28,1.28,1.28,2,1463544000000000000,30,Monthly,,,1.28,0.02
O:SMCI160617C00030000,2016-05-18,2016-06-17,SMCI,C,300.0,11,0.1,0.1,0.1,0.1,2,1463544000000000000,30,Monthly,,,0.1,0.02
O:SMCI160617C00030000,2016-05-19,2016-06-17,SMCI,C,300.0,20,0.1,0.1,0.1,0.1,3,1463630400000000000,29,Monthly,,,0.1,0.02
O:SMCI160617C00025000,2016-05-20,2016-06-17,SMCI,C,250.0,5,0.95,0.95,0.95,0.95,1,1463716800000000000,28,Monthly,,,0.95,0.02
O:SMCI160715C00025000,2016-06-14,2016-07-15,SMCI,C,250.0,10,2.0,2.0,2.0,2.0,1,1465876800000000000,31,Monthly,,,2.0,0.02
O:SMCI160715C00030000,2016-06-14,2016-07-15,SMCI,C,300.0,30,0.1,0.1,0.1,0.1,1,1465876800000000000,31,Monthly,,,0.1,0.02
O:SMCI160715C00025000,2016-06-15,2016-07-15,SMCI,C,250.0,7,1.96,1.95,1.96,1.95,2,1465963200000000000,30,Monthly,,,1.955,0.02
O:SMCI160715C00035000,2016-06-15,2016-07-15,SMCI,C,350.0,4,0.03,0.03,0.03,0.03,1,1465963200000000000,30,Monthly,,,0.03,0.02
O:SMCI160715C00025000,2016-06-17,2016-07-15,SMCI,C,250.0,73,1.85,1.75,1.9,1.75,12,1466136000000000000,28,Monthly,,,1.825,0.02
O:SMCI160715C00035000,2016-06-17,2016-07-15,SMCI,C,350.0,3,0.06,0.06,0.06,0.06,1,1466136000000000000,28,Monthly,,,0.06,0.02
O:SMCI160819C00025000,2016-07-18,2016-08-19,SMCI,C,250.0,15,2.4,2.4,2.4,2.4,3,1468814400000000000,32,Monthly,,,2.4,0.02
O:SMCI160819C00030000,2016-07-18,2016-08-19,SMCI,C,300.0,14,0.35,0.36,0.36,0.35,3,1468814400000000000,32,Monthly,,,0.355,0.02
O:SMCI160819C00015000,2016-07-19,2016-08-19,SMCI,C,150.0,10,4.19,4.19,4.19,4.19,1,1468900800000000000,31,Monthly,,,4.19,0.02
O:SMCI160819C00017500,2016-07-19,2016-08-19,SMCI,C,175.0,49,2.2,2.2,2.2,2.01,6,1468900800000000000,31,Monthly,,,2.105,0.02
O:SMCI160819C00020000,2016-07-19,2016-08-19,SMCI,C,200.0,183,1.1,0.8,1.15,0.75,26,1468900800000000000,31,Monthly,,,0.95,0.02
