ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,implied_volatility,probability_itm,mid_price,fedfunds_rate
O:SMCI220520C00045000,2022-04-21,2022-05-20,SMCI,C,450.0,221,2.7,1.91,3.19,1.9,25,1650513600000000000,29,Monthly,,,2.545,0.02
O:SMCI220520C00050000,2022-04-21,2022-05-20,SMCI,C,500.0,8,1.3,0.71,1.3,0.71,5,1650513600000000000,29,Monthly,,,1.005,0.02
O:SMCI220520C00055000,2022-04-21,2022-05-20,SMCI,C,550.0,2,0.45,0.17,0.45,0.17,2,1650513600000000000,29,Monthly,,,0.31,0.02
O:SMCI220520C00060000,2022-04-21,2022-05-20,SMCI,C,600.0,3,0.05,0.15,0.15,0.05,3,1650513600000000000,29,Monthly,,,0.1,0.02
O:SMCI220520C00065000,2022-04-21,2022-05-20,SMCI,C,650.0,1,0.05,0.05,0.05,0.05,1,1650513600000000000,29,Monthly,,,0.05,0.02
O:SMCI220520C00035000,2022-04-22,2022-05-20,SMCI,C,350.0,4,7.9,7.9,7.9,7.9,2,1650600000000000000,28,Monthly,,,7.9,0.02
O:SMCI220520C00040000,2022-04-22,2022-05-20,SMCI,C,400.0,77,4.4,4.0,4.4,3.96,4,1650600000000000000,28,Monthly,,,4.18,0.02
O:SMCI220520C00045000,2022-04-22,2022-05-20,SMCI,C,450.0,11,1.6,2.18,2.18,1.6,4,1650600000000000000,28,Monthly,,,1.8900000000000001,0.02
O:SMCI220520C00050000,2022-04-22,2022-05-20,SMCI,C,500.0,1,0.25,0.25,0.25,0.25,1,1650600000000000000,28,Monthly,,,0.25,0.02
O:SMCI220520C00055000,2022-04-22,2022-05-20,SMCI,C,550.0,2,0.2,0.25,0.25,0.2,2,1650600000000000000,28,Monthly,,,0.225,0.02
O:SMCI220520C00065000,2022-04-22,2022-05-20,SMCI,C,650.0,2,0.05,0.05,0.05,0.05,2,1650600000000000000,28,Monthly,,,0.05,0.02
O:SMCI220617C00045000,2022-05-16,2022-06-17,SMCI,C,450.0,7,8.6,8.6,8.6,8.6,2,1652673600000000000,32,Monthly,,,8.6,0.02
O:SMCI220617C00050000,2022-05-16,2022-06-17,SMCI,C,500.0,8,4.5,5.0,5.4,4.5,4,1652673600000000000,32,Monthly,,,4.95,0.02
O:SMCI220617C00055000,2022-05-16,2022-06-17,SMCI,C,550.0,20,2.55,2.65,2.81,2.3,10,1652673600000000000,32,Monthly,,,2.5549999999999997,0.02
O:SMCI220617C00060000,2022-05-16,2022-06-17,SMCI,C,600.0,33,1.25,1.15,1.25,0.97,6,1652673600000000000,32,Monthly,,,1.1099999999999999,0.02
O:SMCI220617C00065000,2022-05-16,2022-06-17,SMCI,C,650.0,7,0.3,0.45,0.56,0.3,6,1652673600000000000,32,Monthly,,,0.43000000000000005,0.02
O:SMCI220617C00045000,2022-05-17,2022-06-17,SMCI,C,450.0,5,9.6,9.6,9.6,9.6,1,1652760000000000000,31,Monthly,,,9.6,0.02
O:SMCI220617C00055000,2022-05-17,2022-06-17,SMCI,C,550.0,14,2.75,2.85,2.85,2.5,6,1652760000000000000,31,Monthly,,,2.675,0.02
O:SMCI220617C00060000,2022-05-17,2022-06-17,SMCI,C,600.0,168,1.25,1.21,1.5,0.85,67,1652760000000000000,31,Monthly,,,1.175,0.02
O:SMCI220617C00050000,2022-05-18,2022-06-17,SMCI,C,500.0,32,4.7,4.7,5.0,4.6,5,1652846400000000000,30,Monthly,,,4.8,0.02
O:SMCI220617C00055000,2022-05-18,2022-06-17,SMCI,C,550.0,13,3.2,2.0,3.2,1.9,5,1652846400000000000,30,Monthly,,,2.55,0.02
O:SMCI220617C00060000,2022-05-18,2022-06-17,SMCI,C,600.0,121,1.0,0.9,1.4,0.75,30,1652846400000000000,30,Monthly,,,1.075,0.02
O:SMCI220617C00045000,2022-05-19,2022-06-17,SMCI,C,450.0,10,7.2,7.2,7.2,7.2,1,1652932800000000000,29,Monthly,,,7.2,0.02
O:SMCI220617C00055000,2022-05-19,2022-06-17,SMCI,C,550.0,21,2.0,1.3,2.0,1.1,12,1652932800000000000,29,Monthly,,,1.55,0.02
O:SMCI220617C00060000,2022-05-19,2022-06-17,SMCI,C,600.0,182,0.9,0.55,0.9,0.5,20,1652932800000000000,29,Monthly,,,0.7,0.02
O:SMCI220617C00065000,2022-05-19,2022-06-17,SMCI,C,650.0,2,0.2,0.27,0.27,0.2,2,1652932800000000000,29,Monthly,,,0.23500000000000001,0.02
O:SMCI220617C00045000,2022-05-20,2022-06-17,SMCI,C,450.0,9,5.65,6.16,6.16,5.2,4,1653019200000000000,28,Monthly,,,5.68,0.02
O:SMCI220617C00050000,2022-05-20,2022-06-17,SMCI,C,500.0,4,2.34,2.5,2.5,2.34,2,1653019200000000000,28,Monthly,,,2.42,0.02
O:SMCI220617C00055000,2022-05-20,2022-06-17,SMCI,C,550.0,17,1.4,0.9,1.45,0.85,7,1653019200000000000,28,Monthly,,,1.15,0.02
O:SMCI220617C00060000,2022-05-20,2022-06-17,SMCI,C,600.0,110,0.4,0.3,0.4,0.21,21,1653019200000000000,28,Monthly,,,0.305,0.02
O:SMCI220617C00065000,2022-05-20,2022-06-17,SMCI,C,650.0,1,0.15,0.15,0.15,0.15,1,1653019200000000000,28,Monthly,,,0.15,0.02
O:SMCI220715C00045000,2022-06-13,2022-07-15,SMCI,C,450.0,2,3.9,4.5,4.5,3.9,2,1655092800000000000,32,Monthly,,,4.2,0.02
O:SMCI220715C00050000,2022-06-13,2022-07-15,SMCI,C,500.0,60,1.96,1.3,2.0,1.3,8,1655092800000000000,32,Monthly,,,1.65,0.02
O:SMCI220715C00055000,2022-06-13,2022-07-15,SMCI,C,550.0,26,0.7,0.7,0.7,0.7,2,1655092800000000000,32,Monthly,,,0.7,0.02
O:SMCI220715C00060000,2022-06-13,2022-07-15,SMCI,C,600.0,28,0.55,0.31,0.55,0.3,5,1655092800000000000,32,Monthly,,,0.42500000000000004,0.02
O:SMCI220715C00070000,2022-06-13,2022-07-15,SMCI,C,700.0,4,0.1,0.1,0.1,0.1,1,1655092800000000000,32,Monthly,,,0.1,0.02
O:SMCI220715C00050000,2022-06-14,2022-07-15,SMCI,C,500.0,5,1.6,1.8,1.8,1.6,3,1655179200000000000,31,Monthly,,,1.7000000000000002,0.02
O:SMCI220715C00060000,2022-06-14,2022-07-15,SMCI,C,600.0,10,0.25,0.35,0.35,0.25,2,1655179200000000000,31,Monthly,,,0.3,0.02
O:SMCI220715C00070000,2022-06-14,2022-07-15,SMCI,C,700.0,23,0.1,0.1,0.2,0.1,3,1655179200000000000,31,Monthly,,,0.15000000000000002,0.02
O:SMCI220715C00080000,2022-06-14,2022-07-15,SMCI,C,800.0,5,0.17,0.17,0.17,0.17,1,1655179200000000000,31,Monthly,,,0.17,0.02
O:SMCI220715C00040000,2022-06-15,2022-07-15,SMCI,C,400.0,2,8.0,8.0,8.0,8.0,1,1655265600000000000,30,Monthly,,,8.0,0.02
O:SMCI220715C00050000,2022-06-15,2022-07-15,SMCI,C,500.0,51,1.6,2.0,2.0,1.5,4,1655265600000000000,30,Monthly,,,1.75,0.02
O:SMCI220715C00055000,2022-06-15,2022-07-15,SMCI,C,550.0,3,0.65,0.64,0.65,0.64,2,1655265600000000000,30,Monthly,,,0.645,0.02
O:SMCI220715C00060000,2022-06-15,2022-07-15,SMCI,C,600.0,26,0.3,0.15,0.3,0.15,4,1655265600000000000,30,Monthly,,,0.22499999999999998,0.02
O:SMCI220715C00080000,2022-06-15,2022-07-15,SMCI,C,800.0,5,0.61,1.23,1.23,0.61,2,1655265600000000000,30,Monthly,,,0.9199999999999999,0.02
O:SMCI220715C00045000,2022-06-16,2022-07-15,SMCI,C,450.0,129,3.09,2.15,3.09,2.15,10,1655352000000000000,29,Monthly,,,2.62,0.02
O:SMCI220715C00050000,2022-06-16,2022-07-15,SMCI,C,500.0,9,0.86,0.9,0.9,0.86,2,1655352000000000000,29,Monthly,,,0.88,0.02
O:SMCI220715C00055000,2022-06-16,2022-07-15,SMCI,C,550.0,1,0.3,0.3,0.3,0.3,1,1655352000000000000,29,Monthly,,,0.3,0.02
O:SMCI220715C00060000,2022-06-16,2022-07-15,SMCI,C,600.0,2,0.1,0.1,0.1,0.1,1,1655352000000000000,29,Monthly,,,0.1,0.02
O:SMCI220715C00045000,2022-06-17,2022-07-15,SMCI,C,450.0,5,2.23,1.95,2.23,1.95,2,1655438400000000000,28,Monthly,,,2.09,0.02
O:SMCI220715C00050000,2022-06-17,2022-07-15,SMCI,C,500.0,1,0.6,0.6,0.6,0.6,1,1655438400000000000,28,Monthly,,,0.6,0.02
O:SMCI220715C00055000,2022-06-17,2022-07-15,SMCI,C,550.0,3,0.3,0.2,0.3,0.2,3,1655438400000000000,28,Monthly,,,0.25,0.02
O:SMCI220715C00060000,2022-06-17,2022-07-15,SMCI,C,600.0,5,0.1,0.1,0.1,0.1,2,1655438400000000000,28,Monthly,,,0.1,0.02
O:SMCI220819C00035000,2022-07-18,2022-08-19,SMCI,C,350.0,3,9.0,8.7,9.0,8.7,3,1658116800000000000,32,Monthly,,,8.85,0.02
O:SMCI220819C00040000,2022-07-18,2022-08-19,SMCI,C,400.0,13,4.8,4.6,4.8,4.6,5,1658116800000000000,32,Monthly,,,4.699999999999999,0.02
O:SMCI220819C00045000,2022-07-18,2022-08-19,SMCI,C,450.0,99,2.45,2.15,2.6,2.15,29,1658116800000000000,32,Monthly,,,2.375,0.02
O:SMCI220819C00050000,2022-07-18,2022-08-19,SMCI,C,500.0,30,1.03,0.9,1.05,0.9,5,1658116800000000000,32,Monthly,,,0.9750000000000001,0.02
O:SMCI220819C00055000,2022-07-18,2022-08-19,SMCI,C,550.0,4,0.43,0.45,0.45,0.4,3,1658116800000000000,32,Monthly,,,0.42500000000000004,0.02
O:SMCI220819C00030000,2022-07-19,2022-08-19,SMCI,C,300.0,1,13.9,13.9,13.9,13.9,1,1658203200000000000,31,Monthly,,,13.9,0.02
O:SMCI220819C00035000,2022-07-19,2022-08-19,SMCI,C,350.0,7,9.15,9.5,10.05,9.15,4,1658203200000000000,31,Monthly,,,9.600000000000001,0.02
O:SMCI220819C00040000,2022-07-19,2022-08-19,SMCI,C,400.0,4,5.7,5.7,5.7,5.7,3,1658203200000000000,31,Monthly,,,5.7,0.02
O:SMCI220819C00045000,2022-07-19,2022-08-19,SMCI,C,450.0,14,2.45,2.95,2.95,2.45,6,1658203200000000000,31,Monthly,,,2.7,0.02
O:SMCI220819C00050000,2022-07-19,2022-08-19,SMCI,C,500.0,28,1.0,1.15,1.35,0.9,14,1658203200000000000,31,Monthly,,,1.125,0.02
O:SMCI220819C00055000,2022-07-19,2022-08-19,SMCI,C,550.0,8,0.5,0.45,0.55,0.45,4,1658203200000000000,31,Monthly,,,0.5,0.02
O:SMCI220819C00035000,2022-07-20,2022-08-19,SMCI,C,350.0,1,10.0,10.0,10.0,10.0,1,1658289600000000000,30,Monthly,,,10.0,0.02
O:SMCI220819C00040000,2022-07-20,2022-08-19,SMCI,C,400.0,5,5.3,6.2,6.2,5.3,3,1658289600000000000,30,Monthly,,,5.75,0.02
O:SMCI220819C00045000,2022-07-20,2022-08-19,SMCI,C,450.0,20,2.7,3.3,3.3,2.7,6,1658289600000000000,30,Monthly,,,3.0,0.02
O:SMCI220819C00050000,2022-07-20,2022-08-19,SMCI,C,500.0,18,1.39,1.5,1.55,1.35,8,1658289600000000000,30,Monthly,,,1.4500000000000002,0.02
O:SMCI220819C00055000,2022-07-20,2022-08-19,SMCI,C,550.0,3,0.55,0.55,0.55,0.55,2,1658289600000000000,30,Monthly,,,0.55,0.02
O:SMCI220819C00035000,2022-07-21,2022-08-19,SMCI,C,350.0,4,15.4,17.0,17.0,15.4,3,1658376000000000000,29,Monthly,,,16.2,0.02
O:SMCI220819C00040000,2022-07-21,2022-08-19,SMCI,C,400.0,34,13.7,11.82,13.7,11.77,15,1658376000000000000,29,Monthly,,,12.735,0.02
O:SMCI220819C00045000,2022-07-21,2022-08-19,SMCI,C,450.0,35,7.0,7.7,9.1,7.0,14,1658376000000000000,29,Monthly,,,8.05,0.02
O:SMCI220819C00050000,2022-07-21,2022-08-19,SMCI,C,500.0,99,5.5,4.25,5.8,4.15,31,1658376000000000000,29,Monthly,,,4.975,0.02
O:SMCI220819C00055000,2022-07-21,2022-08-19,SMCI,C,550.0,181,2.15,2.06,3.26,1.6,57,1658376000000000000,29,Monthly,,,2.4299999999999997,0.02
O:SMCI220819C00060000,2022-07-21,2022-08-19,SMCI,C,600.0,20,1.46,1.1,1.5,1.1,14,1658376000000000000,29,Monthly,,,1.3,0.02
O:SMCI220819C00065000,2022-07-21,2022-08-19,SMCI,C,650.0,1266,0.78,0.7,0.8,0.5,18,1658376000000000000,29,Monthly,,,0.65,0.02
O:SMCI220819C00070000,2022-07-21,2022-08-19,SMCI,C,700.0,9,0.25,0.2,0.35,0.2,7,1658376000000000000,29,Monthly,,,0.275,0.02
O:SMCI220819C00050000,2022-07-22,2022-08-19,SMCI,C,500.0,10,3.9,3.77,4.3,3.77,7,1658462400000000000,28,Monthly,,,4.035,0.02
O:SMCI220819C00055000,2022-07-22,2022-08-19,SMCI,C,550.0,33,2.05,1.6,2.3,1.6,11,1658462400000000000,28,Monthly,,,1.95,0.02
O:SMCI220819C00060000,2022-07-22,2022-08-19,SMCI,C,600.0,25,1.05,0.75,1.05,0.7,8,1658462400000000000,28,Monthly,,,0.875,0.02
O:SMCI220819C00065000,2022-07-22,2022-08-19,SMCI,C,650.0,2,0.7,0.4,0.7,0.4,2,1658462400000000000,28,Monthly,,,0.55,0.02
O:SMCI220819C00070000,2022-07-22,2022-08-19,SMCI,C,700.0,1,0.5,0.5,0.5,0.5,1,1658462400000000000,28,Monthly,,,0.5,0.02
O:SMCI220916C00050000,2022-08-15,2022-09-16,SMCI,C,500.0,1,17.34,17.34,17.34,17.34,1,1660536000000000000,32,Monthly,,,17.34,0.02
O:SMCI220916C00060000,2022-08-15,2022-09-16,SMCI,C,600.0,1,7.1,7.1,7.1,7.1,1,1660536000000000000,32,Monthly,,,7.1,0.02
O:SMCI220916C00065000,2022-08-15,2022-09-16,SMCI,C,650.0,37,4.15,5.39,5.48,4.0,13,1660536000000000000,32,Monthly,,,4.74,0.02
O:SMCI220916C00070000,2022-08-15,2022-09-16,SMCI,C,700.0,143,2.1,2.8,2.9,2.1,13,1660536000000000000,32,Monthly,,,2.5,0.02
O:SMCI220916C00075000,2022-08-15,2022-09-16,SMCI,C,750.0,10,1.06,1.45,1.45,1.05,3,1660536000000000000,32,Monthly,,,1.25,0.02
O:SMCI220916C00080000,2022-08-15,2022-09-16,SMCI,C,800.0,24,0.6,0.73,0.75,0.6,4,1660536000000000000,32,Monthly,,,0.675,0.02
O:SMCI220916C00085000,2022-08-15,2022-09-16,SMCI,C,850.0,11,0.36,0.39,0.39,0.36,2,1660536000000000000,32,Monthly,,,0.375,0.02
O:SMCI220916C00040000,2022-08-16,2022-09-16,SMCI,C,400.0,1,26.3,26.3,26.3,26.3,1,1660622400000000000,31,Monthly,,,26.3,0.02
O:SMCI220916C00055000,2022-08-16,2022-09-16,SMCI,C,550.0,1,11.2,11.2,11.2,11.2,1,1660622400000000000,31,Monthly,,,11.2,0.02
O:SMCI220916C00060000,2022-08-16,2022-09-16,SMCI,C,600.0,4,7.94,7.94,7.94,7.94,1,1660622400000000000,31,Monthly,,,7.94,0.02
O:SMCI220916C00065000,2022-08-16,2022-09-16,SMCI,C,650.0,13,4.5,4.2,4.9,4.2,6,1660622400000000000,31,Monthly,,,4.550000000000001,0.02
O:SMCI220916C00070000,2022-08-16,2022-09-16,SMCI,C,700.0,152,2.6,2.34,2.6,2.25,12,1660622400000000000,31,Monthly,,,2.425,0.02
O:SMCI220916C00075000,2022-08-16,2022-09-16,SMCI,C,750.0,1,1.32,1.32,1.32,1.32,1,1660622400000000000,31,Monthly,,,1.32,0.02
O:SMCI220916C00080000,2022-08-16,2022-09-16,SMCI,C,800.0,7,0.65,0.55,0.65,0.5,3,1660622400000000000,31,Monthly,,,0.575,0.02
O:SMCI220916C00055000,2022-08-17,2022-09-16,SMCI,C,550.0,10,12.0,13.4,13.7,11.3,5,1660708800000000000,30,Monthly,,,12.5,0.02
O:SMCI220916C00065000,2022-08-17,2022-09-16,SMCI,C,650.0,53,4.5,5.5,5.9,4.2,14,1660708800000000000,30,Monthly,,,5.050000000000001,0.02
O:SMCI220916C00070000,2022-08-17,2022-09-16,SMCI,C,700.0,207,2.4,2.91,3.29,2.15,36,1660708800000000000,30,Monthly,,,2.7199999999999998,0.02
O:SMCI220916C00075000,2022-08-17,2022-09-16,SMCI,C,750.0,160,1.45,1.65,1.66,1.0,12,1660708800000000000,30,Monthly,,,1.33,0.02
O:SMCI220916C00080000,2022-08-17,2022-09-16,SMCI,C,800.0,62,0.45,0.82,0.85,0.45,5,1660708800000000000,30,Monthly,,,0.65,0.02
O:SMCI220916C00085000,2022-08-17,2022-09-16,SMCI,C,850.0,2,0.37,0.37,0.37,0.37,1,1660708800000000000,30,Monthly,,,0.37,0.02
O:SMCI220916C00050000,2022-08-18,2022-09-16,SMCI,C,500.0,3,21.87,21.87,21.87,21.87,1,1660795200000000000,29,Monthly,,,21.87,0.02
O:SMCI220916C00055000,2022-08-18,2022-09-16,SMCI,C,550.0,2,16.9,16.9,16.9,16.9,1,1660795200000000000,29,Monthly,,,16.9,0.02
O:SMCI220916C00060000,2022-08-18,2022-09-16,SMCI,C,600.0,3,9.5,9.5,9.5,9.5,1,1660795200000000000,29,Monthly,,,9.5,0.02
O:SMCI220916C00065000,2022-08-18,2022-09-16,SMCI,C,650.0,66,6.5,8.6,8.6,6.5,15,1660795200000000000,29,Monthly,,,7.55,0.02
O:SMCI220916C00070000,2022-08-18,2022-09-16,SMCI,C,700.0,108,3.6,5.1,5.9,3.3,44,1660795200000000000,29,Monthly,,,4.6,0.02
O:SMCI220916C00075000,2022-08-18,2022-09-16,SMCI,C,750.0,765,2.09,3.35,3.4,2.09,82,1660795200000000000,29,Monthly,,,2.745,0.02
O:SMCI220916C00080000,2022-08-18,2022-09-16,SMCI,C,800.0,92,0.9,1.7,1.75,0.9,18,1660795200000000000,29,Monthly,,,1.325,0.02
O:SMCI220916C00085000,2022-08-18,2022-09-16,SMCI,C,850.0,92,0.6,0.9,0.95,0.55,14,1660795200000000000,29,Monthly,,,0.75,0.02
O:SMCI220916C00090000,2022-08-18,2022-09-16,SMCI,C,900.0,7,0.5,0.4,0.5,0.4,4,1660795200000000000,29,Monthly,,,0.45,0.02
O:SMCI220916C00060000,2022-08-19,2022-09-16,SMCI,C,600.0,5,10.53,10.53,10.53,10.53,1,1660881600000000000,28,Monthly,,,10.53,0.02
O:SMCI220916C00065000,2022-08-19,2022-09-16,SMCI,C,650.0,1164,7.75,6.8,7.75,6.5,6,1660881600000000000,28,Monthly,,,7.125,0.02
O:SMCI220916C00070000,2022-08-19,2022-09-16,SMCI,C,700.0,13,2.9,4.11,4.6,2.9,13,1660881600000000000,28,Monthly,,,3.75,0.02
O:SMCI220916C00075000,2022-08-19,2022-09-16,SMCI,C,750.0,256,2.2,2.15,2.5,1.95,32,1660881600000000000,28,Monthly,,,2.225,0.02
O:SMCI220916C00080000,2022-08-19,2022-09-16,SMCI,C,800.0,20,1.28,1.1,1.28,0.95,8,1660881600000000000,28,Monthly,,,1.115,0.02
O:SMCI220916C00085000,2022-08-19,2022-09-16,SMCI,C,850.0,2,0.5,0.5,0.5,0.5,1,1660881600000000000,28,Monthly,,,0.5,0.02
O:SMCI220916C00090000,2022-08-19,2022-09-16,SMCI,C,900.0,12,0.4,0.3,0.45,0.3,4,1660881600000000000,28,Monthly,,,0.375,0.02
O:SMCI221021C00050000,2022-09-19,2022-10-21,SMCI,C,500.0,16,8.4,9.4,9.4,8.1,6,1663560000000000000,32,Monthly,,,8.75,0.02
O:SMCI221021C00055000,2022-09-19,2022-10-21,SMCI,C,550.0,83,6.2,5.25,6.2,5.25,5,1663560000000000000,32,Monthly,,,5.725,0.02
O:SMCI221021C00060000,2022-09-19,2022-10-21,SMCI,C,600.0,47,3.5,3.3,3.5,2.5,18,1663560000000000000,32,Monthly,,,3.0,0.02
O:SMCI221021C00065000,2022-09-19,2022-10-21,SMCI,C,650.0,37,1.8,1.58,1.8,1.4,18,1663560000000000000,32,Monthly,,,1.6,0.02
O:SMCI221021C00070000,2022-09-19,2022-10-21,SMCI,C,700.0,235,0.94,0.85,1.0,0.46,19,1663560000000000000,32,Monthly,,,0.73,0.02
O:SMCI221021C00075000,2022-09-19,2022-10-21,SMCI,C,750.0,184,0.4,0.5,0.55,0.4,45,1663560000000000000,32,Monthly,,,0.47500000000000003,0.02
O:SMCI221021C00105000,2022-09-19,2022-10-21,SMCI,C,1050.0,198,0.05,0.05,0.15,0.05,25,1663560000000000000,32,Monthly,,,0.1,0.02
O:SMCI221021C00050000,2022-09-20,2022-10-21,SMCI,C,500.0,38,8.2,7.4,8.5,7.4,7,1663646400000000000,31,Monthly,,,7.95,0.02
O:SMCI221021C00055000,2022-09-20,2022-10-21,SMCI,C,550.0,1,4.5,4.5,4.5,4.5,1,1663646400000000000,31,Monthly,,,4.5,0.02
O:SMCI221021C00060000,2022-09-20,2022-10-21,SMCI,C,600.0,29,2.75,2.3,2.75,2.25,13,1663646400000000000,31,Monthly,,,2.5,0.02
O:SMCI221021C00065000,2022-09-20,2022-10-21,SMCI,C,650.0,102,1.4,1.4,1.5,1.4,3,1663646400000000000,31,Monthly,,,1.45,0.02
O:SMCI221021C00070000,2022-09-20,2022-10-21,SMCI,C,700.0,200,0.75,0.75,0.75,0.75,1,1663646400000000000,31,Monthly,,,0.75,0.02
O:SMCI221021C00075000,2022-09-20,2022-10-21,SMCI,C,750.0,63,0.4,0.35,0.4,0.3,28,1663646400000000000,31,Monthly,,,0.35,0.02
