ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry
O:SOFI210604C00016500,2021-06-01,2021-06-04,SOFI,C,16.5,1,1.5,1.5,1.5,1.5,1,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00017000,2021-06-01,2021-06-04,SOFI,C,17.0,11,1.29,1.0,1.34,1.0,4,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00017500,2021-06-01,2021-06-04,SOFI,C,17.5,6,0.82,0.99,1.08,0.82,4,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00018000,2021-06-01,2021-06-04,SOFI,C,18.0,5,0.7,0.7,0.7,0.7,1,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00018500,2021-06-01,2021-06-04,SOFI,C,18.5,55,0.67,0.9,0.9,0.67,3,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00019000,2021-06-01,2021-06-04,SOFI,C,19.0,36,0.79,0.6,0.79,0.38,15,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00019500,2021-06-01,2021-06-04,SOFI,C,19.5,55,0.69,0.62,0.75,0.34,17,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00020000,2021-06-01,2021-06-04,SOFI,C,20.0,475,0.42,0.62,0.65,0.29,148,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00020500,2021-06-01,2021-06-04,SOFI,C,20.5,281,0.44,0.48,0.52,0.2,55,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00021000,2021-06-01,2021-06-04,SOFI,C,21.0,780,0.12,0.38,0.5,0.12,210,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00021500,2021-06-01,2021-06-04,SOFI,C,21.5,871,0.51,0.34,0.51,0.12,159,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00022000,2021-06-01,2021-06-04,SOFI,C,22.0,1082,0.56,0.29,0.56,0.08,288,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00022500,2021-06-01,2021-06-04,SOFI,C,22.5,1025,0.25,0.22,0.43,0.09,129,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00023000,2021-06-01,2021-06-04,SOFI,C,23.0,1188,0.34,0.18,0.36,0.01,236,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00023500,2021-06-01,2021-06-04,SOFI,C,23.5,224,0.55,0.14,0.55,0.05,57,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00024000,2021-06-01,2021-06-04,SOFI,C,24.0,320,0.27,0.13,0.27,0.04,84,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00024500,2021-06-01,2021-06-04,SOFI,C,24.5,79,0.31,0.12,0.31,0.04,22,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00025000,2021-06-01,2021-06-04,SOFI,C,25.0,1683,0.16,0.1,0.25,0.02,216,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00025500,2021-06-01,2021-06-04,SOFI,C,25.5,34,0.06,0.06,0.06,0.05,8,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00026000,2021-06-01,2021-06-04,SOFI,C,26.0,115,0.15,0.1,0.15,0.02,35,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00027000,2021-06-01,2021-06-04,SOFI,C,27.0,166,0.15,0.06,0.15,0.02,57,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00028000,2021-06-01,2021-06-04,SOFI,C,28.0,78,0.1,0.05,0.1,0.01,23,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00029000,2021-06-01,2021-06-04,SOFI,C,29.0,97,0.04,0.04,0.04,0.02,13,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210604C00030000,2021-06-01,2021-06-04,SOFI,C,30.0,547,0.04,0.04,0.12,0.0,62,1622520000000000000,3,Weekly,21.97,22.65,22.9,20.43,22.9,20.82,22.87,22.87
O:SOFI210611C00017500,2021-06-07,2021-06-11,SOFI,C,17.5,1,0.88,0.88,0.88,0.88,1,1623038400000000000,4,Weekly,20.7,21.21,21.47,20.31,21.47,22.4,23.3,23.3
O:SOFI210611C00018000,2021-06-07,2021-06-11,SOFI,C,18.0,2,0.8,0.78,0.8,0.78,2,1623038400000000000,4,Weekly,20.7,21.21,21.47,20.31,21.47,22.4,23.3,23.3
O:SOFI210611C00019000,2021-06-07,2021-06-11,SOFI,C,19.0,11,0.42,0.5,0.5,0.42,2,1623038400000000000,4,Weekly,20.7,21.21,21.47,20.31,21.47,22.4,23.3,23.3
O:SOFI210611C00019500,2021-06-07,2021-06-11,SOFI,C,19.5,24,0.44,0.5,0.51,0.4,5,1623038400000000000,4,Weekly,20.7,21.21,21.47,20.31,21.47,22.4,23.3,23.3
O:SOFI210611C00020000,2021-06-07,2021-06-11,SOFI,C,20.0,95,0.38,0.37,0.42,0.26,27,1623038400000000000,4,Weekly,20.7,21.21,21.47,20.31,21.47,22.4,23.3,23.3
O:SOFI210611C00020500,2021-06-07,2021-06-11,SOFI,C,20.5,524,0.31,0.28,0.32,0.21,51,1623038400000000000,4,Weekly,20.7,21.21,21.47,20.31,21.47,22.4,23.3,23.3
O:SOFI210611C00021000,2021-06-07,2021-06-11,SOFI,C,21.0,637,0.26,0.22,0.26,0.16,127,1623038400000000000,4,Weekly,20.7,21.21,21.47,20.31,21.47,22.4,23.3,23.3
