ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry
O:SOFI250110C00005000,2025-01-06,2025-01-10,SOFI,C,5.0,2,2.52,2.52,2.52,2.52,1,1736139600000000000,4,Weekly,15.2,15.29,15.48,14.89,15.48,14.15,14.28,14.28
O:SOFI250110C00007000,2025-01-06,2025-01-10,SOFI,C,7.0,3,2.02,2.02,2.02,2.02,1,1736139600000000000,4,Weekly,15.2,15.29,15.48,14.89,15.48,14.15,14.28,14.28
O:SOFI250110C00008000,2025-01-06,2025-01-10,SOFI,C,8.0,2,1.86,1.82,1.86,1.82,2,1736139600000000000,4,Weekly,15.2,15.29,15.48,14.89,15.48,14.15,14.28,14.28
O:SOFI250110C00008500,2025-01-06,2025-01-10,SOFI,C,8.5,1,1.81,1.81,1.81,1.81,1,1736139600000000000,4,Weekly,15.2,15.29,15.48,14.89,15.48,14.15,14.28,14.28
O:SOFI250110C00009000,2025-01-06,2025-01-10,SOFI,C,9.0,55,1.58,1.58,1.58,1.58,2,1736139600000000000,4,Weekly,15.2,15.29,15.48,14.89,15.48,14.15,14.28,14.28
O:SOFI250110C00010000,2025-01-06,2025-01-10,SOFI,C,10.0,30,1.34,1.34,1.34,1.31,8,1736139600000000000,4,Weekly,15.2,15.29,15.48,14.89,15.48,14.15,14.28,14.28
O:SOFI250110C00010500,2025-01-06,2025-01-10,SOFI,C,10.5,14,1.2,1.2,1.23,1.12,9,1736139600000000000,4,Weekly,15.2,15.29,15.48,14.89,15.48,14.15,14.28,14.28
O:SOFI250110C00011000,2025-01-06,2025-01-10,SOFI,C,11.0,12,1.06,1.08,1.09,1.06,6,1736139600000000000,4,Weekly,15.2,15.29,15.48,14.89,15.48,14.15,14.28,14.28
O:SOFI250110C00011500,2025-01-06,2025-01-10,SOFI,C,11.5,13,0.92,0.96,0.98,0.92,7,1736139600000000000,4,Weekly,15.2,15.29,15.48,14.89,15.48,14.15,14.28,14.28
O:SOFI250110C00012000,2025-01-06,2025-01-10,SOFI,C,12.0,42,0.8,0.78,0.88,0.78,25,1736139600000000000,4,Weekly,15.2,15.29,15.48,14.89,15.48,14.15,14.28,14.28
O:SOFI250110C00012500,2025-01-06,2025-01-10,SOFI,C,12.5,125,0.65,0.73,0.74,0.64,31,1736139600000000000,4,Weekly,15.2,15.29,15.48,14.89,15.48,14.15,14.28,14.28
O:SOFI250110C00013000,2025-01-06,2025-01-10,SOFI,C,13.0,127,0.55,0.57,0.61,0.52,70,1736139600000000000,4,Weekly,15.2,15.29,15.48,14.89,15.48,14.15,14.28,14.28
O:SOFI250110C00013500,2025-01-06,2025-01-10,SOFI,C,13.5,371,0.36,0.45,0.5,0.36,109,1736139600000000000,4,Weekly,15.2,15.29,15.48,14.89,15.48,14.15,14.28,14.28
O:SOFI250110C00014000,2025-01-06,2025-01-10,SOFI,C,14.0,1777,0.25,0.33,0.38,0.25,290,1736139600000000000,4,Weekly,15.2,15.29,15.48,14.89,15.48,14.15,14.28,14.28
O:SOFI250110C00014500,2025-01-06,2025-01-10,SOFI,C,14.5,2332,0.22,0.22,0.26,0.16,698,1736139600000000000,4,Weekly,15.2,15.29,15.48,14.89,15.48,14.15,14.28,14.28
O:SOFI250110C00015000,2025-01-06,2025-01-10,SOFI,C,15.0,10207,0.13,0.13,0.16,0.1,1435,1736139600000000000,4,Weekly,15.2,15.29,15.48,14.89,15.48,14.15,14.28,14.28
O:SOFI250110C00015500,2025-01-06,2025-01-10,SOFI,C,15.5,16613,0.08,0.06,0.09,0.05,2079,1736139600000000000,4,Weekly,15.2,15.29,15.48,14.89,15.48,14.15,14.28,14.28
O:SOFI250110C00016000,2025-01-06,2025-01-10,SOFI,C,16.0,17652,0.04,0.03,0.06,0.02,2085,1736139600000000000,4,Weekly,15.2,15.29,15.48,14.89,15.48,14.15,14.28,14.28
O:SOFI250110C00016500,2025-01-06,2025-01-10,SOFI,C,16.5,10451,0.02,0.01,0.02,0.01,1022,1736139600000000000,4,Weekly,15.2,15.29,15.48,14.89,15.48,14.15,14.28,14.28
