entry_date,expiration_date,ticker,strike,entry_underlying,expiration_underlying,premium_collected,premium_yield,pnl_per_share,pnl_per_contract,pnl_yield,assigned,volume,days_to_expiry
2019-01-07,2019-01-11,O:TSLA190111C00230000,2300.0,22.4493,23.2273,1.03,0.04588116333248698,1.580699999999999,158.0699999999999,0.07041199502879818,True,2,4.0
2019-01-07,2019-01-11,O:TSLA190111C00250000,2500.0,22.4493,23.2273,0.81,0.03608130320321792,0.81,81.0,0.03608130320321792,False,7,4.0
2019-01-07,2019-01-11,O:TSLA190111C00255000,2550.0,22.4493,23.2273,0.662,0.029488670025346,0.662,66.2,0.029488670025346,False,4,4.0
2019-01-07,2019-01-11,O:TSLA190111C00270000,2700.0,22.4493,23.2273,0.6054999999999999,0.026971887764874625,0.6054999999999999,60.54999999999999,0.026971887764874625,False,7,4.0
2019-01-07,2019-01-11,O:TSLA190111C00280000,2800.0,22.4493,23.2273,0.551,0.024544195141942067,0.551,55.1,0.024544195141942067,False,27,4.0
2019-01-07,2019-01-11,O:TSLA190111C00282500,2825.0,22.4493,23.2273,0.37200000000000005,0.0165706725822186,0.37200000000000005,37.2,0.0165706725822186,False,5,4.0
2019-01-07,2019-01-11,O:TSLA190111C00285000,2850.0,22.4493,23.2273,0.4575,0.020379254587002713,0.4575,45.75,0.020379254587002713,False,14,4.0
2019-01-07,2019-01-11,O:TSLA190111C00287500,2875.0,22.4493,23.2273,0.37,0.016481582944679787,0.37,37.0,0.016481582944679787,False,2,4.0
2019-01-07,2019-01-11,O:TSLA190111C00290000,2900.0,22.4493,23.2273,0.44880000000000003,0.01999171466370889,0.44880000000000003,44.88,0.01999171466370889,False,68,4.0
2019-01-07,2019-01-11,O:TSLA190111C00292500,2925.0,22.4493,23.2273,0.3,0.01336344563082145,0.3,30.0,0.01336344563082145,False,3,4.0
2019-01-07,2019-01-11,O:TSLA190111C00295000,2950.0,22.4493,23.2273,0.406,0.018085196420378365,0.406,40.6,0.018085196420378365,False,38,4.0
2019-01-07,2019-01-11,O:TSLA190111C00297500,2975.0,22.4493,23.2273,0.3472,0.01546596107673736,0.3472,34.72,0.01546596107673736,False,8,4.0
2019-01-07,2019-01-11,O:TSLA190111C00300000,3000.0,22.4493,23.2273,0.3574,0.01592031822818529,0.3574,35.74,0.01592031822818529,False,229,4.0
2019-01-07,2019-01-11,O:TSLA190111C00302500,3025.0,22.4493,23.2273,0.336,0.014967059106520025,0.336,33.6,0.014967059106520025,False,27,4.0
2019-01-07,2019-01-11,O:TSLA190111C00305000,3050.0,22.4493,23.2273,0.3085,0.01374207659036139,0.3085,30.85,0.01374207659036139,False,149,4.0
2019-01-07,2019-01-11,O:TSLA190111C00307500,3075.0,22.4493,23.2273,0.27899999999999997,0.012428004436663947,0.27899999999999997,27.9,0.012428004436663947,False,94,4.0
2019-01-07,2019-01-11,O:TSLA190111C00310000,3100.0,22.4493,23.2273,0.2587,0.01152374461564503,0.2587,25.869999999999997,0.01152374461564503,False,194,4.0
2019-01-07,2019-01-11,O:TSLA190111C00312500,3125.0,22.4493,23.2273,0.2382,0.010610575830872231,0.2382,23.82,0.010610575830872231,False,99,4.0
2019-01-07,2019-01-11,O:TSLA190111C00315000,3150.0,22.4493,23.2273,0.21359999999999998,0.009514773289144872,0.21359999999999998,21.36,0.009514773289144872,False,470,4.0
2019-01-07,2019-01-11,O:TSLA190111C00317500,3175.0,22.4493,23.2273,0.1945,0.00866396725064924,0.1945,19.45,0.00866396725064924,False,157,4.0
2019-01-07,2019-01-11,O:TSLA190111C00320000,3200.0,22.4493,23.2273,0.1775,0.007906705331569357,0.1775,17.75,0.007906705331569357,False,762,4.0
2019-01-07,2019-01-11,O:TSLA190111C00322500,3225.0,22.4493,23.2273,0.159,0.007082626184335369,0.159,15.9,0.007082626184335369,False,371,4.0
2019-01-07,2019-01-11,O:TSLA190111C00325000,3250.0,22.4493,23.2273,0.1405,0.00625854703710138,0.1405,14.05,0.00625854703710138,False,2043,4.0
2019-01-07,2019-01-11,O:TSLA190111C00327500,3275.0,22.4493,23.2273,0.1225,0.005456740299252093,0.1225,12.25,0.005456740299252093,False,652,4.0
2019-01-07,2019-01-11,O:TSLA190111C00330000,3300.0,22.4493,23.2273,0.107,0.0047662956083263175,0.107,10.7,0.0047662956083263175,False,4564,4.0
2019-01-07,2019-01-11,O:TSLA190111C00332500,3325.0,22.4493,23.2273,0.09179999999999999,0.0040892143630313635,0.09179999999999999,9.18,0.0040892143630313635,False,1473,4.0
2019-01-07,2019-01-11,O:TSLA190111C00335000,3350.0,22.4493,23.2273,0.0785,0.0034967682733982796,0.0785,7.85,0.0034967682733982796,False,3227,4.0
2019-01-07,2019-01-11,O:TSLA190111C00337500,3375.0,22.4493,23.2273,0.068,0.003029047676319529,0.068,6.800000000000001,0.003029047676319529,False,1205,4.0
2019-01-07,2019-01-11,O:TSLA190111C00340000,3400.0,22.4493,23.2273,0.055999999999999994,0.0024945098510866705,0.055999999999999994,5.6,0.0024945098510866705,False,5420,4.0
2019-01-07,2019-01-11,O:TSLA190111C00342500,3425.0,22.4493,23.2273,0.0472,0.002102515445915908,0.0472,4.72,0.002102515445915908,False,1274,4.0
2019-01-07,2019-01-11,O:TSLA190111C00345000,3450.0,22.4493,23.2273,0.0385,0.0017149755226220861,0.0385,3.85,0.0017149755226220861,False,2174,4.0
2019-01-07,2019-01-11,O:TSLA190111C00347500,3475.0,22.4493,23.2273,0.0315,0.0014031617912362523,0.0315,3.15,0.0014031617912362523,False,871,4.0
