ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,premium,premium_yield_pct,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry
O:TSLA190802P00257500,2019-07-29,2019-08-02,TSLA,P,2575.0,212,29.65,25.25,25.25,1.61,31.1,25.25,8,1564372800000000000,4.0,Weekly,15.1393,15.718,15.7293,15.0688,15.7293,15.6227,15.7513,15.7513
O:TSLA190802P00260000,2019-07-29,2019-08-02,TSLA,P,2600.0,25,32.15,25.48,25.48,1.62,33.55,24.8,18,1564372800000000000,4.0,Weekly,15.1393,15.718,15.7293,15.0688,15.7293,15.6227,15.7513,15.7513
O:TSLA190802P00262500,2019-07-29,2019-08-02,TSLA,P,2625.0,5,28.17,28.17,28.17,1.79,28.17,28.17,3,1564372800000000000,4.0,Weekly,15.1393,15.718,15.7293,15.0688,15.7293,15.6227,15.7513,15.7513
O:TSLA190802P00265000,2019-07-29,2019-08-02,TSLA,P,2650.0,9,34.08,29.79,29.79,1.89,34.08,29.79,6,1564372800000000000,4.0,Weekly,15.1393,15.718,15.7293,15.0688,15.7293,15.6227,15.7513,15.7513
O:TSLA190802P00270000,2019-07-29,2019-08-02,TSLA,P,2700.0,39,42.05,37.65,37.65,2.39,43.19,37.35,7,1564372800000000000,4.0,Weekly,15.1393,15.718,15.7293,15.0688,15.7293,15.6227,15.7513,15.7513
O:TSLA190802P00272500,2019-07-29,2019-08-02,TSLA,P,2725.0,1,44.8,44.8,44.8,2.85,44.8,44.8,1,1564372800000000000,4.0,Weekly,15.1393,15.718,15.7293,15.0688,15.7293,15.6227,15.7513,15.7513
O:TSLA190802P00300000,2019-07-29,2019-08-02,TSLA,P,3000.0,30,73.5,70.8,70.8,4.5,73.5,70.8,12,1564372800000000000,4.0,Weekly,15.1393,15.718,15.7293,15.0688,15.7293,15.6227,15.7513,15.7513
O:TSLA190809C00120000,2019-08-05,2019-08-09,TSLA,C,1200.0,6,106.21,107.3,107.3,6.96,107.3,106.21,2,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00130000,2019-08-05,2019-08-09,TSLA,C,1300.0,10,97.0,97.2,97.2,6.3,97.2,97.0,4,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00197500,2019-08-05,2019-08-09,TSLA,C,1975.0,2,30.0,31.7,31.7,2.06,31.7,30.0,2,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00200000,2019-08-05,2019-08-09,TSLA,C,2000.0,10,28.05,28.05,28.05,1.82,28.05,28.05,1,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00202500,2019-08-05,2019-08-09,TSLA,C,2025.0,1,25.15,25.15,25.15,1.63,25.15,25.15,1,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00205000,2019-08-05,2019-08-09,TSLA,C,2050.0,10,23.3,23.3,23.3,1.51,23.3,23.3,1,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00207500,2019-08-05,2019-08-09,TSLA,C,2075.0,10,22.8,22.05,22.05,1.43,22.8,20.51,5,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00210000,2019-08-05,2019-08-09,TSLA,C,2100.0,103,20.8,19.68,19.68,1.28,20.8,17.2,15,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00212500,2019-08-05,2019-08-09,TSLA,C,2125.0,41,17.43,16.0,16.0,1.04,17.43,16.0,7,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00215000,2019-08-05,2019-08-09,TSLA,C,2150.0,134,17.36,14.97,14.97,0.97,17.36,13.1,26,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00217500,2019-08-05,2019-08-09,TSLA,C,2175.0,334,14.3,13.1,13.1,0.85,14.3,11.55,67,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00220000,2019-08-05,2019-08-09,TSLA,C,2200.0,398,12.0,10.84,10.84,0.7,12.8,9.5,111,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00222500,2019-08-05,2019-08-09,TSLA,C,2225.0,622,9.95,8.85,8.85,0.57,11.25,7.6,175,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00225000,2019-08-05,2019-08-09,TSLA,C,2250.0,1403,8.15,7.22,7.22,0.47,9.05,6.06,287,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00227500,2019-08-05,2019-08-09,TSLA,C,2275.0,3534,6.8,5.7,5.7,0.37,7.82,4.75,672,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00230000,2019-08-05,2019-08-09,TSLA,C,2300.0,3146,5.24,4.3,4.3,0.28,6.4,3.62,925,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00232500,2019-08-05,2019-08-09,TSLA,C,2325.0,1259,4.25,3.25,3.25,0.21,4.95,2.7,383,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00235000,2019-08-05,2019-08-09,TSLA,C,2350.0,4199,3.3,2.26,2.26,0.15,3.85,1.98,898,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00237500,2019-08-05,2019-08-09,TSLA,C,2375.0,2021,2.21,1.64,1.64,0.11,2.71,1.39,488,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00240000,2019-08-05,2019-08-09,TSLA,C,2400.0,4576,1.5,1.12,1.12,0.07,2.1,0.97,983,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00242500,2019-08-05,2019-08-09,TSLA,C,2425.0,1199,1.17,0.77,0.77,0.05,1.53,0.66,272,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00245000,2019-08-05,2019-08-09,TSLA,C,2450.0,1926,0.75,0.54,0.54,0.04,1.1,0.46,387,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00247500,2019-08-05,2019-08-09,TSLA,C,2475.0,877,0.72,0.36,0.36,0.02,0.75,0.28,162,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00250000,2019-08-05,2019-08-09,TSLA,C,2500.0,2586,0.5,0.25,0.25,0.02,0.55,0.21,378,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00252500,2019-08-05,2019-08-09,TSLA,C,2525.0,379,0.42,0.17,0.17,0.01,0.42,0.15,106,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00255000,2019-08-05,2019-08-09,TSLA,C,2550.0,396,0.23,0.15,0.15,0.01,0.31,0.1,152,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00257500,2019-08-05,2019-08-09,TSLA,C,2575.0,148,0.19,0.11,0.11,0.01,0.21,0.08,51,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00260000,2019-08-05,2019-08-09,TSLA,C,2600.0,292,0.02,0.09,0.09,0.01,0.13,0.02,64,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00262500,2019-08-05,2019-08-09,TSLA,C,2625.0,159,0.11,0.07,0.07,0.0,0.11,0.05,19,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00265000,2019-08-05,2019-08-09,TSLA,C,2650.0,478,0.11,0.05,0.05,0.0,0.11,0.01,39,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00267500,2019-08-05,2019-08-09,TSLA,C,2675.0,17,0.05,0.03,0.03,0.0,0.13,0.03,5,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00270000,2019-08-05,2019-08-09,TSLA,C,2700.0,176,0.05,0.03,0.03,0.0,0.08,0.02,31,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00272500,2019-08-05,2019-08-09,TSLA,C,2725.0,16,0.05,0.02,0.02,0.0,0.05,0.02,6,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00275000,2019-08-05,2019-08-09,TSLA,C,2750.0,40,0.14,0.02,0.02,0.0,0.14,0.02,10,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00280000,2019-08-05,2019-08-09,TSLA,C,2800.0,112,0.01,0.02,0.02,0.0,0.04,0.01,14,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00282500,2019-08-05,2019-08-09,TSLA,C,2825.0,3,0.03,0.01,0.01,0.0,0.03,0.01,2,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00285000,2019-08-05,2019-08-09,TSLA,C,2850.0,6,0.02,0.01,0.01,0.0,0.02,0.01,5,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00287500,2019-08-05,2019-08-09,TSLA,C,2875.0,5,0.01,0.05,0.05,0.0,0.05,0.01,3,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00290000,2019-08-05,2019-08-09,TSLA,C,2900.0,9,0.01,0.03,0.03,0.0,0.03,0.01,3,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00295000,2019-08-05,2019-08-09,TSLA,C,2950.0,10,0.02,0.02,0.02,0.0,0.02,0.02,1,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00300000,2019-08-05,2019-08-09,TSLA,C,3000.0,22,0.01,0.01,0.01,0.0,0.01,0.01,12,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809C00315000,2019-08-05,2019-08-09,TSLA,C,3150.0,1,0.01,0.01,0.01,0.0,0.01,0.01,1,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00115000,2019-08-05,2019-08-09,TSLA,P,1150.0,36,0.01,0.01,0.01,0.0,0.01,0.01,4,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00120000,2019-08-05,2019-08-09,TSLA,P,1200.0,29,0.01,0.01,0.01,0.0,0.01,0.01,4,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00125000,2019-08-05,2019-08-09,TSLA,P,1250.0,2,0.02,0.02,0.02,0.0,0.02,0.02,2,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00145000,2019-08-05,2019-08-09,TSLA,P,1450.0,6,0.07,0.07,0.07,0.0,0.07,0.07,1,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00155000,2019-08-05,2019-08-09,TSLA,P,1550.0,105,0.03,0.05,0.05,0.0,0.05,0.03,9,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00160000,2019-08-05,2019-08-09,TSLA,P,1600.0,699,0.11,0.05,0.05,0.0,0.11,0.04,77,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00165000,2019-08-05,2019-08-09,TSLA,P,1650.0,64,0.06,0.08,0.08,0.01,0.08,0.04,13,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00170000,2019-08-05,2019-08-09,TSLA,P,1700.0,126,0.07,0.09,0.09,0.01,0.1,0.06,22,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00172500,2019-08-05,2019-08-09,TSLA,P,1725.0,75,0.08,0.1,0.1,0.01,0.1,0.08,14,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00175000,2019-08-05,2019-08-09,TSLA,P,1750.0,73,0.1,0.1,0.1,0.01,0.13,0.09,26,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00177500,2019-08-05,2019-08-09,TSLA,P,1775.0,18,0.12,0.11,0.11,0.01,0.12,0.09,5,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00180000,2019-08-05,2019-08-09,TSLA,P,1800.0,255,0.1,0.12,0.12,0.01,0.15,0.09,25,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00182500,2019-08-05,2019-08-09,TSLA,P,1825.0,12,0.12,0.13,0.13,0.01,0.16,0.12,3,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00185000,2019-08-05,2019-08-09,TSLA,P,1850.0,144,0.14,0.15,0.15,0.01,0.19,0.13,54,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00187500,2019-08-05,2019-08-09,TSLA,P,1875.0,190,0.17,0.16,0.16,0.01,0.2,0.14,37,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00190000,2019-08-05,2019-08-09,TSLA,P,1900.0,695,0.25,0.2,0.2,0.01,0.25,0.13,116,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00192500,2019-08-05,2019-08-09,TSLA,P,1925.0,131,0.26,0.2,0.2,0.01,0.26,0.18,34,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00195000,2019-08-05,2019-08-09,TSLA,P,1950.0,457,0.25,0.24,0.24,0.02,0.34,0.2,86,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00197500,2019-08-05,2019-08-09,TSLA,P,1975.0,177,0.26,0.26,0.26,0.02,0.41,0.26,59,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00200000,2019-08-05,2019-08-09,TSLA,P,2000.0,4058,0.33,0.31,0.31,0.02,0.5,0.28,478,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00202500,2019-08-05,2019-08-09,TSLA,P,2025.0,422,0.41,0.39,0.39,0.03,0.65,0.37,65,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00205000,2019-08-05,2019-08-09,TSLA,P,2050.0,933,0.56,0.49,0.49,0.03,0.76,0.42,121,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00207500,2019-08-05,2019-08-09,TSLA,P,2075.0,446,0.69,0.72,0.72,0.05,1.03,0.53,100,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00210000,2019-08-05,2019-08-09,TSLA,P,2100.0,2584,0.79,0.78,0.78,0.05,1.27,0.68,398,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00212500,2019-08-05,2019-08-09,TSLA,P,2125.0,705,0.88,1.03,1.03,0.07,1.66,0.87,168,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00215000,2019-08-05,2019-08-09,TSLA,P,2150.0,4008,1.29,1.31,1.31,0.08,2.11,1.09,499,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00217500,2019-08-05,2019-08-09,TSLA,P,2175.0,7455,1.69,1.7,1.7,0.11,2.67,1.45,466,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00220000,2019-08-05,2019-08-09,TSLA,P,2200.0,4972,2.1,2.21,2.21,0.14,3.38,1.87,822,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00222500,2019-08-05,2019-08-09,TSLA,P,2225.0,2355,2.83,2.91,2.91,0.19,4.23,2.5,445,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00225000,2019-08-05,2019-08-09,TSLA,P,2250.0,4629,3.5,3.58,3.58,0.23,5.2,3.15,942,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00227500,2019-08-05,2019-08-09,TSLA,P,2275.0,3770,4.39,4.66,4.66,0.3,6.4,4.0,654,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00230000,2019-08-05,2019-08-09,TSLA,P,2300.0,4295,5.2,5.82,5.82,0.38,7.63,5.1,658,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00232500,2019-08-05,2019-08-09,TSLA,P,2325.0,1604,6.51,7.08,7.08,0.46,8.8,6.3,180,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00235000,2019-08-05,2019-08-09,TSLA,P,2350.0,781,8.9,8.82,8.82,0.57,10.85,7.95,252,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00237500,2019-08-05,2019-08-09,TSLA,P,2375.0,722,10.5,10.22,10.22,0.66,13.0,9.65,140,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00240000,2019-08-05,2019-08-09,TSLA,P,2400.0,456,12.0,12.65,12.65,0.82,14.95,11.65,152,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00242500,2019-08-05,2019-08-09,TSLA,P,2425.0,74,13.15,14.73,14.73,0.95,17.12,13.15,21,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00245000,2019-08-05,2019-08-09,TSLA,P,2450.0,98,17.1,16.68,16.68,1.08,19.42,15.86,45,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00247500,2019-08-05,2019-08-09,TSLA,P,2475.0,18,20.0,19.78,19.78,1.28,21.01,19.7,7,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00250000,2019-08-05,2019-08-09,TSLA,P,2500.0,272,21.62,22.39,22.39,1.45,24.1,21.62,20,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00252500,2019-08-05,2019-08-09,TSLA,P,2525.0,204,26.49,24.25,24.25,1.57,26.56,23.3,6,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00257500,2019-08-05,2019-08-09,TSLA,P,2575.0,10,30.65,29.43,29.43,1.91,30.65,29.43,4,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00260000,2019-08-05,2019-08-09,TSLA,P,2600.0,208,33.89,31.25,31.25,2.03,33.96,31.25,9,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00270000,2019-08-05,2019-08-09,TSLA,P,2700.0,1,43.5,43.5,43.5,2.82,43.5,43.5,1,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190809P00300000,2019-08-05,2019-08-09,TSLA,P,3000.0,20,72.5,73.35,73.35,4.76,73.35,72.5,4,1564977600000000000,4.0,Weekly,15.3067,15.2213,15.4245,15.0517,15.4245,15.6673,15.9307,15.9307
O:TSLA190823C00150000,2019-08-19,2019-08-23,TSLA,C,1500.0,5,74.15,74.15,74.15,4.88,74.15,74.15,1,1566187200000000000,4.0,Weekly,14.9473,15.122,15.1887,14.78,15.1887,14.0933,14.7447,14.7447
O:TSLA190823C00180000,2019-08-19,2019-08-23,TSLA,C,1800.0,1,47.3,47.3,47.3,3.11,47.3,47.3,1,1566187200000000000,4.0,Weekly,14.9473,15.122,15.1887,14.78,15.1887,14.0933,14.7447,14.7447
O:TSLA190823C00185000,2019-08-19,2019-08-23,TSLA,C,1850.0,1,39.8,39.8,39.8,2.62,39.8,39.8,1,1566187200000000000,4.0,Weekly,14.9473,15.122,15.1887,14.78,15.1887,14.0933,14.7447,14.7447
O:TSLA190823C00187500,2019-08-19,2019-08-23,TSLA,C,1875.0,4,37.2,37.2,37.2,2.45,37.2,37.2,1,1566187200000000000,4.0,Weekly,14.9473,15.122,15.1887,14.78,15.1887,14.0933,14.7447,14.7447
O:TSLA190823C00190000,2019-08-19,2019-08-23,TSLA,C,1900.0,14,34.3,36.9,36.9,2.43,36.9,34.3,3,1566187200000000000,4.0,Weekly,14.9473,15.122,15.1887,14.78,15.1887,14.0933,14.7447,14.7447
O:TSLA190823C00192500,2019-08-19,2019-08-23,TSLA,C,1925.0,2,30.9,34.35,34.35,2.26,34.35,30.9,2,1566187200000000000,4.0,Weekly,14.9473,15.122,15.1887,14.78,15.1887,14.0933,14.7447,14.7447
O:TSLA190823C00195000,2019-08-19,2019-08-23,TSLA,C,1950.0,3,30.15,30.15,30.15,1.99,30.15,30.15,1,1566187200000000000,4.0,Weekly,14.9473,15.122,15.1887,14.78,15.1887,14.0933,14.7447,14.7447
O:TSLA190823C00197500,2019-08-19,2019-08-23,TSLA,C,1975.0,16,25.55,28.4,28.4,1.87,28.4,25.55,5,1566187200000000000,4.0,Weekly,14.9473,15.122,15.1887,14.78,15.1887,14.0933,14.7447,14.7447
O:TSLA190823C00200000,2019-08-19,2019-08-23,TSLA,C,2000.0,32,23.5,27.65,27.65,1.82,27.65,22.5,18,1566187200000000000,4.0,Weekly,14.9473,15.122,15.1887,14.78,15.1887,14.0933,14.7447,14.7447
O:TSLA190823C00202500,2019-08-19,2019-08-23,TSLA,C,2025.0,2,25.0,25.4,25.4,1.67,25.4,25.0,2,1566187200000000000,4.0,Weekly,14.9473,15.122,15.1887,14.78,15.1887,14.0933,14.7447,14.7447
O:TSLA190823C00205000,2019-08-19,2019-08-23,TSLA,C,2050.0,24,19.0,22.65,22.65,1.49,22.65,17.9,14,1566187200000000000,4.0,Weekly,14.9473,15.122,15.1887,14.78,15.1887,14.0933,14.7447,14.7447
O:TSLA190823C00207500,2019-08-19,2019-08-23,TSLA,C,2075.0,23,18.42,20.33,20.33,1.34,20.47,15.4,11,1566187200000000000,4.0,Weekly,14.9473,15.122,15.1887,14.78,15.1887,14.0933,14.7447,14.7447
O:TSLA190823C00210000,2019-08-19,2019-08-23,TSLA,C,2100.0,52,14.38,17.05,17.05,1.12,17.22,13.55,29,1566187200000000000,4.0,Weekly,14.9473,15.122,15.1887,14.78,15.1887,14.0933,14.7447,14.7447
O:TSLA190823C00212500,2019-08-19,2019-08-23,TSLA,C,2125.0,383,12.4,14.8,14.8,0.97,15.88,11.1,28,1566187200000000000,4.0,Weekly,14.9473,15.122,15.1887,14.78,15.1887,14.0933,14.7447,14.7447
O:TSLA190823C00215000,2019-08-19,2019-08-23,TSLA,C,2150.0,484,11.2,12.85,12.85,0.85,13.53,9.19,99,1566187200000000000,4.0,Weekly,14.9473,15.122,15.1887,14.78,15.1887,14.0933,14.7447,14.7447
O:TSLA190823C00217500,2019-08-19,2019-08-23,TSLA,C,2175.0,416,8.95,10.3,10.3,0.68,11.4,7.15,120,1566187200000000000,4.0,Weekly,14.9473,15.122,15.1887,14.78,15.1887,14.0933,14.7447,14.7447
O:TSLA190823C00220000,2019-08-19,2019-08-23,TSLA,C,2200.0,2019,7.2,8.7,8.7,0.57,9.38,5.55,357,1566187200000000000,4.0,Weekly,14.9473,15.122,15.1887,14.78,15.1887,14.0933,14.7447,14.7447
