ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,mid_price,high_yield_pct
O:XOM200110C00065000,2020-01-06,2020-01-10,XOM,C,65.0,1,1.48,1.48,-8.91,YES,1.48,2.07,1.48,2.07,1.48,1.48,1,1578286800000000000,4,Weekly,70.32,70.87,71.36,70.23,71.36,69.14,69.96,69.96,0.0155,1.48,2.07
O:XOM200110C00066500,2020-01-06,2020-01-10,XOM,C,66.5,1,1.01,1.01,-6.81,YES,1.01,1.42,1.01,1.42,1.01,1.01,1,1578286800000000000,4,Weekly,70.32,70.87,71.36,70.23,71.36,69.14,69.96,69.96,0.0155,1.01,1.42
O:XOM200110C00068000,2020-01-06,2020-01-10,XOM,C,68.0,13,0.64,0.75,-4.71,YES,0.7,0.97,0.64,0.9,0.75,0.64,4,1578286800000000000,4,Weekly,70.32,70.87,71.36,70.23,71.36,69.14,69.96,69.96,0.0155,0.7,1.05
O:XOM200110C00068500,2020-01-06,2020-01-10,XOM,C,68.5,59,0.52,0.66,-4.01,YES,0.62,0.87,0.52,0.73,0.72,0.52,14,1578286800000000000,4,Weekly,70.32,70.87,71.36,70.23,71.36,69.14,69.96,69.96,0.0155,0.62,1.01
O:XOM200110C00069000,2020-01-06,2020-01-10,XOM,C,69.0,64,0.48,0.48,-3.31,YES,0.47,0.66,0.44,0.62,0.5,0.44,14,1578286800000000000,4,Weekly,70.32,70.87,71.36,70.23,71.36,69.14,69.96,69.96,0.0155,0.47,0.7
O:XOM200110C00069500,2020-01-06,2020-01-10,XOM,C,69.5,149,0.3,0.39,-2.61,YES,0.4,0.55,0.3,0.42,0.49,0.3,39,1578286800000000000,4,Weekly,70.32,70.87,71.36,70.23,71.36,69.14,69.96,69.96,0.0155,0.4,0.69
O:XOM200110C00070000,2020-01-06,2020-01-10,XOM,C,70.0,191,0.24,0.28,-1.91,YES,0.3,0.42,0.22,0.31,0.38,0.22,61,1578286800000000000,4,Weekly,70.32,70.87,71.36,70.23,71.36,69.14,69.96,69.96,0.0155,0.3,0.53
O:XOM200110C00070500,2020-01-06,2020-01-10,XOM,C,70.5,3550,0.16,0.2,-1.21,YES,0.2,0.28,0.12,0.17,0.28,0.12,354,1578286800000000000,4,Weekly,70.32,70.87,71.36,70.23,71.36,69.14,69.96,69.96,0.0155,0.2,0.39
O:XOM200110C00071000,2020-01-06,2020-01-10,XOM,C,71.0,1574,0.1,0.13,-0.5,YES,0.14,0.19,0.07,0.1,0.2,0.07,311,1578286800000000000,4,Weekly,70.32,70.87,71.36,70.23,71.36,69.14,69.96,69.96,0.0155,0.14,0.28
O:XOM200110C00071500,2020-01-06,2020-01-10,XOM,C,71.5,1138,0.06,0.08,0.2,YES,0.09,0.13,0.06,0.08,0.12,0.06,222,1578286800000000000,4,Weekly,70.32,70.87,71.36,70.23,71.36,69.14,69.96,69.96,0.0155,0.09,0.17
O:XOM200110C00072000,2020-01-06,2020-01-10,XOM,C,72.0,1961,0.04,0.04,0.9,YES,0.06,0.08,0.03,0.04,0.08,0.03,240,1578286800000000000,4,Weekly,70.32,70.87,71.36,70.23,71.36,69.14,69.96,69.96,0.0155,0.06,0.11
O:XOM200110C00072500,2020-01-06,2020-01-10,XOM,C,72.5,701,0.02,0.02,1.6,YES,0.03,0.04,0.02,0.03,0.04,0.02,92,1578286800000000000,4,Weekly,70.32,70.87,71.36,70.23,71.36,69.14,69.96,69.96,0.0155,0.03,0.06
O:XOM200110C00073000,2020-01-06,2020-01-10,XOM,C,73.0,1453,0.02,0.01,2.3,YES,0.02,0.02,0.01,0.01,0.02,0.01,71,1578286800000000000,4,Weekly,70.32,70.87,71.36,70.23,71.36,69.14,69.96,69.96,0.0155,0.02,0.03
O:XOM200110C00073500,2020-01-06,2020-01-10,XOM,C,73.5,5,0.0,0.0,3.0,YES,0.0,0.0,0.0,0.0,0.0,0.0,3,1578286800000000000,4,Weekly,70.32,70.87,71.36,70.23,71.36,69.14,69.96,69.96,0.0155,0.0,0.0
O:XOM200110C00074000,2020-01-06,2020-01-10,XOM,C,74.0,44,0.0,0.0,3.7,YES,0.0,0.01,0.0,0.0,0.01,0.0,7,1578286800000000000,4,Weekly,70.32,70.87,71.36,70.23,71.36,69.14,69.96,69.96,0.0155,0.0,0.01
O:XOM200110C00075000,2020-01-06,2020-01-10,XOM,C,75.0,3,0.0,0.0,5.1,YES,0.0,0.0,0.0,0.0,0.0,0.0,1,1578286800000000000,4,Weekly,70.32,70.87,71.36,70.23,71.36,69.14,69.96,69.96,0.0155,0.0,0.0
O:XOM200117C00050000,2020-01-13,2020-01-17,XOM,C,50.0,4,4.86,4.93,-28.44,YES,4.89,7.01,4.86,6.96,4.93,4.86,2,1578891600000000000,4,Weekly,69.2,69.8,69.87,69.11,69.87,68.56,69.08,69.08,0.0155,4.89,7.06
O:XOM200117C00060000,2020-01-13,2020-01-17,XOM,C,60.0,21,2.34,2.45,-14.13,YES,2.4,3.43,2.34,3.35,2.45,2.34,5,1578891600000000000,4,Weekly,69.2,69.8,69.87,69.11,69.87,68.56,69.08,69.08,0.0155,2.4,3.51
O:XOM200117C00062500,2020-01-13,2020-01-17,XOM,C,62.5,1,1.8,1.8,-10.55,YES,1.8,2.58,1.8,2.58,1.8,1.8,1,1578891600000000000,4,Weekly,69.2,69.8,69.87,69.11,69.87,68.56,69.08,69.08,0.0155,1.8,2.58
