ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,mid_price,high_yield_pct
O:ORCL180105C00043500,2018-01-02,2018-01-05,ORCL,C,43.5,32,0.88,0.73,-9.0,YES,0.8,1.67,0.72,1.51,0.88,0.72,6,1514869200000000000,3,47.57,46.63,47.8,46.17,47.8,48.47,48.63,48.63,0.0141,0.8,1.84
O:ORCL180105C00045000,2018-01-02,2018-01-05,ORCL,C,45.0,32,0.36,0.39,-5.86,YES,0.38,0.78,0.36,0.75,0.39,0.36,5,1514869200000000000,3,47.57,46.63,47.8,46.17,47.8,48.47,48.63,48.63,0.0141,0.38,0.82
O:ORCL180105C00045500,2018-01-02,2018-01-05,ORCL,C,45.5,59,0.27,0.29,-4.81,YES,0.28,0.58,0.26,0.54,0.29,0.26,5,1514869200000000000,3,47.57,46.63,47.8,46.17,47.8,48.47,48.63,48.63,0.0141,0.28,0.61
O:ORCL180105C00046000,2018-01-02,2018-01-05,ORCL,C,46.0,5270,0.34,0.16,-3.77,YES,0.24,0.49,0.11,0.23,0.36,0.11,64,1514869200000000000,3,47.57,46.63,47.8,46.17,47.8,48.47,48.63,48.63,0.0141,0.24,0.75
O:ORCL180105C00046500,2018-01-02,2018-01-05,ORCL,C,46.5,441,0.31,0.09,-2.72,YES,0.18,0.38,0.05,0.1,0.31,0.05,62,1514869200000000000,3,47.57,46.63,47.8,46.17,47.8,48.47,48.63,48.63,0.0141,0.18,0.65
O:ORCL180105C00047000,2018-01-02,2018-01-05,ORCL,C,47.0,2507,0.16,0.04,-1.67,YES,0.1,0.2,0.03,0.06,0.16,0.03,146,1514869200000000000,3,47.57,46.63,47.8,46.17,47.8,48.47,48.63,48.63,0.0141,0.1,0.33
O:ORCL180105C00047500,2018-01-02,2018-01-05,ORCL,C,47.5,444,0.09,0.02,-0.63,YES,0.06,0.12,0.01,0.02,0.1,0.01,55,1514869200000000000,3,47.57,46.63,47.8,46.17,47.8,48.47,48.63,48.63,0.0141,0.06,0.21
O:ORCL180105C00048000,2018-01-02,2018-01-05,ORCL,C,48.0,610,0.02,0.0,0.42,YES,0.02,0.04,0.0,0.0,0.04,0.0,39,1514869200000000000,3,47.57,46.63,47.8,46.17,47.8,48.47,48.63,48.63,0.0141,0.02,0.08
O:ORCL180105C00055000,2018-01-02,2018-01-05,ORCL,C,55.0,100,0.0,0.0,15.06,YES,0.0,0.0,0.0,0.0,0.0,0.0,1,1514869200000000000,3,47.57,46.63,47.8,46.17,47.8,48.47,48.63,48.63,0.0141,0.0,0.0
O:ORCL180112C00046000,2018-01-08,2018-01-12,ORCL,C,46.0,160,0.58,0.73,-6.26,YES,0.66,1.33,0.58,1.18,0.73,0.58,2,1515387600000000000,4,48.3,48.98,49.07,47.94,49.07,49.51,49.82,49.82,0.0141,0.66,1.49
O:ORCL180112C00046500,2018-01-08,2018-01-12,ORCL,C,46.5,9,0.53,0.53,-5.24,YES,0.53,1.08,0.53,1.08,0.53,0.53,2,1515387600000000000,4,48.3,48.98,49.07,47.94,49.07,49.51,49.82,49.82,0.0141,0.53,1.08
O:ORCL180112C00047000,2018-01-08,2018-01-12,ORCL,C,47.0,202,0.4,0.51,-4.22,YES,0.46,0.93,0.4,0.82,0.51,0.4,3,1515387600000000000,4,48.3,48.98,49.07,47.94,49.07,49.51,49.82,49.82,0.0141,0.46,1.04
O:ORCL180112C00047500,2018-01-08,2018-01-12,ORCL,C,47.5,435,0.14,0.38,-3.2,YES,0.26,0.53,0.14,0.29,0.38,0.14,25,1515387600000000000,4,48.3,48.98,49.07,47.94,49.07,49.51,49.82,49.82,0.0141,0.26,0.77
O:ORCL180112C00048000,2018-01-08,2018-01-12,ORCL,C,48.0,349,0.09,0.26,-2.18,YES,0.16,0.34,0.07,0.14,0.26,0.07,30,1515387600000000000,4,48.3,48.98,49.07,47.94,49.07,49.51,49.82,49.82,0.0141,0.16,0.53
O:ORCL180112C00048500,2018-01-08,2018-01-12,ORCL,C,48.5,948,0.04,0.14,-1.16,YES,0.09,0.18,0.04,0.08,0.14,0.04,39,1515387600000000000,4,48.3,48.98,49.07,47.94,49.07,49.51,49.82,49.82,0.0141,0.09,0.29
O:ORCL180112C00049000,2018-01-08,2018-01-12,ORCL,C,49.0,993,0.03,0.07,-0.14,YES,0.06,0.11,0.03,0.06,0.08,0.03,78,1515387600000000000,4,48.3,48.98,49.07,47.94,49.07,49.51,49.82,49.82,0.0141,0.06,0.16
O:ORCL180112C00049500,2018-01-08,2018-01-12,ORCL,C,49.5,120,0.02,0.03,0.88,YES,0.02,0.05,0.02,0.04,0.03,0.02,12,1515387600000000000,4,48.3,48.98,49.07,47.94,49.07,49.51,49.82,49.82,0.0141,0.02,0.06
O:ORCL180112C00050000,2018-01-08,2018-01-12,ORCL,C,50.0,341,0.0,0.02,1.9,YES,0.01,0.02,0.0,0.0,0.02,0.0,16,1515387600000000000,4,48.3,48.98,49.07,47.94,49.07,49.51,49.82,49.82,0.0141,0.01,0.04
O:ORCL180112C00051500,2018-01-08,2018-01-12,ORCL,C,51.5,1,0.0,0.0,4.95,YES,0.0,0.0,0.0,0.0,0.0,0.0,1,1515387600000000000,4,48.3,48.98,49.07,47.94,49.07,49.51,49.82,49.82,0.0141,0.0,0.0
O:ORCL180119C00030000,2018-01-16,2018-01-19,ORCL,C,30.0,17,5.0,4.94,-40.07,YES,4.97,9.93,4.94,9.87,5.0,4.94,2,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,4.97,9.99
O:ORCL180119C00033000,2018-01-16,2018-01-19,ORCL,C,33.0,1,4.17,4.17,-34.08,YES,4.17,8.33,4.17,8.33,4.17,4.17,1,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,4.17,8.33
O:ORCL180119C00035000,2018-01-16,2018-01-19,ORCL,C,35.0,4,3.67,3.67,-30.08,YES,3.67,7.33,3.67,7.33,3.67,3.67,2,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,3.67,7.33
O:ORCL180119C00040000,2018-01-16,2018-01-19,ORCL,C,40.0,496,2.5,2.44,-20.1,YES,2.44,4.87,2.38,4.75,2.5,2.38,74,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,2.44,4.99
O:ORCL180119C00042000,2018-01-16,2018-01-19,ORCL,C,42.0,5,1.94,1.94,-16.1,YES,1.94,3.88,1.94,3.88,1.94,1.94,2,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,1.94,3.88
O:ORCL180119C00043000,2018-01-16,2018-01-19,ORCL,C,43.0,28,1.75,1.67,-14.1,YES,1.71,3.42,1.67,3.34,1.75,1.67,2,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,1.71,3.5
O:ORCL180119C00045000,2018-01-16,2018-01-19,ORCL,C,45.0,48,1.25,1.18,-10.11,YES,1.21,2.42,1.17,2.34,1.25,1.17,7,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,1.21,2.5
O:ORCL180119C00045500,2018-01-16,2018-01-19,ORCL,C,45.5,2,1.05,1.05,-9.11,YES,1.05,2.1,1.05,2.1,1.05,1.05,2,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,1.05,2.1
O:ORCL180119C00046500,2018-01-16,2018-01-19,ORCL,C,46.5,11,0.81,0.81,-7.11,YES,0.81,1.62,0.81,1.62,0.81,0.81,1,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,0.81,1.62
O:ORCL180119C00047000,2018-01-16,2018-01-19,ORCL,C,47.0,70,0.75,0.7,-6.11,YES,0.71,1.42,0.66,1.32,0.76,0.66,10,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,0.71,1.52
O:ORCL180119C00048000,2018-01-16,2018-01-19,ORCL,C,48.0,2266,0.42,0.42,-4.12,YES,0.44,0.89,0.38,0.76,0.51,0.38,52,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,0.44,1.02
O:ORCL180119C00048500,2018-01-16,2018-01-19,ORCL,C,48.5,150,0.34,0.31,-3.12,YES,0.35,0.7,0.31,0.62,0.39,0.31,10,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,0.35,0.78
O:ORCL180119C00049000,2018-01-16,2018-01-19,ORCL,C,49.0,3081,0.21,0.18,-2.12,YES,0.23,0.46,0.18,0.36,0.28,0.18,77,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,0.23,0.56
O:ORCL180119C00049500,2018-01-16,2018-01-19,ORCL,C,49.5,476,0.12,0.1,-1.12,YES,0.12,0.25,0.09,0.18,0.16,0.09,82,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,0.12,0.32
O:ORCL180119C00050000,2018-01-16,2018-01-19,ORCL,C,50.0,4339,0.05,0.04,-0.12,YES,0.07,0.14,0.04,0.08,0.1,0.04,254,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,0.07,0.2
O:ORCL180119C00050500,2018-01-16,2018-01-19,ORCL,C,50.5,611,0.04,0.02,0.88,YES,0.03,0.06,0.02,0.04,0.04,0.02,26,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,0.03,0.08
O:ORCL180119C00051000,2018-01-16,2018-01-19,ORCL,C,51.0,62,0.02,0.01,1.88,YES,0.02,0.03,0.01,0.02,0.02,0.01,8,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,0.02,0.04
O:ORCL180119C00051500,2018-01-16,2018-01-19,ORCL,C,51.5,1,0.0,0.0,2.88,YES,0.0,0.0,0.0,0.0,0.0,0.0,1,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,0.0,0.0
O:ORCL180119C00052500,2018-01-16,2018-01-19,ORCL,C,52.5,52,0.0,0.01,4.87,YES,0.0,0.01,0.0,0.0,0.01,0.0,7,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,0.0,0.02
O:ORCL180119C00055000,2018-01-16,2018-01-19,ORCL,C,55.0,4,0.0,0.0,9.87,YES,0.0,0.0,0.0,0.0,0.0,0.0,1,1516078800000000000,3,49.85,49.59,50.06,49.44,50.06,50.58,50.6,50.6,0.0141,0.0,0.0
O:ORCL180126C00046000,2018-01-22,2018-01-26,ORCL,C,46.0,1,1.08,1.08,-9.34,YES,1.08,2.13,1.08,2.13,1.08,1.08,1,1516597200000000000,4,50.43,50.71,50.74,50.27,50.74,52.75,52.75,52.75,0.0141,1.08,2.13
O:ORCL180126C00047000,2018-01-22,2018-01-26,ORCL,C,47.0,1,0.88,0.88,-7.37,YES,0.88,1.73,0.88,1.73,0.88,0.88,1,1516597200000000000,4,50.43,50.71,50.74,50.27,50.74,52.75,52.75,52.75,0.0141,0.88,1.73
O:ORCL180126C00048000,2018-01-22,2018-01-26,ORCL,C,48.0,26,0.63,0.69,-5.4,YES,0.64,1.27,0.6,1.18,0.69,0.6,6,1516597200000000000,4,50.43,50.71,50.74,50.27,50.74,52.75,52.75,52.75,0.0141,0.64,1.36
O:ORCL180126C00049000,2018-01-22,2018-01-26,ORCL,C,49.0,32,0.38,0.43,-3.43,YES,0.4,0.8,0.38,0.75,0.43,0.38,6,1516597200000000000,4,50.43,50.71,50.74,50.27,50.74,52.75,52.75,52.75,0.0141,0.4,0.85
O:ORCL180126C00049500,2018-01-22,2018-01-26,ORCL,C,49.5,3100,0.29,0.29,-2.44,YES,0.29,0.57,0.29,0.57,0.29,0.29,24,1516597200000000000,4,50.43,50.71,50.74,50.27,50.74,52.75,52.75,52.75,0.0141,0.29,0.57
O:ORCL180126C00050000,2018-01-22,2018-01-26,ORCL,C,50.0,314,0.14,0.2,-1.46,YES,0.17,0.34,0.14,0.28,0.2,0.14,15,1516597200000000000,4,50.43,50.71,50.74,50.27,50.74,52.75,52.75,52.75,0.0141,0.17,0.39
O:ORCL180126C00050500,2018-01-22,2018-01-26,ORCL,C,50.5,369,0.08,0.1,-0.47,YES,0.08,0.17,0.07,0.14,0.1,0.07,21,1516597200000000000,4,50.43,50.71,50.74,50.27,50.74,52.75,52.75,52.75,0.0141,0.08,0.2
O:ORCL180126C00051000,2018-01-22,2018-01-26,ORCL,C,51.0,221,0.03,0.05,0.51,YES,0.04,0.08,0.03,0.06,0.05,0.03,21,1516597200000000000,4,50.43,50.71,50.74,50.27,50.74,52.75,52.75,52.75,0.0141,0.04,0.1
