ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry
O:ORCL170113C00037000,2017-01-09,2017-01-13,ORCL,C,2.47,18,0.54,0.54,0.54,0.54,1,1483938000000000000,4,38.53,39.03,39.45,38.47,39.45,39.26,39.33,39.33
O:ORCL170113C00037500,2017-01-09,2017-01-13,ORCL,C,2.5,10,0.4,0.4,0.4,0.4,1,1483938000000000000,4,38.53,39.03,39.45,38.47,39.45,39.26,39.33,39.33
O:ORCL170113C00038000,2017-01-09,2017-01-13,ORCL,C,2.53,148,0.2,0.35,0.35,0.2,15,1483938000000000000,4,38.53,39.03,39.45,38.47,39.45,39.26,39.33,39.33
O:ORCL170113C00038500,2017-01-09,2017-01-13,ORCL,C,2.57,115,0.07,0.16,0.24,0.07,21,1483938000000000000,4,38.53,39.03,39.45,38.47,39.45,39.26,39.33,39.33
O:ORCL170113C00039000,2017-01-09,2017-01-13,ORCL,C,2.6,913,0.02,0.08,0.14,0.02,63,1483938000000000000,4,38.53,39.03,39.45,38.47,39.45,39.26,39.33,39.33
O:ORCL170113C00039500,2017-01-09,2017-01-13,ORCL,C,2.63,1430,0.02,0.03,0.06,0.02,107,1483938000000000000,4,38.53,39.03,39.45,38.47,39.45,39.26,39.33,39.33
O:ORCL170113C00040000,2017-01-09,2017-01-13,ORCL,C,2.67,439,0.01,0.01,0.02,0.01,16,1483938000000000000,4,38.53,39.03,39.45,38.47,39.45,39.26,39.33,39.33
O:ORCL170127C00038000,2017-01-23,2017-01-27,ORCL,C,2.53,8,0.42,0.42,0.42,0.42,1,1485147600000000000,4,39.76,39.68,40.09,39.43,40.09,40.23,40.39,40.39
O:ORCL170127C00038500,2017-01-23,2017-01-27,ORCL,C,2.57,1,0.28,0.28,0.28,0.28,1,1485147600000000000,4,39.76,39.68,40.09,39.43,40.09,40.23,40.39,40.39
O:ORCL170127C00039000,2017-01-23,2017-01-27,ORCL,C,2.6,64,0.22,0.17,0.22,0.17,4,1485147600000000000,4,39.76,39.68,40.09,39.43,40.09,40.23,40.39,40.39
O:ORCL170127C00039500,2017-01-23,2017-01-27,ORCL,C,2.63,126,0.12,0.1,0.12,0.06,23,1485147600000000000,4,39.76,39.68,40.09,39.43,40.09,40.23,40.39,40.39
O:ORCL170127C00040000,2017-01-23,2017-01-27,ORCL,C,2.67,378,0.09,0.03,0.09,0.02,23,1485147600000000000,4,39.76,39.68,40.09,39.43,40.09,40.23,40.39,40.39
O:ORCL170127C00040500,2017-01-23,2017-01-27,ORCL,C,2.7,506,0.02,0.01,0.02,0.01,19,1485147600000000000,4,39.76,39.68,40.09,39.43,40.09,40.23,40.39,40.39
O:ORCL170127C00041500,2017-01-23,2017-01-27,ORCL,C,2.77,10,0.01,0.01,0.01,0.01,1,1485147600000000000,4,39.76,39.68,40.09,39.43,40.09,40.23,40.39,40.39
O:ORCL170203C00038000,2017-01-30,2017-02-03,ORCL,C,2.53,2,0.52,0.52,0.52,0.52,1,1485752400000000000,4,40.11,40.23,40.25,39.81,40.25,40.43,40.43,40.43
O:ORCL170203C00039000,2017-01-30,2017-02-03,ORCL,C,2.6,60,0.28,0.28,0.28,0.26,3,1485752400000000000,4,40.11,40.23,40.25,39.81,40.25,40.43,40.43,40.43
O:ORCL170203C00039500,2017-01-30,2017-02-03,ORCL,C,2.63,105,0.14,0.18,0.18,0.13,3,1485752400000000000,4,40.11,40.23,40.25,39.81,40.25,40.43,40.43,40.43
O:ORCL170203C00040000,2017-01-30,2017-02-03,ORCL,C,2.67,302,0.06,0.09,0.09,0.05,24,1485752400000000000,4,40.11,40.23,40.25,39.81,40.25,40.43,40.43,40.43
O:ORCL170203C00040500,2017-01-30,2017-02-03,ORCL,C,2.7,163,0.02,0.03,0.03,0.02,11,1485752400000000000,4,40.11,40.23,40.25,39.81,40.25,40.43,40.43,40.43
O:ORCL170203C00041000,2017-01-30,2017-02-03,ORCL,C,2.73,28,0.0,0.01,0.01,0.0,7,1485752400000000000,4,40.11,40.23,40.25,39.81,40.25,40.43,40.43,40.43
O:ORCL170210C00039000,2017-02-06,2017-02-10,ORCL,C,2.6,1,0.3,0.3,0.3,0.3,1,1486357200000000000,4,40.44,40.1,40.44,40.08,40.44,40.79,40.92,40.92
O:ORCL170210C00040000,2017-02-06,2017-02-10,ORCL,C,2.67,25,0.08,0.08,0.08,0.08,2,1486357200000000000,4,40.44,40.1,40.44,40.08,40.44,40.79,40.92,40.92
O:ORCL170210C00040500,2017-02-06,2017-02-10,ORCL,C,2.7,127,0.05,0.02,0.05,0.02,7,1486357200000000000,4,40.44,40.1,40.44,40.08,40.44,40.79,40.92,40.92
O:ORCL170210C00041000,2017-02-06,2017-02-10,ORCL,C,2.73,4,0.01,0.01,0.01,0.01,2,1486357200000000000,4,40.44,40.1,40.44,40.08,40.44,40.79,40.92,40.92
O:ORCL170217C00037000,2017-02-13,2017-02-17,ORCL,C,2.47,1,0.98,0.98,0.98,0.98,1,1486962000000000000,4,40.89,41.09,41.19,40.8,41.19,42.06,42.06,42.06
O:ORCL170217C00038000,2017-02-13,2017-02-17,ORCL,C,2.53,23,0.78,0.8,0.8,0.78,2,1486962000000000000,4,40.89,41.09,41.19,40.8,41.19,42.06,42.06,42.06
O:ORCL170217C00039000,2017-02-13,2017-02-17,ORCL,C,2.6,873,0.5,0.54,0.55,0.5,5,1486962000000000000,4,40.89,41.09,41.19,40.8,41.19,42.06,42.06,42.06
O:ORCL170217C00040000,2017-02-13,2017-02-17,ORCL,C,2.67,214,0.22,0.28,0.3,0.22,29,1486962000000000000,4,40.89,41.09,41.19,40.8,41.19,42.06,42.06,42.06
O:ORCL170217C00040500,2017-02-13,2017-02-17,ORCL,C,2.7,177,0.14,0.18,0.18,0.13,11,1486962000000000000,4,40.89,41.09,41.19,40.8,41.19,42.06,42.06,42.06
O:ORCL170217C00041000,2017-02-13,2017-02-17,ORCL,C,2.73,730,0.04,0.07,0.08,0.04,37,1486962000000000000,4,40.89,41.09,41.19,40.8,41.19,42.06,42.06,42.06
O:ORCL170217C00041500,2017-02-13,2017-02-17,ORCL,C,2.77,142,0.02,0.02,0.02,0.01,15,1486962000000000000,4,40.89,41.09,41.19,40.8,41.19,42.06,42.06,42.06
O:ORCL170217C00042000,2017-02-13,2017-02-17,ORCL,C,2.8,10,0.0,0.0,0.0,0.0,1,1486962000000000000,4,40.89,41.09,41.19,40.8,41.19,42.06,42.06,42.06
O:ORCL170303C00040000,2017-02-27,2017-03-03,ORCL,C,2.67,442,0.66,0.69,0.69,0.65,5,1488171600000000000,4,43.26,42.7,43.26,42.52,43.26,42.69,42.88,42.88
O:ORCL170303C00041000,2017-02-27,2017-03-03,ORCL,C,2.73,1,0.4,0.4,0.4,0.4,1,1488171600000000000,4,43.26,42.7,43.26,42.52,43.26,42.69,42.88,42.88
O:ORCL170303C00041500,2017-02-27,2017-03-03,ORCL,C,2.77,34,0.38,0.28,0.38,0.28,9,1488171600000000000,4,43.26,42.7,43.26,42.52,43.26,42.69,42.88,42.88
O:ORCL170303C00042000,2017-02-27,2017-03-03,ORCL,C,2.8,72,0.28,0.18,0.28,0.18,13,1488171600000000000,4,43.26,42.7,43.26,42.52,43.26,42.69,42.88,42.88
O:ORCL170303C00042500,2017-02-27,2017-03-03,ORCL,C,2.83,197,0.12,0.12,0.12,0.08,17,1488171600000000000,4,43.26,42.7,43.26,42.52,43.26,42.69,42.88,42.88
O:ORCL170303C00043000,2017-02-27,2017-03-03,ORCL,C,2.87,456,0.09,0.04,0.09,0.03,40,1488171600000000000,4,43.26,42.7,43.26,42.52,43.26,42.69,42.88,42.88
O:ORCL170303C00043500,2017-02-27,2017-03-03,ORCL,C,2.9,463,0.02,0.01,0.02,0.01,26,1488171600000000000,4,43.26,42.7,43.26,42.52,43.26,42.69,42.88,42.88
O:ORCL170303C00044000,2017-02-27,2017-03-03,ORCL,C,2.93,3,0.01,0.01,0.01,0.01,1,1488171600000000000,4,43.26,42.7,43.26,42.52,43.26,42.69,42.88,42.88
O:ORCL170310C00040000,2017-03-06,2017-03-10,ORCL,C,2.67,10,0.67,0.67,0.67,0.67,1,1488776400000000000,4,42.46,42.57,42.74,42.3,42.74,42.68,42.69,42.69
O:ORCL170310C00042000,2017-03-06,2017-03-10,ORCL,C,2.8,4,0.16,0.16,0.16,0.16,2,1488776400000000000,4,42.46,42.57,42.74,42.3,42.74,42.68,42.69,42.69
O:ORCL170310C00042500,2017-03-06,2017-03-10,ORCL,C,2.83,129,0.05,0.09,0.09,0.05,19,1488776400000000000,4,42.46,42.57,42.74,42.3,42.74,42.68,42.69,42.69
