ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,mid_price,high_yield_pct,implied_volatility,probability_itm
O:LQD200117C00120000,2020-01-13,2020-01-17,LQD,C,8.0,4,2.14,2.13,-93.78,YES,2.13,1.66,2.13,1.65,2.14,2.13,3,1578891600000000000,4,128.52,128.39,128.55,128.33,128.55,128.99,129.09,129.09,0.02,2.13,1.66,,
O:LQD200117C00127000,2020-01-13,2020-01-17,LQD,C,8.47,10,0.36,0.36,-93.41,YES,0.36,0.28,0.36,0.28,0.36,0.36,1,1578891600000000000,4,128.52,128.39,128.55,128.33,128.55,128.99,129.09,129.09,0.02,0.36,0.28,,
O:LQD200117C00128000,2020-01-13,2020-01-17,LQD,C,8.53,1021,0.18,0.15,-93.36,YES,0.16,0.12,0.14,0.11,0.18,0.14,26,1578891600000000000,4,128.52,128.39,128.55,128.33,128.55,128.99,129.09,129.09,0.02,0.16,0.14,,
O:LQD200117C00129000,2020-01-13,2020-01-17,LQD,C,8.6,7,0.04,0.02,-93.31,YES,0.03,0.02,0.02,0.02,0.04,0.02,2,1578891600000000000,4,128.52,128.39,128.55,128.33,128.55,128.99,129.09,129.09,0.02,0.03,0.03,,
O:LQD200207C00130000,2020-02-03,2020-02-07,LQD,C,8.67,1,0.21,0.21,-93.37,YES,0.21,0.16,0.21,0.16,0.21,0.21,1,1580706000000000000,4,130.58,130.65,130.81,130.42,130.81,130.69,130.89,130.89,0.02,0.21,0.16,,
O:LQD200207C00130500,2020-02-03,2020-02-07,LQD,C,8.7,1,0.09,0.09,-93.35,YES,0.09,0.07,0.09,0.07,0.09,0.09,1,1580706000000000000,4,130.58,130.65,130.81,130.42,130.81,130.69,130.89,130.89,0.02,0.09,0.07,,
O:LQD200207C00131000,2020-02-03,2020-02-07,LQD,C,8.73,5,0.09,0.05,-93.33,YES,0.06,0.05,0.04,0.03,0.09,0.04,5,1580706000000000000,4,130.58,130.65,130.81,130.42,130.81,130.69,130.89,130.89,0.02,0.06,0.07,,
O:LQD200214C00130000,2020-02-10,2020-02-14,LQD,C,8.67,1,0.24,0.24,-93.38,YES,0.24,0.18,0.24,0.18,0.24,0.24,1,1581310800000000000,4,130.9,131.0,131.06,130.8,131.06,130.98,131.14,131.14,0.02,0.24,0.18,,
O:LQD200221C00121000,2020-02-18,2020-02-21,LQD,C,8.07,56,2.52,2.55,-93.86,YES,2.55,1.94,2.52,1.92,2.57,2.52,8,1582002000000000000,3,131.13,131.23,131.35,131.03,131.35,131.75,132.05,132.05,0.02,2.55,1.96,,
O:LQD200221C00130000,2020-02-18,2020-02-21,LQD,C,8.67,6,0.34,0.34,-93.4,YES,0.34,0.26,0.34,0.26,0.34,0.34,1,1582002000000000000,3,131.13,131.23,131.35,131.03,131.35,131.75,132.05,132.05,0.02,0.34,0.26,,
