ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,implied_volatility,probability_itm,mid_price,high_yield_pct
O:LQD220121C00128500,2022-01-18,2022-01-21,LQD,C,128.5,69,0.08,0.07,0.01,NO,0.08,0.06,0.06,0.05,0.09,0.06,8,1642482000000000000,3,128.42,127.93,128.49,127.87,128.49,128.9,129.11,129.11,0.02,0.02,0.52,0.08,0.07
O:LQD220121C00129000,2022-01-18,2022-01-21,LQD,C,129.0,1,0.04,0.04,0.4,NO,0.04,0.03,0.04,0.03,0.04,0.04,1,1642482000000000000,3,128.42,127.93,128.49,127.87,128.49,128.9,129.11,129.11,0.02,0.04,0.16,0.04,0.03
O:LQD220121C00129500,2022-01-18,2022-01-21,LQD,C,129.5,16,0.02,0.02,0.79,NO,0.02,0.01,0.02,0.01,0.02,0.02,4,1642482000000000000,3,128.42,127.93,128.49,127.87,128.49,128.9,129.11,129.11,0.02,0.05,0.06,0.02,0.02
O:LQD220121C00130000,2022-01-18,2022-01-21,LQD,C,130.0,4,0.02,0.01,1.18,NO,0.01,0.01,0.01,0.01,0.02,0.01,2,1642482000000000000,3,128.42,127.93,128.49,127.87,128.49,128.9,129.11,129.11,0.02,0.07,0.04,0.01,0.02
O:LQD220121C00130500,2022-01-18,2022-01-21,LQD,C,130.5,2,0.0,0.0,1.56,NO,0.0,0.0,0.0,0.0,0.0,0.0,1,1642482000000000000,3,128.42,127.93,128.49,127.87,128.49,128.9,129.11,129.11,0.02,0.08,0.02,0.0,0.0
O:LQD220121C00131000,2022-01-18,2022-01-21,LQD,C,131.0,37,0.0,0.0,1.95,NO,0.0,0.0,0.0,0.0,0.0,0.0,3,1642482000000000000,3,128.42,127.93,128.49,127.87,128.49,128.9,129.11,129.11,0.02,0.09,0.01,0.0,0.0
O:LQD220121C00131500,2022-01-18,2022-01-21,LQD,C,131.5,2500,0.0,0.0,2.34,NO,0.0,0.0,0.0,0.0,0.0,0.0,1,1642482000000000000,3,128.42,127.93,128.49,127.87,128.49,128.9,129.11,129.11,0.02,0.11,0.01,0.0,0.0
O:LQD220121C00134000,2022-01-18,2022-01-21,LQD,C,134.0,19,0.0,0.01,4.29,NO,0.01,0.0,0.0,0.0,0.01,0.0,3,1642482000000000000,3,128.42,127.93,128.49,127.87,128.49,128.9,129.11,129.11,0.02,0.19,0.01,0.01,0.01
O:LQD220128C00129000,2022-01-24,2022-01-28,LQD,C,129.0,130,0.12,0.14,0.0,NO,0.14,0.1,0.12,0.09,0.15,0.12,18,1643000400000000000,4,128.94,128.5,129.0,128.41,129.0,127.7,127.75,127.75,0.02,0.02,0.54,0.14,0.12
O:LQD220128C00129500,2022-01-24,2022-01-28,LQD,C,129.5,3,0.08,0.08,0.39,NO,0.08,0.06,0.08,0.06,0.08,0.08,3,1643000400000000000,4,128.94,128.5,129.0,128.41,129.0,127.7,127.75,127.75,0.02,0.05,0.22,0.08,0.06
O:LQD220128C00130000,2022-01-24,2022-01-28,LQD,C,130.0,33,0.04,0.04,0.78,NO,0.04,0.03,0.04,0.03,0.04,0.04,2,1643000400000000000,4,128.94,128.5,129.0,128.41,129.0,127.7,127.75,127.75,0.02,0.06,0.11,0.04,0.03
O:LQD220128C00130500,2022-01-24,2022-01-28,LQD,C,130.5,2,0.02,0.02,1.16,NO,0.02,0.02,0.02,0.02,0.02,0.02,1,1643000400000000000,4,128.94,128.5,129.0,128.41,129.0,127.7,127.75,127.75,0.02,0.07,0.06,0.02,0.02
O:LQD220204C00128000,2022-01-31,2022-02-04,LQD,C,128.0,339,0.07,0.08,0.1,NO,0.07,0.06,0.06,0.04,0.09,0.06,48,1643605200000000000,4,127.54,127.76,127.88,127.26,127.88,125.45,125.8,125.8,0.02,0.02,0.37,0.07,0.07
O:LQD220204C00129000,2022-01-31,2022-02-04,LQD,C,129.0,1,0.02,0.02,0.88,NO,0.02,0.01,0.02,0.01,0.02,0.02,1,1643605200000000000,4,127.54,127.76,127.88,127.26,127.88,125.45,125.8,125.8,0.02,0.05,0.06,0.02,0.02
O:LQD220211C00125000,2022-02-07,2022-02-11,LQD,C,125.0,7,0.19,0.2,-0.64,YES,0.2,0.16,0.19,0.15,0.2,0.19,3,1644210000000000000,4,125.33,125.68,125.8,125.2,125.8,124.84,124.96,124.96,0.02,,,0.2,0.16
O:LQD220211C00126000,2022-02-07,2022-02-11,LQD,C,126.0,34,0.11,0.1,0.16,NO,0.09,0.07,0.07,0.06,0.11,0.07,11,1644210000000000000,4,125.33,125.68,125.8,125.2,125.8,124.84,124.96,124.96,0.02,0.03,0.34,0.09,0.09
O:LQD220211C00126500,2022-02-07,2022-02-11,LQD,C,126.5,105,0.05,0.04,0.55,NO,0.04,0.03,0.03,0.03,0.05,0.03,11,1644210000000000000,4,125.33,125.68,125.8,125.2,125.8,124.84,124.96,124.96,0.02,0.05,0.14,0.04,0.04
O:LQDA220218C00007500,2022-02-14,2022-02-18,LQDA,C,7.5,1,0.02,0.02,-93.97,YES,0.02,0.02,0.02,0.02,0.02,0.02,1,1644814800000000000,4,124.15,123.73,124.3,123.66,124.3,123.68,124.14,124.14,0.02,,,0.02,0.02
O:LQDT220218C00017500,2022-02-14,2022-02-18,LQDT,C,17.5,41,0.04,0.04,-85.92,YES,0.04,0.04,0.04,0.03,0.05,0.04,4,1644814800000000000,4,124.15,123.73,124.3,123.66,124.3,123.68,124.14,124.14,0.02,,,0.04,0.04
O:LQD220218C00123500,2022-02-14,2022-02-18,LQD,C,123.5,3,0.21,0.25,-0.64,YES,0.24,0.19,0.21,0.17,0.26,0.21,3,1644814800000000000,4,124.15,123.73,124.3,123.66,124.3,123.68,124.14,124.14,0.02,,,0.24,0.21
O:LQD220218C00124000,2022-02-14,2022-02-18,LQD,C,124.0,68,0.14,0.16,-0.24,YES,0.15,0.12,0.14,0.11,0.16,0.14,10,1644814800000000000,4,124.15,123.73,124.3,123.66,124.3,123.68,124.14,124.14,0.02,,,0.15,0.13
O:LQD220218C00124500,2022-02-14,2022-02-18,LQD,C,124.5,69,0.12,0.09,0.16,NO,0.1,0.08,0.08,0.07,0.12,0.08,14,1644814800000000000,4,124.15,123.73,124.3,123.66,124.3,123.68,124.14,124.14,0.02,0.03,0.35,0.1,0.1
O:LQD220218C00125000,2022-02-14,2022-02-18,LQD,C,125.0,12,0.05,0.06,0.56,NO,0.05,0.04,0.04,0.04,0.06,0.04,5,1644814800000000000,4,124.15,123.73,124.3,123.66,124.3,123.68,124.14,124.14,0.02,0.05,0.15,0.05,0.05
O:LQD220218C00125500,2022-02-14,2022-02-18,LQD,C,125.5,75,0.04,0.04,0.97,NO,0.04,0.03,0.04,0.03,0.04,0.04,2,1644814800000000000,4,124.15,123.73,124.3,123.66,124.3,123.68,124.14,124.14,0.02,0.07,0.09,0.04,0.03
O:LQD220218C00126000,2022-02-14,2022-02-18,LQD,C,126.0,20,0.02,0.02,1.37,NO,0.02,0.02,0.02,0.02,0.02,0.02,1,1644814800000000000,4,124.15,123.73,124.3,123.66,124.3,123.68,124.14,124.14,0.02,0.08,0.05,0.02,0.02
O:LQD220218C00126500,2022-02-14,2022-02-18,LQD,C,126.5,51,0.05,0.01,1.77,NO,0.03,0.03,0.01,0.01,0.05,0.01,2,1644814800000000000,4,124.15,123.73,124.3,123.66,124.3,123.68,124.14,124.14,0.02,0.1,0.06,0.03,0.04
O:LQD220218C00127000,2022-02-14,2022-02-18,LQD,C,127.0,21,0.0,0.0,2.17,NO,0.0,0.0,0.0,0.0,0.0,0.0,2,1644814800000000000,4,124.15,123.73,124.3,123.66,124.3,123.68,124.14,124.14,0.02,0.09,0.01,0.0,0.0
O:LQD220218C00127500,2022-02-14,2022-02-18,LQD,C,127.5,10,0.06,0.06,2.57,NO,0.06,0.04,0.06,0.04,0.06,0.06,1,1644814800000000000,4,124.15,123.73,124.3,123.66,124.3,123.68,124.14,124.14,0.02,0.16,0.06,0.06,0.05
O:LQD220218C00129500,2022-02-14,2022-02-18,LQD,C,129.5,1,0.02,0.02,4.18,NO,0.02,0.01,0.02,0.01,0.02,0.02,1,1644814800000000000,4,124.15,123.73,124.3,123.66,124.3,123.68,124.14,124.14,0.02,0.18,0.02,0.02,0.02
O:LQD220218C00136000,2022-02-14,2022-02-18,LQD,C,136.0,1,0.01,0.01,9.41,NO,0.01,0.01,0.01,0.01,0.01,0.01,1,1644814800000000000,4,124.15,123.73,124.3,123.66,124.3,123.68,124.14,124.14,0.02,0.35,0.01,0.01,0.01
O:LQD220218C00140000,2022-02-14,2022-02-18,LQD,C,140.0,3000,0.04,0.04,12.63,NO,0.04,0.03,0.04,0.03,0.04,0.04,1,1644814800000000000,4,124.15,123.73,124.3,123.66,124.3,123.68,124.14,124.14,0.02,0.52,0.01,0.04,0.03
O:LQD220225C00123500,2022-02-22,2022-02-25,LQD,C,123.5,17,0.11,0.11,-0.02,YES,0.11,0.09,0.11,0.09,0.11,0.11,1,1645506000000000000,3,123.25,123.52,123.53,123.12,123.53,123.48,124.08,124.08,0.02,0.02,0.6,0.11,0.09
O:LQD220225C00124000,2022-02-22,2022-02-25,LQD,C,124.0,6,0.05,0.05,0.38,NO,0.05,0.04,0.05,0.04,0.05,0.05,2,1645506000000000000,3,123.25,123.52,123.53,123.12,123.53,123.48,124.08,124.08,0.02,0.04,0.18,0.05,0.04
O:LQD220304C00123000,2022-02-28,2022-03-04,LQD,C,123.0,1,0.43,0.43,-1.6,YES,0.43,0.34,0.43,0.34,0.43,0.43,1,1646024400000000000,4,123.94,124.8,125.0,123.94,125.0,123.64,124.44,124.44,0.02,,,0.43,0.34
O:LQD220304C00124000,2022-02-28,2022-03-04,LQD,C,124.0,1,0.11,0.11,-0.8,YES,0.11,0.09,0.11,0.09,0.11,0.11,1,1646024400000000000,4,123.94,124.8,125.0,123.94,125.0,123.64,124.44,124.44,0.02,,,0.11,0.09
O:LQD220304C00124500,2022-02-28,2022-03-04,LQD,C,124.5,7,0.08,0.08,-0.4,YES,0.08,0.06,0.08,0.06,0.08,0.08,2,1646024400000000000,4,123.94,124.8,125.0,123.94,125.0,123.64,124.44,124.44,0.02,,,0.08,0.06
O:LQD220304C00125000,2022-02-28,2022-03-04,LQD,C,125.0,21,0.05,0.06,0.0,NO,0.06,0.05,0.05,0.04,0.06,0.05,2,1646024400000000000,4,123.94,124.8,125.0,123.94,125.0,123.64,124.44,124.44,0.02,0.01,0.6,0.06,0.05
O:LQD220304C00125500,2022-02-28,2022-03-04,LQD,C,125.5,2,0.06,0.03,0.4,NO,0.05,0.04,0.03,0.02,0.06,0.03,2,1646024400000000000,4,123.94,124.8,125.0,123.94,125.0,123.64,124.44,124.44,0.02,0.04,0.17,0.05,0.05
O:LQD220304C00127000,2022-02-28,2022-03-04,LQD,C,127.0,10,0.01,0.01,1.6,NO,0.01,0.01,0.01,0.01,0.01,0.01,1,1646024400000000000,4,123.94,124.8,125.0,123.94,125.0,123.64,124.44,124.44,0.02,0.08,0.03,0.01,0.01
O:LQD220304C00128500,2022-02-28,2022-03-04,LQD,C,128.5,210,0.01,0.01,2.8,NO,0.01,0.01,0.01,0.01,0.01,0.01,10,1646024400000000000,4,123.94,124.8,125.0,123.94,125.0,123.64,124.44,124.44,0.02,0.12,0.02,0.01,0.01
O:LQD220311C00124000,2022-03-07,2022-03-11,LQD,C,124.0,17,0.1,0.06,0.58,NO,0.07,0.06,0.05,0.04,0.1,0.05,6,1646629200000000000,4,122.89,122.14,123.29,122.0,123.29,120.18,120.42,120.42,0.02,0.06,0.18,0.07,0.08
O:LQD220311C00125000,2022-03-07,2022-03-11,LQD,C,125.0,1,0.04,0.04,1.39,NO,0.04,0.04,0.04,0.04,0.04,0.04,1,1646629200000000000,4,122.89,122.14,123.29,122.0,123.29,120.18,120.42,120.42,0.02,0.09,0.08,0.04,0.03
O:LQD220311C00129000,2022-03-07,2022-03-11,LQD,C,129.0,1,0.02,0.02,4.63,NO,0.02,0.01,0.02,0.01,0.02,0.02,1,1646629200000000000,4,122.89,122.14,123.29,122.0,123.29,120.18,120.42,120.42,0.02,0.2,0.02,0.02,0.02
O:LQDA220318C00005000,2022-03-14,2022-03-18,LQDA,C,5.0,2,0.25,0.25,-95.82,YES,0.25,0.21,0.25,0.21,0.25,0.25,1,1647230400000000000,4,119.11,118.44,119.57,118.4,119.57,121.81,121.98,121.98,0.02,,,0.25,0.21
O:LQDA220318C00007500,2022-03-14,2022-03-18,LQDA,C,7.5,60,0.06,0.02,-93.73,YES,0.04,0.04,0.02,0.02,0.06,0.02,11,1647230400000000000,4,119.11,118.44,119.57,118.4,119.57,121.81,121.98,121.98,0.02,,,0.04,0.05
O:LQD220318C00118000,2022-03-14,2022-03-18,LQD,C,118.0,1,0.38,0.38,-1.31,YES,0.38,0.32,0.38,0.32,0.38,0.38,1,1647230400000000000,4,119.11,118.44,119.57,118.4,119.57,121.81,121.98,121.98,0.02,,,0.38,0.32
O:LQD220318C00119000,2022-03-14,2022-03-18,LQD,C,119.0,26,0.22,0.14,-0.48,YES,0.18,0.15,0.14,0.12,0.22,0.14,6,1647230400000000000,4,119.11,118.44,119.57,118.4,119.57,121.81,121.98,121.98,0.02,,,0.18,0.18
O:LQD220318C00120000,2022-03-14,2022-03-18,LQD,C,120.0,3,0.07,0.06,0.36,NO,0.06,0.05,0.06,0.05,0.07,0.06,3,1647230400000000000,4,119.11,118.44,119.57,118.4,119.57,121.81,121.98,121.98,0.02,0.04,0.22,0.06,0.06
O:LQD220318C00121000,2022-03-14,2022-03-18,LQD,C,121.0,10,0.06,0.04,1.2,NO,0.05,0.04,0.03,0.03,0.06,0.03,8,1647230400000000000,4,119.11,118.44,119.57,118.4,119.57,121.81,121.98,121.98,0.02,0.08,0.09,0.05,0.05
O:LQD220318C00140000,2022-03-14,2022-03-18,LQD,C,140.0,5000,0.0,0.0,17.09,NO,0.0,0.0,0.0,0.0,0.0,0.0,1,1647230400000000000,4,119.11,118.44,119.57,118.4,119.57,121.81,121.98,121.98,0.02,0.5,0.0,0.0,0.0
O:LQD220325C00120000,2022-03-21,2022-03-25,LQD,C,120.0,152,0.3,0.19,-0.95,YES,0.24,0.2,0.18,0.15,0.3,0.18,13,1647835200000000000,4,120.89,120.12,121.16,119.96,121.16,119.27,119.81,119.81,0.02,,,0.24,0.25
O:LQD220325C00121000,2022-03-21,2022-03-25,LQD,C,121.0,70,0.17,0.08,-0.13,YES,0.13,0.1,0.08,0.06,0.18,0.08,11,1647835200000000000,4,120.89,120.12,121.16,119.96,121.16,119.27,119.81,119.81,0.02,,,0.13,0.15
O:LQD220325C00122000,2022-03-21,2022-03-25,LQD,C,122.0,3,0.08,0.02,0.7,NO,0.05,0.04,0.02,0.02,0.08,0.02,2,1647835200000000000,4,120.89,120.12,121.16,119.96,121.16,119.27,119.81,119.81,0.02,0.06,0.13,0.05,0.07
O:LQD220325C00124000,2022-03-21,2022-03-25,LQD,C,124.0,60,0.01,0.01,2.35,NO,0.01,0.01,0.01,0.01,0.01,0.01,3,1647835200000000000,4,120.89,120.12,121.16,119.96,121.16,119.27,119.81,119.81,0.02,0.1,0.02,0.01,0.01
O:LQD220401C00114000,2022-03-28,2022-04-01,LQD,C,114.0,1,1.35,1.35,-5.09,YES,1.35,1.12,1.35,1.12,1.35,1.35,1,1648440000000000000,4,119.48,119.93,120.12,119.32,120.12,121.09,121.4,121.4,0.02,,,1.35,1.12
O:LQD220401C00119000,2022-03-28,2022-04-01,LQD,C,119.0,15,0.31,0.31,-0.93,YES,0.31,0.26,0.31,0.26,0.31,0.31,1,1648440000000000000,4,119.48,119.93,120.12,119.32,120.12,121.09,121.4,121.4,0.02,,,0.31,0.26
O:LQD220401C00120000,2022-03-28,2022-04-01,LQD,C,120.0,82,0.16,0.14,-0.1,YES,0.13,0.11,0.1,0.09,0.16,0.1,10,1648440000000000000,4,119.48,119.93,120.12,119.32,120.12,121.09,121.4,121.4,0.02,,,0.13,0.13
O:LQD220401C00121000,2022-03-28,2022-04-01,LQD,C,121.0,2095,0.05,0.05,0.73,NO,0.05,0.04,0.04,0.04,0.06,0.04,11,1648440000000000000,4,119.48,119.93,120.12,119.32,120.12,121.09,121.4,121.4,0.02,0.06,0.14,0.05,0.05
O:LQD220401C00122000,2022-03-28,2022-04-01,LQD,C,122.0,24,0.01,0.02,1.57,NO,0.02,0.01,0.01,0.01,0.02,0.01,2,1648440000000000000,4,119.48,119.93,120.12,119.32,120.12,121.09,121.4,121.4,0.02,0.08,0.04,0.02,0.02
O:LQD220408C00121000,2022-04-04,2022-04-08,LQD,C,121.0,76,0.21,0.19,-0.45,YES,0.18,0.15,0.15,0.12,0.21,0.15,15,1649044800000000000,4,121.17,121.51,121.55,120.78,121.55,117.2,117.56,117.56,0.02,,,0.18,0.17
O:LQD220408C00121500,2022-04-04,2022-04-08,LQD,C,121.5,101,0.14,0.1,-0.04,YES,0.12,0.1,0.1,0.08,0.14,0.1,29,1649044800000000000,4,121.17,121.51,121.55,120.78,121.55,117.2,117.56,117.56,0.02,0.02,0.65,0.12,0.12
O:LQD220408C00122000,2022-04-04,2022-04-08,LQD,C,122.0,3000,0.05,0.08,0.37,NO,0.07,0.05,0.05,0.04,0.08,0.05,2,1649044800000000000,4,121.17,121.51,121.55,120.78,121.55,117.2,117.56,117.56,0.02,0.04,0.22,0.07,0.07
O:LQD220408C00123500,2022-04-04,2022-04-08,LQD,C,123.5,2,0.01,0.01,1.6,NO,0.01,0.01,0.01,0.01,0.01,0.01,2,1649044800000000000,4,121.17,121.51,121.55,120.78,121.55,117.2,117.56,117.56,0.02,0.08,0.03,0.01,0.01
O:LQDA220414C00005000,2022-04-11,2022-04-14,LQDA,C,5.0,7,0.35,0.36,-95.71,YES,0.37,0.32,0.35,0.3,0.39,0.35,4,1649649600000000000,3,116.5,116.06,116.58,115.78,116.58,115.38,116.7,116.7,0.02,,,0.37,0.33
O:LQDA220414C00007500,2022-04-11,2022-04-14,LQDA,C,7.5,10,0.01,0.01,-93.57,YES,0.01,0.01,0.01,0.01,0.02,0.01,4,1649649600000000000,3,116.5,116.06,116.58,115.78,116.58,115.38,116.7,116.7,0.02,,,0.01,0.02
O:LQD220414C00116000,2022-04-11,2022-04-14,LQD,C,116.0,28,0.21,0.14,-0.5,YES,0.18,0.15,0.14,0.12,0.21,0.14,8,1649649600000000000,3,116.5,116.06,116.58,115.78,116.58,115.38,116.7,116.7,0.02,,,0.18,0.18
O:LQD220414C00117000,2022-04-11,2022-04-14,LQD,C,117.0,14,0.1,0.08,0.36,NO,0.09,0.08,0.08,0.07,0.1,0.08,2,1649649600000000000,3,116.5,116.06,116.58,115.78,116.58,115.38,116.7,116.7,0.02,0.06,0.25,0.09,0.09
O:LQD220414C00118000,2022-04-11,2022-04-14,LQD,C,118.0,31,0.04,0.03,1.21,NO,0.03,0.03,0.02,0.02,0.04,0.02,3,1649649600000000000,3,116.5,116.06,116.58,115.78,116.58,115.38,116.7,116.7,0.02,0.09,0.07,0.03,0.03
O:LQD220414C00119000,2022-04-11,2022-04-14,LQD,C,119.0,18,0.02,0.02,2.07,NO,0.02,0.02,0.02,0.01,0.02,0.02,3,1649649600000000000,3,116.5,116.06,116.58,115.78,116.58,115.38,116.7,116.7,0.02,0.12,0.03,0.02,0.02
O:LQD220414C00119500,2022-04-11,2022-04-14,LQD,C,119.5,10,0.02,0.02,2.5,NO,0.02,0.02,0.02,0.02,0.02,0.02,1,1649649600000000000,3,116.5,116.06,116.58,115.78,116.58,115.38,116.7,116.7,0.02,0.14,0.03,0.02,0.02
O:LQD220414C00120000,2022-04-11,2022-04-14,LQD,C,120.0,271,0.04,0.01,2.93,NO,0.02,0.02,0.01,0.01,0.04,0.01,4,1649649600000000000,3,116.5,116.06,116.58,115.78,116.58,115.38,116.7,116.7,0.02,0.17,0.03,0.02,0.03
O:LQD220414C00121000,2022-04-11,2022-04-14,LQD,C,121.0,325,0.01,0.01,3.79,NO,0.01,0.01,0.01,0.01,0.01,0.01,3,1649649600000000000,3,116.5,116.06,116.58,115.78,116.58,115.38,116.7,116.7,0.02,0.19,0.02,0.01,0.01
O:LQD220414C00122000,2022-04-11,2022-04-14,LQD,C,122.0,265,0.01,0.0,4.64,NO,0.01,0.01,0.0,0.0,0.01,0.0,2,1649649600000000000,3,116.5,116.06,116.58,115.78,116.58,115.38,116.7,116.7,0.02,0.21,0.01,0.01,0.01
O:LQD220414C00133000,2022-04-11,2022-04-14,LQD,C,133.0,1,0.0,0.0,14.08,NO,0.0,0.0,0.0,0.0,0.0,0.0,1,1649649600000000000,3,116.5,116.06,116.58,115.78,116.58,115.38,116.7,116.7,0.02,0.49,0.0,0.0,0.0
O:LQD220422C00114000,2022-04-18,2022-04-22,LQD,C,114.0,13,0.3,0.23,-1.15,YES,0.26,0.23,0.23,0.2,0.3,0.23,2,1650254400000000000,4,115.14,114.5,115.33,114.39,115.33,113.42,113.71,113.71,0.02,,,0.26,0.26
O:LQD220422C00115000,2022-04-18,2022-04-22,LQD,C,115.0,315,0.19,0.11,-0.29,YES,0.15,0.13,0.11,0.1,0.19,0.11,50,1650254400000000000,4,115.14,114.5,115.33,114.39,115.33,113.42,113.71,113.71,0.02,,,0.15,0.16
O:LQD220422C00116000,2022-04-18,2022-04-22,LQD,C,116.0,23,0.07,0.04,0.58,NO,0.06,0.05,0.04,0.04,0.07,0.04,4,1650254400000000000,4,115.14,114.5,115.33,114.39,115.33,113.42,113.71,113.71,0.02,0.05,0.16,0.06,0.06
O:LQD220422C00117000,2022-04-18,2022-04-22,LQD,C,117.0,20,0.02,0.02,1.45,NO,0.02,0.01,0.02,0.01,0.02,0.02,1,1650254400000000000,4,115.14,114.5,115.33,114.39,115.33,113.42,113.71,113.71,0.02,0.08,0.04,0.02,0.02
O:LQD220422C00118000,2022-04-18,2022-04-22,LQD,C,118.0,4,0.02,0.02,2.32,NO,0.02,0.02,0.02,0.02,0.02,0.02,1,1650254400000000000,4,115.14,114.5,115.33,114.39,115.33,113.42,113.71,113.71,0.02,0.12,0.03,0.02,0.02
O:LQD220429C00110000,2022-04-25,2022-04-29,LQD,C,110.0,2,1.1,1.14,-4.23,YES,1.12,0.97,1.1,0.96,1.14,1.1,2,1650859200000000000,4,114.03,114.68,114.86,114.02,114.86,112.6,113.52,113.52,0.02,,,1.12,0.99
O:LQD220429C00115000,2022-04-25,2022-04-29,LQD,C,115.0,34,0.11,0.14,0.12,NO,0.13,0.11,0.11,0.1,0.14,0.11,12,1650859200000000000,4,114.03,114.68,114.86,114.02,114.86,112.6,113.52,113.52,0.02,0.04,0.4,0.13,0.12
O:LQD220429C00116000,2022-04-25,2022-04-29,LQD,C,116.0,1,0.02,0.02,0.99,NO,0.02,0.02,0.02,0.02,0.02,0.02,1,1650859200000000000,4,114.03,114.68,114.86,114.02,114.86,112.6,113.52,113.52,0.02,0.06,0.07,0.02,0.02
O:LQD220506C00110000,2022-05-02,2022-05-06,LQD,C,110.0,3,0.51,0.51,-1.72,YES,0.51,0.46,0.51,0.46,0.51,0.51,2,1651464000000000000,4,111.69,111.68,111.92,111.3,111.92,110.81,111.52,111.52,0.02,,,0.51,0.46
O:LQD220506C00112000,2022-05-02,2022-05-06,LQD,C,112.0,71,0.19,0.17,0.07,NO,0.18,0.16,0.16,0.15,0.2,0.16,24,1651464000000000000,4,111.69,111.68,111.92,111.3,111.92,110.81,111.52,111.52,0.02,0.04,0.46,0.18,0.18
O:LQD220506C00113000,2022-05-02,2022-05-06,LQD,C,113.0,11012,0.08,0.09,0.96,NO,0.08,0.07,0.07,0.06,0.09,0.07,12,1651464000000000000,4,111.69,111.68,111.92,111.3,111.92,110.81,111.52,111.52,0.02,0.09,0.15,0.08,0.08
O:LQD220506C00114000,2022-05-02,2022-05-06,LQD,C,114.0,1579,0.04,0.04,1.86,NO,0.03,0.03,0.02,0.02,0.04,0.02,5,1651464000000000000,4,111.69,111.68,111.92,111.3,111.92,110.81,111.52,111.52,0.02,0.11,0.05,0.03,0.04
O:LQD220506C00115000,2022-05-02,2022-05-06,LQD,C,115.0,3000,0.01,0.01,2.75,NO,0.01,0.01,0.01,0.01,0.01,0.01,1,1651464000000000000,4,111.69,111.68,111.92,111.3,111.92,110.81,111.52,111.52,0.02,0.12,0.02,0.01,0.01
