ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,implied_volatility,probability_itm,mid_price,high_yield_pct
O:LQD210108C00136500,2021-01-04,2021-01-08,LQD,C,136.5,1,0.35,0.35,-1.01,YES,0.35,0.26,0.35,0.26,0.35,0.35,1,1609736400000000000,4,137.89,137.43,137.89,137.38,137.89,135.76,135.89,135.89,0.02,,,0.35,0.25
O:LQD210108C00137000,2021-01-04,2021-01-08,LQD,C,137.0,44,0.24,0.22,-0.65,YES,0.24,0.17,0.22,0.16,0.25,0.22,13,1609736400000000000,4,137.89,137.43,137.89,137.38,137.89,135.76,135.89,135.89,0.02,,,0.24,0.18
O:LQD210108C00137500,2021-01-04,2021-01-08,LQD,C,137.5,81,0.16,0.16,-0.28,YES,0.17,0.12,0.16,0.11,0.19,0.16,21,1609736400000000000,4,137.89,137.43,137.89,137.38,137.89,135.76,135.89,135.89,0.02,,,0.17,0.14
O:LQD210108C00138000,2021-01-04,2021-01-08,LQD,C,138.0,119,0.08,0.06,0.08,NO,0.08,0.05,0.06,0.04,0.09,0.06,25,1609736400000000000,4,137.89,137.43,137.89,137.38,137.89,135.76,135.89,135.89,0.02,0.02,0.39,0.08,0.07
O:LQD210108C00138500,2021-01-04,2021-01-08,LQD,C,138.5,49,0.03,0.02,0.44,NO,0.03,0.02,0.02,0.02,0.04,0.02,21,1609736400000000000,4,137.89,137.43,137.89,137.38,137.89,135.76,135.89,135.89,0.02,0.04,0.13,0.03,0.03
O:LQD210108C00141500,2021-01-04,2021-01-08,LQD,C,141.5,2,0.0,0.0,2.62,NO,0.0,0.0,0.0,0.0,0.0,0.0,1,1609736400000000000,4,137.89,137.43,137.89,137.38,137.89,135.76,135.89,135.89,0.02,0.1,0.01,0.0,0.0
O:LQDA210115C00002500,2021-01-11,2021-01-15,LQDA,C,2.5,13,0.14,0.14,-98.15,YES,0.14,0.1,0.14,0.1,0.14,0.14,1,1610341200000000000,4,135.49,135.18,135.49,135.17,135.49,136.14,136.51,136.51,0.02,,,0.14,0.1
O:LQDT210115C00012500,2021-01-11,2021-01-15,LQDT,C,12.5,300,1.32,1.23,-90.77,YES,1.29,0.95,1.23,0.9,1.35,1.23,24,1610341200000000000,4,135.49,135.18,135.49,135.17,135.49,136.14,136.51,136.51,0.02,,,1.29,1.0
O:LQDT210115C00015000,2021-01-11,2021-01-15,LQDT,C,15.0,15,0.3,0.75,-88.93,YES,0.53,0.39,0.3,0.22,0.75,0.3,4,1610341200000000000,4,135.49,135.18,135.49,135.17,135.49,136.14,136.51,136.51,0.02,,,0.53,0.55
O:LQDT210115C00017500,2021-01-11,2021-01-15,LQDT,C,17.5,8,0.18,0.19,-87.08,YES,0.18,0.13,0.15,0.11,0.21,0.15,6,1610341200000000000,4,135.49,135.18,135.49,135.17,135.49,136.14,136.51,136.51,0.02,,,0.18,0.15
O:LQDT210115C00020000,2021-01-11,2021-01-15,LQDT,C,20.0,174,0.03,0.02,-85.24,YES,0.04,0.03,0.02,0.02,0.06,0.02,11,1610341200000000000,4,135.49,135.18,135.49,135.17,135.49,136.14,136.51,136.51,0.02,,,0.04,0.04
O:LQD210115C00134000,2021-01-11,2021-01-15,LQD,C,134.0,2,0.39,0.4,-1.1,YES,0.39,0.29,0.39,0.29,0.4,0.39,2,1610341200000000000,4,135.49,135.18,135.49,135.17,135.49,136.14,136.51,136.51,0.02,,,0.39,0.3
O:LQD210115C00135000,2021-01-11,2021-01-15,LQD,C,135.0,1508,0.19,0.17,-0.36,YES,0.19,0.14,0.17,0.13,0.2,0.17,7,1610341200000000000,4,135.49,135.18,135.49,135.17,135.49,136.14,136.51,136.51,0.02,,,0.19,0.15
O:LQD210115C00136000,2021-01-11,2021-01-15,LQD,C,136.0,27,0.06,0.06,0.38,NO,0.06,0.04,0.05,0.04,0.06,0.05,12,1610341200000000000,4,135.49,135.18,135.49,135.17,135.49,136.14,136.51,136.51,0.02,0.04,0.19,0.06,0.04
