longBusinessSummary,companyOfficers,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,tradeable,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,shortName,longName,dividendYield,trailingThreeMonthReturns,trailingThreeMonthNavReturns,netAssets,epsTrailingTwelveMonths,sharesOutstanding,bookValue,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,netExpenseRatio,marketCap,priceToBook,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fullExchangeName,financialCurrency,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,corporateActions,postMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
"The trust seeks to achieve its investment objective by holding a portfolio of the common stocks that are included in the index, with the weight of each stock in the portfolio substantially corresponding to the weight of such stock in the index.",[],[],86400,2,689.51,690.63,689.18,695.31,689.51,690.63,689.18,695.31,28.100975,66133130,66133130,79672604,67571360,67571360,694.34,694.07,560,600,0.0107,712072560640,481.8,695.31,695.31,42.8125,680.0078,630.5526,5.662,0.0082116285,694.066,USD,False,Large Blend,17.7547,1.0,State Street Investment Management,727660800,Exchange Traded Fund,0.2301866,0.1429737,ETF,SPY,en-US,US,ETF,Delayed Quote,True,HIGH,CLOSED,SPDR S&P 500,SPDR S&P 500 ETF,1.07,2.6265,2.6265,712072560000.0,24.699142,917782016,429.22,14.062195,0.02067946,63.517395,0.1007329,0.0945,637004939264,1.6170496,15,0,False,True,728317800000,0.059067983,694.48,0.40997314,4.56,689.18 - 695.31,NYSEArca,USD,79672604,212.27002,0.44057706,481.8 - 695.31,-1.2399902,-0.0017833632,19.381142,[],1768006793,1767992400,PCX,finmb_6160262,America/New_York,EST,-18000000,us_market,False,0.661339,694.07,
