address1,city,zip,country,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,shortName,longName,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,corporateActions,postMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,displayName,trailingPegRatio
33 Boulevard Prince Henri,Luxembourg,1724,Luxembourg,https://www.spotify.com,Internet Content & Information,internet-content-information,Internet Content & Information,Communication Services,communication-services,Communication Services,"Spotify Technology S.A., together with its subsidiaries, provides audio streaming subscription services worldwide. It operates through two segments, Premium and Ad-Supported. The Premium segment offers unlimited online and offline streaming access to its catalog of music and podcasts without commercial breaks to its subscribers. This segment sells directly to the end users. The Ad-Supported segment provides on-demand online access to its catalog of music and unlimited online access to the catalog of podcasts to its users on their computers, tablets, and compatible mobile devices. The company also offers sales, distribution and marketing, contract research and development, and customer and other support services. Spotify Technology S.A. was incorporated in 2006 and is based in Luxembourg, Luxembourg.",7691,"[{'maxAge': 1, 'name': 'Mr. Daniel G. Ek', 'age': 41, 'title': 'Founder & Executive Chairman', 'yearBorn': 1984, 'fiscalYear': 2024, 'totalPay': 667308, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Alex  Norström', 'age': 47, 'title': 'Co-CEO & Director', 'yearBorn': 1978, 'fiscalYear': 2024, 'totalPay': 1997765, 'exercisedValue': 30514040, 'unexercisedValue': 22380684}, {'maxAge': 1, 'name': 'Mr. Gustav  Söderström', 'age': 47, 'title': 'Co-CEO & Director', 'yearBorn': 1978, 'fiscalYear': 2024, 'totalPay': 2015412, 'exercisedValue': 50542320, 'unexercisedValue': 90157600}, {'maxAge': 1, 'name': 'Mr. Sven Martin Lorentzon', 'age': 56, 'title': 'Co-Founder & Director', 'yearBorn': 1969, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christian  Luiga', 'age': 57, 'title': 'Chief Financial Officer', 'yearBorn': 1968, 'fiscalYear': 2024, 'totalPay': 4668461, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Dustee Tucker Jenkins', 'age': 46, 'title': 'Chief Public Affairs Officer', 'yearBorn': 1979, 'fiscalYear': 2024, 'totalPay': 1435082, 'exercisedValue': 2851006, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Bryan Daniel Goldberg', 'title': 'Head of Investor Relations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Eve  Konstan J.D.', 'age': 56, 'title': 'General Counsel', 'yearBorn': 1969, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Tanmaya  Trivedi', 'title': 'Director of Sales', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Anna  Lundström', 'title': 'Chief Human Resources Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",2,9,6,10,8,1767225600,1735603200,[],86400,2,553.68,553.58,536.13,554.345,553.68,553.58,536.13,554.345,0.0,1.658,68.973145,38.01433,3181071,3181071,1819640,1726980,1726980,0.0,0.0,400,80,111053053952,451.428,785.0,785.0,69.285,6.5723534,597.4768,651.1199,0.0,0.0,USD,False,105919373312,0.08315,156112531,205894015,7488032,7287937,1763078400,1765756800,0.0364,0.24183,0.6806,3.53,0.048,205894015,44.002434,12.257731,1735603200,1767139200,1759190400,1.997,1404999936,7.82,14.188596,6.269,51.972,0.17627692,0.19362879,EQUITY,539.37,892.03906,496.21622,742.05084,759.51465,1.7561,buy,39,7481999872,36.306,2038000000,2246000128,1.336,1.612,16897000448,28.873,82.545,0.09988,0.22639,5382000128,789000000,2960000000,1.265,0.071,0.31851998,0.12061,0.13623999,EUR,SPOT,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,Spotify Technology S.A.,Spotify Technology S.A.,1770730200,1770730200,1770730200,1770728400,1770728400,False,7.82,14.188596,7.51239,71.797386,-58.10681,-0.097253665,-111.74988,-0.1716272,15,0,1.8 - Buy,False,True,1522762200000,-0.068597645,539.0,-0.36999512,-14.31,536.13 - 554.345,NYSE,1819640,87.941986,0.19480844,451.428 - 785.0,-245.63,-0.31290448,17.627693,[],1768006764,1767992402,NYQ,finmb_225595077,America/New_York,EST,-18000000,us_market,False,-2.58453,539.37,Spotify Technology,1.346
