Earnings Date,EPS Estimate,Reported EPS,Surprise(%)
2026-03-26 09:00:00-04:00,0.18,,
2025-11-12 06:00:00-05:00,0.18,0.64,249.0
2025-08-12 06:00:00-04:00,-0.81,-4.48,-450.36
