address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,shortName,longName,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,prevName,nameChangeDate,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,corporateActions,postMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,displayName,trailingPegRatio
121 Albright Way,Los Gatos,CA,95032,United States,(408) 540-3700,https://www.netflix.com,Entertainment,entertainment,Entertainment,Communication Services,communication-services,Communication Services,"Netflix, Inc. provides entertainment services. The company offers television (TV) series, documentaries, feature films, and games across various genres and languages. It also provides members the ability to receive streaming content through a host of internet-connected devices, including TVs, digital video players, TV set-top boxes, and mobile devices. The company operates approximately in 190 countries. Netflix, Inc. was incorporated in 1997 and is headquartered in Los Gatos, California.",14000,"[{'maxAge': 1, 'name': 'Mr. Wilmot Reed Hastings Jr.', 'age': 65, 'title': 'Co-Founder & Chairman', 'yearBorn': 1960, 'fiscalYear': 2024, 'totalPay': 502215, 'exercisedValue': 206021120, 'unexercisedValue': 1415606272}, {'maxAge': 1, 'name': 'Mr. Theodore A. Sarandos', 'age': 60, 'title': 'Co-CEO, President & Director', 'yearBorn': 1965, 'fiscalYear': 2024, 'totalPay': 16961458, 'exercisedValue': 32708016, 'unexercisedValue': 427340448}, {'maxAge': 1, 'name': 'Mr. Gregory K. Peters', 'age': 54, 'title': 'Co-CEO, President & Director', 'yearBorn': 1971, 'fiscalYear': 2024, 'totalPay': 15613091, 'exercisedValue': 26574712, 'unexercisedValue': 204458736}, {'maxAge': 1, 'name': 'Mr. Spencer Adam Neumann', 'age': 55, 'title': 'Chief Financial Officer', 'yearBorn': 1970, 'fiscalYear': 2024, 'totalPay': 7647331, 'exercisedValue': 0, 'unexercisedValue': 107027248}, {'maxAge': 1, 'name': 'Mr. David  Hyman J.D.', 'age': 59, 'title': 'Chief Legal Officer & Secretary', 'yearBorn': 1966, 'fiscalYear': 2024, 'totalPay': 7515647, 'exercisedValue': 38790456, 'unexercisedValue': 87438464}, {'maxAge': 1, 'name': 'Mr. Jeffrey William Karbowski', 'age': 47, 'title': 'Chief Accounting Officer & Principal Accounting Officer', 'yearBorn': 1978, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Elizabeth  Stone', 'title': 'Chief Technology Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Spencer  Wang', 'title': 'Vice President of Finance, Corporate Development & Investor Relations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Marian  Lee', 'age': 45, 'title': 'Chief Marketing Officer', 'yearBorn': 1980, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Bela  Bajaria', 'age': 53, 'title': 'Chief Content Officer', 'yearBorn': 1972, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",10,10,7,5,9,1767225600,1735603200,[],86400,2,90.53,90.03,88.32,90.04,90.53,90.03,88.32,90.04,0.0,1.711,37.274998,27.598845,53636497,53636497,44238633,34924730,34924730,93.0,95.25,1,1,379070939136,82.11,134.115,134.115,0.034643,8.738625,101.81594,113.23316,0.0,0.0,USD,False,386830106624,0.24047,4210246844,4237323340,73585254,146504810,1763078400,1765756800,0.0173,0.0051599997,0.79796,1.52,0.0175,4237323341,6.125,14.605714,1735603200,1767139200,1759190400,0.078,10431287296,2.4,3.24144,10:1,1763337600,8.917,29.826,0.064632416,0.19362879,EQUITY,89.46,152.5,77.0,125.705,126.5,1.95349,buy,38,9324392448,2.201,12969651200,17083538432,1.132,1.332,43378786304,65.822,10.179,0.14739999,0.42861,20858714112,23363989504,9574524928,0.087,0.172,0.48084998,0.29899,0.28219998,USD,NFLX,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,"Netflix, Inc.","Netflix, Inc.",1768942800,1768942800,1768942800,1768945500,1768945500,False,2.4,3.24144,2.53139,35.340267,-12.355942,-0.12135567,-23.773163,-0.20994876,15,0,VIVEK,2026-01-09,2.0 - Buy,False,True,1022160600000,-0.10059953,89.37,-0.08999634,-1.07,88.32 - 90.04,NasdaqGS,44238633,7.3499985,0.08951405,82.11 - 134.115,-44.655006,-0.33296055,6.4632416,[],1768006799,1767992401,NMS,finmb_32012,America/New_York,EST,-18000000,us_market,False,-1.18193,89.46,Netflix,1.5367
