address1,address2,city,state,zip,country,phone,fax,website,industry,industryKey,industryDisp,industrySymbol,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,irWebsite,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,prevName,nameChangeDate,averageAnalystRating,cryptoTradeable,corporateActions,postMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,longName,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,displayName,trailingPegRatio
Salesforce Tower,3rd Floor 415 Mission Street,San Francisco,CA,94105,United States,415 901 7000,415 901 7040,https://www.salesforce.com,Software - Application,software-application,Software - Application,h885,Technology,technology,Technology,"Salesforce, Inc. provides customer relationship management technology that connects companies and customers together worldwide. The company offers Agentforce, an agentic layer of the salesforce platform; Data Cloud, a data engine; Industries AI for creating industry-specific AI agents with Agentforce; Salesforce Starter, a suite of solution for small and medium-size business; Slack, a workplace communication and productivity platform; Tableau, an end-to-end analytics solution for range of enterprise use cases and intelligent analytics with AI models, spot trends, predict outcomes, timely recommendations, and take action from any device; and integration and analytics solutions, as well as Agentforce Command Center, an observability solution to manage, track, and scale AI agent activity. It also provides marketing platform; commerce services, which empowers shopping experience across various customer touchpoint; and field service solution that enables companies to connect service agents, dispatchers, and mobile employees through one centralized platform to schedule and dispatch work, as well as track and manage jobs. The company has a strategic partnership with Google to integrate Agentforce 360 with Google Workspace for sales and IT service, which expands the Salesforce Gemini integration. Salesforce, Inc. was incorporated in 1999 and is headquartered in San Francisco, California.",76453,"[{'maxAge': 1, 'name': 'Mr. Marc R. Benioff', 'age': 60, 'title': 'Co-Founder, Chairman & CEO', 'yearBorn': 1965, 'fiscalYear': 2025, 'totalPay': 9646000, 'exercisedValue': 72533232, 'unexercisedValue': 121975536}, {'maxAge': 1, 'name': 'Mr. Srinivas  Tallapragada', 'age': 55, 'title': 'President, Chief Engineering & Customer Success Officer', 'yearBorn': 1970, 'fiscalYear': 2025, 'totalPay': 2512428, 'exercisedValue': 27424744, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Parker  Harris', 'age': 58, 'title': 'Co-Founder, CTO of Slack & Director', 'yearBorn': 1967, 'fiscalYear': 2025, 'totalPay': 2250000, 'exercisedValue': 26011968, 'unexercisedValue': 72521712}, {'maxAge': 1, 'name': 'Mr. Stephen D. Fisher', 'age': 60, 'title': 'President, CPO, Executive VP and GM of Next Gen CRM & Unified Data', 'yearBorn': 1965, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Miguel  Milano', 'age': 56, 'title': 'President & Chief Revenue Officer', 'yearBorn': 1969, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Robin L. Washington CPA', 'age': 62, 'title': 'President, Chief Operating & Financial Officer and Director', 'yearBorn': 1963, 'fiscalYear': 2025, 'totalPay': 200000, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. David  Schmaier', 'age': 61, 'title': 'President and Chief Strategy Officer', 'yearBorn': 1964, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Ariel  Kelman', 'title': 'President & Chief Marketing Officer', 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sabastian V. Niles', 'age': 45, 'title': 'President, Chief Legal Officer & Corporate Secretary', 'yearBorn': 1980, 'fiscalYear': 2025, 'totalPay': 3918008, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Sundeep G. Reddy', 'age': 52, 'title': 'Executive VP & Chief Accounting Officer', 'yearBorn': 1973, 'fiscalYear': 2025, 'exercisedValue': 0, 'unexercisedValue': 0}]",2,8,9,2,6,1767225600,1767139200,http://www.salesforce.com/company/investor/,[],86400,2,260.53,260.0,256.509,261.025,260.53,260.0,256.509,261.025,1.66,0.64,1766016000,0.22,1.266,34.70494,19.81484,4530911,4530911,7921443,5201400,5201400,0.0,0.0,200,200,247462887424,221.96,367.09,369.0,2.25,6.137929,250.5562,256.3891,1.648,0.006325567,USD,False,243875774464,0.17913,911654150,937000000,16019089,17711446,1763078400,1765756800,0.0171,0.02632,0.84536004,1.74,0.0176,952000000,63.717,4.0796022,1738281600,1769817600,1761868800,0.366,7222000128,7.49,13.11845,4:1,1366243200,6.049,20.666,-0.18531984,0.19362879,0.416,1766016000,EQUITY,259.94,475.0,223.0,330.15698,332.0,1.63793,buy,53,11322999808,12.084,11800999936,11635000320,0.785,0.984,40317001728,19.385,42.173,0.059499998,0.12184,31338000384,14523750400,13502000128,0.386,0.086,0.77729,0.29271,0.23862,USD,CRM,en-US,US,Equity,Delayed Quote,True,HIGH,CLOSED,1764795600,1772053200,1772053200,1764712800,1764712800,True,7.49,13.11845,11.77078,22.0835,9.383804,0.037451893,3.5509033,0.013849665,15,0,"salesforce.com, inc.",2026-01-09,1.6 - Buy,False,[],1768006777,1767992402,NYQ,finmb_122917,America/New_York,EST,-18000000,us_market,False,"Salesforce, Inc.","Salesforce, Inc.",-0.22646,259.94,True,1087997400000,0.17696063,260.4,0.45999146,-0.589996,256.509 - 261.025,NYSE,7921443,37.979996,0.17111188,221.96 - 367.09,-107.149994,-0.29189026,-18.531984,1767830400,Salesforce,1.2045
