address1,address2,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,shortName,longName,corporateActions,postMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,marketState,regularMarketChangePercent,regularMarketPrice,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,ipoExpectedDate,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,displayName,trailingPegRatio
One Madison Avenue,Suite 2400,New York,NY,10010,United States,888 908 7930,https://www.coinbase.com,Financial Data & Stock Exchanges,financial-data-stock-exchanges,Financial Data & Stock Exchanges,Financial Services,financial-services,Financial Services,"Coinbase Global, Inc. operates platform for crypto assets in the United States and internationally. It offers the primary financial account in the crypto economy for consumers; a brokerage platform with a pool of liquidity across the crypto marketplace for institutions; and a suite of products granting access to build onchain for developers. The company was founded in 2012 and is based in New York, New York.",3772,"[{'maxAge': 1, 'name': 'Mr. Brian  Armstrong', 'age': 42, 'title': 'Co-Founder, Chairman & CEO', 'yearBorn': 1983, 'fiscalYear': 2024, 'totalPay': 7235090, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Emilie M. Choi', 'age': 46, 'title': 'President & COO', 'yearBorn': 1979, 'fiscalYear': 2024, 'totalPay': 956530, 'exercisedValue': 142113584, 'unexercisedValue': 241035664}, {'maxAge': 1, 'name': 'Mr. Frederick Ernest Ehrsam III', 'age': 36, 'title': 'Co-Founder & Director', 'yearBorn': 1989, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Alesia Jeanne Haas', 'age': 48, 'title': 'Chief Financial Officer', 'yearBorn': 1977, 'fiscalYear': 2024, 'totalPay': 733450, 'exercisedValue': 0, 'unexercisedValue': 169371536}, {'maxAge': 1, 'name': 'Mr. Paul  Grewal J.D.', 'age': 53, 'title': 'Chief Legal Officer & Corporate Secretary', 'yearBorn': 1972, 'fiscalYear': 2024, 'totalPay': 733450, 'exercisedValue': 29013572, 'unexercisedValue': 105375920}, {'maxAge': 1, 'name': 'Mr. Lawrence J. Brock', 'age': 53, 'title': 'Chief People Officer', 'yearBorn': 1972, 'fiscalYear': 2024, 'totalPay': 733450, 'exercisedValue': 49971288, 'unexercisedValue': 4145736}, {'maxAge': 1, 'name': 'Jennifer N. Jones', 'title': 'Chief Accounting Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Anil K. Gupta', 'title': 'Vice President of Investor Relations', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Faryar  Shirzad', 'title': 'Chief Policy Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Dr. Daniel  Seifert', 'title': 'VP & Regional MD of EMEA', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",10,10,10,10,10,1767225600,1735603200,[],86400,2,245.59,245.94,237.16,246.9,245.59,245.94,237.15,246.9,0.0,3.707,20.792746,35.024788,8070102,8070102,9118435,7820760,7820760,246.75,253.8,1,1,64928157696,142.58,444.65,444.65,31.55,8.8092785,269.1196,287.34436,0.0,0.0,USD,False,62935818240,0.43664002,225732319,228176267,16033232,15631561,1763078400,1765756800,0.059499998,0.01069,0.6656,1.63,0.0795,269657614,59.624,4.0383067,1735603200,1767139200,1759190400,4.73,3217709056,11.58,6.87456,8.539,26.231,-0.0414809,0.19362879,EQUITY,240.78,505.0,188.0,357.17133,358.5,1.94118,buy,30,9769669632,36.232,2399290112,7780648960,1.105,2.404,7370428928,48.559,28.804,0.00873,0.26005,6251782144,-1097911808,325849984,4.306,0.589,0.84822,0.32553002,0.25254,USD,COIN,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,"Coinbase Global, Inc. - 3","Coinbase Global, Inc.",[],1768006793,1767992402,NMS,finmb_377154867,America/New_York,EST,-18000000,us_market,False,CLOSED,-1.95855,240.78,30.515293,-28.3396,-0.10530485,-46.56436,-0.16205072,15,0,2021-04-14,1.9 - Buy,False,True,1618407000000,0.091370225,241.0,0.22000122,-4.81,237.15 - 246.9,NasdaqGS,9118435,98.2,0.68873614,142.58 - 444.65,-203.87,-0.45849544,-4.14809,1761854400,1761854400,1761854400,1761859800,1761859800,False,11.58,6.87456,7.89047,Coinbase Global,13.8091
