address1,city,state,zip,country,phone,website,industry,industryKey,industryDisp,sector,sectorKey,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,executiveTeam,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,tradeable,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,quoteType,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,marketState,corporateActions,postMarketTime,regularMarketTime,exchange,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,shortName,longName,sourceInterval,exchangeDataDelayedBy,ipoExpectedDate,prevName,nameChangeDate,averageAnalystRating,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChangePercent,regularMarketPrice,postMarketChangePercent,postMarketPrice,postMarketChange,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,displayName,trailingPegRatio
1 Meta Way,Menlo Park,CA,94025,United States,650 543 4800,https://investor.atmeta.com,Internet Content & Information,internet-content-information,Internet Content & Information,Communication Services,communication-services,Communication Services,"Meta Platforms, Inc. engages in the development of products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality and mixed reality headsets, augmented reality, and wearables worldwide. It operates through two segments, Family of Apps (FoA) and Reality Labs (RL). The FoA segment offers Facebook, which enables people to build community through feed, reels, stories, groups, marketplace, and other; Instagram that brings people closer through instagram feed, stories, reels, live, and messaging; Messenger, a messaging application for people to connect with friends, family, communities, and businesses across platforms and devices through text, audio, and video calls; Threads, an application for text-based updates and public conversations; and WhatsApp, a messaging application that is used by people and businesses to communicate and transact in a private way. The RL segment provides virtual, augmented, and mixed reality related products comprising consumer hardware, software, and content that help people feel connected, anytime, and anywhere. The company was formerly known as Facebook, Inc. and changed its name to Meta Platforms, Inc. in October 2021. The company was incorporated in 2004 and is headquartered in Menlo Park, California.",78450,"[{'maxAge': 1, 'name': 'Mr. Mark Elliot Zuckerberg', 'age': 41, 'title': 'Founder, Chairman & CEO', 'yearBorn': 1984, 'fiscalYear': 2024, 'totalPay': 27219874, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Susan J. S. Li', 'age': 39, 'title': 'Chief Financial Officer', 'yearBorn': 1986, 'fiscalYear': 2024, 'totalPay': 1948846, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Javier  Olivan', 'age': 48, 'title': 'Chief Operating Officer', 'yearBorn': 1977, 'fiscalYear': 2024, 'totalPay': 3835042, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Andrew  Bosworth', 'age': 43, 'title': 'Chief Technology Officer', 'yearBorn': 1982, 'fiscalYear': 2024, 'totalPay': 1923184, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Christopher K. Cox', 'age': 42, 'title': 'Chief Product Officer', 'yearBorn': 1983, 'fiscalYear': 2024, 'totalPay': 1937677, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Dana  White', 'title': 'Independent Director', 'fiscalYear': 2024, 'totalPay': 272, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Aaron A. Anderson', 'title': 'Chief Accounting Officer', 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Atish  Banerjea', 'age': 59, 'title': 'Chief Information Officer', 'yearBorn': 1966, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Ms. Jennifer G. Newstead J.D.', 'age': 54, 'title': 'Chief Legal Officer', 'yearBorn': 1971, 'fiscalYear': 2024, 'totalPay': 3079624, 'exercisedValue': 0, 'unexercisedValue': 0}, {'maxAge': 1, 'name': 'Mr. Henry T. A. Moniz', 'age': 60, 'title': 'Chief Compliance Officer', 'yearBorn': 1965, 'fiscalYear': 2024, 'exercisedValue': 0, 'unexercisedValue': 0}]",9,10,10,10,10,1767225600,1735603200,[],86400,2,646.06,645.5,642.8875,654.95,646.06,645.5,642.8875,654.95,2.1,0.32,1765756800,0.091800004,1.287,28.89646,21.46915,11408936,11408936,17976953,10617230,10617230,653.55,654.03,1,1,1646055784448,479.8,796.25,796.25,17.55,8.688235,643.3988,674.8323,2.075,0.003211776,USD,False,1652667711488,0.30892,2173375331,2177889269,31954576,30166415,1763078400,1765756800,0.0127,0.00062,0.79609,1.8,0.0147,2520527597,76.98,8.483501,1735603200,1767139200,1759190400,-0.827,58527997952,22.6,30.41853,8.723,16.796,0.073529124,0.19362879,0.525,1765756800,EQUITY,653.06,1117.0,685.0,835.54236,840.0,1.35821,strong_buy,59,44447997952,17.634,98399002624,51059998720,1.671,1.978,189458006016,26.311,75.122,0.18013,0.32643002,155381006336,18617749504,107574001664,-0.826,0.262,0.82013,0.51937,0.40075,USD,META,en-US,US,Equity,Nasdaq Real Time Price,True,HIGH,CLOSED,[],1768006799,1767992400,NMS,finmb_20765463,America/New_York,EST,-18000000,us_market,False,"Meta Platforms, Inc.","Meta Platforms, Inc.",15,0,2022-06-09,"Facebook, Inc.",2026-01-09,1.4 - Strong Buy,False,True,1337347800000,1.08349,653.06,-0.007654395,653.01,-0.049987793,7.0,642.8875 - 654.95,NasdaqGS,17976953,173.26001,0.36110884,479.8 - 796.25,-143.19,-0.17983046,7.3529124,1766448000,1761768000,1769634000,1769634000,1761769800,1761769800,True,22.6,30.41853,25.45237,25.658121,9.661194,0.015015871,-21.772278,-0.03226324,Meta Platforms,1.5361
