ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,mid_price,high_yield_pct
O:WMT160108C00059500,2016-01-04,2016-01-08,WMT,C,595.0,1,1.27,1.27,,NO,1.27,,1.27,,1.27,1.27,1,1451883600000000000,4,Weekly,,,,,,,,,0.0034,1.27,
O:WMT160108C00060000,2016-01-04,2016-01-08,WMT,C,600.0,290,0.85,1.5,,NO,1.17,,0.84,,1.5,0.84,13,1451883600000000000,4,Weekly,,,,,,,,,0.0034,1.17,
O:WMT160108C00060500,2016-01-04,2016-01-08,WMT,C,605.0,114,0.6,1.19,,NO,0.84,,0.49,,1.19,0.49,15,1451883600000000000,4,Weekly,,,,,,,,,0.0034,0.84,
O:WMT160108C00061000,2016-01-04,2016-01-08,WMT,C,610.0,270,0.42,0.52,,NO,0.51,,0.33,,0.69,0.33,27,1451883600000000000,4,Weekly,,,,,,,,,0.0034,0.51,
O:WMT160108C00061500,2016-01-04,2016-01-08,WMT,C,615.0,355,0.24,0.52,,NO,0.36,,0.21,,0.52,0.21,52,1451883600000000000,4,Weekly,,,,,,,,,0.0034,0.36,
O:WMT160108C00062000,2016-01-04,2016-01-08,WMT,C,620.0,43,0.14,0.29,,NO,0.19,,0.09,,0.29,0.09,20,1451883600000000000,4,Weekly,,,,,,,,,0.0034,0.19,
O:WMT160108C00062500,2016-01-04,2016-01-08,WMT,C,625.0,35,0.08,0.1,,NO,0.08,,0.05,,0.11,0.05,8,1451883600000000000,4,Weekly,,,,,,,,,0.0034,0.08,
O:WMT160108C00063000,2016-01-04,2016-01-08,WMT,C,630.0,18,0.04,0.07,,NO,0.06,,0.04,,0.07,0.04,5,1451883600000000000,4,Weekly,,,,,,,,,0.0034,0.06,
O:WMT160108C00063500,2016-01-04,2016-01-08,WMT,C,635.0,223,0.02,0.02,,NO,0.02,,0.02,,0.02,0.02,6,1451883600000000000,4,Weekly,,,,,,,,,0.0034,0.02,
O:WMT160129C00056000,2016-01-25,2016-01-29,WMT,C,560.0,1,7.75,7.75,2632.41,NO,7.75,36.43,7.75,36.43,7.75,7.75,1,1453698000000000000,4,Weekly,20.93,21.15,21.27,20.85,21.27,22.12,22.18,22.18,0.0034,7.75,36.43
O:WMT160129C00058500,2016-01-25,2016-01-29,WMT,C,585.0,15,5.25,5.25,2749.93,NO,5.25,24.68,5.25,24.68,5.25,5.25,1,1453698000000000000,4,Weekly,20.93,21.15,21.27,20.85,21.27,22.12,22.18,22.18,0.0034,5.25,24.68
O:WMT160129C00060000,2016-01-25,2016-01-29,WMT,C,600.0,5,3.77,3.77,2820.44,NO,3.77,17.72,3.77,17.72,3.77,3.77,2,1453698000000000000,4,Weekly,20.93,21.15,21.27,20.85,21.27,22.12,22.18,22.18,0.0034,3.77,17.72
O:WMT160129C00061000,2016-01-25,2016-01-29,WMT,C,610.0,8,2.76,2.8,2867.44,NO,2.78,13.09,2.76,12.97,2.81,2.76,3,1453698000000000000,4,Weekly,20.93,21.15,21.27,20.85,21.27,22.12,22.18,22.18,0.0034,2.78,13.21
O:WMT160129C00061500,2016-01-25,2016-01-29,WMT,C,615.0,15,2.11,2.12,2890.95,NO,2.15,10.13,2.11,9.92,2.2,2.11,5,1453698000000000000,4,Weekly,20.93,21.15,21.27,20.85,21.27,22.12,22.18,22.18,0.0034,2.15,10.34
O:WMT160129C00062000,2016-01-25,2016-01-29,WMT,C,620.0,97,1.22,1.7,2914.45,NO,1.56,7.36,1.22,5.73,1.91,1.22,25,1453698000000000000,4,Weekly,20.93,21.15,21.27,20.85,21.27,22.12,22.18,22.18,0.0034,1.56,8.98
O:WMT160129C00062500,2016-01-25,2016-01-29,WMT,C,625.0,37,0.91,1.46,2937.96,NO,1.19,5.59,0.91,4.28,1.47,0.91,8,1453698000000000000,4,Weekly,20.93,21.15,21.27,20.85,21.27,22.12,22.18,22.18,0.0034,1.19,6.91
O:WMT160129C00063000,2016-01-25,2016-01-29,WMT,C,630.0,405,0.68,0.99,2961.46,NO,0.96,4.49,0.55,2.59,1.36,0.55,83,1453698000000000000,4,Weekly,20.93,21.15,21.27,20.85,21.27,22.12,22.18,22.18,0.0034,0.96,6.39
O:WMT160129C00063500,2016-01-25,2016-01-29,WMT,C,635.0,158,0.41,0.66,2984.96,NO,0.57,2.68,0.34,1.6,0.8,0.34,35,1453698000000000000,4,Weekly,20.93,21.15,21.27,20.85,21.27,22.12,22.18,22.18,0.0034,0.57,3.76
O:WMT160129C00064000,2016-01-25,2016-01-29,WMT,C,640.0,932,0.25,0.42,3008.47,NO,0.37,1.74,0.2,0.94,0.54,0.2,69,1453698000000000000,4,Weekly,20.93,21.15,21.27,20.85,21.27,22.12,22.18,22.18,0.0034,0.37,2.54
O:WMT160129C00064500,2016-01-25,2016-01-29,WMT,C,645.0,456,0.13,0.29,3031.97,NO,0.4,1.86,0.13,0.61,0.66,0.13,47,1453698000000000000,4,Weekly,20.93,21.15,21.27,20.85,21.27,22.12,22.18,22.18,0.0034,0.4,3.1
O:WMT160129C00065000,2016-01-25,2016-01-29,WMT,C,650.0,1293,0.11,0.16,3055.47,NO,0.14,0.68,0.08,0.38,0.21,0.08,64,1453698000000000000,4,Weekly,20.93,21.15,21.27,20.85,21.27,22.12,22.18,22.18,0.0034,0.14,0.99
O:WMT160129C00065500,2016-01-25,2016-01-29,WMT,C,655.0,12,0.08,0.08,3078.98,NO,0.08,0.38,0.08,0.38,0.08,0.08,3,1453698000000000000,4,Weekly,20.93,21.15,21.27,20.85,21.27,22.12,22.18,22.18,0.0034,0.08,0.38
O:WMT160129C00066000,2016-01-25,2016-01-29,WMT,C,660.0,15,0.03,0.06,3102.48,NO,0.04,0.21,0.03,0.14,0.06,0.03,4,1453698000000000000,4,Weekly,20.93,21.15,21.27,20.85,21.27,22.12,22.18,22.18,0.0034,0.04,0.28
O:WMT160129C00068000,2016-01-25,2016-01-29,WMT,C,680.0,9,0.01,0.01,3196.5,NO,0.01,0.05,0.01,0.05,0.01,0.01,1,1453698000000000000,4,Weekly,20.93,21.15,21.27,20.85,21.27,22.12,22.18,22.18,0.0034,0.01,0.05
O:WMT160205C00061500,2016-02-01,2016-02-05,WMT,C,615.0,32,5.83,6.3,2716.04,NO,6.06,26.78,5.83,25.75,6.3,5.83,6,1454302800000000000,4,Weekly,21.97,22.5,22.64,21.96,22.64,22.33,22.51,22.51,0.0038,6.06,27.82
O:WMT160205C00062000,2016-02-01,2016-02-05,WMT,C,620.0,1,5.81,5.81,2738.12,NO,5.81,25.66,5.81,25.66,5.81,5.81,1,1454302800000000000,4,Weekly,21.97,22.5,22.64,21.96,22.64,22.33,22.51,22.51,0.0038,5.81,25.66
O:WMT160205C00062500,2016-02-01,2016-02-05,WMT,C,625.0,9,4.62,4.82,2760.2,NO,4.72,20.85,4.62,20.4,4.82,4.62,3,1454302800000000000,4,Weekly,21.97,22.5,22.64,21.96,22.64,22.33,22.51,22.51,0.0038,4.72,21.29
O:WMT160205C00063000,2016-02-01,2016-02-05,WMT,C,630.0,60,4.05,4.62,2782.28,NO,4.34,19.14,4.05,17.89,4.62,4.05,6,1454302800000000000,4,Weekly,21.97,22.5,22.64,21.96,22.64,22.33,22.51,22.51,0.0038,4.34,20.4
O:WMT160205C00063500,2016-02-01,2016-02-05,WMT,C,635.0,19,3.3,3.88,2804.36,NO,3.62,15.99,3.3,14.57,3.94,3.3,4,1454302800000000000,4,Weekly,21.97,22.5,22.64,21.96,22.64,22.33,22.51,22.51,0.0038,3.62,17.4
O:WMT160205C00064000,2016-02-01,2016-02-05,WMT,C,640.0,8,3.58,3.86,2826.44,NO,3.72,16.43,3.58,15.81,3.86,3.58,4,1454302800000000000,4,Weekly,21.97,22.5,22.64,21.96,22.64,22.33,22.51,22.51,0.0038,3.72,17.05
O:WMT160205C00064500,2016-02-01,2016-02-05,WMT,C,645.0,20,2.87,2.96,2848.52,NO,2.92,12.87,2.87,12.67,2.96,2.87,3,1454302800000000000,4,Weekly,21.97,22.5,22.64,21.96,22.64,22.33,22.51,22.51,0.0038,2.92,13.07
O:WMT160205C00065000,2016-02-01,2016-02-05,WMT,C,650.0,24,1.66,2.99,2870.61,NO,2.33,10.27,1.66,7.33,2.99,1.66,7,1454302800000000000,4,Weekly,21.97,22.5,22.64,21.96,22.64,22.33,22.51,22.51,0.0038,2.33,13.2
O:WMT160205C00065500,2016-02-01,2016-02-05,WMT,C,655.0,9,1.36,2.4,2892.69,NO,1.95,8.61,1.36,6.01,2.54,1.36,4,1454302800000000000,4,Weekly,21.97,22.5,22.64,21.96,22.64,22.33,22.51,22.51,0.0038,1.95,11.22
O:WMT160205C00066000,2016-02-01,2016-02-05,WMT,C,660.0,112,0.63,1.82,2914.77,NO,1.21,5.34,0.6,2.65,1.82,0.6,14,1454302800000000000,4,Weekly,21.97,22.5,22.64,21.96,22.64,22.33,22.51,22.51,0.0038,1.21,8.04
O:WMT160205C00066500,2016-02-01,2016-02-05,WMT,C,665.0,245,0.61,1.51,2936.85,NO,1.08,4.77,0.61,2.69,1.55,0.61,52,1454302800000000000,4,Weekly,21.97,22.5,22.64,21.96,22.64,22.33,22.51,22.51,0.0038,1.08,6.85
O:WMT160205C00067000,2016-02-01,2016-02-05,WMT,C,670.0,895,0.26,1.05,2958.93,NO,0.74,3.29,0.26,1.15,1.23,0.26,71,1454302800000000000,4,Weekly,21.97,22.5,22.64,21.96,22.64,22.33,22.51,22.51,0.0038,0.74,5.43
O:WMT160205C00067500,2016-02-01,2016-02-05,WMT,C,675.0,586,0.21,0.7,2981.01,NO,0.56,2.45,0.21,0.93,0.9,0.21,77,1454302800000000000,4,Weekly,21.97,22.5,22.64,21.96,22.64,22.33,22.51,22.51,0.0038,0.56,3.97
O:WMT160205C00068000,2016-02-01,2016-02-05,WMT,C,680.0,814,0.2,0.45,3003.1,NO,0.4,1.77,0.18,0.79,0.62,0.18,80,1454302800000000000,4,Weekly,21.97,22.5,22.64,21.96,22.64,22.33,22.51,22.51,0.0038,0.4,2.74
O:WMT160205C00068500,2016-02-01,2016-02-05,WMT,C,685.0,353,0.11,0.29,3025.18,NO,0.25,1.1,0.11,0.49,0.39,0.11,44,1454302800000000000,4,Weekly,21.97,22.5,22.64,21.96,22.64,22.33,22.51,22.51,0.0038,0.25,1.72
O:WMT160205C00069000,2016-02-01,2016-02-05,WMT,C,690.0,391,0.12,0.18,3047.26,NO,0.17,0.75,0.12,0.53,0.22,0.12,31,1454302800000000000,4,Weekly,21.97,22.5,22.64,21.96,22.64,22.33,22.51,22.51,0.0038,0.17,0.97
O:WMT160205C00070000,2016-02-01,2016-02-05,WMT,C,700.0,9,0.01,0.01,3091.42,NO,0.01,0.04,0.01,0.04,0.01,0.01,2,1454302800000000000,4,Weekly,21.97,22.5,22.64,21.96,22.64,22.33,22.51,22.51,0.0038,0.01,0.04
O:WMT160205C00071000,2016-02-01,2016-02-05,WMT,C,710.0,5,0.02,0.02,3135.59,NO,0.02,0.09,0.02,0.09,0.02,0.02,1,1454302800000000000,4,Weekly,21.97,22.5,22.64,21.96,22.64,22.33,22.51,22.51,0.0038,0.02,0.09
