ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,implied_volatility,probability_itm,mid_price,high_yield_pct
O:GOOG170113C00765000,2017-01-09,2017-01-13,GOOG,C,38.25,27.0,2.2,2.18,-5.16,YES,2.2,5.43,2.18,5.38,2.22,2.18,18.0,1483938000000000000,4.0,Weekly,40.32,40.33,40.5,40.14,40.4983,40.394,40.5612,40.5612,0.0065,0.422,0.8806,2.2,5.48
O:GOOG170113C00770000,2017-01-09,2017-01-13,GOOG,C,38.5,3.0,1.98,1.98,-4.54,YES,1.98,4.89,1.98,4.89,1.98,1.98,1.0,1483938000000000000,4.0,Weekly,40.32,40.33,40.5,40.14,40.4983,40.394,40.5612,40.5612,0.0065,0.4388,0.8388,1.98,4.89
O:GOOG170113C00775000,2017-01-09,2017-01-13,GOOG,C,38.75,28.0,1.5,1.68,-3.92,YES,1.615,3.99,1.5,3.7,1.73,1.5,19.0,1483938000000000000,4.0,Weekly,40.32,40.33,40.5,40.14,40.4983,40.394,40.5612,40.5612,0.0065,0.346,0.8615,1.615,4.27
O:GOOG170113C00780000,2017-01-09,2017-01-13,GOOG,C,39.0,4.0,1.35,1.49,-3.3,YES,1.42,3.51,1.35,3.33,1.49,1.35,2.0,1483938000000000000,4.0,Weekly,40.32,40.33,40.5,40.14,40.4983,40.394,40.5612,40.5612,0.0065,0.3643,0.8057,1.42,3.68
O:GOOG170113C00785000,2017-01-09,2017-01-13,GOOG,C,39.25,29.0,1.14,1.27,-2.68,YES,1.205,2.98,1.14,2.81,1.27,1.14,4.0,1483938000000000000,4.0,Weekly,40.32,40.33,40.5,40.14,40.4983,40.394,40.5612,40.5612,0.0065,0.3449,0.769,1.205,3.14
O:GOOG170113C00790000,2017-01-09,2017-01-13,GOOG,C,39.5,4.0,0.97,0.97,-2.06,YES,0.97,2.4,0.97,2.4,0.97,0.97,1.0,1483938000000000000,4.0,Weekly,40.32,40.33,40.5,40.14,40.4983,40.394,40.5612,40.5612,0.0065,0.259,0.7752,0.97,2.4
O:GOOG170113C00792500,2017-01-09,2017-01-13,GOOG,C,39.62,9.0,0.82,0.91,-1.75,YES,0.865,2.14,0.82,2.02,0.91,0.82,3.0,1483938000000000000,4.0,Weekly,40.32,40.33,40.5,40.14,40.4983,40.394,40.5612,40.5612,0.0065,0.2816,0.7225,0.865,2.25
O:GOOG170113C00795000,2017-01-09,2017-01-13,GOOG,C,39.75,31.0,0.7,0.7,-1.44,YES,0.69,1.7,0.57,1.41,0.81,0.57,7.0,1483938000000000000,4.0,Weekly,40.32,40.33,40.5,40.14,40.4983,40.394,40.5612,40.5612,0.0065,0.1973,0.7563,0.69,2.0
O:GOOG170113C00797500,2017-01-09,2017-01-13,GOOG,C,39.88,3.0,0.54,0.62,-1.13,YES,0.5800000000000001,1.43,0.54,1.33,0.62,0.54,2.0,1483938000000000000,4.0,Weekly,40.32,40.33,40.5,40.14,40.4983,40.394,40.5612,40.5612,0.0065,0.2076,0.6945,0.5800000000000001,1.53
O:GOOG170113C00800000,2017-01-09,2017-01-13,GOOG,C,40.0,58.0,0.53,0.62,-0.82,YES,0.52,1.28,0.41,1.01,0.63,0.41,15.0,1483938000000000000,4.0,Weekly,40.32,40.33,40.5,40.14,40.4983,40.394,40.5612,40.5612,0.0065,0.2584,0.6152,0.52,1.56
O:GOOG170113C00802500,2017-01-09,2017-01-13,GOOG,C,40.12,41.0,0.43,0.45,-0.51,YES,0.395,0.98,0.34,0.84,0.45,0.34,8.0,1483938000000000000,4.0,Weekly,40.32,40.33,40.5,40.14,40.4983,40.394,40.5612,40.5612,0.0065,0.1981,0.5967,0.395,1.11
