ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,implied_volatility,probability_itm,mid_price,high_yield_pct
O:XLK170106C00045500,2017-01-03,2017-01-06,XLK,C,22.75,26,0.82,0.78,-53.51,YES,0.8,3.27,0.78,3.17,0.82,0.78,5,1483419600000000000,3,Weekly,24.34,24.4,24.48,24.25,24.48,24.7,24.74,24.74,0.02,,,0.8,3.37
O:XLK170106C00046000,2017-01-03,2017-01-06,XLK,C,23.0,17,0.66,0.65,-53.02,YES,0.66,2.69,0.65,2.67,0.66,0.65,4,1483419600000000000,3,Weekly,24.34,24.4,24.48,24.25,24.48,24.7,24.74,24.74,0.02,,,0.66,2.72
O:XLK170106C00047000,2017-01-03,2017-01-06,XLK,C,23.5,6,0.42,0.4,-52.0,YES,0.41,1.68,0.4,1.62,0.42,0.4,2,1483419600000000000,3,Weekly,24.34,24.4,24.48,24.25,24.48,24.7,24.74,24.74,0.02,,,0.41,1.74
O:XLK170106C00048000,2017-01-03,2017-01-06,XLK,C,24.0,10,0.19,0.19,-50.98,YES,0.19,0.77,0.19,0.77,0.19,0.19,3,1483419600000000000,3,Weekly,24.34,24.4,24.48,24.25,24.48,24.7,24.74,24.74,0.02,,,0.19,0.77
O:XLK170106C00048500,2017-01-03,2017-01-06,XLK,C,24.25,20,0.1,0.09,-50.49,YES,0.1,0.43,0.09,0.36,0.12,0.09,3,1483419600000000000,3,Weekly,24.34,24.4,24.48,24.25,24.48,24.7,24.74,24.74,0.02,,,0.1,0.5
O:XLK170106C00049000,2017-01-03,2017-01-06,XLK,C,24.5,402,0.04,0.02,-49.96,YES,0.04,0.15,0.02,0.09,0.05,0.02,19,1483419600000000000,3,Weekly,24.34,24.4,24.48,24.25,24.48,24.7,24.74,24.74,0.02,,,0.04,0.21
O:XLK170106C00049500,2017-01-03,2017-01-06,XLK,C,24.75,6,0.02,0.0,-49.43,YES,0.01,0.04,0.0,0.02,0.02,0.0,3,1483419600000000000,3,Weekly,24.34,24.4,24.48,24.25,24.48,24.7,24.74,24.74,0.02,,,0.01,0.06
O:XLK170113C00047000,2017-01-09,2017-01-13,XLK,C,23.5,21,0.63,0.63,-52.58,YES,0.63,2.54,0.63,2.54,0.63,0.63,2,1483938000000000000,4,Weekly,24.72,24.7,24.78,24.68,24.78,24.83,24.88,24.88,0.02,,,0.63,2.54
O:XLK170113C00047500,2017-01-09,2017-01-13,XLK,C,23.75,6,0.5,0.5,-52.06,YES,0.5,2.02,0.5,2.02,0.5,0.5,1,1483938000000000000,4,Weekly,24.72,24.7,24.78,24.68,24.78,24.83,24.88,24.88,0.02,,,0.5,2.02
O:XLK170113C00049000,2017-01-09,2017-01-13,XLK,C,24.5,16,0.15,0.15,-50.56,YES,0.15,0.61,0.15,0.6,0.15,0.15,3,1483938000000000000,4,Weekly,24.72,24.7,24.78,24.68,24.78,24.83,24.88,24.88,0.02,,,0.15,0.62
