ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,mid_price,high_yield_pct,implied_volatility,probability_itm
O:CRM170106C00065000,2017-01-03,2017-01-06,CRM,C,65.0,11,1.33,1.26,-8.27,YES,1.3,1.83,1.26,1.78,1.33,1.26,2,1483419600000000000,3,69.29,70.54,70.86,69.0,70.86,73.8,74.13,74.13,0.0065,1.3,1.88,,
O:CRM170106C00067000,2017-01-03,2017-01-06,CRM,C,67.0,37,0.89,0.81,-5.45,YES,0.86,1.21,0.81,1.14,0.91,0.81,5,1483419600000000000,3,69.29,70.54,70.86,69.0,70.86,73.8,74.13,74.13,0.0065,0.86,1.28,,
O:CRM170106C00068500,2017-01-03,2017-01-06,CRM,C,68.5,1,0.54,0.54,-3.33,YES,0.54,0.76,0.54,0.76,0.54,0.54,1,1483419600000000000,3,69.29,70.54,70.86,69.0,70.86,73.8,74.13,74.13,0.0065,0.54,0.76,,
O:CRM170106C00069000,2017-01-03,2017-01-06,CRM,C,69.0,93,0.18,0.46,-2.62,YES,0.34,0.49,0.18,0.25,0.51,0.18,18,1483419600000000000,3,69.29,70.54,70.86,69.0,70.86,73.8,74.13,74.13,0.0065,0.34,0.72,,
O:CRM170106C00069500,2017-01-03,2017-01-06,CRM,C,69.5,82,0.12,0.35,-1.92,YES,0.26,0.36,0.12,0.17,0.39,0.12,10,1483419600000000000,3,69.29,70.54,70.86,69.0,70.86,73.8,74.13,74.13,0.0065,0.26,0.55,,
O:CRM170106C00070000,2017-01-03,2017-01-06,CRM,C,70.0,235,0.14,0.26,-1.21,YES,0.23,0.32,0.14,0.2,0.32,0.14,35,1483419600000000000,3,69.29,70.54,70.86,69.0,70.86,73.8,74.13,74.13,0.0065,0.23,0.45,,
O:CRM170106C00070500,2017-01-03,2017-01-06,CRM,C,70.5,165,0.16,0.21,-0.51,YES,0.2,0.28,0.16,0.23,0.24,0.16,25,1483419600000000000,3,69.29,70.54,70.86,69.0,70.86,73.8,74.13,74.13,0.0065,0.2,0.34,,
O:CRM170106C00071000,2017-01-03,2017-01-06,CRM,C,71.0,724,0.05,0.15,0.2,YES,0.12,0.17,0.05,0.07,0.19,0.05,45,1483419600000000000,3,69.29,70.54,70.86,69.0,70.86,73.8,74.13,74.13,0.0065,0.12,0.27,0.0823,0.397
O:CRM170106C00071500,2017-01-03,2017-01-06,CRM,C,71.5,430,0.04,0.1,0.9,YES,0.08,0.12,0.04,0.06,0.13,0.04,44,1483419600000000000,3,69.29,70.54,70.86,69.0,70.86,73.8,74.13,74.13,0.0065,0.08,0.18,0.1256,0.2145
O:CRM170106C00072000,2017-01-03,2017-01-06,CRM,C,72.0,156,0.08,0.06,1.61,YES,0.07,0.1,0.05,0.07,0.09,0.05,30,1483419600000000000,3,69.29,70.54,70.86,69.0,70.86,73.8,74.13,74.13,0.0065,0.07,0.13,0.1515,0.1221
O:CRM170106C00072500,2017-01-03,2017-01-06,CRM,C,72.5,592,0.06,0.04,2.31,YES,0.05,0.07,0.03,0.04,0.07,0.03,56,1483419600000000000,3,69.29,70.54,70.86,69.0,70.86,73.8,74.13,74.13,0.0065,0.05,0.1,0.1769,0.0761
O:CRM170106C00073000,2017-01-03,2017-01-06,CRM,C,73.0,351,0.04,0.02,3.02,YES,0.03,0.04,0.02,0.03,0.04,0.02,29,1483419600000000000,3,69.29,70.54,70.86,69.0,70.86,73.8,74.13,74.13,0.0065,0.03,0.06,0.1877,0.0397
O:CRM170106C00073500,2017-01-03,2017-01-06,CRM,C,73.5,137,0.03,0.02,3.73,YES,0.02,0.04,0.02,0.03,0.03,0.02,7,1483419600000000000,3,69.29,70.54,70.86,69.0,70.86,73.8,74.13,74.13,0.0065,0.02,0.04,0.2221,0.034
O:CRM170106C00074000,2017-01-03,2017-01-06,CRM,C,74.0,50,0.02,0.01,4.43,YES,0.02,0.02,0.01,0.01,0.02,0.01,8,1483419600000000000,3,69.29,70.54,70.86,69.0,70.86,73.8,74.13,74.13,0.0065,0.02,0.03,0.2286,0.0179
O:CRM170106C00075000,2017-01-03,2017-01-06,CRM,C,75.0,250,0.01,0.01,5.84,NO,0.01,0.01,0.01,0.01,0.01,0.01,20,1483419600000000000,3,69.29,70.54,70.86,69.0,70.86,73.8,74.13,74.13,0.0065,0.01,0.01,0.2878,0.0144
O:CRM170106C00075500,2017-01-03,2017-01-06,CRM,C,75.5,9,0.0,0.0,6.55,NO,0.0,0.0,0.0,0.0,0.0,0.0,1,1483419600000000000,3,69.29,70.54,70.86,69.0,70.86,73.8,74.13,74.13,0.0065,0.0,0.0,,
O:CRM170106C00076000,2017-01-03,2017-01-06,CRM,C,76.0,1,0.01,0.01,7.25,NO,0.01,0.01,0.01,0.01,0.01,0.01,1,1483419600000000000,3,69.29,70.54,70.86,69.0,70.86,73.8,74.13,74.13,0.0065,0.01,0.01,0.3446,0.0121
O:CRM170106C00079000,2017-01-03,2017-01-06,CRM,C,79.0,1,0.01,0.01,11.49,NO,0.01,0.01,0.01,0.01,0.01,0.01,1,1483419600000000000,3,69.29,70.54,70.86,69.0,70.86,73.8,74.13,74.13,0.0065,0.01,0.01,0.5045,0.0082
O:CRM170113C00071000,2017-01-09,2017-01-13,CRM,C,71.0,14,0.72,0.74,-4.62,YES,0.76,1.01,0.72,0.97,0.79,0.72,3,1483938000000000000,4,74.05,73.96,74.44,73.51,74.44,75.64,75.78,75.78,0.0065,0.76,1.06,,
O:CRM170113C00072000,2017-01-09,2017-01-13,CRM,C,72.0,26,0.61,0.56,-3.28,YES,0.55,0.75,0.5,0.67,0.61,0.5,12,1483938000000000000,4,74.05,73.96,74.44,73.51,74.44,75.64,75.78,75.78,0.0065,0.55,0.82,,
O:CRM170113C00072500,2017-01-09,2017-01-13,CRM,C,72.5,28,0.42,0.47,-2.61,YES,0.44,0.6,0.42,0.56,0.47,0.42,8,1483938000000000000,4,74.05,73.96,74.44,73.51,74.44,75.64,75.78,75.78,0.0065,0.44,0.63,,
O:CRM170113C00073000,2017-01-09,2017-01-13,CRM,C,73.0,37,0.33,0.33,-1.93,YES,0.35,0.47,0.32,0.43,0.38,0.32,19,1483938000000000000,4,74.05,73.96,74.44,73.51,74.44,75.64,75.78,75.78,0.0065,0.35,0.51,,
O:CRM170113C00073500,2017-01-09,2017-01-13,CRM,C,73.5,38,0.26,0.32,-1.26,YES,0.28,0.38,0.25,0.34,0.32,0.25,7,1483938000000000000,4,74.05,73.96,74.44,73.51,74.44,75.64,75.78,75.78,0.0065,0.28,0.43,,
O:CRM170113C00074000,2017-01-09,2017-01-13,CRM,C,74.0,441,0.3,0.22,-0.59,YES,0.24,0.33,0.19,0.26,0.3,0.19,46,1483938000000000000,4,74.05,73.96,74.44,73.51,74.44,75.64,75.78,75.78,0.0065,0.24,0.4,,
