ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry
O:QCOM170113C00062500,2017-01-09,2017-01-13,QCOM,C,4.17,15,0.8,0.8,0.8,0.8,1,1483938000000000000,4,65.53,65.65,66.26,65.49,66.26,66.88,67.08,67.08
O:QCOM170113C00063000,2017-01-09,2017-01-13,QCOM,C,4.2,27,0.68,0.68,0.68,0.68,1,1483938000000000000,4,65.53,65.65,66.26,65.49,66.26,66.88,67.08,67.08
O:QCOM170113C00063500,2017-01-09,2017-01-13,QCOM,C,4.23,39,0.57,0.59,0.61,0.57,5,1483938000000000000,4,65.53,65.65,66.26,65.49,66.26,66.88,67.08,67.08
O:QCOM170113C00064500,2017-01-09,2017-01-13,QCOM,C,4.3,40,0.35,0.4,0.4,0.35,6,1483938000000000000,4,65.53,65.65,66.26,65.49,66.26,66.88,67.08,67.08
O:QCOM170113C00065000,2017-01-09,2017-01-13,QCOM,C,4.33,40,0.27,0.26,0.31,0.26,11,1483938000000000000,4,65.53,65.65,66.26,65.49,66.26,66.88,67.08,67.08
O:QCOM170113C00065500,2017-01-09,2017-01-13,QCOM,C,4.37,103,0.19,0.18,0.26,0.18,18,1483938000000000000,4,65.53,65.65,66.26,65.49,66.26,66.88,67.08,67.08
O:QCOM170113C00066000,2017-01-09,2017-01-13,QCOM,C,4.4,885,0.11,0.11,0.18,0.1,165,1483938000000000000,4,65.53,65.65,66.26,65.49,66.26,66.88,67.08,67.08
O:QCOM170113C00066500,2017-01-09,2017-01-13,QCOM,C,4.43,214,0.08,0.07,0.12,0.07,38,1483938000000000000,4,65.53,65.65,66.26,65.49,66.26,66.88,67.08,67.08
O:QCOM170113C00067000,2017-01-09,2017-01-13,QCOM,C,4.47,178,0.05,0.04,0.08,0.04,23,1483938000000000000,4,65.53,65.65,66.26,65.49,66.26,66.88,67.08,67.08
O:QCOM170113C00067500,2017-01-09,2017-01-13,QCOM,C,4.5,161,0.02,0.02,0.04,0.02,22,1483938000000000000,4,65.53,65.65,66.26,65.49,66.26,66.88,67.08,67.08
O:QCOM170113C00068000,2017-01-09,2017-01-13,QCOM,C,4.53,13,0.02,0.01,0.02,0.01,5,1483938000000000000,4,65.53,65.65,66.26,65.49,66.26,66.88,67.08,67.08
O:QCOM170113C00069000,2017-01-09,2017-01-13,QCOM,C,4.6,2,0.0,0.0,0.0,0.0,1,1483938000000000000,4,65.53,65.65,66.26,65.49,66.26,66.88,67.08,67.08
O:QCOM170113C00069500,2017-01-09,2017-01-13,QCOM,C,4.63,10,0.01,0.01,0.01,0.01,2,1483938000000000000,4,65.53,65.65,66.26,65.49,66.26,66.88,67.08,67.08
O:QCOM170127C00047000,2017-01-23,2017-01-27,QCOM,C,3.13,2,1.99,1.99,1.99,1.99,1,1485147600000000000,4,58.67,54.88,58.67,53.77,58.67,54.24,54.76,54.76
O:QCOM170127C00050000,2017-01-23,2017-01-27,QCOM,C,3.33,533,1.5,1.32,1.51,1.08,88,1485147600000000000,4,58.67,54.88,58.67,53.77,58.67,54.24,54.76,54.76
O:QCOM170127C00052500,2017-01-23,2017-01-27,QCOM,C,3.5,1262,0.98,0.76,0.98,0.66,302,1485147600000000000,4,58.67,54.88,58.67,53.77,58.67,54.24,54.76,54.76
O:QCOM170127C00055000,2017-01-23,2017-01-27,QCOM,C,3.67,6383,0.88,0.38,0.88,0.33,930,1485147600000000000,4,58.67,54.88,58.67,53.77,58.67,54.24,54.76,54.76
O:QCOM170127C00055500,2017-01-23,2017-01-27,QCOM,C,3.7,2572,0.61,0.33,0.61,0.28,381,1485147600000000000,4,58.67,54.88,58.67,53.77,58.67,54.24,54.76,54.76
O:QCOM170127C00056000,2017-01-23,2017-01-27,QCOM,C,3.73,3939,0.72,0.28,0.72,0.24,707,1485147600000000000,4,58.67,54.88,58.67,53.77,58.67,54.24,54.76,54.76
O:QCOM170127C00056500,2017-01-23,2017-01-27,QCOM,C,3.77,1628,0.48,0.24,0.56,0.21,172,1485147600000000000,4,58.67,54.88,58.67,53.77,58.67,54.24,54.76,54.76
O:QCOM170127C00057000,2017-01-23,2017-01-27,QCOM,C,3.8,3240,0.5,0.2,0.5,0.18,504,1485147600000000000,4,58.67,54.88,58.67,53.77,58.67,54.24,54.76,54.76
O:QCOM170127C00057500,2017-01-23,2017-01-27,QCOM,C,3.83,1437,0.44,0.16,0.48,0.16,191,1485147600000000000,4,58.67,54.88,58.67,53.77,58.67,54.24,54.76,54.76
O:QCOM170127C00058000,2017-01-23,2017-01-27,QCOM,C,3.87,3482,0.3,0.14,0.38,0.12,461,1485147600000000000,4,58.67,54.88,58.67,53.77,58.67,54.24,54.76,54.76
O:QCOM170127C00058500,2017-01-23,2017-01-27,QCOM,C,3.9,541,0.28,0.13,0.28,0.1,73,1485147600000000000,4,58.67,54.88,58.67,53.77,58.67,54.24,54.76,54.76
O:QCOM170127C00059000,2017-01-23,2017-01-27,QCOM,C,3.93,784,0.28,0.09,0.28,0.09,102,1485147600000000000,4,58.67,54.88,58.67,53.77,58.67,54.24,54.76,54.76
O:QCOM170127C00059500,2017-01-23,2017-01-27,QCOM,C,3.97,371,0.25,0.09,0.25,0.08,69,1485147600000000000,4,58.67,54.88,58.67,53.77,58.67,54.24,54.76,54.76
O:QCOM170127C00060000,2017-01-23,2017-01-27,QCOM,C,4.0,2555,0.22,0.05,0.22,0.05,419,1485147600000000000,4,58.67,54.88,58.67,53.77,58.67,54.24,54.76,54.76
