ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry
O:QCOM200110C00080000,2020-01-06,2020-01-10,QCOM,C,5.33,8,1.49,1.49,1.49,1.49,1,1578286800000000000,4,85.91,86.51,86.55,85.54,86.55,90.26,92.39,92.39
O:QCOM200110C00081000,2020-01-06,2020-01-10,QCOM,C,5.4,4,1.32,1.32,1.32,1.32,3,1578286800000000000,4,85.91,86.51,86.55,85.54,86.55,90.26,92.39,92.39
O:QCOM200110C00083000,2020-01-06,2020-01-10,QCOM,C,5.53,18,0.88,0.91,0.91,0.88,2,1578286800000000000,4,85.91,86.51,86.55,85.54,86.55,90.26,92.39,92.39
O:QCOM200110C00084000,2020-01-06,2020-01-10,QCOM,C,5.6,106,0.69,0.64,0.69,0.64,2,1578286800000000000,4,85.91,86.51,86.55,85.54,86.55,90.26,92.39,92.39
O:QCOM200110C00085000,2020-01-06,2020-01-10,QCOM,C,5.67,630,0.47,0.4,0.52,0.4,39,1578286800000000000,4,85.91,86.51,86.55,85.54,86.55,90.26,92.39,92.39
O:QCOM200110C00086000,2020-01-06,2020-01-10,QCOM,C,5.73,1149,0.26,0.32,0.36,0.26,96,1578286800000000000,4,85.91,86.51,86.55,85.54,86.55,90.26,92.39,92.39
O:QCOM200110C00087000,2020-01-06,2020-01-10,QCOM,C,5.8,622,0.17,0.2,0.23,0.14,151,1578286800000000000,4,85.91,86.51,86.55,85.54,86.55,90.26,92.39,92.39
O:QCOM200110C00088000,2020-01-06,2020-01-10,QCOM,C,5.87,879,0.1,0.12,0.14,0.08,158,1578286800000000000,4,85.91,86.51,86.55,85.54,86.55,90.26,92.39,92.39
O:QCOM200110C00089000,2020-01-06,2020-01-10,QCOM,C,5.93,354,0.06,0.06,0.08,0.04,92,1578286800000000000,4,85.91,86.51,86.55,85.54,86.55,90.26,92.39,92.39
O:QCOM200110C00090000,2020-01-06,2020-01-10,QCOM,C,6.0,685,0.04,0.04,0.04,0.02,119,1578286800000000000,4,85.91,86.51,86.55,85.54,86.55,90.26,92.39,92.39
O:QCOM200110C00091000,2020-01-06,2020-01-10,QCOM,C,6.07,156,0.02,0.02,0.02,0.01,37,1578286800000000000,4,85.91,86.51,86.55,85.54,86.55,90.26,92.39,92.39
O:QCOM200110C00092000,2020-01-06,2020-01-10,QCOM,C,6.13,65,0.02,0.01,0.02,0.01,9,1578286800000000000,4,85.91,86.51,86.55,85.54,86.55,90.26,92.39,92.39
