ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,mid_price,high_yield_pct
O:QCOM190111C00046500,2019-01-07,2019-01-11,QCOM,C,46.5,4,2.49,2.49,-18.65,YES,2.49,4.36,2.49,4.36,2.49,2.49,1,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,2.49,4.36
O:QCOM190111C00047500,2019-01-07,2019-01-11,QCOM,C,47.5,5,2.25,2.25,-16.9,YES,2.25,3.94,2.25,3.94,2.25,2.25,2,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,2.25,3.94
O:QCOM190111C00048500,2019-01-07,2019-01-11,QCOM,C,48.5,3,1.91,1.96,-15.15,YES,1.94,3.39,1.91,3.34,1.96,1.91,3,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,1.94,3.43
O:QCOM190111C00049500,2019-01-07,2019-01-11,QCOM,C,49.5,9,1.75,1.75,-13.4,YES,1.75,3.06,1.75,3.06,1.75,1.75,6,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,1.75,3.06
O:QCOM190111C00053000,2019-01-07,2019-01-11,QCOM,C,53.0,1,0.95,0.95,-7.28,YES,0.95,1.66,0.95,1.66,0.95,0.95,1,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,0.95,1.66
O:QCOM190111C00054500,2019-01-07,2019-01-11,QCOM,C,54.5,7,0.62,0.57,-4.65,YES,0.6,1.04,0.57,1.0,0.62,0.57,2,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,0.6,1.08
O:QCOM190111C00055000,2019-01-07,2019-01-11,QCOM,C,55.0,1,0.52,0.52,-3.78,YES,0.52,0.91,0.52,0.91,0.52,0.52,1,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,0.52,0.91
O:QCOM190111C00055500,2019-01-07,2019-01-11,QCOM,C,55.5,4,0.4,0.4,-2.9,YES,0.4,0.7,0.4,0.7,0.4,0.4,1,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,0.4,0.7
O:QCOM190111C00056000,2019-01-07,2019-01-11,QCOM,C,56.0,110,0.28,0.27,-2.03,YES,0.3,0.53,0.23,0.4,0.38,0.23,31,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,0.3,0.66
O:QCOM190111C00056500,2019-01-07,2019-01-11,QCOM,C,56.5,421,0.22,0.18,-1.15,YES,0.22,0.39,0.15,0.26,0.3,0.15,77,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,0.22,0.52
O:QCOM190111C00057000,2019-01-07,2019-01-11,QCOM,C,57.0,85,0.2,0.14,-0.28,YES,0.17,0.3,0.12,0.21,0.22,0.12,53,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,0.17,0.38
O:QCOM190111C00057500,2019-01-07,2019-01-11,QCOM,C,57.5,91,0.12,0.12,0.59,YES,0.11,0.19,0.08,0.14,0.14,0.08,20,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,0.11,0.24
O:QCOM190111C00058000,2019-01-07,2019-01-11,QCOM,C,58.0,313,0.09,0.08,1.47,YES,0.08,0.14,0.06,0.1,0.1,0.06,44,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,0.08,0.17
O:QCOM190111C00058500,2019-01-07,2019-01-11,QCOM,C,58.5,314,0.06,0.06,2.34,YES,0.06,0.1,0.04,0.07,0.07,0.04,44,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,0.06,0.12
O:QCOM190111C00059000,2019-01-07,2019-01-11,QCOM,C,59.0,144,0.04,0.04,3.22,YES,0.04,0.06,0.02,0.03,0.05,0.02,24,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,0.04,0.09
O:QCOM190111C00059500,2019-01-07,2019-01-11,QCOM,C,59.5,35,0.02,0.03,4.09,YES,0.02,0.04,0.02,0.03,0.03,0.02,4,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,0.02,0.05
O:QCOM190111C00060000,2019-01-07,2019-01-11,QCOM,C,60.0,15,0.02,0.01,4.97,YES,0.02,0.03,0.01,0.02,0.02,0.01,7,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,0.02,0.03
O:QCOM190111C00060500,2019-01-07,2019-01-11,QCOM,C,60.5,11,0.01,0.02,5.84,YES,0.02,0.03,0.01,0.02,0.02,0.01,3,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,0.02,0.03
O:QCOM190111C00062000,2019-01-07,2019-01-11,QCOM,C,62.0,1,0.01,0.01,8.47,YES,0.01,0.02,0.01,0.02,0.01,0.01,1,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,0.01,0.02
O:QCOM190111C00065000,2019-01-07,2019-01-11,QCOM,C,65.0,1,0.02,0.02,13.72,YES,0.02,0.03,0.02,0.03,0.02,0.02,1,1546837200000000000,4,56.39,56.44,57.16,55.94,57.16,57.5,58.17,58.17,0.024,0.02,0.03
O:QCOM190118C00040000,2019-01-14,2019-01-18,QCOM,C,40.0,182,4.29,4.34,-30.62,YES,4.34,7.52,4.28,7.42,4.39,4.28,30,1547442000000000000,4,57.02,57.3,57.65,56.37,57.65,55.27,55.9,55.9,0.024,4.34,7.61
O:QCOM190118C00045000,2019-01-14,2019-01-18,QCOM,C,45.0,7,3.08,3.12,-21.94,YES,3.07,5.33,3.02,5.24,3.12,3.02,7,1547442000000000000,4,57.02,57.3,57.65,56.37,57.65,55.27,55.9,55.9,0.024,3.07,5.41
