ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry
O:INTC180112C00038000,2018-01-08,2018-01-12,INTC,C,2.53,1,1.68,1.68,1.68,1.68,1,1515387600000000000,4,44.27,44.74,44.84,43.96,44.84,43.24,43.6,43.6
O:INTC180112C00040000,2018-01-08,2018-01-12,INTC,C,2.67,100,1.04,1.04,1.04,1.04,3,1515387600000000000,4,44.27,44.74,44.84,43.96,44.84,43.24,43.6,43.6
O:INTC180112C00041000,2018-01-08,2018-01-12,INTC,C,2.73,10,0.84,0.84,0.84,0.84,1,1515387600000000000,4,44.27,44.74,44.84,43.96,44.84,43.24,43.6,43.6
O:INTC180112C00041500,2018-01-08,2018-01-12,INTC,C,2.77,24,0.66,0.71,0.73,0.66,3,1515387600000000000,4,44.27,44.74,44.84,43.96,44.84,43.24,43.6,43.6
O:INTC180112C00042000,2018-01-08,2018-01-12,INTC,C,2.8,64,0.55,0.69,0.69,0.52,3,1515387600000000000,4,44.27,44.74,44.84,43.96,44.84,43.24,43.6,43.6
O:INTC180112C00042500,2018-01-08,2018-01-12,INTC,C,2.83,34,0.53,0.55,0.57,0.42,7,1515387600000000000,4,44.27,44.74,44.84,43.96,44.84,43.24,43.6,43.6
O:INTC180112C00043000,2018-01-08,2018-01-12,INTC,C,2.87,1256,0.34,0.45,0.48,0.34,121,1515387600000000000,4,44.27,44.74,44.84,43.96,44.84,43.24,43.6,43.6
O:INTC180112C00043500,2018-01-08,2018-01-12,INTC,C,2.9,363,0.32,0.32,0.36,0.22,22,1515387600000000000,4,44.27,44.74,44.84,43.96,44.84,43.24,43.6,43.6
O:INTC180112C00044000,2018-01-08,2018-01-12,INTC,C,2.93,734,0.17,0.24,0.26,0.14,72,1515387600000000000,4,44.27,44.74,44.84,43.96,44.84,43.24,43.6,43.6
O:INTC180112C00044500,2018-01-08,2018-01-12,INTC,C,2.97,5111,0.13,0.15,0.18,0.08,309,1515387600000000000,4,44.27,44.74,44.84,43.96,44.84,43.24,43.6,43.6
O:INTC180112C00045000,2018-01-08,2018-01-12,INTC,C,3.0,4362,0.24,0.09,0.24,0.05,290,1515387600000000000,4,44.27,44.74,44.84,43.96,44.84,43.24,43.6,43.6
O:INTC180112C00045500,2018-01-08,2018-01-12,INTC,C,3.03,602,0.0,0.04,0.18,0.0,83,1515387600000000000,4,44.27,44.74,44.84,43.96,44.84,43.24,43.6,43.6
O:INTC180112C00046000,2018-01-08,2018-01-12,INTC,C,3.07,2021,0.03,0.02,0.04,0.02,107,1515387600000000000,4,44.27,44.74,44.84,43.96,44.84,43.24,43.6,43.6
O:INTC180112C00046500,2018-01-08,2018-01-12,INTC,C,3.1,120,0.02,0.02,0.02,0.01,13,1515387600000000000,4,44.27,44.74,44.84,43.96,44.84,43.24,43.6,43.6
O:INTC180112C00047000,2018-01-08,2018-01-12,INTC,C,3.13,98,0.01,0.01,0.01,0.01,8,1515387600000000000,4,44.27,44.74,44.84,43.96,44.84,43.24,43.6,43.6
O:INTC180112C00047500,2018-01-08,2018-01-12,INTC,C,3.17,16,0.01,0.01,0.01,0.0,4,1515387600000000000,4,44.27,44.74,44.84,43.96,44.84,43.24,43.6,43.6
