ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,mid_price,high_yield_pct
O:INTC210108C00035000,2021-01-04,2021-01-08,INTC,C,35.0,50,3.96,3.97,-31.89,YES,3.96,7.72,3.96,7.71,3.97,3.96,2,1609736400000000000,4,49.89,49.67,51.39,49.4,51.39,51.65,52.53,52.53,0.0009,3.96,7.73
O:INTC210108C00039000,2021-01-04,2021-01-08,INTC,C,39.0,16,2.88,2.88,-24.11,YES,2.88,5.6,2.88,5.6,2.88,2.88,3,1609736400000000000,4,49.89,49.67,51.39,49.4,51.39,51.65,52.53,52.53,0.0009,2.88,5.6
O:INTC210108C00041000,2021-01-04,2021-01-08,INTC,C,41.0,11,2.5,2.25,-20.22,YES,2.38,4.62,2.25,4.38,2.5,2.25,2,1609736400000000000,4,49.89,49.67,51.39,49.4,51.39,51.65,52.53,52.53,0.0009,2.38,4.86
O:INTC210108C00041500,2021-01-04,2021-01-08,INTC,C,41.5,1,2.38,2.38,-19.24,YES,2.38,4.63,2.38,4.63,2.38,2.38,1,1609736400000000000,4,49.89,49.67,51.39,49.4,51.39,51.65,52.53,52.53,0.0009,2.38,4.63
O:INTC210108C00044000,2021-01-04,2021-01-08,INTC,C,44.0,18,1.6,1.6,-14.38,YES,1.6,3.11,1.6,3.11,1.6,1.6,2,1609736400000000000,4,49.89,49.67,51.39,49.4,51.39,51.65,52.53,52.53,0.0009,1.6,3.11
O:INTC210108C00044500,2021-01-04,2021-01-08,INTC,C,44.5,25,1.5,1.31,-13.41,YES,1.4,2.73,1.31,2.55,1.5,1.31,6,1609736400000000000,4,49.89,49.67,51.39,49.4,51.39,51.65,52.53,52.53,0.0009,1.4,2.92
O:INTC210108C00045000,2021-01-04,2021-01-08,INTC,C,45.0,155,1.31,1.16,-12.43,YES,1.36,2.66,1.16,2.26,1.57,1.16,24,1609736400000000000,4,49.89,49.67,51.39,49.4,51.39,51.65,52.53,52.53,0.0009,1.36,3.06
O:INTC210108C00045500,2021-01-04,2021-01-08,INTC,C,45.5,25,1.36,1.02,-11.46,YES,1.19,2.32,1.02,1.98,1.36,1.02,5,1609736400000000000,4,49.89,49.67,51.39,49.4,51.39,51.65,52.53,52.53,0.0009,1.19,2.65
O:INTC210108C00046000,2021-01-04,2021-01-08,INTC,C,46.0,70,1.08,0.94,-10.49,YES,1.13,2.2,0.94,1.83,1.32,0.94,20,1609736400000000000,4,49.89,49.67,51.39,49.4,51.39,51.65,52.53,52.53,0.0009,1.13,2.57
O:INTC210108C00046500,2021-01-04,2021-01-08,INTC,C,46.5,152,0.92,0.79,-9.52,YES,0.98,1.92,0.79,1.54,1.18,0.79,26,1609736400000000000,4,49.89,49.67,51.39,49.4,51.39,51.65,52.53,52.53,0.0009,0.98,2.3
O:INTC210108C00047000,2021-01-04,2021-01-08,INTC,C,47.0,182,0.74,0.72,-8.54,YES,0.86,1.68,0.67,1.3,1.06,0.67,51,1609736400000000000,4,49.89,49.67,51.39,49.4,51.39,51.65,52.53,52.53,0.0009,0.86,2.06
O:INTC210108C00047500,2021-01-04,2021-01-08,INTC,C,47.5,100,0.62,0.54,-7.57,YES,0.75,1.46,0.54,1.05,0.96,0.54,50,1609736400000000000,4,49.89,49.67,51.39,49.4,51.39,51.65,52.53,52.53,0.0009,0.75,1.87
O:INTC210108C00048000,2021-01-04,2021-01-08,INTC,C,48.0,500,0.51,0.49,-6.6,YES,0.66,1.27,0.45,0.88,0.86,0.45,90,1609736400000000000,4,49.89,49.67,51.39,49.4,51.39,51.65,52.53,52.53,0.0009,0.66,1.67
