ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,mid_price,high_yield_pct
O:INTC230106C00015000,2023-01-03,2023-01-06,INTC,C,15.0,1,2.99,2.99,-44.59,YES,2.99,11.05,2.99,11.05,2.99,2.99,1,1672722000000000000,3,27.04,26.73,27.07,26.37,27.07,28.73,28.83,28.83,0.0433,2.99,11.05
O:INTC230106C00020000,2023-01-03,2023-01-06,INTC,C,20.0,1,1.66,1.66,-26.12,YES,1.66,6.13,1.66,6.13,1.66,1.66,1,1672722000000000000,3,27.04,26.73,27.07,26.37,27.07,28.73,28.83,28.83,0.0433,1.66,6.13
O:INTC230106C00022500,2023-01-03,2023-01-06,INTC,C,22.5,8,1.0,1.01,-16.88,YES,1.0,3.71,1.0,3.69,1.01,1.0,2,1672722000000000000,3,27.04,26.73,27.07,26.37,27.07,28.73,28.83,28.83,0.0433,1.0,3.73
O:INTC230106C00023000,2023-01-03,2023-01-06,INTC,C,23.0,46,1.02,0.98,-15.04,YES,0.95,3.51,0.88,3.25,1.02,0.88,9,1672722000000000000,3,27.04,26.73,27.07,26.37,27.07,28.73,28.83,28.83,0.0433,0.95,3.77
O:INTC230106C00023500,2023-01-03,2023-01-06,INTC,C,23.5,1,0.84,0.84,-13.19,YES,0.84,3.1,0.84,3.1,0.84,0.84,1,1672722000000000000,3,27.04,26.73,27.07,26.37,27.07,28.73,28.83,28.83,0.0433,0.84,3.1
O:INTC230106C00024000,2023-01-03,2023-01-06,INTC,C,24.0,12,0.66,0.67,-11.34,YES,0.7,2.57,0.64,2.36,0.75,0.64,4,1672722000000000000,3,27.04,26.73,27.07,26.37,27.07,28.73,28.83,28.83,0.0433,0.7,2.77
O:INTC230106C00024500,2023-01-03,2023-01-06,INTC,C,24.5,44,0.51,0.58,-9.49,YES,0.54,2.01,0.51,1.88,0.58,0.51,6,1672722000000000000,3,27.04,26.73,27.07,26.37,27.07,28.73,28.83,28.83,0.0433,0.54,2.14
O:INTC230106C00025000,2023-01-03,2023-01-06,INTC,C,25.0,155,0.46,0.48,-7.65,YES,0.46,1.68,0.4,1.48,0.51,0.4,27,1672722000000000000,3,27.04,26.73,27.07,26.37,27.07,28.73,28.83,28.83,0.0433,0.46,1.88
O:INTC230106C00025500,2023-01-03,2023-01-06,INTC,C,25.5,476,0.36,0.34,-5.8,YES,0.32,1.18,0.26,0.96,0.38,0.26,40,1672722000000000000,3,27.04,26.73,27.07,26.37,27.07,28.73,28.83,28.83,0.0433,0.32,1.4
O:INTC230106C00026000,2023-01-03,2023-01-06,INTC,C,26.0,1129,0.29,0.22,-3.95,YES,0.24,0.87,0.18,0.66,0.29,0.18,206,1672722000000000000,3,27.04,26.73,27.07,26.37,27.07,28.73,28.83,28.83,0.0433,0.24,1.07
O:INTC230106C00026500,2023-01-03,2023-01-06,INTC,C,26.5,2597,0.2,0.14,-2.11,YES,0.15,0.55,0.1,0.37,0.2,0.1,310,1672722000000000000,3,27.04,26.73,27.07,26.37,27.07,28.73,28.83,28.83,0.0433,0.15,0.74
O:INTC230106C00027000,2023-01-03,2023-01-06,INTC,C,27.0,5317,0.13,0.08,-0.26,YES,0.09,0.33,0.05,0.18,0.13,0.05,673,1672722000000000000,3,27.04,26.73,27.07,26.37,27.07,28.73,28.83,28.83,0.0433,0.09,0.48
O:INTC230106C00027500,2023-01-03,2023-01-06,INTC,C,27.5,3260,0.06,0.04,1.59,NO,0.04,0.17,0.02,0.07,0.07,0.02,514,1672722000000000000,3,27.04,26.73,27.07,26.37,27.07,28.73,28.83,28.83,0.0433,0.04,0.26
O:INTC230106C00028000,2023-01-03,2023-01-06,INTC,C,28.0,1825,0.03,0.02,3.44,NO,0.02,0.07,0.01,0.04,0.03,0.01,321,1672722000000000000,3,27.04,26.73,27.07,26.37,27.07,28.73,28.83,28.83,0.0433,0.02,0.11
O:INTC230106C00028500,2023-01-03,2023-01-06,INTC,C,28.5,495,0.02,0.01,5.28,NO,0.01,0.04,0.0,0.0,0.02,0.0,129,1672722000000000000,3,27.04,26.73,27.07,26.37,27.07,28.73,28.83,28.83,0.0433,0.01,0.07
