ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry
O:MRK170113C00058000,2017-01-09,2017-01-13,MRK,C,3.87,3,0.61,0.61,0.61,0.61,1,1483938000000000000,4,58.19,58.97,59.33,57.98,59.33,60.16,60.49,60.49
O:MRK170113C00058500,2017-01-09,2017-01-13,MRK,C,3.9,3,0.62,0.62,0.62,0.62,1,1483938000000000000,4,58.19,58.97,59.33,57.98,59.33,60.16,60.49,60.49
O:MRK170113C00059000,2017-01-09,2017-01-13,MRK,C,3.93,13,0.42,0.6,0.6,0.38,5,1483938000000000000,4,58.19,58.97,59.33,57.98,59.33,60.16,60.49,60.49
O:MRK170113C00059500,2017-01-09,2017-01-13,MRK,C,3.97,16,0.49,0.5,0.5,0.49,3,1483938000000000000,4,58.19,58.97,59.33,57.98,59.33,60.16,60.49,60.49
O:MRK170113C00060000,2017-01-09,2017-01-13,MRK,C,4.0,52,0.16,0.36,0.36,0.16,11,1483938000000000000,4,58.19,58.97,59.33,57.98,59.33,60.16,60.49,60.49
O:MRK170113C00060500,2017-01-09,2017-01-13,MRK,C,4.03,106,0.12,0.23,0.28,0.11,23,1483938000000000000,4,58.19,58.97,59.33,57.98,59.33,60.16,60.49,60.49
O:MRK170113C00061000,2017-01-09,2017-01-13,MRK,C,4.07,335,0.05,0.15,0.18,0.05,34,1483938000000000000,4,58.19,58.97,59.33,57.98,59.33,60.16,60.49,60.49
O:MRK170113C00061500,2017-01-09,2017-01-13,MRK,C,4.1,209,0.04,0.1,0.12,0.04,39,1483938000000000000,4,58.19,58.97,59.33,57.98,59.33,60.16,60.49,60.49
O:MRK170113C00062000,2017-01-09,2017-01-13,MRK,C,4.13,832,0.02,0.04,0.07,0.02,91,1483938000000000000,4,58.19,58.97,59.33,57.98,59.33,60.16,60.49,60.49
O:MRK170113C00062500,2017-01-09,2017-01-13,MRK,C,4.17,162,0.01,0.03,0.04,0.01,11,1483938000000000000,4,58.19,58.97,59.33,57.98,59.33,60.16,60.49,60.49
O:MRK170113C00063000,2017-01-09,2017-01-13,MRK,C,4.2,40,0.01,0.02,0.02,0.01,3,1483938000000000000,4,58.19,58.97,59.33,57.98,59.33,60.16,60.49,60.49
O:MRK170113C00063500,2017-01-09,2017-01-13,MRK,C,4.23,3,0.0,0.0,0.0,0.0,1,1483938000000000000,4,58.19,58.97,59.33,57.98,59.33,60.16,60.49,60.49
O:MRK170113C00064000,2017-01-09,2017-01-13,MRK,C,4.27,3,0.0,0.0,0.0,0.0,1,1483938000000000000,4,58.19,58.97,59.33,57.98,59.33,60.16,60.49,60.49
O:MRK170113C00066000,2017-01-09,2017-01-13,MRK,C,4.4,5,0.02,0.02,0.02,0.02,1,1483938000000000000,4,58.19,58.97,59.33,57.98,59.33,60.16,60.49,60.49
O:MRK170127C00058000,2017-01-23,2017-01-27,MRK,C,3.87,15,1.08,1.08,1.08,1.08,2,1485147600000000000,4,59.65,59.65,60.22,59.48,60.22,59.59,59.82,59.82
O:MRK170127C00059500,2017-01-23,2017-01-27,MRK,C,3.97,15,0.64,0.64,0.64,0.64,1,1485147600000000000,4,59.65,59.65,60.22,59.48,60.22,59.59,59.82,59.82
O:MRK170127C00060000,2017-01-23,2017-01-27,MRK,C,4.0,18,0.59,0.46,0.59,0.46,3,1485147600000000000,4,59.65,59.65,60.22,59.48,60.22,59.59,59.82,59.82
O:MRK170127C00060500,2017-01-23,2017-01-27,MRK,C,4.03,8,0.47,0.47,0.47,0.47,1,1485147600000000000,4,59.65,59.65,60.22,59.48,60.22,59.59,59.82,59.82
O:MRK170127C00061000,2017-01-23,2017-01-27,MRK,C,4.07,13,0.36,0.28,0.36,0.28,4,1485147600000000000,4,59.65,59.65,60.22,59.48,60.22,59.59,59.82,59.82
O:MRK170127C00061500,2017-01-23,2017-01-27,MRK,C,4.1,31,0.26,0.16,0.27,0.16,6,1485147600000000000,4,59.65,59.65,60.22,59.48,60.22,59.59,59.82,59.82
O:MRK170127C00062000,2017-01-23,2017-01-27,MRK,C,4.13,196,0.15,0.11,0.2,0.1,41,1485147600000000000,4,59.65,59.65,60.22,59.48,60.22,59.59,59.82,59.82
O:MRK170127C00062500,2017-01-23,2017-01-27,MRK,C,4.17,354,0.1,0.06,0.11,0.06,22,1485147600000000000,4,59.65,59.65,60.22,59.48,60.22,59.59,59.82,59.82
O:MRK170127C00063000,2017-01-23,2017-01-27,MRK,C,4.2,237,0.07,0.06,0.07,0.05,23,1485147600000000000,4,59.65,59.65,60.22,59.48,60.22,59.59,59.82,59.82
O:MRK170127C00063500,2017-01-23,2017-01-27,MRK,C,4.23,53,0.03,0.01,0.04,0.01,14,1485147600000000000,4,59.65,59.65,60.22,59.48,60.22,59.59,59.82,59.82
O:MRK170127C00064000,2017-01-23,2017-01-27,MRK,C,4.27,15,0.02,0.01,0.02,0.01,12,1485147600000000000,4,59.65,59.65,60.22,59.48,60.22,59.59,59.82,59.82
O:MRK170127C00065000,2017-01-23,2017-01-27,MRK,C,4.33,5,0.0,0.0,0.0,0.0,1,1485147600000000000,4,59.65,59.65,60.22,59.48,60.22,59.59,59.82,59.82
O:MRK170127C00066000,2017-01-23,2017-01-27,MRK,C,4.4,3,0.01,0.01,0.01,0.01,1,1485147600000000000,4,59.65,59.65,60.22,59.48,60.22,59.59,59.82,59.82
O:MRK170203C00058000,2017-01-30,2017-02-03,MRK,C,3.87,3,0.88,0.88,0.88,0.88,1,1485752400000000000,4,59.37,59.28,59.55,58.8,59.55,62.04,62.08,62.08
O:MRK170203C00059500,2017-01-30,2017-02-03,MRK,C,3.97,1,0.46,0.46,0.46,0.46,1,1485752400000000000,4,59.37,59.28,59.55,58.8,59.55,62.04,62.08,62.08
O:MRK170203C00060000,2017-01-30,2017-02-03,MRK,C,4.0,13,0.38,0.39,0.39,0.38,4,1485752400000000000,4,59.37,59.28,59.55,58.8,59.55,62.04,62.08,62.08
O:MRK170203C00060500,2017-01-30,2017-02-03,MRK,C,4.03,40,0.3,0.34,0.34,0.27,4,1485752400000000000,4,59.37,59.28,59.55,58.8,59.55,62.04,62.08,62.08
O:MRK170203C00061000,2017-01-30,2017-02-03,MRK,C,4.07,68,0.24,0.23,0.24,0.2,10,1485752400000000000,4,59.37,59.28,59.55,58.8,59.55,62.04,62.08,62.08
O:MRK170203C00061500,2017-01-30,2017-02-03,MRK,C,4.1,62,0.19,0.19,0.19,0.14,10,1485752400000000000,4,59.37,59.28,59.55,58.8,59.55,62.04,62.08,62.08
O:MRK170203C00062000,2017-01-30,2017-02-03,MRK,C,4.13,165,0.16,0.12,0.16,0.1,19,1485752400000000000,4,59.37,59.28,59.55,58.8,59.55,62.04,62.08,62.08
O:MRK170203C00062500,2017-01-30,2017-02-03,MRK,C,4.17,721,0.1,0.08,0.1,0.06,43,1485752400000000000,4,59.37,59.28,59.55,58.8,59.55,62.04,62.08,62.08
O:MRK170203C00063000,2017-01-30,2017-02-03,MRK,C,4.2,231,0.04,0.05,0.06,0.04,46,1485752400000000000,4,59.37,59.28,59.55,58.8,59.55,62.04,62.08,62.08
O:MRK170203C00063500,2017-01-30,2017-02-03,MRK,C,4.23,31,0.04,0.04,0.04,0.03,5,1485752400000000000,4,59.37,59.28,59.55,58.8,59.55,62.04,62.08,62.08
O:MRK170203C00064000,2017-01-30,2017-02-03,MRK,C,4.27,35,0.03,0.02,0.03,0.02,2,1485752400000000000,4,59.37,59.28,59.55,58.8,59.55,62.04,62.08,62.08
O:MRK170203C00065000,2017-01-30,2017-02-03,MRK,C,4.33,5,0.01,0.01,0.01,0.01,1,1485752400000000000,4,59.37,59.28,59.55,58.8,59.55,62.04,62.08,62.08
O:MRK170210C00061000,2017-02-06,2017-02-10,MRK,C,4.07,10,0.85,0.85,0.85,0.85,1,1486357200000000000,4,61.69,62.67,62.68,61.67,62.68,61.91,62.31,62.31
O:MRK170210C00061500,2017-02-06,2017-02-10,MRK,C,4.1,1,0.76,0.76,0.76,0.76,1,1486357200000000000,4,61.69,62.67,62.68,61.67,62.68,61.91,62.31,62.31
O:MRK170210C00062000,2017-02-06,2017-02-10,MRK,C,4.13,15,0.5,0.62,0.62,0.5,2,1486357200000000000,4,61.69,62.67,62.68,61.67,62.68,61.91,62.31,62.31
O:MRK170210C00062500,2017-02-06,2017-02-10,MRK,C,4.17,9,0.45,0.58,0.58,0.45,2,1486357200000000000,4,61.69,62.67,62.68,61.67,62.68,61.91,62.31,62.31
O:MRK170210C00063000,2017-02-06,2017-02-10,MRK,C,4.2,16,0.36,0.69,0.91,0.34,10,1486357200000000000,4,61.69,62.67,62.68,61.67,62.68,61.91,62.31,62.31
O:MRK170210C00063500,2017-02-06,2017-02-10,MRK,C,4.23,17,0.24,0.28,0.28,0.24,11,1486357200000000000,4,61.69,62.67,62.68,61.67,62.68,61.91,62.31,62.31
O:MRK170210C00064000,2017-02-06,2017-02-10,MRK,C,4.27,103,0.2,0.22,0.22,0.19,8,1486357200000000000,4,61.69,62.67,62.68,61.67,62.68,61.91,62.31,62.31
O:MRK170210C00064500,2017-02-06,2017-02-10,MRK,C,4.3,100,0.1,0.15,0.15,0.1,24,1486357200000000000,4,61.69,62.67,62.68,61.67,62.68,61.91,62.31,62.31
O:MRK170210C00065000,2017-02-06,2017-02-10,MRK,C,4.33,181,0.05,0.1,0.1,0.05,45,1486357200000000000,4,61.69,62.67,62.68,61.67,62.68,61.91,62.31,62.31
O:MRK170210C00065500,2017-02-06,2017-02-10,MRK,C,4.37,211,0.02,0.05,0.05,0.02,28,1486357200000000000,4,61.69,62.67,62.68,61.67,62.68,61.91,62.31,62.31
O:MRK170210C00066000,2017-02-06,2017-02-10,MRK,C,4.4,11,0.02,0.02,0.02,0.02,7,1486357200000000000,4,61.69,62.67,62.68,61.67,62.68,61.91,62.31,62.31
O:MRK170210C00066500,2017-02-06,2017-02-10,MRK,C,4.43,20,0.01,0.01,0.01,0.01,1,1486357200000000000,4,61.69,62.67,62.68,61.67,62.68,61.91,62.31,62.31
O:MRK170217C00060000,2017-02-13,2017-02-17,MRK,C,4.0,35,1.11,1.18,1.19,1.11,7,1486962000000000000,4,62.01,62.51,62.57,61.98,62.57,63.11,63.27,63.27
O:MRK170217C00061000,2017-02-13,2017-02-17,MRK,C,4.07,2,0.91,0.91,0.91,0.91,1,1486962000000000000,4,62.01,62.51,62.57,61.98,62.57,63.11,63.27,63.27
O:MRK170217C00061500,2017-02-13,2017-02-17,MRK,C,4.1,2,0.74,0.83,0.83,0.74,2,1486962000000000000,4,62.01,62.51,62.57,61.98,62.57,63.11,63.27,63.27
O:MRK170217C00062000,2017-02-13,2017-02-17,MRK,C,4.13,10,0.68,0.68,0.68,0.68,1,1486962000000000000,4,62.01,62.51,62.57,61.98,62.57,63.11,63.27,63.27
O:MRK170217C00062500,2017-02-13,2017-02-17,MRK,C,4.17,321,0.46,0.57,0.79,0.46,117,1486962000000000000,4,62.01,62.51,62.57,61.98,62.57,63.11,63.27,63.27
O:MRK170217C00063000,2017-02-13,2017-02-17,MRK,C,4.2,18,0.38,0.45,0.45,0.37,7,1486962000000000000,4,62.01,62.51,62.57,61.98,62.57,63.11,63.27,63.27
O:MRK170217C00063500,2017-02-13,2017-02-17,MRK,C,4.23,27,0.28,0.3,0.3,0.28,4,1486962000000000000,4,62.01,62.51,62.57,61.98,62.57,63.11,63.27,63.27
O:MRK170217C00064000,2017-02-13,2017-02-17,MRK,C,4.27,53,0.19,0.24,0.24,0.17,10,1486962000000000000,4,62.01,62.51,62.57,61.98,62.57,63.11,63.27,63.27
O:MRK170217C00064500,2017-02-13,2017-02-17,MRK,C,4.3,79,0.1,0.15,0.15,0.1,19,1486962000000000000,4,62.01,62.51,62.57,61.98,62.57,63.11,63.27,63.27
O:MRK170217C00065000,2017-02-13,2017-02-17,MRK,C,4.33,1047,0.08,0.08,0.08,0.04,82,1486962000000000000,4,62.01,62.51,62.57,61.98,62.57,63.11,63.27,63.27
