ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry
O:MRK160108C00051500,2016-01-04,2016-01-08,MRK,C,3.43,5,0.22,0.21,0.22,0.21,3,1451883600000000000,4,,,,,,,,
O:MRK160108C00052000,2016-01-04,2016-01-08,MRK,C,3.47,38,0.12,0.21,0.21,0.12,11,1451883600000000000,4,,,,,,,,
O:MRK160108C00052500,2016-01-04,2016-01-08,MRK,C,3.5,170,0.06,0.13,0.13,0.06,58,1451883600000000000,4,,,,,,,,
O:MRK160108C00053000,2016-01-04,2016-01-08,MRK,C,3.53,494,0.03,0.06,0.08,0.03,62,1451883600000000000,4,,,,,,,,
O:MRK160108C00053500,2016-01-04,2016-01-08,MRK,C,3.57,82,0.04,0.03,0.04,0.02,16,1451883600000000000,4,,,,,,,,
O:MRK160108C00054000,2016-01-04,2016-01-08,MRK,C,3.6,54,0.01,0.01,0.01,0.01,5,1451883600000000000,4,,,,,,,,
O:MRK160108C00054500,2016-01-04,2016-01-08,MRK,C,3.63,50,0.01,0.01,0.01,0.01,23,1451883600000000000,4,,,,,,,,
O:MRK160108C00055000,2016-01-04,2016-01-08,MRK,C,3.67,15,0.0,0.0,0.0,0.0,6,1451883600000000000,4,,,,,,,,
O:MRK160115C00047000,2016-01-11,2016-01-15,MRK,C,3.13,19,1.0,1.02,1.03,0.93,5,1452488400000000000,4,49.46,49.46,49.74,48.84,49.74,49.35,49.51,49.51
O:MRK160115C00050000,2016-01-11,2016-01-15,MRK,C,3.33,108,0.34,0.28,0.35,0.28,5,1452488400000000000,4,49.46,49.46,49.74,48.84,49.74,49.35,49.51,49.51
O:MRK160115C00050500,2016-01-11,2016-01-15,MRK,C,3.37,70,0.27,0.22,0.27,0.2,10,1452488400000000000,4,49.46,49.46,49.74,48.84,49.74,49.35,49.51,49.51
O:MRK160115C00051000,2016-01-11,2016-01-15,MRK,C,3.4,50,0.17,0.19,0.22,0.16,10,1452488400000000000,4,49.46,49.46,49.74,48.84,49.74,49.35,49.51,49.51
O:MRK160115C00051500,2016-01-11,2016-01-15,MRK,C,3.43,309,0.12,0.13,0.15,0.08,37,1452488400000000000,4,49.46,49.46,49.74,48.84,49.74,49.35,49.51,49.51
O:MRK160115C00052000,2016-01-11,2016-01-15,MRK,C,3.47,194,0.1,0.07,0.1,0.06,63,1452488400000000000,4,49.46,49.46,49.74,48.84,49.74,49.35,49.51,49.51
O:MRK160115C00052500,2016-01-11,2016-01-15,MRK,C,3.5,1102,0.06,0.04,0.06,0.02,26,1452488400000000000,4,49.46,49.46,49.74,48.84,49.74,49.35,49.51,49.51
O:MRK160115C00053000,2016-01-11,2016-01-15,MRK,C,3.53,336,0.03,0.02,0.03,0.02,23,1452488400000000000,4,49.46,49.46,49.74,48.84,49.74,49.35,49.51,49.51
O:MRK160115C00053500,2016-01-11,2016-01-15,MRK,C,3.57,34,0.02,0.01,0.02,0.0,6,1452488400000000000,4,49.46,49.46,49.74,48.84,49.74,49.35,49.51,49.51
O:MRK160115C00054000,2016-01-11,2016-01-15,MRK,C,3.6,518,0.01,0.0,0.01,0.0,11,1452488400000000000,4,49.46,49.46,49.74,48.84,49.74,49.35,49.51,49.51
O:MRK160115C00054500,2016-01-11,2016-01-15,MRK,C,3.63,10,0.0,0.0,0.0,0.0,1,1452488400000000000,4,49.46,49.46,49.74,48.84,49.74,49.35,49.51,49.51
O:MRK160115C00055000,2016-01-11,2016-01-15,MRK,C,3.67,62,0.0,0.01,0.01,0.0,21,1452488400000000000,4,49.46,49.46,49.74,48.84,49.74,49.35,49.51,49.51
O:MRK160115C00057500,2016-01-11,2016-01-15,MRK,C,3.83,26,0.0,0.0,0.01,0.0,6,1452488400000000000,4,49.46,49.46,49.74,48.84,49.74,49.35,49.51,49.51
