ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category
O:INTC160108C00032500,2016-01-04,2016-01-08,INTC,C,325.0,60,1.21,1.45,1.45,1.21,2,1451883600000000000,4,Weekly
O:INTC160108C00033000,2016-01-04,2016-01-08,INTC,C,330.0,146,0.9,1.1,1.1,0.77,21,1451883600000000000,4,Weekly
O:INTC160108C00033500,2016-01-04,2016-01-08,INTC,C,335.0,1040,0.63,0.6,0.67,0.43,42,1451883600000000000,4,Weekly
O:INTC160108C00034000,2016-01-04,2016-01-08,INTC,C,340.0,2657,0.36,0.35,0.39,0.21,90,1451883600000000000,4,Weekly
O:INTC160108C00034500,2016-01-04,2016-01-08,INTC,C,345.0,908,0.15,0.15,0.18,0.08,52,1451883600000000000,4,Weekly
O:INTC160108C00035000,2016-01-04,2016-01-08,INTC,C,350.0,851,0.12,0.05,0.12,0.04,80,1451883600000000000,4,Weekly
O:INTC160108C00035500,2016-01-04,2016-01-08,INTC,C,355.0,166,0.05,0.03,0.05,0.02,33,1451883600000000000,4,Weekly
O:INTC160108C00036000,2016-01-04,2016-01-08,INTC,C,360.0,13,0.02,0.02,0.02,0.02,4,1451883600000000000,4,Weekly
O:INTC160108P00030500,2016-01-04,2016-01-08,INTC,P,305.0,10,0.04,0.04,0.04,0.04,1,1451883600000000000,4,Weekly
O:INTC160108P00031000,2016-01-04,2016-01-08,INTC,P,310.0,15,0.04,0.04,0.04,0.04,1,1451883600000000000,4,Weekly
O:INTC160108P00032000,2016-01-04,2016-01-08,INTC,P,320.0,10,0.07,0.07,0.07,0.07,1,1451883600000000000,4,Weekly
O:INTC160108P00032500,2016-01-04,2016-01-08,INTC,P,325.0,723,0.13,0.13,0.14,0.11,26,1451883600000000000,4,Weekly
O:INTC160108P00033000,2016-01-04,2016-01-08,INTC,P,330.0,799,0.18,0.24,0.25,0.18,49,1451883600000000000,4,Weekly
O:INTC160108P00033500,2016-01-04,2016-01-08,INTC,P,335.0,2426,0.31,0.4,0.46,0.31,68,1451883600000000000,4,Weekly
O:INTC160108P00034000,2016-01-04,2016-01-08,INTC,P,340.0,73,0.37,0.48,0.71,0.37,13,1451883600000000000,4,Weekly
O:INTC160108P00034500,2016-01-04,2016-01-08,INTC,P,345.0,98,0.92,0.83,1.0,0.83,12,1451883600000000000,4,Weekly
