ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,mid_price,high_yield_pct,implied_volatility,probability_itm
O:TSLA160108C00200000,2016-01-04,2016-01-08,TSLA,C,13.33,1,5.5,5.5,-13.61,YES,5.5,35.66,5.5,35.66,5.5,5.5,1,1451883600000000000,4,Weekly,15.38,14.89,15.43,14.6,15.43,14.07,14.7,14.7,0.02,5.5,35.66,7.4737,0.4192
O:TSLA160108C00210000,2016-01-04,2016-01-08,TSLA,C,14.0,92,3.85,3.52,-9.27,YES,3.36,21.8,2.88,18.64,3.85,2.88,17,1451883600000000000,4,Weekly,15.38,14.89,15.43,14.6,15.43,14.07,14.7,14.7,0.02,3.36,24.96,4.5109,0.4882
O:TSLA160108C00212500,2016-01-04,2016-01-08,TSLA,C,14.17,7,2.79,3.38,-8.17,YES,2.9,18.8,2.42,15.72,3.38,2.42,5,1451883600000000000,4,Weekly,15.38,14.89,15.43,14.6,15.43,14.07,14.7,14.7,0.02,2.9,21.88,4.4129,0.4816
O:TSLA160108C00215000,2016-01-04,2016-01-08,TSLA,C,14.33,174,2.75,2.43,-7.13,YES,2.48,16.09,2.16,14.02,2.8,2.16,19,1451883600000000000,4,Weekly,15.38,14.89,15.43,14.6,15.43,14.07,14.7,14.7,0.02,2.48,18.15,2.9511,0.5341
O:TSLA160108C00217500,2016-01-04,2016-01-08,TSLA,C,14.5,140,2.4,1.94,-6.03,YES,1.95,12.63,1.5,9.72,2.4,1.5,54,1451883600000000000,4,Weekly,15.38,14.89,15.43,14.6,15.43,14.07,14.7,14.7,0.02,1.95,15.54,2.2866,0.556
O:TSLA160108C00220000,2016-01-04,2016-01-08,TSLA,C,14.67,595,2.88,1.58,-4.93,YES,2.0,12.97,1.12,7.29,2.88,1.12,157,1451883600000000000,4,Weekly,15.38,14.89,15.43,14.6,15.43,14.07,14.7,14.7,0.02,2.0,18.64,1.8468,0.5658
O:TSLA160108C00222500,2016-01-04,2016-01-08,TSLA,C,14.83,858,1.82,1.15,-3.89,NO,1.35,8.75,0.88,5.67,1.82,0.88,212,1451883600000000000,4,Weekly,15.38,14.89,15.43,14.6,15.43,14.07,14.7,14.7,0.02,1.35,11.83,1.2879,0.5903
O:TSLA160108C00225000,2016-01-04,2016-01-08,TSLA,C,15.0,1685,1.64,0.85,-2.79,NO,1.38,8.93,0.61,3.95,2.14,0.61,403,1451883600000000000,4,Weekly,15.38,14.89,15.43,14.6,15.43,14.07,14.7,14.7,0.02,1.38,13.91,0.959,0.5923
O:TSLA160108C00227500,2016-01-04,2016-01-08,TSLA,C,15.17,1305,1.64,0.6,-1.69,NO,1.04,6.73,0.43,2.79,1.64,0.43,223,1451883600000000000,4,Weekly,15.38,14.89,15.43,14.6,15.43,14.07,14.7,14.7,0.02,1.04,10.66,0.7144,0.5764
O:TSLA160108C00230000,2016-01-04,2016-01-08,TSLA,C,15.33,2447,1.25,0.44,-0.65,NO,0.88,5.68,0.31,1.99,1.44,0.31,543,1451883600000000000,4,Weekly,15.38,14.89,15.43,14.6,15.43,14.07,14.7,14.7,0.02,0.88,9.37,0.6013,0.53
O:TSLA160108C00232500,2016-01-04,2016-01-08,TSLA,C,15.5,1257,1.06,0.29,0.45,NO,0.7,4.51,0.2,1.33,1.19,0.2,266,1451883600000000000,4,Weekly,15.38,14.89,15.43,14.6,15.43,14.07,14.7,14.7,0.02,0.7,7.7,0.499,0.4568
O:TSLA160108C00235000,2016-01-04,2016-01-08,TSLA,C,15.67,1921,0.65,0.19,1.56,NO,0.54,3.48,0.15,0.96,0.92,0.15,416,1451883600000000000,4,Weekly,15.38,14.89,15.43,14.6,15.43,14.07,14.7,14.7,0.02,0.54,6.0,0.4516,0.3649
O:TSLA160108C00237500,2016-01-04,2016-01-08,TSLA,C,15.83,742,0.6,0.12,2.59,NO,0.4,2.59,0.1,0.63,0.7,0.1,128,1451883600000000000,4,Weekly,15.38,14.89,15.43,14.6,15.43,14.07,14.7,14.7,0.02,0.4,4.55,0.4195,0.2744
O:TSLA160108C00240000,2016-01-04,2016-01-08,TSLA,C,16.0,1587,0.5,0.08,3.69,NO,0.33,2.14,0.06,0.42,0.6,0.06,366,1451883600000000000,4,Weekly,15.38,14.89,15.43,14.6,15.43,14.07,14.7,14.7,0.02,0.33,3.86,0.4197,0.1997
O:TSLA160108C00242500,2016-01-04,2016-01-08,TSLA,C,16.17,431,0.33,0.06,4.8,NO,0.2,1.27,0.05,0.32,0.34,0.05,154,1451883600000000000,4,Weekly,15.38,14.89,15.43,14.6,15.43,14.07,14.7,14.7,0.02,0.2,2.22,0.442,0.1513
O:TSLA160108C00245000,2016-01-04,2016-01-08,TSLA,C,16.33,989,0.25,0.05,5.83,NO,0.26,1.72,0.04,0.23,0.5,0.04,211,1451883600000000000,4,Weekly,15.38,14.89,15.43,14.6,15.43,14.07,14.7,14.7,0.02,0.26,3.21,0.4737,0.1223
O:TSLA160108C00247500,2016-01-04,2016-01-08,TSLA,C,16.5,379,0.18,0.03,6.93,NO,0.28,1.81,0.02,0.16,0.53,0.02,100,1451883600000000000,4,Weekly,15.38,14.89,15.43,14.6,15.43,14.07,14.7,14.7,0.02,0.28,3.45,0.4642,0.0808
O:TSLA160108C00250000,2016-01-04,2016-01-08,TSLA,C,16.67,1475,0.12,0.02,8.04,NO,0.33,2.12,0.02,0.11,0.64,0.02,209,1451883600000000000,4,Weekly,15.38,14.89,15.43,14.6,15.43,14.07,14.7,14.7,0.02,0.33,4.13,0.4709,0.0561
