Date,Close/Last,Volume,Open,High,Low
01/09/2026,$218.36,16758580,$204.66,$219.59,$202.72
01/08/2026,$200.96,13928560,$202.865,$203.22,$195.04
01/07/2026,$203.08,15121020,$202.58,$205.38,$199.80
01/06/2026,$206.96,18787560,$197.79,$210.45,$197.15
01/05/2026,$194.76,16268150,$190.12,$198.36,$190.12
01/02/2026,$185.06,11957360,$177.85,$185.78,$177.50
12/31/2025,$171.18,4935798,$174.485,$174.91,$170.76
12/30/2025,$173.78,5670823,$176.535,$177.36,$173.59
12/29/2025,$175.87,6663341,$176.50,$179.229,$174.75
12/26/2025,$178.07,5238945,$178.43,$179.80,$177.80
12/24/2025,$177.33,2598888,$175.26,$177.5612,$175.20
12/23/2025,$175.16,6482958,$175.26,$177.29,$174.78
12/22/2025,$175.26,11436150,$175.68,$175.96,$171.49
12/19/2025,$172.27,38469400,$166.08,$173.58,$166.08
12/18/2025,$164.70,14006370,$163.19,$168.29,$162.00
12/17/2025,$154.98,12277840,$163.86,$164.5213,$153.60
12/16/2025,$163.26,8078639,$164.50,$166.1905,$160.79
12/15/2025,$164.30,10258820,$163.40,$166.87,$162.16
12/12/2025,$160.52,11414840,$166.84,$167.80,$159.0896
12/11/2025,$168.71,10000000,$165.66,$169.15,$160.32
12/10/2025,$168.26,9259635,$165.09,$169.69,$162.54
12/09/2025,$165.81,8127026,$160.75,$166.36,$160.75
12/08/2025,$162.74,10170530,$161.98,$164.619,$160.845
12/05/2025,$158.70,7834084,$159.005,$161.05,$157.88
12/04/2025,$157.09,8834691,$157.05,$158.52,$154.92
12/03/2025,$159.75,9964303,$156.885,$160.10,$153.15
12/02/2025,$158.19,10711870,$155.85,$159.45,$155.66
12/01/2025,$154.79,7416725,$154.85,$156.79,$153.25
11/28/2025,$156.00,4919184,$156.20,$156.20,$153.83
11/26/2025,$155.14,8398145,$152.965,$156.97,$152.50
11/25/2025,$151.93,9691547,$149.545,$152.80,$145.50
11/24/2025,$150.38,23095990,$145.60,$152.56,$144.43
11/21/2025,$142.65,14654570,$139.80,$144.41,$135.50
11/20/2025,$139.59,13695470,$153.46,$154.37,$138.30
11/19/2025,$148.80,9818266,$146.77,$150.40,$145.51
11/18/2025,$143.24,12706730,$145.25,$147.44,$142.50
11/17/2025,$147.46,10487790,$147.31,$153.81,$145.94
11/14/2025,$148.26,15076130,$147.505,$152.945,$145.37
11/13/2025,$153.32,13693700,$158.89,$160.31,$151.73
11/12/2025,$161.42,8949951,$161.31,$162.16,$158.48
11/11/2025,$159.18,9144638,$164.17,$164.6225,$157.71
11/10/2025,$166.37,10030600,$164.555,$167.15,$163.70
11/07/2025,$159.35,11609330,$159.825,$159.9511,$153.195
11/06/2025,$162.19,9640084,$163.39,$165.2129,$160.19
11/05/2025,$165.05,11130190,$157.57,$166.92,$157.00
11/04/2025,$155.78,11211080,$155.63,$161.0935,$155.16
11/03/2025,$161.24,7302412,$159.99,$162.24,$159.00
10/31/2025,$157.46,9652073,$162.55,$164.06,$156.60
10/30/2025,$161.01,10440620,$162.37,$165.22,$160.30
10/29/2025,$160.67,12783320,$158.25,$163.0899,$158.085
10/28/2025,$155.62,7939677,$155.52,$156.125,$154.28
10/27/2025,$156.90,13313100,$156.14,$158.245,$155.74
10/24/2025,$151.68,10966390,$149.91,$153.21,$148.00
10/23/2025,$147.54,13336570,$138.00,$148.46,$137.37
10/22/2025,$141.25,16927780,$144.895,$145.745,$136.86
10/21/2025,$145.04,8855592,$143.98,$145.435,$142.4703
10/20/2025,$144.05,8919374,$143.49,$146.4771,$143.425
10/17/2025,$141.51,6389799,$142.26,$142.65,$139.82
10/16/2025,$142.37,11650300,$147.58,$147.58,$140.37
10/15/2025,$144.78,9722650,$144.00,$145.22,$141.10
10/14/2025,$138.31,10509660,$134.10,$140.92,$134.04
10/13/2025,$137.81,10048070,$138.09,$138.90,$136.58
10/10/2025,$131.37,18748960,$140.60,$141.80,$131.02
10/09/2025,$141.00,8102517,$141.75,$142.86,$140.58
10/08/2025,$142.54,13695740,$137.91,$142.88,$137.61
10/07/2025,$140.35,16549790,$149.23,$149.3625,$139.5001
10/06/2025,$149.15,11217060,$149.90,$153.695,$149.12
10/03/2025,$145.81,8970274,$145.82,$147.91,$144.60
10/02/2025,$146.99,16417070,$146.965,$147.35,$143.71
10/01/2025,$142.79,15549120,$132.41,$143.09,$131.94
09/30/2025,$133.90,10328760,$131.345,$134.21,$130.81
09/29/2025,$131.09,11015540,$133.08,$133.36,$131.03
09/26/2025,$128.33,8788993,$127.94,$128.76,$126.37
09/25/2025,$128.13,9621715,$126.44,$129.06,$125.0201
09/24/2025,$128.32,12435950,$130.00,$130.225,$127.02
09/23/2025,$131.93,12051100,$129.75,$133.565,$129.36
09/22/2025,$132.20,13403750,$129.80,$132.63,$129.16
09/19/2025,$126.92,24271860,$126.355,$127.80,$125.00
09/18/2025,$126.32,13763920,$126.55,$128.695,$125.04
09/17/2025,$121.90,10996080,$120.82,$123.28,$119.51
09/16/2025,$120.47,9897207,$119.975,$120.97,$118.67
09/15/2025,$119.21,9785747,$117.80,$119.33,$117.03
09/12/2025,$116.96,11060490,$115.92,$117.50,$115.875
09/11/2025,$115.58,20296060,$108.35,$115.90,$108.29
09/10/2025,$107.36,12279370,$106.70,$107.78,$104.61
09/09/2025,$105.57,7264327,$104.91,$105.82,$104.46
09/08/2025,$105.07,7972739,$105.005,$106.37,$104.475
09/05/2025,$102.95,8142017,$101.70,$103.01,$100.68
09/04/2025,$100.42,8822427,$97.66,$101.11,$97.159
