ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,implied_volatility,probability_itm,mid_price,high_yield_pct
O:SPY190111C00193500,2019-01-07,2019-01-11,SPY,C,193.5,10.0,61.6,61.6,-23.93,YES,61.6,24.07,61.6,24.07,61.6,61.6,1.0,1546837200000000000,4.0,Weekly,252.69,254.38,255.95,251.69,255.95,258.98,259.0098,259.0098,0.024,1.5465,0.9463,61.6,24.07
O:SPY190111C00194000,2019-01-07,2019-01-11,SPY,C,194.0,10.0,61.11,61.11,-23.74,YES,61.11,23.88,61.11,23.88,61.11,61.11,1.0,1546837200000000000,4.0,Weekly,252.69,254.38,255.95,251.69,255.95,258.98,259.0098,259.0098,0.024,1.5388,0.9456,61.11,23.88
O:SPY190111C00200000,2019-01-07,2019-01-11,SPY,C,200.0,35.0,54.8,54.8,-21.38,YES,54.8,21.41,54.8,21.41,54.8,54.8,9.0,1546837200000000000,4.0,Weekly,252.69,254.38,255.95,251.69,255.95,258.98,259.0098,259.0098,0.024,1.2426,0.9629,54.8,21.41
O:SPY190111C00225000,2019-01-07,2019-01-11,SPY,C,225.0,86.0,27.31,29.87,-11.55,YES,29.02,11.34,27.31,10.67,30.73,27.31,5.0,1546837200000000000,4.0,Weekly,252.69,254.38,255.95,251.69,255.95,258.98,259.0098,259.0098,0.024,0.7356,0.9405,29.02,12.01
O:SPY190111C00230000,2019-01-07,2019-01-11,SPY,C,230.0,77.0,22.64,25.1,-9.58,YES,23.87,9.33,22.64,8.85,25.1,22.64,13.0,1546837200000000000,4.0,Weekly,252.69,254.38,255.95,251.69,255.95,258.98,259.0098,259.0098,0.024,0.6945,0.912,23.87,9.81
O:SPY190111C00231000,2019-01-07,2019-01-11,SPY,C,231.0,7.0,23.16,23.16,-9.19,YES,23.16,9.05,23.16,9.05,23.16,23.16,4.0,1546837200000000000,4.0,Weekly,252.69,254.38,255.95,251.69,255.95,258.98,259.0098,259.0098,0.024,,,23.16,9.05
O:SPY190111C00232000,2019-01-07,2019-01-11,SPY,C,232.0,10.0,20.81,21.68,-8.8,YES,21.21,8.29,20.74,8.1,21.68,20.74,6.0,1546837200000000000,4.0,Weekly,252.69,254.38,255.95,251.69,255.95,258.98,259.0098,259.0098,0.024,,,21.21,8.47
O:SPY190111C00232500,2019-01-07,2019-01-11,SPY,C,232.5,2.0,20.27,20.23,-8.6,YES,20.25,7.91,20.23,7.9,20.27,20.23,2.0,1546837200000000000,4.0,Weekly,252.69,254.38,255.95,251.69,255.95,258.98,259.0098,259.0098,0.024,,,20.25,7.92
O:SPY190111C00235000,2019-01-07,2019-01-11,SPY,C,235.0,1.0,17.81,17.81,-7.62,YES,17.81,6.96,17.81,6.96,17.81,17.81,1.0,1546837200000000000,4.0,Weekly,252.69,254.38,255.95,251.69,255.95,258.98,259.0098,259.0098,0.024,,,17.81,6.96
O:SPY190111C00236000,2019-01-07,2019-01-11,SPY,C,236.0,41.0,16.4,18.63,-7.23,YES,17.645,6.89,16.4,6.41,18.89,16.4,5.0,1546837200000000000,4.0,Weekly,252.69,254.38,255.95,251.69,255.95,258.98,259.0098,259.0098,0.024,0.4185,0.9551,17.645,7.38
