Date,Close/Last,Volume,Open,High,Low
01/09/2026,$539.37,3600749,$553.58,$554.345,$536.13
01/08/2026,$553.68,2781694,$567.50,$567.50,$544.07
01/07/2026,$569.62,1292217,$570.00,$580.20,$566.00
01/06/2026,$571.43,1989761,$595.38,$596.16,$570.76
01/05/2026,$593.39,2703545,$582.25,$609.20,$579.87
01/02/2026,$575.00,1515175,$585.88,$585.88,$570.795
12/31/2025,$580.71,720202,$574.69,$582.79,$573.55
12/30/2025,$576.68,781033,$577.35,$584.98,$575.77
12/29/2025,$581.19,1322375,$583.88,$586.53,$577.30
12/26/2025,$584.35,565251,$585.07,$588.52,$580.02
12/24/2025,$586.57,665166,$576.59,$587.91,$576.31
12/23/2025,$579.39,670215,$580.55,$581.81,$578.00
12/22/2025,$578.80,1285106,$580.00,$585.00,$576.59
12/19/2025,$582.16,1966497,$571.19,$587.93,$568.00
12/18/2025,$563.82,1368556,$569.75,$576.70,$562.72
12/17/2025,$566.23,1935945,$580.00,$588.00,$562.28
12/16/2025,$579.07,1593658,$575.00,$582.50,$563.3006
12/15/2025,$577.15,1775213,$595.75,$596.99,$573.0801
12/12/2025,$597.80,1570412,$598.90,$606.49,$597.05
12/11/2025,$598.87,1754495,$606.80,$619.959,$598.08
12/10/2025,$609.41,2953683,$590.00,$609.59,$584.99
12/09/2025,$589.67,3067469,$577.00,$596.205,$574.00
12/08/2025,$572.35,2698843,$566.00,$572.57,$548.73
12/05/2025,$564.93,1883514,$562.99,$576.79,$559.78
12/04/2025,$560.97,2293998,$557.22,$561.08,$550.12
12/03/2025,$557.17,2883775,$572.91,$575.00,$554.24
12/02/2025,$576.79,1855597,$580.185,$582.00,$573.4301
12/01/2025,$578.89,2278863,$594.16,$595.425,$576.7665
11/28/2025,$598.87,810570,$596.62,$603.19,$591.17
11/26/2025,$592.69,1916806,$590.00,$601.02,$587.96
11/25/2025,$585.47,2683443,$596.68,$602.37,$577.779
11/24/2025,$584.98,4137584,$582.61,$586.17,$567.53
11/21/2025,$583.61,2035442,$585.00,$592.81,$581.4484
11/20/2025,$589.23,2498922,$619.65,$622.75,$587.07
11/19/2025,$618.53,958931,$636.00,$639.11,$617.02
11/18/2025,$636.45,982816,$634.23,$641.66,$625.6301
11/17/2025,$640.62,1343065,$633.26,$644.57,$629.00
11/14/2025,$635.75,1440764,$637.79,$654.68,$633.1101
11/13/2025,$645.33,2067328,$651.01,$668.495,$637.50
11/12/2025,$647.87,1327859,$641.11,$654.60,$631.10
11/11/2025,$639.58,1217577,$620.56,$641.62,$620.48
11/10/2025,$622.93,1658716,$620.00,$626.655,$614.79
11/07/2025,$616.91,1845524,$610.46,$620.65,$606.206
11/06/2025,$618.20,1839856,$620.00,$629.80,$611.68
11/05/2025,$620.00,2131380,$626.00,$650.74,$617.00
11/04/2025,$629.60,4318433,$625.18,$650.5813,$603.15
11/03/2025,$644.09,3972503,$653.15,$661.69,$640.56
10/31/2025,$655.32,1609875,$661.88,$668.17,$654.84
10/30/2025,$656.68,1165688,$661.99,$670.42,$651.56
10/29/2025,$665.67,1590806,$651.43,$673.16,$650.94
10/28/2025,$653.43,1600592,$660.93,$669.70,$653.18
10/27/2025,$657.80,2317360,$648.44,$661.5401,$640.40
10/24/2025,$645.78,2131497,$676.20,$676.67,$644.83
10/23/2025,$673.86,1294668,$680.00,$683.96,$668.01
10/22/2025,$675.62,1683059,$680.00,$686.68,$656.51
10/21/2025,$689.21,1540888,$685.00,$696.9499,$682.47
10/20/2025,$675.53,1077499,$670.13,$682.25,$667.50
10/17/2025,$671.52,1200868,$660.00,$675.35,$656.25
10/16/2025,$664.46,1293506,$671.80,$679.04,$661.00
10/15/2025,$671.30,1103694,$689.84,$689.84,$670.81
10/14/2025,$683.51,1214893,$684.76,$700.12,$674.939
10/13/2025,$692.04,1038990,$680.08,$694.97,$675.265
10/10/2025,$685.29,1377250,$673.72,$689.5499,$670.00
10/09/2025,$673.66,1164659,$673.70,$675.04,$666.0001
10/08/2025,$674.75,1431566,$689.38,$696.50,$673.50
10/07/2025,$680.44,1255718,$679.98,$683.00,$670.50
10/06/2025,$680.28,1289524,$684.27,$698.85,$675.45
10/03/2025,$680.50,1731800,$706.44,$708.55,$680.24
10/02/2025,$707.30,1347175,$700.00,$716.86,$698.49
10/01/2025,$700.68,2172340,$699.50,$721.67,$697.78
09/30/2025,$698.00,4130566,$705.26,$711.00,$677.99
09/29/2025,$728.47,965761,$726.91,$740.00,$720.275
09/26/2025,$716.53,1198582,$712.62,$716.53,$704.44
09/25/2025,$712.62,1238285,$698.76,$719.75,$695.97
09/24/2025,$708.65,1405694,$715.35,$719.74,$699.32
09/23/2025,$718.94,991755,$736.14,$740.00,$716.85
09/22/2025,$738.53,989179,$730.25,$740.2012,$726.7201
09/19/2025,$734.92,1546037,$730.92,$738.87,$728.165
09/18/2025,$734.12,2515064,$715.00,$745.00,$711.34
09/17/2025,$707.19,1156150,$706.23,$710.195,$688.96
09/16/2025,$704.06,1573668,$715.00,$715.00,$693.70
09/15/2025,$703.10,1221276,$698.87,$712.00,$696.40
09/12/2025,$696.40,1170558,$691.87,$697.80,$686.00
09/11/2025,$690.31,2153728,$701.13,$703.50,$677.07
09/10/2025,$704.09,1181022,$720.78,$725.00,$700.00
09/09/2025,$719.16,945638,$715.57,$726.9999,$710.49
09/08/2025,$718.28,1183444,$710.90,$720.55,$706.31
09/05/2025,$707.19,1211479,$711.00,$716.50,$690.32
09/04/2025,$703.85,1336944,$694.20,$707.65,$694.15
09/03/2025,$697.33,1133942,$693.69,$711.175,$689.1009
09/02/2025,$689.62,1044706,$669.81,$691.70,$663.06
08/29/2025,$681.88,1004480,$688.96,$690.89,$673.50
08/28/2025,$687.80,1017159,$691.73,$695.78,$682.32
08/27/2025,$692.99,901880,$694.06,$699.37,$686.91
08/26/2025,$696.47,1731531,$694.79,$698.335,$680.70
08/25/2025,$694.79,1270293,$699.09,$714.80,$694.10
08/22/2025,$692.99,937181,$690.00,$701.0942,$685.0895
08/21/2025,$689.47,1614493,$703.79,$704.00,$679.99
08/20/2025,$703.79,1566835,$715.54,$718.65,$688.50
08/19/2025,$719.35,1568211,$725.00,$736.6799,$719.1629
08/18/2025,$728.07,1477151,$734.00,$743.7745,$723.00
08/15/2025,$732.81,3005971,$725.00,$748.30,$721.00
08/14/2025,$698.50,1423767,$693.71,$707.17,$687.0101
08/13/2025,$695.00,1360257,$689.72,$695.63,$682.0901
08/12/2025,$689.35,1142136,$694.15,$695.35,$673.77
08/11/2025,$689.23,1314345,$705.00,$705.00,$689.22
08/08/2025,$705.89,2361986,$692.92,$717.27,$690.50
08/07/2025,$686.74,2444948,$668.00,$690.41,$668.00
08/06/2025,$666.81,2208167,$651.78,$667.2371,$645.97
08/05/2025,$647.00,2135927,$655.00,$659.645,$637.43
08/04/2025,$658.59,3764875,$661.00,$677.00,$658.58
08/01/2025,$627.15,2531546,$622.00,$641.25,$618.9239
07/31/2025,$626.54,3678684,$654.81,$662.00,$624.495
07/30/2025,$650.47,5872186,$623.00,$657.78,$619.00
07/29/2025,$620.01,11468150,$657.53,$663.99,$615.63
07/28/2025,$700.98,2030399,$686.22,$710.00,$686.0677
07/25/2025,$693.10,1757532,$681.53,$702.30,$678.73
07/24/2025,$681.42,1906040,$694.15,$699.50,$678.19
07/23/2025,$674.46,2190334,$680.00,$680.00,$665.25
07/22/2025,$675.74,2041674,$709.49,$713.17,$674.99
07/21/2025,$706.88,1296378,$692.75,$707.51,$689.1326
07/18/2025,$695.48,2149882,$713.15,$719.00,$685.47
07/17/2025,$720.91,1658809,$703.08,$724.775,$693.48
07/16/2025,$705.55,1337145,$705.49,$712.85,$698.635
07/15/2025,$710.46,1809742,$717.49,$718.24,$696.66
07/14/2025,$717.49,1257006,$711.89,$723.87,$707.15
07/11/2025,$709.15,1267747,$709.00,$714.10,$699.825
07/10/2025,$709.95,1338494,$720.57,$726.8242,$699.00
07/09/2025,$722.12,1362432,$722.44,$731.98,$713.50
07/08/2025,$721.39,1774509,$738.45,$743.99,$709.99
07/07/2025,$736.29,1556397,$721.72,$737.69,$712.00
07/03/2025,$725.05,1078903,$713.00,$725.55,$704.55
07/02/2025,$709.50,2788473,$725.00,$734.00,$703.98
07/01/2025,$722.35,2725725,$766.93,$769.7104,$718.03
06/30/2025,$767.34,1933251,$776.99,$778.33,$750.28
06/27/2025,$772.60,2793907,$780.30,$785.00,$767.0174
06/26/2025,$775.90,2555256,$744.58,$777.385,$742.625
06/25/2025,$736.30,1159632,$752.70,$759.17,$735.6065
06/24/2025,$749.91,1591104,$733.90,$754.2123,$729.795
06/23/2025,$731.15,1855511,$707.18,$732.86,$702.00
06/20/2025,$707.42,1528746,$714.50,$723.71,$706.91
06/18/2025,$710.19,1602388,$719.47,$723.99,$703.48
06/17/2025,$721.28,1099357,$717.55,$728.80,$710.705
06/16/2025,$715.57,1340037,$709.15,$723.70,$709.15
06/13/2025,$710.85,1125775,$694.76,$710.89,$691.21
06/12/2025,$702.82,1021668,$707.01,$710.00,$696.00
06/11/2025,$709.14,1238556,$695.00,$714.71,$692.00
06/10/2025,$693.32,1695213,$704.23,$706.025,$672.3602
06/09/2025,$699.11,1145516,$708.69,$710.855,$689.59
06/06/2025,$712.26,937201,$714.25,$716.64,$707.48
06/05/2025,$712.82,2006615,$704.18,$717.87,$700.92
06/04/2025,$701.08,2524650,$677.00,$708.19,$676.025
06/03/2025,$671.07,1496994,$675.76,$678.5699,$665.90
06/02/2025,$672.00,1861415,$660.00,$674.9989,$656.84
05/30/2025,$665.14,3167384,$645.00,$669.26,$637.2001
05/29/2025,$636.67,1942420,$659.85,$665.00,$634.26
05/28/2025,$663.96,1299412,$652.88,$664.5395,$651.1293
05/27/2025,$653.40,1706132,$655.98,$671.2399,$652.69
05/23/2025,$653.82,1885051,$634.11,$658.5189,$628.90
05/22/2025,$636.75,2505057,$646.10,$651.01,$635.25
