ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,mid_price,high_yield_pct
O:SMCI220121C00050000,2022-01-18,2022-01-21,SMCI,C,50.0,10,0.05,0.02,1071.12,NO,0.04,0.75,0.02,0.43,0.05,0.02,3,1642482000000000000,3,4.55,4.62,4.67,4.53,4.67,4.1,4.32,4.32,0.0008,0.04,1.07
O:SMCI220414C00045000,2022-04-11,2022-04-14,SMCI,C,45.0,1,0.01,0.01,1261.92,NO,0.01,0.28,0.01,0.28,0.01,0.01,1,1649649600000000000,3,3.5,3.52,3.57,3.45,3.57,3.65,3.67,3.67,0.0033,0.01,0.28
O:SMCI220520C00040000,2022-05-16,2022-05-20,SMCI,C,40.0,2,3.23,3.23,748.36,NO,3.23,60.43,3.23,60.43,3.23,3.23,1,1652673600000000000,4,5.2,5.26,5.34,5.18,5.34,4.98,5.12,5.12,0.0077,3.23,60.43
O:SMCI220520C00050000,2022-05-16,2022-05-20,SMCI,C,50.0,2,0.86,0.86,935.45,NO,0.86,16.09,0.86,16.09,0.86,0.86,1,1652673600000000000,4,5.2,5.26,5.34,5.18,5.34,4.98,5.12,5.12,0.0077,0.86,16.09
O:SMCI220520C00055000,2022-05-16,2022-05-20,SMCI,C,55.0,9,0.22,0.16,1029.0,NO,0.2,3.84,0.16,2.99,0.25,0.16,5,1652673600000000000,4,5.2,5.26,5.34,5.18,5.34,4.98,5.12,5.12,0.0077,0.2,4.68
O:SMCI220520C00060000,2022-05-16,2022-05-20,SMCI,C,60.0,5,0.04,0.01,1122.54,NO,0.02,0.47,0.01,0.19,0.04,0.01,4,1652673600000000000,4,5.2,5.26,5.34,5.18,5.34,4.98,5.12,5.12,0.0077,0.02,0.75
O:SMCI220520C00085000,2022-05-16,2022-05-20,SMCI,C,85.0,4,0.04,0.1,1590.27,NO,0.06,1.12,0.02,0.37,0.1,0.02,4,1652673600000000000,4,5.2,5.26,5.34,5.18,5.34,4.98,5.12,5.12,0.0077,0.06,1.87
O:SMCI220617C00050000,2022-06-13,2022-06-17,SMCI,C,50.0,4,0.09,0.09,1045.15,NO,0.09,1.88,0.09,1.88,0.09,0.09,1,1655092800000000000,4,4.72,4.69,4.78,4.55,4.78,4.31,4.41,4.41,0.0121,0.09,1.88
O:SMCI220617C00055000,2022-06-13,2022-06-17,SMCI,C,55.0,9,0.02,0.04,1149.67,NO,0.03,0.63,0.02,0.42,0.04,0.02,4,1655092800000000000,4,4.72,4.69,4.78,4.55,4.78,4.31,4.41,4.41,0.0121,0.03,0.84
O:SMCI220617C00060000,2022-06-13,2022-06-17,SMCI,C,60.0,5,0.01,0.01,1254.18,NO,0.01,0.21,0.01,0.21,0.01,0.01,4,1655092800000000000,4,4.72,4.69,4.78,4.55,4.78,4.31,4.41,4.41,0.0121,0.01,0.21
O:SMCI220617C00065000,2022-06-13,2022-06-17,SMCI,C,65.0,10,0.01,0.01,1358.7,NO,0.01,0.21,0.01,0.21,0.01,0.01,1,1655092800000000000,4,4.72,4.69,4.78,4.55,4.78,4.31,4.41,4.41,0.0121,0.01,0.21
O:SMCI220715C00040000,2022-07-11,2022-07-15,SMCI,C,40.0,1,0.42,0.42,983.28,NO,0.42,10.32,0.42,10.32,0.42,0.42,1,1657512000000000000,4,4.03,4.04,4.07,4.0,4.07,4.22,4.27,4.27,0.0168,0.42,10.32
O:SMCI220819C00035000,2022-08-15,2022-08-19,SMCI,C,35.0,5,8.05,8.1,518.67,NO,8.07,119.67,8.05,119.29,8.1,8.05,2,1660536000000000000,4,6.52,6.7,6.75,6.45,6.75,6.98,7.11,7.11,0.0233,8.07,120.04
O:SMCI220819C00050000,2022-08-15,2022-08-19,SMCI,C,50.0,1,3.74,3.74,740.96,NO,3.74,55.42,3.74,55.42,3.74,3.74,1,1660536000000000000,4,6.52,6.7,6.75,6.45,6.75,6.98,7.11,7.11,0.0233,3.74,55.42
O:SMCI220819C00055000,2022-08-15,2022-08-19,SMCI,C,55.0,2,2.9,3.12,815.06,NO,3.01,44.61,2.9,42.98,3.12,2.9,2,1660536000000000000,4,6.52,6.7,6.75,6.45,6.75,6.98,7.11,7.11,0.0233,3.01,46.24
O:SMCI220819C00060000,2022-08-15,2022-08-19,SMCI,C,60.0,30,1.48,1.92,889.15,NO,1.7,25.19,1.48,21.93,1.92,1.48,10,1660536000000000000,4,6.52,6.7,6.75,6.45,6.75,6.98,7.11,7.11,0.0233,1.7,28.45
O:SMCI220819C00065000,2022-08-15,2022-08-19,SMCI,C,65.0,96,0.52,0.76,963.25,NO,0.66,9.71,0.48,7.11,0.83,0.48,24,1660536000000000000,4,6.52,6.7,6.75,6.45,6.75,6.98,7.11,7.11,0.0233,0.66,12.3
O:SMCI220819C00070000,2022-08-15,2022-08-19,SMCI,C,70.0,146,0.11,0.18,1037.34,NO,0.16,2.37,0.08,1.19,0.24,0.08,12,1660536000000000000,4,6.52,6.7,6.75,6.45,6.75,6.98,7.11,7.11,0.0233,0.16,3.56
O:SMCI220819C00075000,2022-08-15,2022-08-19,SMCI,C,75.0,23,0.04,0.04,1111.44,NO,0.04,0.59,0.04,0.59,0.04,0.04,2,1660536000000000000,4,6.52,6.7,6.75,6.45,6.75,6.98,7.11,7.11,0.0233,0.04,0.59
O:SMCI220916C00060000,2022-09-12,2022-09-16,SMCI,C,60.0,7,1.78,1.75,880.15,NO,1.64,24.06,1.5,22.0,1.78,1.5,5,1662955200000000000,4,6.71,6.67,6.82,6.5,6.82,6.23,6.47,6.47,0.0256,1.64,26.11
O:SMCI220916C00065000,2022-09-12,2022-09-16,SMCI,C,65.0,9,0.78,0.72,953.5,NO,0.67,9.83,0.56,8.21,0.78,0.56,7,1662955200000000000,4,6.71,6.67,6.82,6.5,6.82,6.23,6.47,6.47,0.0256,0.67,11.44
O:SMCI220916C00070000,2022-09-12,2022-09-16,SMCI,C,70.0,110,0.21,0.2,1026.84,NO,0.17,2.49,0.12,1.76,0.22,0.12,27,1662955200000000000,4,6.71,6.67,6.82,6.5,6.82,6.23,6.47,6.47,0.0256,0.17,3.23
O:SMCI220916C00075000,2022-09-12,2022-09-16,SMCI,C,75.0,11,0.09,0.04,1100.19,NO,0.06,0.95,0.04,0.59,0.09,0.04,6,1662955200000000000,4,6.71,6.67,6.82,6.5,6.82,6.23,6.47,6.47,0.0256,0.06,1.32
O:SMCI221021C00050000,2022-10-17,2022-10-21,SMCI,C,50.0,8,1.43,1.51,886.52,NO,1.47,26.06,1.43,25.35,1.51,1.43,2,1665979200000000000,4,5.54,5.61,5.64,5.48,5.64,6.45,6.54,6.54,0.0308,1.47,26.77
O:SMCI221021C00055000,2022-10-17,2022-10-21,SMCI,C,55.0,6,0.5,0.55,975.18,NO,0.52,9.31,0.5,8.87,0.55,0.5,3,1665979200000000000,4,5.54,5.61,5.64,5.48,5.64,6.45,6.54,6.54,0.0308,0.52,9.75
O:SMCI221021C00060000,2022-10-17,2022-10-21,SMCI,C,60.0,1090,0.09,0.1,1063.83,NO,0.08,1.42,0.06,1.06,0.1,0.06,72,1665979200000000000,4,5.54,5.61,5.64,5.48,5.64,6.45,6.54,6.54,0.0308,0.08,1.77
O:SMCI221021C00065000,2022-10-17,2022-10-21,SMCI,C,65.0,2,0.02,0.02,1152.48,NO,0.02,0.35,0.02,0.35,0.02,0.02,1,1665979200000000000,4,5.54,5.61,5.64,5.48,5.64,6.45,6.54,6.54,0.0308,0.02,0.35
O:SMCI221118C00045000,2022-11-14,2022-11-18,SMCI,C,45.0,5,9.55,9.55,535.14,NO,9.55,113.57,9.55,113.57,9.55,9.55,1,1668402000000000000,4,8.29,8.19,8.41,8.06,8.41,8.65,8.86,8.86,0.0378,9.55,113.57
