ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,mid_price,high_yield_pct
O:PLTR201016C00002500,2020-10-12,2020-10-16,PLTR,C,2.5,1,1.88,1.88,-75.12,YES,1.88,18.71,1.88,18.71,1.88,1.88,1,1602475200000000000,4,10.04,9.89,10.05,9.66,10.05,9.71,9.95,9.95,0.0009,1.88,18.71
O:PLTR201016C00005500,2020-10-12,2020-10-16,PLTR,C,5.5,2,1.08,1.08,-45.27,YES,1.08,10.75,1.08,10.75,1.08,1.08,1,1602475200000000000,4,10.04,9.89,10.05,9.66,10.05,9.71,9.95,9.95,0.0009,1.08,10.75
O:PLTR201016C00006500,2020-10-12,2020-10-16,PLTR,C,6.5,1,0.88,0.88,-35.32,YES,0.88,8.76,0.88,8.76,0.88,0.88,1,1602475200000000000,4,10.04,9.89,10.05,9.66,10.05,9.71,9.95,9.95,0.0009,0.88,8.76
O:PLTR201016C00007500,2020-10-12,2020-10-16,PLTR,C,7.5,59,0.57,0.59,-25.37,YES,0.56,5.62,0.51,5.07,0.62,0.51,24,1602475200000000000,4,10.04,9.89,10.05,9.66,10.05,9.71,9.95,9.95,0.0009,0.56,6.17
O:PLTR201016C00008500,2020-10-12,2020-10-16,PLTR,C,8.5,2,0.36,0.36,-15.42,YES,0.36,3.58,0.36,3.58,0.36,0.36,2,1602475200000000000,4,10.04,9.89,10.05,9.66,10.05,9.71,9.95,9.95,0.0009,0.36,3.58
O:PLTR201016C00009000,2020-10-12,2020-10-16,PLTR,C,9.0,63,0.26,0.22,-10.45,YES,0.22,2.24,0.19,1.89,0.26,0.19,17,1602475200000000000,4,10.04,9.89,10.05,9.66,10.05,9.71,9.95,9.95,0.0009,0.22,2.59
O:PLTR201016C00009500,2020-10-12,2020-10-16,PLTR,C,9.5,409,0.16,0.11,-5.47,YES,0.12,1.19,0.08,0.8,0.16,0.08,81,1602475200000000000,4,10.04,9.89,10.05,9.66,10.05,9.71,9.95,9.95,0.0009,0.12,1.59
O:PLTR201016C00010000,2020-10-12,2020-10-16,PLTR,C,10.0,5052,0.09,0.05,-0.5,YES,0.06,0.65,0.04,0.4,0.09,0.04,660,1602475200000000000,4,10.04,9.89,10.05,9.66,10.05,9.71,9.95,9.95,0.0009,0.06,0.9
O:PLTR201016C00010500,2020-10-12,2020-10-16,PLTR,C,10.5,906,0.04,0.02,4.48,NO,0.02,0.25,0.01,0.1,0.04,0.01,198,1602475200000000000,4,10.04,9.89,10.05,9.66,10.05,9.71,9.95,9.95,0.0009,0.02,0.4
O:PLTR201016C00011000,2020-10-12,2020-10-16,PLTR,C,11.0,388,0.03,0.01,9.45,NO,0.02,0.2,0.01,0.1,0.03,0.01,97,1602475200000000000,4,10.04,9.89,10.05,9.66,10.05,9.71,9.95,9.95,0.0009,0.02,0.3
O:PLTR201016C00011500,2020-10-12,2020-10-16,PLTR,C,11.5,128,0.01,0.01,14.43,NO,0.02,0.15,0.01,0.1,0.02,0.01,29,1602475200000000000,4,10.04,9.89,10.05,9.66,10.05,9.71,9.95,9.95,0.0009,0.02,0.2
O:PLTR201016C00012000,2020-10-12,2020-10-16,PLTR,C,12.0,4,0.01,0.0,19.4,NO,0.0,0.05,0.0,0.0,0.01,0.0,2,1602475200000000000,4,10.04,9.89,10.05,9.66,10.05,9.71,9.95,9.95,0.0009,0.0,0.1
