ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,mid_price,high_yield_pct,implied_volatility,probability_itm
O:COST170106C00130000,2017-01-03,2017-01-06,COST,C,130.0,5,7.36,7.35,-19.25,YES,7.37,4.58,7.35,4.57,7.39,7.35,5,1483419600000000000,3,160.65,159.73,160.99,158.51,160.99,162.83,162.95,162.95,0.0065,7.37,4.59,,
O:COST170106C00144000,2017-01-03,2017-01-06,COST,C,144.0,2,3.84,3.84,-10.55,YES,3.84,2.39,3.84,2.39,3.84,3.84,1,1483419600000000000,3,160.65,159.73,160.99,158.51,160.99,162.83,162.95,162.95,0.0065,3.84,2.39,,
O:COST170106C00146000,2017-01-03,2017-01-06,COST,C,146.0,2,3.34,3.34,-9.31,YES,3.34,2.07,3.34,2.07,3.34,3.34,1,1483419600000000000,3,160.65,159.73,160.99,158.51,160.99,162.83,162.95,162.95,0.0065,3.34,2.07,,
O:COST170106C00150000,2017-01-03,2017-01-06,COST,C,150.0,5,2.31,2.31,-6.83,YES,2.31,1.43,2.31,1.43,2.31,2.31,1,1483419600000000000,3,160.65,159.73,160.99,158.51,160.99,162.83,162.95,162.95,0.0065,2.31,1.43,,
O:COST170106C00155000,2017-01-03,2017-01-06,COST,C,155.0,1,1.12,1.12,-3.72,YES,1.12,0.7,1.12,0.7,1.12,1.12,1,1483419600000000000,3,160.65,159.73,160.99,158.51,160.99,162.83,162.95,162.95,0.0065,1.12,0.7,,
O:COST170106C00157500,2017-01-03,2017-01-06,COST,C,157.5,28,0.8,0.68,-2.17,YES,0.74,0.46,0.68,0.42,0.8,0.68,10,1483419600000000000,3,160.65,159.73,160.99,158.51,160.99,162.83,162.95,162.95,0.0065,0.74,0.5,,
O:COST170106C00160000,2017-01-03,2017-01-06,COST,C,160.0,155,0.43,0.4,-0.61,YES,0.37,0.23,0.28,0.17,0.46,0.28,40,1483419600000000000,3,160.65,159.73,160.99,158.51,160.99,162.83,162.95,162.95,0.0065,0.37,0.29,,
O:COST170106C00162500,2017-01-03,2017-01-06,COST,C,162.5,2931,0.17,0.17,0.94,YES,0.19,0.12,0.11,0.07,0.27,0.11,56,1483419600000000000,3,160.65,159.73,160.99,158.51,160.99,162.83,162.95,162.95,0.0065,0.19,0.17,0.1144,0.184
O:COST170106C00165000,2017-01-03,2017-01-06,COST,C,165.0,3051,0.06,0.06,2.49,NO,0.04,0.03,0.03,0.02,0.06,0.03,56,1483419600000000000,3,160.65,159.73,160.99,158.51,160.99,162.83,162.95,162.95,0.0065,0.04,0.04,0.1704,0.0551
O:COST170106C00167500,2017-01-03,2017-01-06,COST,C,167.5,35,0.01,0.0,4.04,NO,0.0,0.0,0.0,0.0,0.01,0.0,6,1483419600000000000,3,160.65,159.73,160.99,158.51,160.99,162.83,162.95,162.95,0.0065,0.0,0.01,,
O:COST170106C00170000,2017-01-03,2017-01-06,COST,C,170.0,15,0.0,0.0,5.6,NO,0.0,0.0,0.0,0.0,0.0,0.0,1,1483419600000000000,3,160.65,159.73,160.99,158.51,160.99,162.83,162.95,162.95,0.0065,0.0,0.0,,
O:COST170113C00150000,2017-01-09,2017-01-13,COST,C,150.0,2,3.0,3.0,-7.68,YES,3.0,1.85,3.0,1.85,3.0,3.0,1,1483938000000000000,4,162.33,160.97,162.48,160.72,162.48,161.86,162.13,162.13,0.0065,3.0,1.85,,
O:COST170113C00152500,2017-01-09,2017-01-13,COST,C,152.5,20,2.16,2.14,-6.14,YES,2.15,1.32,2.14,1.32,2.16,2.14,3,1483938000000000000,4,162.33,160.97,162.48,160.72,162.48,161.86,162.13,162.13,0.0065,2.15,1.33,,
O:COST170113C00155000,2017-01-09,2017-01-13,COST,C,155.0,29,1.62,1.56,-4.6,YES,1.62,0.99,1.55,0.95,1.68,1.55,5,1483938000000000000,4,162.33,160.97,162.48,160.72,162.48,161.86,162.13,162.13,0.0065,1.62,1.03,,
O:COST170113C00157500,2017-01-09,2017-01-13,COST,C,157.5,4,1.23,0.99,-3.06,YES,1.07,0.66,0.91,0.56,1.23,0.91,4,1483938000000000000,4,162.33,160.97,162.48,160.72,162.48,161.86,162.13,162.13,0.0065,1.07,0.76,,
O:COST170113C00160000,2017-01-09,2017-01-13,COST,C,160.0,11,0.67,0.48,-1.53,YES,0.57,0.35,0.48,0.3,0.67,0.48,4,1483938000000000000,4,162.33,160.97,162.48,160.72,162.48,161.86,162.13,162.13,0.0065,0.57,0.41,,
O:COST170113C00162500,2017-01-09,2017-01-13,COST,C,162.5,350,0.3,0.16,0.01,NO,0.23,0.14,0.16,0.1,0.3,0.16,53,1483938000000000000,4,162.33,160.97,162.48,160.72,162.48,161.86,162.13,162.13,0.0065,0.23,0.18,0.0242,0.4913
O:COST170113C00165000,2017-01-09,2017-01-13,COST,C,165.0,508,0.08,0.04,1.55,NO,0.06,0.04,0.04,0.02,0.09,0.04,8,1483938000000000000,4,162.33,160.97,162.48,160.72,162.48,161.86,162.13,162.13,0.0065,0.06,0.06,0.0933,0.0578
O:COST170113C00167500,2017-01-09,2017-01-13,COST,C,167.5,514,0.03,0.02,3.09,NO,0.02,0.01,0.01,0.01,0.03,0.01,3,1483938000000000000,4,162.33,160.97,162.48,160.72,162.48,161.86,162.13,162.13,0.0065,0.02,0.02,0.1436,0.0213
O:COST170113C00170000,2017-01-09,2017-01-13,COST,C,170.0,7,0.01,0.01,4.63,NO,0.01,0.01,0.01,0.01,0.01,0.01,2,1483938000000000000,4,162.33,160.97,162.48,160.72,162.48,161.86,162.13,162.13,0.0065,0.01,0.01,0.1834,0.0091
O:COST170120C00080000,2017-01-17,2017-01-20,COST,C,80.0,1,20.98,20.98,-51.29,YES,20.98,12.77,20.98,12.77,20.98,20.98,1,1484629200000000000,3,161.85,163.81,164.25,161.67,164.25,164.24,164.77,164.77,0.0065,20.98,12.77,,
O:COST170120C00100000,2017-01-17,2017-01-20,COST,C,100.0,6,15.86,15.8,-39.12,YES,15.83,9.64,15.8,9.62,15.86,15.8,2,1484629200000000000,3,161.85,163.81,164.25,161.67,164.25,164.24,164.77,164.77,0.0065,15.83,9.66,,
O:COST170120C00120000,2017-01-17,2017-01-20,COST,C,120.0,1,10.94,10.94,-26.94,YES,10.94,6.66,10.94,6.66,10.94,10.94,1,1484629200000000000,3,161.85,163.81,164.25,161.67,164.25,164.24,164.77,164.77,0.0065,10.94,6.66,,
O:COST170120C00130000,2017-01-17,2017-01-20,COST,C,130.0,15,8.5,8.5,-20.85,YES,8.5,5.18,8.5,5.18,8.5,8.5,1,1484629200000000000,3,161.85,163.81,164.25,161.67,164.25,164.24,164.77,164.77,0.0065,8.5,5.18,,
O:COST170120C00135000,2017-01-17,2017-01-20,COST,C,135.0,2,6.85,6.85,-17.81,YES,6.85,4.17,6.85,4.17,6.85,6.85,1,1484629200000000000,3,161.85,163.81,164.25,161.67,164.25,164.24,164.77,164.77,0.0065,6.85,4.17,,
O:COST170120C00140000,2017-01-17,2017-01-20,COST,C,140.0,3,5.86,6.04,-14.76,YES,5.95,3.62,5.86,3.57,6.04,5.86,2,1484629200000000000,3,161.85,163.81,164.25,161.67,164.25,164.24,164.77,164.77,0.0065,5.95,3.68,,
O:COST170120C00145000,2017-01-17,2017-01-20,COST,C,145.0,37,4.56,4.65,-11.72,YES,4.64,2.82,4.56,2.78,4.71,4.56,3,1484629200000000000,3,161.85,163.81,164.25,161.67,164.25,164.24,164.77,164.77,0.0065,4.64,2.87,,
O:COST170120C00150000,2017-01-17,2017-01-20,COST,C,150.0,183,3.12,3.46,-8.68,YES,3.33,2.03,3.12,1.9,3.54,3.12,24,1484629200000000000,3,161.85,163.81,164.25,161.67,164.25,164.24,164.77,164.77,0.0065,3.33,2.16,,
O:COST170120C00155000,2017-01-17,2017-01-20,COST,C,155.0,235,2.06,2.2,-5.63,YES,2.18,1.33,2.06,1.25,2.3,2.06,39,1484629200000000000,3,161.85,163.81,164.25,161.67,164.25,164.24,164.77,164.77,0.0065,2.18,1.4,,
O:COST170120C00157500,2017-01-17,2017-01-20,COST,C,157.5,7,1.49,1.64,-4.11,YES,1.56,0.95,1.49,0.91,1.64,1.49,2,1484629200000000000,3,161.85,163.81,164.25,161.67,164.25,164.24,164.77,164.77,0.0065,1.56,1.0,,
O:COST170120C00160000,2017-01-17,2017-01-20,COST,C,160.0,356,0.58,1.0,-2.59,YES,0.82,0.5,0.55,0.33,1.08,0.55,83,1484629200000000000,3,161.85,163.81,164.25,161.67,164.25,164.24,164.77,164.77,0.0065,0.82,0.66,,
O:COST170120C00162500,2017-01-17,2017-01-20,COST,C,162.5,134,0.22,0.46,-1.07,YES,0.58,0.36,0.22,0.13,0.95,0.22,37,1484629200000000000,3,161.85,163.81,164.25,161.67,164.25,164.24,164.77,164.77,0.0065,0.58,0.58,,
O:COST170120C00165000,2017-01-17,2017-01-20,COST,C,165.0,788,0.34,0.13,0.46,NO,0.33,0.2,0.07,0.04,0.6,0.07,113,1484629200000000000,3,161.85,163.81,164.25,161.67,164.25,164.24,164.77,164.77,0.0065,0.33,0.37,0.0663,0.226
O:COST170120C00167500,2017-01-17,2017-01-20,COST,C,167.5,60,0.03,0.02,1.98,NO,0.03,0.02,0.02,0.01,0.04,0.02,16,1484629200000000000,3,161.85,163.81,164.25,161.67,164.25,164.24,164.77,164.77,0.0065,0.03,0.02,0.1146,0.0296
O:COST170120C00170000,2017-01-17,2017-01-20,COST,C,170.0,74,0.02,0.01,3.5,NO,0.01,0.01,0.0,0.0,0.02,0.0,8,1484629200000000000,3,161.85,163.81,164.25,161.67,164.25,164.24,164.77,164.77,0.0065,0.01,0.01,0.1667,0.0113
O:COST170120C00172500,2017-01-17,2017-01-20,COST,C,172.5,10,0.02,0.0,5.02,NO,0.01,0.01,0.0,0.0,0.02,0.0,2,1484629200000000000,3,161.85,163.81,164.25,161.67,164.25,164.24,164.77,164.77,0.0065,0.01,0.01,0.2268767243289118,0.0084166054006178
O:COST170120C00175000,2017-01-17,2017-01-20,COST,C,175.0,1,0.0,0.0,6.54,NO,0.0,0.0,0.0,0.0,0.0,0.0,1,1484629200000000000,3,161.85,163.81,164.25,161.67,164.25,164.24,164.77,164.77,0.0065,0.0,0.0,,
O:COST170120C00180000,2017-01-17,2017-01-20,COST,C,180.0,10,0.0,0.0,9.59,NO,0.0,0.0,0.0,0.0,0.0,0.0,1,1484629200000000000,3,161.85,163.81,164.25,161.67,164.25,164.24,164.77,164.77,0.0065,0.0,0.0,,
O:COST170120C00185000,2017-01-17,2017-01-20,COST,C,185.0,3,0.01,0.01,12.63,NO,0.01,0.01,0.01,0.01,0.01,0.01,3,1484629200000000000,3,161.85,163.81,164.25,161.67,164.25,164.24,164.77,164.77,0.0065,0.01,0.01,0.4963,0.0038
O:COST170127C00149000,2017-01-23,2017-01-27,COST,C,149.0,2,3.78,3.78,-9.34,YES,3.78,2.3,3.78,2.3,3.78,3.78,1,1485147600000000000,4,164.05,163.01,164.35,162.17,164.35,162.06,164.58,164.58,0.0065,3.78,2.3,,
O:COST170127C00150000,2017-01-23,2017-01-27,COST,C,150.0,5,3.5,3.5,-8.73,YES,3.5,2.13,3.5,2.13,3.5,3.5,1,1485147600000000000,4,164.05,163.01,164.35,162.17,164.35,162.06,164.58,164.58,0.0065,3.5,2.13,,
O:COST170127C00152500,2017-01-23,2017-01-27,COST,C,152.5,6,2.9,2.9,-7.21,YES,2.9,1.76,2.9,1.76,2.9,2.9,1,1485147600000000000,4,164.05,163.01,164.35,162.17,164.35,162.06,164.58,164.58,0.0065,2.9,1.76,,
O:COST170127C00155000,2017-01-23,2017-01-27,COST,C,155.0,2,2.28,2.28,-5.69,YES,2.28,1.39,2.28,1.39,2.28,2.28,1,1485147600000000000,4,164.05,163.01,164.35,162.17,164.35,162.06,164.58,164.58,0.0065,2.28,1.39,,
O:COST170127C00157500,2017-01-23,2017-01-27,COST,C,157.5,1,1.44,1.44,-4.17,YES,1.44,0.88,1.44,0.88,1.44,1.44,1,1485147600000000000,4,164.05,163.01,164.35,162.17,164.35,162.06,164.58,164.58,0.0065,1.44,0.88,,
O:COST170127C00160000,2017-01-23,2017-01-27,COST,C,160.0,51,0.99,0.8,-2.65,YES,0.88,0.54,0.78,0.47,0.99,0.78,11,1485147600000000000,4,164.05,163.01,164.35,162.17,164.35,162.06,164.58,164.58,0.0065,0.88,0.6,,
O:COST170127C00162500,2017-01-23,2017-01-27,COST,C,162.5,138,0.5,0.37,-1.13,YES,0.4,0.25,0.31,0.19,0.5,0.31,23,1485147600000000000,4,164.05,163.01,164.35,162.17,164.35,162.06,164.58,164.58,0.0065,0.4,0.3,,
O:COST170127C00165000,2017-01-23,2017-01-27,COST,C,165.0,480,0.16,0.09,0.4,NO,0.14,0.09,0.07,0.04,0.21,0.07,79,1485147600000000000,4,164.05,163.01,164.35,162.17,164.35,162.06,164.58,164.58,0.0065,0.14,0.13,0.0451,0.2051
O:COST170127C00167500,2017-01-23,2017-01-27,COST,C,167.5,145,0.04,0.02,1.92,NO,0.02,0.02,0.01,0.01,0.04,0.01,15,1485147600000000000,4,164.05,163.01,164.35,162.17,164.35,162.06,164.58,164.58,0.0065,0.02,0.02,0.0966,0.0303
O:COST170127C00170000,2017-01-23,2017-01-27,COST,C,170.0,50,0.05,0.05,3.44,NO,0.05,0.03,0.05,0.03,0.05,0.05,2,1485147600000000000,4,164.05,163.01,164.35,162.17,164.35,162.06,164.58,164.58,0.0065,0.05,0.03,0.1827,0.0381
O:COST170203C00160000,2017-01-30,2017-02-03,COST,C,160.0,148,0.64,0.91,-2.01,YES,0.7,0.43,0.5,0.31,0.91,0.5,36,1485752400000000000,4,162.03,163.25,163.29,160.6,163.29,168.32,168.84,168.84,0.0065,0.7,0.56,,
O:COST170203C00162500,2017-01-30,2017-02-03,COST,C,162.5,1276,0.29,0.45,-0.48,YES,0.38,0.23,0.22,0.13,0.54,0.22,124,1485752400000000000,4,162.03,163.25,163.29,160.6,163.29,168.32,168.84,168.84,0.0065,0.38,0.33,,
O:COST170203C00165000,2017-01-30,2017-02-03,COST,C,165.0,273,0.1,0.16,1.05,YES,0.11,0.07,0.06,0.04,0.16,0.06,49,1485752400000000000,4,162.03,163.25,163.29,160.6,163.29,168.32,168.84,168.84,0.0065,0.11,0.1,0.1032,0.1677
O:COST170203C00167500,2017-01-30,2017-02-03,COST,C,167.5,275,0.03,0.04,2.58,YES,0.03,0.02,0.02,0.01,0.04,0.02,42,1485752400000000000,4,162.03,163.25,163.29,160.6,163.29,168.32,168.84,168.84,0.0065,0.03,0.02,0.1394,0.0403
O:COST170203C00170000,2017-01-30,2017-02-03,COST,C,170.0,73,0.01,0.01,4.11,NO,0.01,0.01,0.01,0.01,0.01,0.01,8,1485752400000000000,4,162.03,163.25,163.29,160.6,163.29,168.32,168.84,168.84,0.0065,0.01,0.01,0.1656,0.01
O:COST170203C00172500,2017-01-30,2017-02-03,COST,C,172.5,5,0.0,0.0,5.64,NO,0.0,0.0,0.0,0.0,0.0,0.0,1,1485752400000000000,4,162.03,163.25,163.29,160.6,163.29,168.32,168.84,168.84,0.0065,0.0,0.0,,
O:COST170203C00175000,2017-01-30,2017-02-03,COST,C,175.0,2,0.0,0.0,7.17,NO,0.0,0.0,0.0,0.0,0.0,0.0,1,1485752400000000000,4,162.03,163.25,163.29,160.6,163.29,168.32,168.84,168.84,0.0065,0.0,0.0,,
O:COST170210C00157500,2017-02-06,2017-02-10,COST,C,157.5,2,2.54,2.6,-6.35,YES,2.57,1.53,2.54,1.51,2.6,2.54,2,1486357200000000000,4,168.18,167.03,168.18,166.71,168.18,172.0,172.27,172.27,0.0066,2.57,1.55,,
O:COST170210C00160000,2017-02-06,2017-02-10,COST,C,160.0,2,1.94,1.94,-4.86,YES,1.94,1.15,1.94,1.15,1.94,1.94,1,1486357200000000000,4,168.18,167.03,168.18,166.71,168.18,172.0,172.27,172.27,0.0066,1.94,1.15,,
O:COST170210C00162500,2017-02-06,2017-02-10,COST,C,162.5,10,1.28,1.23,-3.38,YES,1.27,0.76,1.23,0.73,1.32,1.23,3,1486357200000000000,4,168.18,167.03,168.18,166.71,168.18,172.0,172.27,172.27,0.0066,1.27,0.78,,
O:COST170210C00165000,2017-02-06,2017-02-10,COST,C,165.0,181,0.74,0.65,-1.89,YES,0.68,0.4,0.62,0.37,0.74,0.62,26,1486357200000000000,4,168.18,167.03,168.18,166.71,168.18,172.0,172.27,172.27,0.0066,0.68,0.44,,
O:COST170210C00167500,2017-02-06,2017-02-10,COST,C,167.5,68,0.25,0.15,-0.4,YES,0.22,0.13,0.14,0.08,0.3,0.14,11,1486357200000000000,4,168.18,167.03,168.18,166.71,168.18,172.0,172.27,172.27,0.0066,0.22,0.18,,
O:COST170210C00170000,2017-02-06,2017-02-10,COST,C,170.0,286,0.05,0.03,1.08,YES,0.06,0.03,0.03,0.02,0.08,0.03,31,1486357200000000000,4,168.18,167.03,168.18,166.71,168.18,172.0,172.27,172.27,0.0066,0.06,0.05,0.0657,0.0595
O:COST170210C00172500,2017-02-06,2017-02-10,COST,C,172.5,25,0.02,0.02,2.57,NO,0.02,0.01,0.02,0.01,0.02,0.02,13,1486357200000000000,4,168.18,167.03,168.18,166.71,168.18,172.0,172.27,172.27,0.0066,0.02,0.01,0.1225,0.024
O:COST170210C00175000,2017-02-06,2017-02-10,COST,C,175.0,50,0.02,0.02,4.06,NO,0.02,0.01,0.02,0.01,0.02,0.02,1,1486357200000000000,4,168.18,167.03,168.18,166.71,168.18,172.0,172.27,172.27,0.0066,0.02,0.01,0.1792,0.0168
O:COST170210C00177500,2017-02-06,2017-02-10,COST,C,177.5,5,0.02,0.01,5.54,NO,0.02,0.01,0.01,0.01,0.02,0.01,5,1486357200000000000,4,168.18,167.03,168.18,166.71,168.18,172.0,172.27,172.27,0.0066,0.02,0.01,0.213,0.0076
O:COST170217C00160000,2017-02-13,2017-02-17,COST,C,160.0,7,2.82,2.97,-7.24,YES,2.91,1.69,2.82,1.63,3.0,2.82,5,1486962000000000000,4,172.49,171.96,172.49,170.78,172.49,175.86,176.5,176.5,0.0066,2.91,1.74,,
O:COST170217C00165000,2017-02-13,2017-02-17,COST,C,165.0,2075,1.7,1.73,-4.34,YES,1.6,0.93,1.45,0.84,1.75,1.45,76,1486962000000000000,4,172.49,171.96,172.49,170.78,172.49,175.86,176.5,176.5,0.0066,1.6,1.01,,
O:COST170217C00167500,2017-02-13,2017-02-17,COST,C,167.5,32,1.0,1.11,-2.89,YES,1.01,0.59,0.91,0.53,1.12,0.91,17,1486962000000000000,4,172.49,171.96,172.49,170.78,172.49,175.86,176.5,176.5,0.0066,1.01,0.65,,
O:COST170217C00170000,2017-02-13,2017-02-17,COST,C,170.0,479,0.6,0.54,-1.44,YES,0.52,0.3,0.43,0.25,0.61,0.43,43,1486962000000000000,4,172.49,171.96,172.49,170.78,172.49,175.86,176.5,176.5,0.0066,0.52,0.35,,
O:COST170217C00172500,2017-02-13,2017-02-17,COST,C,172.5,2183,0.16,0.17,0.01,YES,0.14,0.08,0.1,0.06,0.19,0.1,157,1486962000000000000,4,172.49,171.96,172.49,170.78,172.49,175.86,176.5,176.5,0.0066,0.14,0.11,0.0234,0.5018
O:COST170217C00175000,2017-02-13,2017-02-17,COST,C,175.0,327,0.06,0.03,1.46,YES,0.03,0.02,0.01,0.01,0.06,0.01,45,1486962000000000000,4,172.49,171.96,172.49,170.78,172.49,175.86,176.5,176.5,0.0066,0.03,0.03,0.0825,0.0477
O:COST170217C00177500,2017-02-13,2017-02-17,COST,C,177.5,20,0.03,0.02,2.9,NO,0.02,0.01,0.02,0.01,0.03,0.02,2,1486962000000000000,4,172.49,171.96,172.49,170.78,172.49,175.86,176.5,176.5,0.0066,0.02,0.02,0.1352,0.0214
O:COST170217C00190000,2017-02-13,2017-02-17,COST,C,190.0,1,0.02,0.02,10.15,NO,0.02,0.01,0.02,0.01,0.02,0.02,1,1486962000000000000,4,172.49,171.96,172.49,170.78,172.49,175.86,176.5,176.5,0.0066,0.02,0.01,0.385,0.0078
O:COST170224C00162500,2017-02-21,2017-02-24,COST,C,162.5,5,3.55,3.55,-8.19,YES,3.55,2.01,3.55,2.01,3.55,3.55,1,1487653200000000000,3,176.55,176.94,177.0,176.0,177.0,177.56,177.71,177.71,0.0066,3.55,2.01,,
O:COST170224C00165000,2017-02-21,2017-02-24,COST,C,165.0,1,2.88,2.88,-6.78,YES,2.88,1.63,2.88,1.63,2.88,2.88,1,1487653200000000000,3,176.55,176.94,177.0,176.0,177.0,177.56,177.71,177.71,0.0066,2.88,1.63,,
