ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry
O:COST190111C00182500,2019-01-07,2019-01-11,COST,C,12.17,3,6.31,6.31,6.31,6.31,1,1546837200000000000,4,205.52,207.0,209.12,203.54,209.12,210.51,211.25,211.25
O:COST190111C00185000,2019-01-07,2019-01-11,COST,C,12.33,2,5.7,5.7,5.7,5.7,1,1546837200000000000,4,205.52,207.0,209.12,203.54,209.12,210.51,211.25,211.25
O:COST190111C00190000,2019-01-07,2019-01-11,COST,C,12.67,8,4.21,4.32,4.32,4.21,2,1546837200000000000,4,205.52,207.0,209.12,203.54,209.12,210.51,211.25,211.25
O:COST190111C00192500,2019-01-07,2019-01-11,COST,C,12.83,3,3.2,3.2,3.2,3.2,1,1546837200000000000,4,205.52,207.0,209.12,203.54,209.12,210.51,211.25,211.25
O:COST190111C00195000,2019-01-07,2019-01-11,COST,C,13.0,6,2.62,3.0,3.0,2.61,3,1546837200000000000,4,205.52,207.0,209.12,203.54,209.12,210.51,211.25,211.25
O:COST190111C00197500,2019-01-07,2019-01-11,COST,C,13.17,5,2.05,2.05,2.05,2.05,1,1546837200000000000,4,205.52,207.0,209.12,203.54,209.12,210.51,211.25,211.25
O:COST190111C00200000,2019-01-07,2019-01-11,COST,C,13.33,32,1.55,2.02,2.23,1.55,8,1546837200000000000,4,205.52,207.0,209.12,203.54,209.12,210.51,211.25,211.25
O:COST190111C00202500,2019-01-07,2019-01-11,COST,C,13.5,184,1.2,1.85,1.85,0.92,26,1546837200000000000,4,205.52,207.0,209.12,203.54,209.12,210.51,211.25,211.25
O:COST190111C00205000,2019-01-07,2019-01-11,COST,C,13.67,157,0.74,1.12,1.38,0.56,65,1546837200000000000,4,205.52,207.0,209.12,203.54,209.12,210.51,211.25,211.25
O:COST190111C00207500,2019-01-07,2019-01-11,COST,C,13.83,376,0.46,0.7,0.95,0.32,87,1546837200000000000,4,205.52,207.0,209.12,203.54,209.12,210.51,211.25,211.25
O:COST190111C00210000,2019-01-07,2019-01-11,COST,C,14.0,827,0.31,0.4,0.61,0.18,166,1546837200000000000,4,205.52,207.0,209.12,203.54,209.12,210.51,211.25,211.25
O:COST190111C00212500,2019-01-07,2019-01-11,COST,C,14.17,168,0.15,0.2,0.35,0.08,47,1546837200000000000,4,205.52,207.0,209.12,203.54,209.12,210.51,211.25,211.25
O:COST190111C00215000,2019-01-07,2019-01-11,COST,C,14.33,57,0.07,0.13,0.18,0.04,24,1546837200000000000,4,205.52,207.0,209.12,203.54,209.12,210.51,211.25,211.25
O:COST190111C00217500,2019-01-07,2019-01-11,COST,C,14.5,60,0.03,0.06,0.07,0.02,25,1546837200000000000,4,205.52,207.0,209.12,203.54,209.12,210.51,211.25,211.25
O:COST190111C00220000,2019-01-07,2019-01-11,COST,C,14.67,81,0.04,0.02,0.04,0.02,8,1546837200000000000,4,205.52,207.0,209.12,203.54,209.12,210.51,211.25,211.25
O:COST190111C00232500,2019-01-07,2019-01-11,COST,C,15.5,1,0.04,0.04,0.04,0.04,1,1546837200000000000,4,205.52,207.0,209.12,203.54,209.12,210.51,211.25,211.25
O:COST190118C00120000,2019-01-14,2019-01-18,COST,C,8.0,12,22.53,22.53,22.53,22.53,2,1547442000000000000,4,209.47,209.0,210.65,208.16,210.65,213.59,214.16,214.16
O:COST190118C00150000,2019-01-14,2019-01-18,COST,C,10.0,7,14.95,14.67,14.95,14.67,3,1547442000000000000,4,209.47,209.0,210.65,208.16,210.65,213.59,214.16,214.16
O:COST190118C00155000,2019-01-14,2019-01-18,COST,C,10.33,4,13.57,13.57,13.57,13.57,3,1547442000000000000,4,209.47,209.0,210.65,208.16,210.65,213.59,214.16,214.16
O:COST190118C00158000,2019-01-14,2019-01-18,COST,C,10.53,15,12.89,12.64,12.89,12.64,6,1547442000000000000,4,209.47,209.0,210.65,208.16,210.65,213.59,214.16,214.16
O:COST190118C00160000,2019-01-14,2019-01-18,COST,C,10.67,3,12.35,12.08,12.35,12.08,2,1547442000000000000,4,209.47,209.0,210.65,208.16,210.65,213.59,214.16,214.16
O:COST190118C00163000,2019-01-14,2019-01-18,COST,C,10.87,15,11.47,11.47,11.47,11.47,2,1547442000000000000,4,209.47,209.0,210.65,208.16,210.65,213.59,214.16,214.16
O:COST190118C00170000,2019-01-14,2019-01-18,COST,C,11.33,14,10.0,9.81,10.0,9.81,4,1547442000000000000,4,209.47,209.0,210.65,208.16,210.65,213.59,214.16,214.16
O:COST190118C00175000,2019-01-14,2019-01-18,COST,C,11.67,4,8.75,8.75,8.75,8.75,2,1547442000000000000,4,209.47,209.0,210.65,208.16,210.65,213.59,214.16,214.16
O:COST190118C00178000,2019-01-14,2019-01-18,COST,C,11.87,1,7.75,7.75,7.75,7.75,1,1547442000000000000,4,209.47,209.0,210.65,208.16,210.65,213.59,214.16,214.16
O:COST190118C00180000,2019-01-14,2019-01-18,COST,C,12.0,4,7.5,7.5,7.5,7.5,2,1547442000000000000,4,209.47,209.0,210.65,208.16,210.65,213.59,214.16,214.16
O:COST190118C00183000,2019-01-14,2019-01-18,COST,C,12.2,1,6.65,6.65,6.65,6.65,1,1547442000000000000,4,209.47,209.0,210.65,208.16,210.65,213.59,214.16,214.16
