ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry
O:CSCO220107C00050000,2022-01-03,2022-01-07,CSCO,C,50.0,151,3.25,3.22,3.25,3.22,7,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00053000,2022-01-03,2022-01-07,CSCO,C,53.0,124,2.51,2.51,2.51,2.49,9,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00055000,2022-01-03,2022-01-07,CSCO,C,55.0,18697,1.97,2.02,2.04,1.92,86,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00056000,2022-01-03,2022-01-07,CSCO,C,56.0,1628,1.8,1.78,1.8,1.7,60,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00056500,2022-01-03,2022-01-07,CSCO,C,56.5,2,1.62,1.62,1.62,1.62,2,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00057000,2022-01-03,2022-01-07,CSCO,C,57.0,1954,1.45,1.51,1.52,1.44,61,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00057500,2022-01-03,2022-01-07,CSCO,C,57.5,4,1.32,1.42,1.42,1.32,3,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00058000,2022-01-03,2022-01-07,CSCO,C,58.0,1816,1.22,1.27,1.27,1.16,54,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00059000,2022-01-03,2022-01-07,CSCO,C,59.0,2325,0.97,1.02,1.02,0.94,60,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00059500,2022-01-03,2022-01-07,CSCO,C,59.5,185,0.88,0.86,0.88,0.85,7,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00060000,2022-01-03,2022-01-07,CSCO,C,60.0,2682,0.75,0.78,0.79,0.62,82,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00060500,2022-01-03,2022-01-07,CSCO,C,60.5,912,0.6,0.64,0.64,0.56,61,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00061000,2022-01-03,2022-01-07,CSCO,C,61.0,2498,0.52,0.53,0.54,0.42,76,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00061500,2022-01-03,2022-01-07,CSCO,C,61.5,124,0.32,0.43,0.43,0.29,7,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00062000,2022-01-03,2022-01-07,CSCO,C,62.0,172,0.29,0.28,0.33,0.18,48,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00062500,2022-01-03,2022-01-07,CSCO,C,62.5,747,0.2,0.18,0.23,0.1,125,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00063000,2022-01-03,2022-01-07,CSCO,C,63.0,1471,0.12,0.11,0.14,0.05,297,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00063500,2022-01-03,2022-01-07,CSCO,C,63.5,1295,0.06,0.06,0.09,0.03,351,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00064000,2022-01-03,2022-01-07,CSCO,C,64.0,1879,0.04,0.04,0.04,0.02,279,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00064500,2022-01-03,2022-01-07,CSCO,C,64.5,875,0.03,0.02,0.03,0.0,135,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00065000,2022-01-03,2022-01-07,CSCO,C,65.0,820,0.0,0.01,0.02,0.0,100,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00066000,2022-01-03,2022-01-07,CSCO,C,66.0,497,0.0,0.0,0.01,0.0,44,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00067000,2022-01-03,2022-01-07,CSCO,C,67.0,116,0.0,0.0,0.0,0.0,12,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00068000,2022-01-03,2022-01-07,CSCO,C,68.0,46,0.0,0.0,0.0,0.0,17,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
O:CSCO220107C00070000,2022-01-03,2022-01-07,CSCO,C,70.0,4,0.0,0.0,0.0,0.0,3,1641186000000000000,4,62.9,63.16,63.35,62.5,63.35,61.13,61.5,61.5
