ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,mid_price,high_yield_pct
O:CSCO180105C00034000,2018-01-02,2018-01-05,CSCO,C,34.0,5,1.14,1.14,-94.17,YES,1.14,2.93,1.14,2.93,1.14,1.14,1,1514869200000000000,3,38.67,38.86,38.95,38.43,38.95,39.53,39.88,39.88,0.0141,1.14,2.93
O:CSCO180105C00036000,2018-01-02,2018-01-05,CSCO,C,36.0,4,0.69,0.68,-93.84,YES,0.68,1.76,0.68,1.75,0.69,0.68,2,1514869200000000000,3,38.67,38.86,38.95,38.43,38.95,39.53,39.88,39.88,0.0141,0.68,1.77
O:CSCO180105C00036500,2018-01-02,2018-01-05,CSCO,C,36.5,1,0.6,0.6,-93.76,YES,0.6,1.54,0.6,1.54,0.6,0.6,1,1514869200000000000,3,38.67,38.86,38.95,38.43,38.95,39.53,39.88,39.88,0.0141,0.6,1.54
O:CSCO180105C00037000,2018-01-02,2018-01-05,CSCO,C,37.0,225,0.44,0.47,-93.66,YES,0.44,1.12,0.39,1.0,0.48,0.39,29,1514869200000000000,3,38.67,38.86,38.95,38.43,38.95,39.53,39.88,39.88,0.0141,0.44,1.23
O:CSCO180105C00037500,2018-01-02,2018-01-05,CSCO,C,37.5,15,0.34,0.34,-93.58,YES,0.34,0.87,0.34,0.87,0.34,0.34,2,1514869200000000000,3,38.67,38.86,38.95,38.43,38.95,39.53,39.88,39.88,0.0141,0.34,0.87
O:CSCO180105C00038000,2018-01-02,2018-01-05,CSCO,C,38.0,168,0.18,0.21,-93.5,YES,0.18,0.46,0.14,0.36,0.22,0.14,16,1514869200000000000,3,38.67,38.86,38.95,38.43,38.95,39.53,39.88,39.88,0.0141,0.18,0.56
O:CSCO180105C00038500,2018-01-02,2018-01-05,CSCO,C,38.5,433,0.04,0.1,-93.4,YES,0.08,0.21,0.04,0.1,0.12,0.04,34,1514869200000000000,3,38.67,38.86,38.95,38.43,38.95,39.53,39.88,39.88,0.0141,0.08,0.31
O:CSCO180105C00039000,2018-01-02,2018-01-05,CSCO,C,39.0,1200,0.02,0.02,-93.32,YES,0.02,0.06,0.01,0.03,0.04,0.01,27,1514869200000000000,3,38.67,38.86,38.95,38.43,38.95,39.53,39.88,39.88,0.0141,0.02,0.1
O:CSCO180105C00039500,2018-01-02,2018-01-05,CSCO,C,39.5,211,0.01,0.01,-93.25,YES,0.0,0.01,0.0,0.0,0.01,0.0,9,1514869200000000000,3,38.67,38.86,38.95,38.43,38.95,39.53,39.88,39.88,0.0141,0.0,0.03
O:CSCO180105C00040000,2018-01-02,2018-01-05,CSCO,C,40.0,106,0.0,0.0,-93.15,YES,0.0,0.0,0.0,0.0,0.0,0.0,3,1514869200000000000,3,38.67,38.86,38.95,38.43,38.95,39.53,39.88,39.88,0.0141,0.0,0.0
O:CSCO180105C00042000,2018-01-02,2018-01-05,CSCO,C,42.0,57,0.0,0.0,-92.81,YES,0.0,0.0,0.0,0.0,0.0,0.0,12,1514869200000000000,3,38.67,38.86,38.95,38.43,38.95,39.53,39.88,39.88,0.0141,0.0,0.0
O:CSCO180105C00043000,2018-01-02,2018-01-05,CSCO,C,43.0,1,0.0,0.0,-92.63,YES,0.0,0.0,0.0,0.0,0.0,0.0,1,1514869200000000000,3,38.67,38.86,38.95,38.43,38.95,39.53,39.88,39.88,0.0141,0.0,0.0
O:CSCO180112C00036000,2018-01-08,2018-01-12,CSCO,C,36.0,10,0.88,0.88,-93.99,YES,0.88,2.2,0.88,2.2,0.88,0.88,7,1515387600000000000,4,39.52,39.94,39.96,39.35,39.96,40.87,40.93,40.93,0.0141,0.88,2.2
O:CSCO180112C00036500,2018-01-08,2018-01-12,CSCO,C,36.5,20,0.76,0.76,-93.92,YES,0.76,1.9,0.76,1.9,0.76,0.76,1,1515387600000000000,4,39.52,39.94,39.96,39.35,39.96,40.87,40.93,40.93,0.0141,0.76,1.9
O:CSCO180112C00037000,2018-01-08,2018-01-12,CSCO,C,37.0,5,0.72,0.72,-93.82,YES,0.72,1.8,0.72,1.8,0.72,0.72,1,1515387600000000000,4,39.52,39.94,39.96,39.35,39.96,40.87,40.93,40.93,0.0141,0.72,1.8
O:CSCO180112C00038000,2018-01-08,2018-01-12,CSCO,C,38.0,1007,0.43,0.47,-93.67,YES,0.45,1.14,0.43,1.08,0.48,0.43,60,1515387600000000000,4,39.52,39.94,39.96,39.35,39.96,40.87,40.93,40.93,0.0141,0.45,1.2
O:CSCO180112C00038500,2018-01-08,2018-01-12,CSCO,C,38.5,25,0.26,0.34,-93.57,YES,0.3,0.75,0.26,0.65,0.34,0.26,4,1515387600000000000,4,39.52,39.94,39.96,39.35,39.96,40.87,40.93,40.93,0.0141,0.3,0.85
O:CSCO180112C00039000,2018-01-08,2018-01-12,CSCO,C,39.0,475,0.15,0.24,-93.49,YES,0.2,0.49,0.15,0.38,0.24,0.15,11,1515387600000000000,4,39.52,39.94,39.96,39.35,39.96,40.87,40.93,40.93,0.0141,0.2,0.6
O:CSCO180112C00039500,2018-01-08,2018-01-12,CSCO,C,39.5,266,0.08,0.14,-93.42,YES,0.1,0.25,0.06,0.15,0.14,0.06,22,1515387600000000000,4,39.52,39.94,39.96,39.35,39.96,40.87,40.93,40.93,0.0141,0.1,0.35
O:CSCO180112C00040000,2018-01-08,2018-01-12,CSCO,C,40.0,2013,0.04,0.06,-93.32,YES,0.04,0.1,0.02,0.05,0.06,0.02,115,1515387600000000000,4,39.52,39.94,39.96,39.35,39.96,40.87,40.93,40.93,0.0141,0.04,0.15
O:CSCO180112C00040500,2018-01-08,2018-01-12,CSCO,C,40.5,1691,0.01,0.02,-93.24,YES,0.02,0.04,0.01,0.03,0.02,0.01,30,1515387600000000000,4,39.52,39.94,39.96,39.35,39.96,40.87,40.93,40.93,0.0141,0.02,0.05
O:CSCO180112C00041000,2018-01-08,2018-01-12,CSCO,C,41.0,96,0.0,0.0,-93.17,YES,0.0,0.01,0.0,0.0,0.01,0.0,10,1515387600000000000,4,39.52,39.94,39.96,39.35,39.96,40.87,40.93,40.93,0.0141,0.0,0.03
O:CSCO180119C00013000,2018-01-16,2018-01-19,CSCO,C,13.0,22,6.99,6.9,-97.89,YES,6.94,16.87,6.9,16.76,6.99,6.9,2,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,6.94,16.98
O:CSCO180119C00020000,2018-01-16,2018-01-19,CSCO,C,20.0,21,5.14,5.15,-96.77,YES,5.14,12.5,5.14,12.49,5.15,5.14,2,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,5.14,12.51
O:CSCO180119C00023000,2018-01-16,2018-01-19,CSCO,C,23.0,10,4.47,4.39,-96.28,YES,4.43,10.76,4.39,10.67,4.47,4.39,3,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,4.43,10.86
O:CSCO180119C00025000,2018-01-16,2018-01-19,CSCO,C,25.0,5,4.0,4.0,-95.94,YES,4.0,9.72,4.0,9.72,4.0,4.0,1,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,4.0,9.72
O:CSCO180119C00027000,2018-01-16,2018-01-19,CSCO,C,27.0,1,3.48,3.48,-95.63,YES,3.48,8.45,3.48,8.45,3.48,3.48,1,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,3.48,8.45
O:CSCO180119C00029000,2018-01-16,2018-01-19,CSCO,C,29.0,10,2.99,2.99,-95.31,YES,2.99,7.26,2.99,7.26,2.99,2.99,5,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,2.99,7.26
O:CSCO180119C00030000,2018-01-16,2018-01-19,CSCO,C,30.0,83,2.72,2.64,-95.14,YES,2.66,6.47,2.58,6.27,2.75,2.58,28,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,2.66,6.68
O:CSCO180119C00032000,2018-01-16,2018-01-19,CSCO,C,32.0,4,2.16,2.12,-94.83,YES,2.14,5.2,2.12,5.15,2.16,2.12,3,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,2.14,5.25
O:CSCO180119C00033000,2018-01-16,2018-01-19,CSCO,C,33.0,21,2.02,1.86,-94.66,YES,1.94,4.71,1.86,4.52,2.02,1.86,4,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,1.94,4.91
O:CSCO180119C00034000,2018-01-16,2018-01-19,CSCO,C,34.0,12,1.69,1.6,-94.48,YES,1.64,4.0,1.6,3.89,1.69,1.6,3,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,1.64,4.11
O:CSCO180119C00035000,2018-01-16,2018-01-19,CSCO,C,35.0,199,1.45,1.39,-94.34,YES,1.42,3.45,1.33,3.23,1.51,1.33,26,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,1.42,3.67
O:CSCO180119C00036000,2018-01-16,2018-01-19,CSCO,C,36.0,33,1.24,1.1,-94.17,YES,1.16,2.83,1.09,2.65,1.24,1.09,6,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,1.16,3.01
O:CSCO180119C00037000,2018-01-16,2018-01-19,CSCO,C,37.0,387,0.99,0.89,-94.0,YES,0.94,2.27,0.86,2.09,1.01,0.86,51,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,0.94,2.45
O:CSCO180119C00037500,2018-01-16,2018-01-19,CSCO,C,37.5,77,0.79,0.74,-93.93,YES,0.76,1.86,0.74,1.8,0.79,0.74,6,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,0.76,1.92
O:CSCO180119C00038000,2018-01-16,2018-01-19,CSCO,C,38.0,314,0.74,0.62,-93.85,YES,0.7,1.69,0.61,1.48,0.78,0.61,35,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,0.7,1.9
O:CSCO180119C00038500,2018-01-16,2018-01-19,CSCO,C,38.5,62,0.63,0.53,-93.76,YES,0.56,1.37,0.5,1.21,0.63,0.5,15,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,0.56,1.53
O:CSCO180119C00039000,2018-01-16,2018-01-19,CSCO,C,39.0,699,0.49,0.39,-93.68,YES,0.44,1.08,0.37,0.9,0.52,0.37,62,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,0.44,1.26
O:CSCO180119C00039500,2018-01-16,2018-01-19,CSCO,C,39.5,353,0.35,0.24,-93.61,YES,0.32,0.79,0.24,0.58,0.41,0.24,36,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,0.32,1.0
O:CSCO180119C00040000,2018-01-16,2018-01-19,CSCO,C,40.0,1045,0.25,0.16,-93.51,YES,0.22,0.52,0.14,0.34,0.29,0.14,111,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,0.22,0.7
O:CSCO180119C00040500,2018-01-16,2018-01-19,CSCO,C,40.5,1093,0.14,0.07,-93.44,YES,0.1,0.26,0.05,0.12,0.16,0.05,51,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,0.1,0.39
O:CSCO180119C00041000,2018-01-16,2018-01-19,CSCO,C,41.0,6085,0.06,0.03,-93.37,YES,0.06,0.13,0.02,0.05,0.09,0.02,228,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,0.06,0.22
O:CSCO180119C00041500,2018-01-16,2018-01-19,CSCO,C,41.5,390,0.02,0.01,-93.27,YES,0.02,0.06,0.01,0.02,0.04,0.01,36,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,0.02,0.1
O:CSCO180119C00042000,2018-01-16,2018-01-19,CSCO,C,42.0,1016,0.02,0.0,-93.2,YES,0.01,0.02,0.0,0.0,0.02,0.0,51,1516078800000000000,3,40.9,40.54,41.16,40.32,41.16,41.29,41.52,41.52,0.0141,0.01,0.05
O:CSCO180126C00037000,2018-01-22,2018-01-26,CSCO,C,37.0,10,1.09,1.09,-94.07,YES,1.09,2.62,1.09,2.62,1.09,1.09,2,1516597200000000000,4,41.2,41.66,41.66,41.02,41.66,42.56,42.56,42.56,0.0141,1.09,2.62
O:CSCO180126C00037500,2018-01-22,2018-01-26,CSCO,C,37.5,5,0.93,0.93,-94.0,YES,0.93,2.23,0.93,2.23,0.93,0.93,1,1516597200000000000,4,41.2,41.66,41.66,41.02,41.66,42.56,42.56,42.56,0.0141,0.93,2.23
O:CSCO180126C00039000,2018-01-22,2018-01-26,CSCO,C,39.0,109,0.57,0.62,-93.76,YES,0.6,1.43,0.56,1.34,0.63,0.56,8,1516597200000000000,4,41.2,41.66,41.66,41.02,41.66,42.56,42.56,42.56,0.0141,0.6,1.51
O:CSCO180126C00040000,2018-01-22,2018-01-26,CSCO,C,40.0,73,0.32,0.41,-93.59,YES,0.36,0.86,0.31,0.74,0.41,0.31,12,1516597200000000000,4,41.2,41.66,41.66,41.02,41.66,42.56,42.56,42.56,0.0141,0.36,0.98
O:CSCO180126C00040500,2018-01-22,2018-01-26,CSCO,C,40.5,16,0.28,0.29,-93.52,YES,0.28,0.68,0.28,0.67,0.29,0.28,3,1516597200000000000,4,41.2,41.66,41.66,41.02,41.66,42.56,42.56,42.56,0.0141,0.28,0.7
O:CSCO180126C00041000,2018-01-22,2018-01-26,CSCO,C,41.0,84,0.13,0.18,-93.45,YES,0.16,0.37,0.13,0.31,0.18,0.13,20,1516597200000000000,4,41.2,41.66,41.66,41.02,41.66,42.56,42.56,42.56,0.0141,0.16,0.43
O:CSCO180126C00041500,2018-01-22,2018-01-26,CSCO,C,41.5,2341,0.07,0.09,-93.35,YES,0.06,0.16,0.04,0.1,0.09,0.04,81,1516597200000000000,4,41.2,41.66,41.66,41.02,41.66,42.56,42.56,42.56,0.0141,0.06,0.22
O:CSCO180126C00042000,2018-01-22,2018-01-26,CSCO,C,42.0,1757,0.02,0.04,-93.28,YES,0.02,0.06,0.01,0.02,0.04,0.01,56,1516597200000000000,4,41.2,41.66,41.66,41.02,41.66,42.56,42.56,42.56,0.0141,0.02,0.1
O:CSCO180126C00042500,2018-01-22,2018-01-26,CSCO,C,42.5,123,0.01,0.01,-93.21,YES,0.01,0.02,0.01,0.02,0.01,0.01,4,1516597200000000000,4,41.2,41.66,41.66,41.02,41.66,42.56,42.56,42.56,0.0141,0.01,0.02
O:CSCO180126C00043000,2018-01-22,2018-01-26,CSCO,C,43.0,5,0.0,0.0,-93.11,YES,0.0,0.0,0.0,0.0,0.0,0.0,1,1516597200000000000,4,41.2,41.66,41.66,41.02,41.66,42.56,42.56,42.56,0.0141,0.0,0.0
