ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry
O:CSCO200110C00042500,2020-01-06,2020-01-10,CSCO,C,2.83,1,1.25,1.25,1.25,1.25,1,1578286800000000000,4,47.14,47.8,47.82,47.01,47.82,47.13,47.56,47.56
O:CSCO200110C00043500,2020-01-06,2020-01-10,CSCO,C,2.9,26,0.92,0.92,0.92,0.92,1,1578286800000000000,4,47.14,47.8,47.82,47.01,47.82,47.13,47.56,47.56
O:CSCO200110C00045000,2020-01-06,2020-01-10,CSCO,C,3.0,15,0.56,0.68,0.68,0.56,6,1578286800000000000,4,47.14,47.8,47.82,47.01,47.82,47.13,47.56,47.56
O:CSCO200110C00045500,2020-01-06,2020-01-10,CSCO,C,3.03,56,0.46,0.52,0.56,0.46,6,1578286800000000000,4,47.14,47.8,47.82,47.01,47.82,47.13,47.56,47.56
O:CSCO200110C00046000,2020-01-06,2020-01-10,CSCO,C,3.07,841,0.34,0.46,0.46,0.34,48,1578286800000000000,4,47.14,47.8,47.82,47.01,47.82,47.13,47.56,47.56
O:CSCO200110C00046500,2020-01-06,2020-01-10,CSCO,C,3.1,108,0.23,0.34,0.34,0.23,24,1578286800000000000,4,47.14,47.8,47.82,47.01,47.82,47.13,47.56,47.56
O:CSCO200110C00047000,2020-01-06,2020-01-10,CSCO,C,3.13,332,0.14,0.23,0.24,0.14,66,1578286800000000000,4,47.14,47.8,47.82,47.01,47.82,47.13,47.56,47.56
O:CSCO200110C00047500,2020-01-06,2020-01-10,CSCO,C,3.17,1981,0.09,0.14,0.14,0.08,133,1578286800000000000,4,47.14,47.8,47.82,47.01,47.82,47.13,47.56,47.56
O:CSCO200110C00048000,2020-01-06,2020-01-10,CSCO,C,3.2,1697,0.05,0.08,0.08,0.04,233,1578286800000000000,4,47.14,47.8,47.82,47.01,47.82,47.13,47.56,47.56
O:CSCO200110C00048500,2020-01-06,2020-01-10,CSCO,C,3.23,872,0.02,0.03,0.04,0.02,84,1578286800000000000,4,47.14,47.8,47.82,47.01,47.82,47.13,47.56,47.56
