ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,mid_price,high_yield_pct,implied_volatility,probability_itm
O:QCOM170217C00055000,2017-01-17,2017-02-17,QCOM,C,55.0,3,12.0,11.98,-17.87,YES,11.99,17.9,11.98,17.89,12.0,11.98,3,1484629200000000000,31,Monthly,66.71,64.19,66.97,63.15,66.97,56.46,56.94,56.94,0.0065,11.99,17.92,0.0,1.0
O:QCOM170217C00060000,2017-01-17,2017-02-17,QCOM,C,60.0,56,6.2,4.95,-10.41,NO,5.44,8.12,4.67,6.97,6.2,4.67,13,1484629200000000000,31,Monthly,66.71,64.19,66.97,63.15,66.97,56.46,56.94,56.94,0.0065,5.44,9.26,,
O:QCOM170217C00062500,2017-01-17,2017-02-17,QCOM,C,62.5,62,4.87,2.85,-6.67,NO,3.97,5.93,2.85,4.26,5.09,2.85,15,1484629200000000000,31,Monthly,66.71,64.19,66.97,63.15,66.97,56.46,56.94,56.94,0.0065,3.97,7.6,,
O:QCOM170217C00065000,2017-01-17,2017-02-17,QCOM,C,65.0,779,3.12,1.7,-2.94,NO,2.41,3.6,1.57,2.34,3.25,1.57,150,1484629200000000000,31,Monthly,66.71,64.19,66.97,63.15,66.97,56.46,56.94,56.94,0.0065,2.41,4.85,0.15,0.75
O:QCOM170217C00067500,2017-01-17,2017-02-17,QCOM,C,67.5,751,1.82,0.83,0.79,NO,1.28,1.92,0.72,1.08,1.85,0.72,126,1484629200000000000,31,Monthly,66.71,64.19,66.97,63.15,66.97,56.46,56.94,56.94,0.0065,1.28,2.76,0.14,0.42
O:QCOM170217C00070000,2017-01-17,2017-02-17,QCOM,C,70.0,418,0.85,0.35,4.52,NO,0.6,0.9,0.35,0.52,0.85,0.35,72,1484629200000000000,31,Monthly,66.71,64.19,66.97,63.15,66.97,56.46,56.94,56.94,0.0065,0.6,1.27,0.17,0.18
O:QCOM170217C00072500,2017-01-17,2017-02-17,QCOM,C,72.5,237,0.35,0.14,8.26,NO,0.24,0.37,0.14,0.21,0.35,0.14,55,1484629200000000000,31,Monthly,66.71,64.19,66.97,63.15,66.97,56.46,56.94,56.94,0.0065,0.24,0.52,0.19,0.08
O:QCOM170217C00075000,2017-01-17,2017-02-17,QCOM,C,75.0,6,0.1,0.05,11.99,NO,0.08,0.11,0.05,0.07,0.1,0.05,3,1484629200000000000,31,Monthly,66.71,64.19,66.97,63.15,66.97,56.46,56.94,56.94,0.0065,0.08,0.15,0.21,0.03
O:QCOM170217C00077500,2017-01-17,2017-02-17,QCOM,C,77.5,5,0.02,0.02,15.72,NO,0.02,0.03,0.02,0.03,0.02,0.02,1,1484629200000000000,31,Monthly,66.71,64.19,66.97,63.15,66.97,56.46,56.94,56.94,0.0065,0.02,0.03,0.22,0.01
O:QCOM170217C00060000,2017-01-18,2017-02-17,QCOM,C,60.0,47,4.9,5.57,-9.21,NO,5.6,8.47,4.9,7.41,6.3,4.9,9,1484715600000000000,30,Monthly,64.67,65.13,66.09,63.81,66.09,56.46,56.94,56.94,0.0065,5.6,9.53,,
O:QCOM170217C00062500,2017-01-18,2017-02-17,QCOM,C,62.5,39,3.15,3.59,-5.43,NO,3.68,5.56,3.15,4.77,4.2,3.15,12,1484715600000000000,30,Monthly,64.67,65.13,66.09,63.81,66.09,56.46,56.94,56.94,0.0065,3.68,6.35,0.0,1.0
O:QCOM170217C00065000,2017-01-18,2017-02-17,QCOM,C,65.0,428,1.9,2.09,-1.65,NO,2.18,3.3,1.77,2.68,2.59,1.77,122,1484715600000000000,30,Monthly,64.67,65.13,66.09,63.81,66.09,56.46,56.94,56.94,0.0065,2.18,3.92,0.19,0.61
O:QCOM170217C00067500,2017-01-18,2017-02-17,QCOM,C,67.5,1306,1.07,1.0,2.13,NO,1.12,1.69,0.93,1.41,1.3,0.93,117,1484715600000000000,30,Monthly,64.67,65.13,66.09,63.81,66.09,56.46,56.94,56.94,0.0065,1.12,1.97,0.21,0.35
O:QCOM170217C00070000,2017-01-18,2017-02-17,QCOM,C,70.0,165,0.37,0.42,5.92,NO,0.48,0.73,0.37,0.56,0.6,0.37,39,1484715600000000000,30,Monthly,64.67,65.13,66.09,63.81,66.09,56.46,56.94,56.94,0.0065,0.48,0.91,0.22,0.17
O:QCOM170217C00072500,2017-01-18,2017-02-17,QCOM,C,72.5,41,0.21,0.15,9.7,NO,0.18,0.26,0.14,0.21,0.21,0.14,11,1484715600000000000,30,Monthly,64.67,65.13,66.09,63.81,66.09,56.46,56.94,56.94,0.0065,0.18,0.32,0.22,0.07
O:QCOM170217C00075000,2017-01-18,2017-02-17,QCOM,C,75.0,160,0.05,0.05,13.48,NO,0.06,0.1,0.05,0.08,0.08,0.05,8,1484715600000000000,30,Monthly,64.67,65.13,66.09,63.81,66.09,56.46,56.94,56.94,0.0065,0.06,0.12,0.23,0.03
O:QCOM170217C00050000,2017-01-19,2017-02-17,QCOM,C,50.0,50,15.24,15.24,-23.55,YES,15.24,23.3,15.24,23.3,15.24,15.24,2,1484802000000000000,29,Monthly,64.97,64.44,65.4,64.36,65.4,56.46,56.94,56.94,0.0065,15.24,23.3,,
O:QCOM170217C00060000,2017-01-19,2017-02-17,QCOM,C,60.0,28,5.65,5.07,-8.26,NO,5.36,8.2,5.07,7.75,5.65,5.07,10,1484802000000000000,29,Monthly,64.97,64.44,65.4,64.36,65.4,56.46,56.94,56.94,0.0065,5.36,8.64,,
O:QCOM170217C00062500,2017-01-19,2017-02-17,QCOM,C,62.5,92,3.56,3.2,-4.43,NO,3.38,5.17,3.2,4.89,3.56,3.2,25,1484802000000000000,29,Monthly,64.97,64.44,65.4,64.36,65.4,56.46,56.94,56.94,0.0065,3.38,5.44,0.17,0.83
O:QCOM170217C00065000,2017-01-19,2017-02-17,QCOM,C,65.0,208,2.1,1.73,-0.61,NO,1.9,2.91,1.7,2.6,2.1,1.7,80,1484802000000000000,29,Monthly,64.97,64.44,65.4,64.36,65.4,56.46,56.94,56.94,0.0065,1.9,3.21,0.21,0.53
O:QCOM170217C00067500,2017-01-19,2017-02-17,QCOM,C,67.5,410,0.99,0.78,3.21,NO,0.9,1.37,0.77,1.18,1.02,0.77,89,1484802000000000000,29,Monthly,64.97,64.44,65.4,64.36,65.4,56.46,56.94,56.94,0.0065,0.9,1.56,0.22,0.29
O:QCOM170217C00070000,2017-01-19,2017-02-17,QCOM,C,70.0,63,0.42,0.33,7.03,NO,0.38,0.59,0.33,0.5,0.44,0.33,18,1484802000000000000,29,Monthly,64.97,64.44,65.4,64.36,65.4,56.46,56.94,56.94,0.0065,0.38,0.67,0.23,0.14
