ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,implied_volatility,probability_itm
O:AMZN170113C00670000,2017-01-09,2017-01-13,AMZN,C,33.5,10.0,2.59,2.57,-15.93,YES,2.57,7.67,2.57,7.67,2.59,2.57,4.0,1483938000000000000,4.0,Weekly,39.85,39.85,39.85,39.85,39.85,39.85,40.09,39.85,0.0065,,
O:AMZN170113C00710000,2017-01-09,2017-01-13,AMZN,C,35.5,1.0,1.8,1.8,-10.92,YES,1.8,5.07,1.8,5.07,1.8,1.8,1.0,1483938000000000000,4.0,Weekly,39.85,39.85,39.85,39.85,39.85,39.85,40.09,39.85,0.0065,,
O:AMZN170113C00720000,2017-01-09,2017-01-13,AMZN,C,36.0,1.0,1.65,1.65,-9.66,YES,1.65,4.58,1.65,4.58,1.65,1.65,1.0,1483938000000000000,4.0,Weekly,39.85,39.85,39.85,39.85,39.85,39.85,40.09,39.85,0.0065,,
O:AMZN170113C00725000,2017-01-09,2017-01-13,AMZN,C,36.25,1.0,1.49,1.49,-9.03,YES,1.49,4.11,1.49,4.11,1.49,1.49,1.0,1483938000000000000,4.0,Weekly,39.85,39.85,39.85,39.85,39.85,39.85,40.09,39.85,0.0065,,
O:AMZN170113C00730000,2017-01-09,2017-01-13,AMZN,C,36.5,2.0,1.39,1.39,-8.41,YES,1.39,3.81,1.39,3.81,1.39,1.39,1.0,1483938000000000000,4.0,Weekly,39.85,39.85,39.85,39.85,39.85,39.85,40.09,39.85,0.0065,,
O:AMZN170113C00735000,2017-01-09,2017-01-13,AMZN,C,36.75,13.0,1.26,1.3,-7.78,YES,1.3,3.54,1.26,3.43,1.3,1.26,2.0,1483938000000000000,4.0,Weekly,39.85,39.85,39.85,39.85,39.85,39.85,40.09,39.85,0.0065,,
O:AMZN170113C00740000,2017-01-09,2017-01-13,AMZN,C,37.0,22.0,1.24,1.19,-7.15,YES,1.19,3.22,1.16,3.14,1.24,1.16,9.0,1483938000000000000,4.0,Weekly,39.85,39.85,39.85,39.85,39.85,39.85,40.09,39.85,0.0065,,
O:AMZN170113C00747500,2017-01-09,2017-01-13,AMZN,C,37.38,16.0,1.04,1.04,-6.2,YES,1.04,2.78,0.97,2.6,1.07,0.97,10.0,1483938000000000000,4.0,Weekly,39.85,39.85,39.85,39.85,39.85,39.85,40.09,39.85,0.0065,,
O:AMZN170113C00750000,2017-01-09,2017-01-13,AMZN,C,37.5,21.0,1.03,0.98,-5.9,YES,0.98,2.61,0.89,2.37,1.03,0.89,8.0,1483938000000000000,4.0,Weekly,39.85,39.85,39.85,39.85,39.85,39.85,40.09,39.85,0.0065,,
O:AMZN170113C00755000,2017-01-09,2017-01-13,AMZN,C,37.75,15.0,0.79,0.9,-5.27,YES,0.9,2.38,0.79,2.09,0.9,0.79,6.0,1483938000000000000,4.0,Weekly,39.85,39.85,39.85,39.85,39.85,39.85,40.09,39.85,0.0065,,
