ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,mid_price,high_yield_pct,implied_volatility,probability_itm
O:ADBE170120C00055000,2017-01-17,2017-01-20,ADBE,C,55.0,1,13.09,13.09,-49.1,YES,13.09,12.11,13.09,12.11,13.09,13.09,1,1484629200000000000,3,107.79,108.0,108.05,107.06,108.05,110.71,110.81,110.81,0.0065,13.09,12.11,,
O:ADBE170120C00060000,2017-01-17,2017-01-20,ADBE,C,60.0,2,11.88,11.91,-44.47,YES,11.9,11.01,11.88,10.99,11.91,11.88,2,1484629200000000000,3,107.79,108.0,108.05,107.06,108.05,110.71,110.81,110.81,0.0065,11.9,11.02,,
O:ADBE170120C00080000,2017-01-17,2017-01-20,ADBE,C,80.0,10,6.9,6.9,-25.96,YES,6.9,6.39,6.9,6.39,6.9,6.9,1,1484629200000000000,3,107.79,108.0,108.05,107.06,108.05,110.71,110.81,110.81,0.0065,6.9,6.39,,
O:ADBE170120C00085000,2017-01-17,2017-01-20,ADBE,C,85.0,1,5.59,5.59,-21.33,YES,5.59,5.17,5.59,5.17,5.59,5.59,1,1484629200000000000,3,107.79,108.0,108.05,107.06,108.05,110.71,110.81,110.81,0.0065,5.59,5.17,,
O:ADBE170120C00087500,2017-01-17,2017-01-20,ADBE,C,87.5,1,5.06,5.06,-19.02,YES,5.06,4.68,5.06,4.68,5.06,5.06,1,1484629200000000000,3,107.79,108.0,108.05,107.06,108.05,110.71,110.81,110.81,0.0065,5.06,4.68,,
O:ADBE170120C00090000,2017-01-17,2017-01-20,ADBE,C,90.0,2,4.42,4.42,-16.71,YES,4.42,4.09,4.42,4.09,4.42,4.42,1,1484629200000000000,3,107.79,108.0,108.05,107.06,108.05,110.71,110.81,110.81,0.0065,4.42,4.09,,
O:ADBE170120C00095000,2017-01-17,2017-01-20,ADBE,C,95.0,72,3.08,3.16,-12.08,YES,3.12,2.89,3.08,2.85,3.16,3.08,2,1484629200000000000,3,107.79,108.0,108.05,107.06,108.05,110.71,110.81,110.81,0.0065,3.12,2.92,,
O:ADBE170120C00097500,2017-01-17,2017-01-20,ADBE,C,97.5,96,2.51,2.43,-9.76,YES,2.47,2.29,2.43,2.25,2.51,2.43,3,1484629200000000000,3,107.79,108.0,108.05,107.06,108.05,110.71,110.81,110.81,0.0065,2.47,2.32,,
O:ADBE170120C00100000,2017-01-17,2017-01-20,ADBE,C,100.0,94,2.1,1.92,-7.45,YES,1.95,1.8,1.8,1.67,2.1,1.8,12,1484629200000000000,3,107.79,108.0,108.05,107.06,108.05,110.71,110.81,110.81,0.0065,1.95,1.94,,
O:ADBE170120C00105000,2017-01-17,2017-01-20,ADBE,C,105.0,98,0.67,0.78,-2.82,YES,0.68,0.62,0.57,0.53,0.78,0.57,38,1484629200000000000,3,107.79,108.0,108.05,107.06,108.05,110.71,110.81,110.81,0.0065,0.68,0.72,,
O:ADBE170120C00110000,2017-01-17,2017-01-20,ADBE,C,110.0,1053,0.06,0.04,1.8,YES,0.04,0.04,0.02,0.02,0.06,0.02,52,1484629200000000000,3,107.79,108.0,108.05,107.06,108.05,110.71,110.81,110.81,0.0065,0.04,0.06,0.1327,0.0683
O:ADBE170120C00115000,2017-01-17,2017-01-20,ADBE,C,115.0,142,0.01,0.0,6.43,NO,0.0,0.0,0.0,0.0,0.01,0.0,19,1484629200000000000,3,107.79,108.0,108.05,107.06,108.05,110.71,110.81,110.81,0.0065,0.0,0.01,,
O:ADBE170120C00120000,2017-01-17,2017-01-20,ADBE,C,120.0,15,0.0,0.0,11.06,NO,0.0,0.0,0.0,0.0,0.0,0.0,10,1484629200000000000,3,107.79,108.0,108.05,107.06,108.05,110.71,110.81,110.81,0.0065,0.0,0.0,,
O:ADBE170217C00100000,2017-02-13,2017-02-17,ADBE,C,100.0,1,4.25,4.25,-15.21,YES,4.25,3.6,4.25,3.6,4.25,4.25,1,1486962000000000000,4,117.03,117.65,117.94,116.2,117.94,119.67,119.72,119.72,0.0066,4.25,3.6,,
O:ADBE170217C00105000,2017-02-13,2017-02-17,ADBE,C,105.0,1,3.2,3.2,-10.97,YES,3.2,2.71,3.2,2.71,3.2,3.2,1,1486962000000000000,4,117.03,117.65,117.94,116.2,117.94,119.67,119.72,119.72,0.0066,3.2,2.71,,
O:ADBE170217C00110000,2017-02-13,2017-02-17,ADBE,C,110.0,434,1.78,1.98,-6.73,YES,1.8,1.53,1.62,1.37,1.98,1.62,9,1486962000000000000,4,117.03,117.65,117.94,116.2,117.94,119.67,119.72,119.72,0.0066,1.8,1.68,,
O:ADBE170217C00115000,2017-02-13,2017-02-17,ADBE,C,115.0,135,0.56,0.72,-2.49,YES,0.61,0.52,0.46,0.39,0.76,0.46,41,1486962000000000000,4,117.03,117.65,117.94,116.2,117.94,119.67,119.72,119.72,0.0066,0.61,0.64,,
O:ADBE170217C00120000,2017-02-13,2017-02-17,ADBE,C,120.0,19,0.04,0.03,1.75,NO,0.04,0.03,0.03,0.03,0.04,0.03,6,1486962000000000000,4,117.03,117.65,117.94,116.2,117.94,119.67,119.72,119.72,0.0066,0.04,0.03,0.1031,0.0545
O:ADBE170317C00100000,2017-03-13,2017-03-17,ADBE,C,100.0,1,5.28,5.28,-18.01,YES,5.28,4.33,5.28,4.33,5.28,5.28,1,1489377600000000000,4,121.11,121.8,121.96,120.89,121.96,127.01,130.3,130.3,0.0079,5.28,4.33,,
O:ADBE170317C00110000,2017-03-13,2017-03-17,ADBE,C,110.0,407,2.9,2.9,-9.81,YES,2.87,2.35,2.84,2.33,2.9,2.84,28,1489377600000000000,4,121.11,121.8,121.96,120.89,121.96,127.01,130.3,130.3,0.0079,2.87,2.38,,
O:ADBE170317C00115000,2017-03-13,2017-03-17,ADBE,C,115.0,77,1.72,1.74,-5.71,YES,1.72,1.41,1.68,1.38,1.75,1.68,16,1489377600000000000,4,121.11,121.8,121.96,120.89,121.96,127.01,130.3,130.3,0.0079,1.72,1.43,,
O:ADBE170317C00120000,2017-03-13,2017-03-17,ADBE,C,120.0,407,0.76,0.85,-1.61,YES,0.93,0.76,0.76,0.62,1.1,0.76,80,1489377600000000000,4,121.11,121.8,121.96,120.89,121.96,127.01,130.3,130.3,0.0079,0.93,0.9,,
O:ADBE170317C00125000,2017-03-13,2017-03-17,ADBE,C,125.0,694,0.24,0.3,2.49,YES,0.24,0.2,0.18,0.15,0.31,0.18,134,1489377600000000000,4,121.11,121.8,121.96,120.89,121.96,127.01,130.3,130.3,0.0079,0.24,0.25,0.2491,0.1701
