ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,implied_volatility,probability_itm,mid_price,high_yield_pct
O:NVDA170217C00060000,2017-01-17,2017-02-17,NVDA,C,1.5,4.0,43.6,41.6,-41.86,YES,42.6,1651.16,41.6,1612.4,43.6,41.6,2.0,1484629200000000000,31.0,Monthly,2.58,2.53,2.58,2.51,2.58,2.68,2.69,2.69,0.0065,,,42.6,1689.92
O:NVDA170217C00070000,2017-01-17,2017-02-17,NVDA,C,1.75,4.0,31.2,31.2,-32.17,YES,31.2,1209.3,31.2,1209.3,31.2,31.2,1.0,1484629200000000000,31.0,Monthly,2.58,2.53,2.58,2.51,2.58,2.68,2.69,2.69,0.0065,,,31.2,1209.3
O:NVDA170217C00075000,2017-01-17,2017-02-17,NVDA,C,1.88,2.0,27.6,27.6,-27.13,YES,27.6,1069.77,27.6,1069.77,27.6,27.6,1.0,1484629200000000000,31.0,Monthly,2.58,2.53,2.58,2.51,2.58,2.68,2.69,2.69,0.0065,,,27.6,1069.77
O:NVDA170217C00080000,2017-01-17,2017-02-17,NVDA,C,2.0,17.0,22.8,21.6,-22.48,YES,22.2,860.47,21.6,837.21,22.8,21.6,4.0,1484629200000000000,31.0,Monthly,2.58,2.53,2.58,2.51,2.58,2.68,2.69,2.69,0.0065,,,22.2,883.72
O:NVDA170217C00085000,2017-01-17,2017-02-17,NVDA,C,2.12,39.0,19.2,17.2,-17.83,YES,18.2,705.43,17.2,666.67,19.2,17.2,7.0,1484629200000000000,31.0,Monthly,2.58,2.53,2.58,2.51,2.58,2.68,2.69,2.69,0.0065,,,18.2,744.19
O:NVDA170217C00090000,2017-01-17,2017-02-17,NVDA,C,2.25,95.0,15.2,13.2,-12.79,YES,14.0,542.64,12.8,496.12,15.2,12.8,21.0,1484629200000000000,31.0,Monthly,2.58,2.53,2.58,2.51,2.58,2.68,2.69,2.69,0.0065,,,14.0,589.15
O:NVDA170217C00095000,2017-01-17,2017-02-17,NVDA,C,2.38,83.0,10.8,10.0,-7.75,YES,10.2,395.35,9.6,372.09,10.8,9.6,18.0,1484629200000000000,31.0,Monthly,2.58,2.53,2.58,2.51,2.58,2.68,2.69,2.69,0.0065,,,10.2,418.6
O:NVDA170217C00100000,2017-01-17,2017-02-17,NVDA,C,2.5,1447.0,8.8,6.8,-3.1,YES,7.8,302.33,6.8,263.57,8.8,6.8,174.0,1484629200000000000,31.0,Monthly,2.58,2.53,2.58,2.51,2.58,2.68,2.69,2.69,0.0065,,,7.8,341.09
O:NVDA170217C00105000,2017-01-17,2017-02-17,NVDA,C,2.62,830.0,6.0,4.8,1.55,YES,4.8,186.05,3.6,139.53,6.0,3.6,167.0,1484629200000000000,31.0,Monthly,2.58,2.53,2.58,2.51,2.58,2.68,2.69,2.69,0.0065,,,4.8,232.56
O:NVDA170217C00110000,2017-01-17,2017-02-17,NVDA,C,2.75,890.0,4.0,3.2,6.59,NO,3.0,116.28,2.0,77.52,4.0,2.0,171.0,1484629200000000000,31.0,Monthly,2.58,2.53,2.58,2.51,2.58,2.68,2.69,2.69,0.0065,,,3.0,155.04
