Date,Close/Last,Volume,Open,High,Low
01/02/2026,$83.47,8382494,$80.84,$84.58,$79.62
12/31/2025,$79.30,5754044,$79.96,$80.39,$78.77
12/30/2025,$79.89,7561660,$80.18,$82.89,$79.65
12/29/2025,$80.51,7400508,$79.245,$83.0357,$79.1228
12/26/2025,$81.27,6140584,$82.39,$82.50,$79.7101
12/24/2025,$82.64,6401505,$82.72,$83.045,$79.86
12/23/2025,$82.73,9394652,$84.80,$85.57,$81.02
12/22/2025,$87.00,10721210,$87.74,$91.20,$86.43
12/19/2025,$86.13,13856850,$82.435,$86.30,$82.43
12/18/2025,$80.99,10406190,$82.74,$84.47,$80.08
12/17/2025,$79.20,10977800,$82.88,$85.74,$79.08
12/16/2025,$83.00,15029150,$77.86,$83.50,$77.3302
12/15/2025,$75.46,15025000,$83.85,$84.18,$74.7335
12/12/2025,$83.47,13857950,$89.53,$91.30,$82.03
12/11/2025,$88.57,11154540,$85.85,$89.26,$83.3301
12/10/2025,$88.41,9329303,$87.34,$89.55,$85.0501
12/09/2025,$88.88,14569960,$83.23,$89.98,$81.7601
12/08/2025,$83.96,10024650,$86.945,$87.41,$81.34
12/05/2025,$85.62,10474070,$86.09,$86.66,$83.14
12/04/2025,$87.46,14235390,$83.98,$88.27,$83.20
12/03/2025,$86.29,21053740,$78.39,$86.59,$75.97
12/02/2025,$77.44,16633750,$78.40,$80.7299,$77.18
12/01/2025,$75.94,18852720,$77.49,$79.8399,$75.23
11/28/2025,$79.93,22254900,$75.31,$81.48,$74.02
11/26/2025,$72.64,15840760,$71.15,$73.29,$68.86
11/25/2025,$70.11,12630930,$69.14,$70.11,$68.0519
11/24/2025,$72.74,15679720,$72.00,$73.43,$69.61
11/21/2025,$71.33,19456250,$66.925,$72.33,$66.14
11/20/2025,$66.93,20369400,$71.29,$71.405,$64.92
11/19/2025,$69.72,28886490,$76.49,$76.60,$67.55
11/18/2025,$76.60,16437560,$75.62,$78.15,$75.0429
11/17/2025,$76.59,23753300,$81.79,$81.90,$75.10
11/14/2025,$81.89,37549570,$83.50,$85.05,$81.50
11/13/2025,$82.34,52219440,$86.02,$88.42,$81.38
11/12/2025,$86.30,39011270,$93.85,$95.52,$85.86
11/11/2025,$98.30,8745289,$102.05,$102.49,$97.95
