ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry
O:QQQ180112C00121000,2018-01-08,2018-01-12,QQQ,C,8.07,10,10.37,10.37,10.37,10.37,1,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00140000,2018-01-08,2018-01-12,QQQ,C,9.33,4,5.5,5.61,5.61,5.5,2,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00148000,2018-01-08,2018-01-12,QQQ,C,9.87,2,3.61,3.61,3.61,3.61,2,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00148500,2018-01-08,2018-01-12,QQQ,C,9.9,1,3.48,3.48,3.48,3.48,1,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00151000,2018-01-08,2018-01-12,QQQ,C,10.07,41,2.78,2.86,2.86,2.78,2,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00152500,2018-01-08,2018-01-12,QQQ,C,10.17,13,2.39,2.47,2.47,2.39,2,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00153000,2018-01-08,2018-01-12,QQQ,C,10.2,5,2.39,2.37,2.39,2.37,3,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00153500,2018-01-08,2018-01-12,QQQ,C,10.23,2,2.25,2.25,2.25,2.25,1,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00154000,2018-01-08,2018-01-12,QQQ,C,10.27,317,2.06,2.15,2.15,2.06,12,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00155000,2018-01-08,2018-01-12,QQQ,C,10.33,379,1.8,1.92,1.92,1.8,21,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00156000,2018-01-08,2018-01-12,QQQ,C,10.4,11,1.5,1.64,1.64,1.5,6,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00156500,2018-01-08,2018-01-12,QQQ,C,10.43,38,1.38,1.5,1.5,1.38,9,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00157000,2018-01-08,2018-01-12,QQQ,C,10.47,707,1.3,1.39,1.41,1.25,28,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00157500,2018-01-08,2018-01-12,QQQ,C,10.5,11,1.12,1.2,1.2,1.12,2,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00158000,2018-01-08,2018-01-12,QQQ,C,10.53,73,1.0,1.15,1.16,1.0,27,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00158500,2018-01-08,2018-01-12,QQQ,C,10.57,57,1.0,1.01,1.03,0.98,7,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00159000,2018-01-08,2018-01-12,QQQ,C,10.6,215,0.78,0.9,0.91,0.76,19,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00159500,2018-01-08,2018-01-12,QQQ,C,10.63,69,0.7,0.72,0.74,0.68,14,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00160000,2018-01-08,2018-01-12,QQQ,C,10.67,1146,0.54,0.68,0.68,0.54,93,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00160500,2018-01-08,2018-01-12,QQQ,C,10.7,90,0.48,0.55,0.56,0.44,24,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00161000,2018-01-08,2018-01-12,QQQ,C,10.73,654,0.35,0.45,0.48,0.34,103,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00161500,2018-01-08,2018-01-12,QQQ,C,10.77,2431,0.3,0.35,0.37,0.26,163,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00162000,2018-01-08,2018-01-12,QQQ,C,10.8,8215,0.21,0.26,0.29,0.19,448,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00162500,2018-01-08,2018-01-12,QQQ,C,10.83,5210,0.14,0.19,0.21,0.13,338,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00163000,2018-01-08,2018-01-12,QQQ,C,10.87,2491,0.11,0.14,0.15,0.1,171,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00163500,2018-01-08,2018-01-12,QQQ,C,10.9,1930,0.06,0.09,0.1,0.06,127,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00164000,2018-01-08,2018-01-12,QQQ,C,10.93,2589,0.05,0.06,0.07,0.04,156,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00165000,2018-01-08,2018-01-12,QQQ,C,11.0,2167,0.02,0.02,0.03,0.02,58,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00166000,2018-01-08,2018-01-12,QQQ,C,11.07,801,0.01,0.01,0.01,0.01,17,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00167000,2018-01-08,2018-01-12,QQQ,C,11.13,176,0.0,0.0,0.01,0.0,13,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00168000,2018-01-08,2018-01-12,QQQ,C,11.2,5250,0.0,0.0,0.0,0.0,43,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180112C00169000,2018-01-08,2018-01-12,QQQ,C,11.27,1,0.0,0.0,0.0,0.0,1,1515387600000000000,4,161.9,162.55,162.63,161.86,162.63,164.49,164.66,164.66
O:QQQ180126C00135000,2018-01-22,2018-01-26,QQQ,C,9.0,950,7.9,8.3,8.3,7.9,21,1516597200000000000,4,166.27,168.12,168.12,166.09,168.12,170.93,170.95,170.95
O:QQQ180126C00145000,2018-01-22,2018-01-26,QQQ,C,9.67,5,5.5,5.68,5.68,5.5,2,1516597200000000000,4,166.27,168.12,168.12,166.09,168.12,170.93,170.95,170.95
O:QQQ180126C00146000,2018-01-22,2018-01-26,QQQ,C,9.73,2,5.14,5.38,5.38,5.14,2,1516597200000000000,4,166.27,168.12,168.12,166.09,168.12,170.93,170.95,170.95
O:QQQ180126C00150000,2018-01-22,2018-01-26,QQQ,C,10.0,12,4.32,4.41,4.41,4.31,3,1516597200000000000,4,166.27,168.12,168.12,166.09,168.12,170.93,170.95,170.95
O:QQQ180126C00152000,2018-01-22,2018-01-26,QQQ,C,10.13,2,3.92,3.92,3.92,3.92,1,1516597200000000000,4,166.27,168.12,168.12,166.09,168.12,170.93,170.95,170.95
O:QQQ180126C00153500,2018-01-22,2018-01-26,QQQ,C,10.23,2,3.53,3.53,3.53,3.53,1,1516597200000000000,4,166.27,168.12,168.12,166.09,168.12,170.93,170.95,170.95
O:QQQ180126C00154000,2018-01-22,2018-01-26,QQQ,C,10.27,1,3.34,3.34,3.34,3.34,1,1516597200000000000,4,166.27,168.12,168.12,166.09,168.12,170.93,170.95,170.95
O:QQQ180126C00155000,2018-01-22,2018-01-26,QQQ,C,10.33,364,2.82,3.26,3.26,2.82,35,1516597200000000000,4,166.27,168.12,168.12,166.09,168.12,170.93,170.95,170.95
O:QQQ180126C00155500,2018-01-22,2018-01-26,QQQ,C,10.37,2,3.03,3.03,3.03,3.03,1,1516597200000000000,4,166.27,168.12,168.12,166.09,168.12,170.93,170.95,170.95
O:QQQ180126C00156000,2018-01-22,2018-01-26,QQQ,C,10.4,5,2.82,2.92,2.92,2.82,4,1516597200000000000,4,166.27,168.12,168.12,166.09,168.12,170.93,170.95,170.95
O:QQQ180126C00156500,2018-01-22,2018-01-26,QQQ,C,10.43,3,2.44,2.8,2.8,2.44,2,1516597200000000000,4,166.27,168.12,168.12,166.09,168.12,170.93,170.95,170.95
O:QQQ180126C00157000,2018-01-22,2018-01-26,QQQ,C,10.47,8,2.42,2.68,2.68,2.42,5,1516597200000000000,4,166.27,168.12,168.12,166.09,168.12,170.93,170.95,170.95
