ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,mid_price,high_yield_pct
O:QQQ160108C00095000,2016-01-04,2016-01-08,QQQ,C,95.0,7,3.33,3.33,,NO,3.33,,3.33,,3.33,3.33,1,1451883600000000000,4,,,,,,,,,0.0034,3.33,
O:QQQ160108C00099000,2016-01-04,2016-01-08,QQQ,C,99.0,4,2.41,2.41,,NO,2.41,,2.41,,2.41,2.41,3,1451883600000000000,4,,,,,,,,,0.0034,2.41,
O:QQQ160108C00100000,2016-01-04,2016-01-08,QQQ,C,100.0,61,2.09,2.09,,NO,2.09,,2.09,,2.09,2.09,3,1451883600000000000,4,,,,,,,,,0.0034,2.09,
O:QQQ160108C00101000,2016-01-04,2016-01-08,QQQ,C,101.0,14,2.03,1.85,,NO,1.94,,1.85,,2.03,1.85,2,1451883600000000000,4,,,,,,,,,0.0034,1.94,
O:QQQ160108C00102000,2016-01-04,2016-01-08,QQQ,C,102.0,60,1.59,1.62,,NO,1.6,,1.59,,1.62,1.59,3,1451883600000000000,4,,,,,,,,,0.0034,1.6,
O:QQQ160108C00102500,2016-01-04,2016-01-08,QQQ,C,102.5,21,1.46,1.46,,NO,1.46,,1.46,,1.46,1.46,1,1451883600000000000,4,,,,,,,,,0.0034,1.46,
O:QQQ160108C00103000,2016-01-04,2016-01-08,QQQ,C,103.0,29,1.5,1.38,,NO,1.46,,1.38,,1.54,1.38,6,1451883600000000000,4,,,,,,,,,0.0034,1.46,
O:QQQ160108C00104000,2016-01-04,2016-01-08,QQQ,C,104.0,84,1.14,1.31,,NO,1.23,,1.14,,1.31,1.14,6,1451883600000000000,4,,,,,,,,,0.0034,1.23,
O:QQQ160108C00104500,2016-01-04,2016-01-08,QQQ,C,104.5,6,1.12,1.12,,NO,1.12,,1.12,,1.12,1.12,2,1451883600000000000,4,,,,,,,,,0.0034,1.12,
O:QQQ160108C00105000,2016-01-04,2016-01-08,QQQ,C,105.0,65,1.12,1.12,,NO,1.04,,0.96,,1.12,0.96,5,1451883600000000000,4,,,,,,,,,0.0034,1.04,
O:QQQ160108C00105500,2016-01-04,2016-01-08,QQQ,C,105.5,8,0.89,0.9,,NO,0.86,,0.81,,0.9,0.81,8,1451883600000000000,4,,,,,,,,,0.0034,0.86,
O:QQQ160108C00106000,2016-01-04,2016-01-08,QQQ,C,106.0,97,0.94,0.78,,NO,0.83,,0.72,,0.94,0.72,14,1451883600000000000,4,,,,,,,,,0.0034,0.83,
O:QQQ160108C00106500,2016-01-04,2016-01-08,QQQ,C,106.5,14,0.76,0.69,,NO,0.72,,0.69,,0.76,0.69,6,1451883600000000000,4,,,,,,,,,0.0034,0.72,
O:QQQ160108C00107000,2016-01-04,2016-01-08,QQQ,C,107.0,368,0.72,0.74,,NO,0.63,,0.52,,0.74,0.52,52,1451883600000000000,4,,,,,,,,,0.0034,0.63,
O:QQQ160108C00107500,2016-01-04,2016-01-08,QQQ,C,107.5,1051,0.62,0.68,,NO,0.57,,0.45,,0.68,0.45,57,1451883600000000000,4,,,,,,,,,0.0034,0.57,
O:QQQ160108C00108000,2016-01-04,2016-01-08,QQQ,C,108.0,1648,0.51,0.62,,NO,0.49,,0.36,,0.62,0.36,183,1451883600000000000,4,,,,,,,,,0.0034,0.49,
O:QQQ160108C00108500,2016-01-04,2016-01-08,QQQ,C,108.5,3480,0.44,0.52,,NO,0.4,,0.29,,0.52,0.29,220,1451883600000000000,4,,,,,,,,,0.0034,0.4,
O:QQQ160108C00109000,2016-01-04,2016-01-08,QQQ,C,109.0,12849,0.37,0.42,,NO,0.32,,0.23,,0.42,0.23,575,1451883600000000000,4,,,,,,,,,0.0034,0.32,
O:QQQ160108C00109500,2016-01-04,2016-01-08,QQQ,C,109.5,4355,0.29,0.35,,NO,0.26,,0.18,,0.35,0.18,318,1451883600000000000,4,,,,,,,,,0.0034,0.26,
O:QQQ160108C00110000,2016-01-04,2016-01-08,QQQ,C,110.0,8628,0.25,0.28,,NO,0.2,,0.13,,0.28,0.13,709,1451883600000000000,4,,,,,,,,,0.0034,0.2,
O:QQQ160108C00110500,2016-01-04,2016-01-08,QQQ,C,110.5,2609,0.18,0.22,,NO,0.16,,0.1,,0.22,0.1,236,1451883600000000000,4,,,,,,,,,0.0034,0.16,
O:QQQ160108C00111000,2016-01-04,2016-01-08,QQQ,C,111.0,9052,0.16,0.16,,NO,0.11,,0.06,,0.16,0.06,296,1451883600000000000,4,,,,,,,,,0.0034,0.11,
