ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,otm_pct,ITM,premium,premium_yield_pct,premium_low,premium_yield_pct_low,high_price,low_price,transactions,window_start,days_to_expiry,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry,fedfunds_rate,mid_price,high_yield_pct,implied_volatility,probability_itm
O:QQQ170106C00108000,2017-01-03,2017-01-06,QQQ,C,108.0,2,2.95,2.95,-9.99,YES,2.95,2.46,2.95,2.46,2.95,2.95,1,1483419600000000000,3,119.31,119.54,119.99,118.89,119.99,121.93,122.25,122.25,0.0065,2.95,2.46,,
O:QQQ170106C00111000,2017-01-03,2017-01-06,QQQ,C,111.0,10,2.21,2.21,-7.49,YES,2.21,1.84,2.21,1.84,2.21,2.21,1,1483419600000000000,3,119.31,119.54,119.99,118.89,119.99,121.93,122.25,122.25,0.0065,2.21,1.84,,
O:QQQ170106C00112500,2017-01-03,2017-01-06,QQQ,C,112.5,3,1.65,1.65,-6.24,YES,1.65,1.38,1.65,1.38,1.65,1.65,1,1483419600000000000,3,119.31,119.54,119.99,118.89,119.99,121.93,122.25,122.25,0.0065,1.65,1.38,,
O:QQQ170106C00113000,2017-01-03,2017-01-06,QQQ,C,113.0,33,1.62,1.51,-5.83,YES,1.56,1.3,1.51,1.26,1.62,1.51,4,1483419600000000000,3,119.31,119.54,119.99,118.89,119.99,121.93,122.25,122.25,0.0065,1.56,1.35,,
O:QQQ170106C00115000,2017-01-03,2017-01-06,QQQ,C,115.0,5,1.0,1.0,-4.16,YES,1.0,0.83,1.0,0.83,1.0,1.0,1,1483419600000000000,3,119.31,119.54,119.99,118.89,119.99,121.93,122.25,122.25,0.0065,1.0,0.83,,
O:QQQ170106C00115500,2017-01-03,2017-01-06,QQQ,C,115.5,31,0.98,0.9,-3.74,YES,0.98,0.82,0.89,0.74,1.08,0.89,5,1483419600000000000,3,119.31,119.54,119.99,118.89,119.99,121.93,122.25,122.25,0.0065,0.98,0.9,,
O:QQQ170106C00116000,2017-01-03,2017-01-06,QQQ,C,116.0,771,0.82,0.84,-3.33,YES,0.86,0.71,0.76,0.63,0.95,0.76,25,1483419600000000000,3,119.31,119.54,119.99,118.89,119.99,121.93,122.25,122.25,0.0065,0.86,0.79,,
O:QQQ170106C00116500,2017-01-03,2017-01-06,QQQ,C,116.5,868,0.69,0.75,-2.91,YES,0.75,0.63,0.64,0.53,0.86,0.64,40,1483419600000000000,3,119.31,119.54,119.99,118.89,119.99,121.93,122.25,122.25,0.0065,0.75,0.72,,
O:QQQ170106C00117000,2017-01-03,2017-01-06,QQQ,C,117.0,1314,0.62,0.6,-2.49,YES,0.65,0.54,0.53,0.44,0.77,0.53,84,1483419600000000000,3,119.31,119.54,119.99,118.89,119.99,121.93,122.25,122.25,0.0065,0.65,0.64,,
O:QQQ170106C00117500,2017-01-03,2017-01-06,QQQ,C,117.5,600,0.5,0.55,-2.08,YES,0.52,0.44,0.42,0.35,0.63,0.42,41,1483419600000000000,3,119.31,119.54,119.99,118.89,119.99,121.93,122.25,122.25,0.0065,0.52,0.53,,
O:QQQ170106C00118000,2017-01-03,2017-01-06,QQQ,C,118.0,797,0.4,0.43,-1.66,YES,0.43,0.36,0.32,0.27,0.54,0.32,82,1483419600000000000,3,119.31,119.54,119.99,118.89,119.99,121.93,122.25,122.25,0.0065,0.43,0.45,,
O:QQQ170106C00118500,2017-01-03,2017-01-06,QQQ,C,118.5,1169,0.33,0.33,-1.24,YES,0.33,0.28,0.24,0.2,0.42,0.24,103,1483419600000000000,3,119.31,119.54,119.99,118.89,119.99,121.93,122.25,122.25,0.0065,0.33,0.35,,
O:QQQ170106C00119000,2017-01-03,2017-01-06,QQQ,C,119.0,8346,0.22,0.24,-0.83,YES,0.24,0.2,0.16,0.13,0.33,0.16,504,1483419600000000000,3,119.31,119.54,119.99,118.89,119.99,121.93,122.25,122.25,0.0065,0.24,0.28,,
O:QQQ170106C00119500,2017-01-03,2017-01-06,QQQ,C,119.5,4992,0.17,0.16,-0.41,YES,0.17,0.14,0.1,0.08,0.24,0.1,278,1483419600000000000,3,119.31,119.54,119.99,118.89,119.99,121.93,122.25,122.25,0.0065,0.17,0.2,,
O:QQQ170106C00120000,2017-01-03,2017-01-06,QQQ,C,120.0,10281,0.1,0.1,0.01,YES,0.1,0.09,0.05,0.04,0.16,0.05,598,1483419600000000000,3,119.31,119.54,119.99,118.89,119.99,121.93,122.25,122.25,0.0065,0.1,0.13,0.0235,0.494
O:QQQ170106C00120500,2017-01-03,2017-01-06,QQQ,C,120.5,15385,0.05,0.05,0.43,YES,0.06,0.05,0.03,0.03,0.1,0.03,312,1483419600000000000,3,119.31,119.54,119.99,118.89,119.99,121.93,122.25,122.25,0.0065,0.06,0.08,0.0492,0.1731
O:QQQ170106C00121000,2017-01-03,2017-01-06,QQQ,C,121.0,6753,0.04,0.03,0.84,YES,0.03,0.03,0.01,0.01,0.06,0.01,185,1483419600000000000,3,119.31,119.54,119.99,118.89,119.99,121.93,122.25,122.25,0.0065,0.03,0.05,0.0678,0.0873
