ticker,date_only,expiration_date,underlying_symbol,option_type,strike,volume,open_price,close_price,high_price,low_price,transactions,window_start,days_to_expiry,time_remaining_category,underlying_open,underlying_close,underlying_high,underlying_low,underlying_spot,underlying_close_at_expiry,underlying_high_at_expiry,underlying_spot_at_expiry
O:TSLA190215C00165000,2019-01-24,2019-02-15,TSLA,C,1650.0,2,124.1,124.1,124.1,124.1,1,1548306000000000000,22.0,Monthly,18.8687,19.434,19.5787,18.6189,19.5787,20.5253,20.5333,20.5333
O:TSLA190215C00170000,2019-01-24,2019-02-15,TSLA,C,1700.0,2,119.2,119.2,119.2,119.2,1,1548306000000000000,22.0,Monthly,18.8687,19.434,19.5787,18.6189,19.5787,20.5253,20.5333,20.5333
O:TSLA190215C00225000,2019-01-24,2019-02-15,TSLA,C,2250.0,7,60.0,67.0,67.0,60.0,5,1548306000000000000,22.0,Monthly,18.8687,19.434,19.5787,18.6189,19.5787,20.5253,20.5333,20.5333
O:TSLA190215C00230000,2019-01-24,2019-02-15,TSLA,C,2300.0,3,61.6,61.6,61.6,61.6,1,1548306000000000000,22.0,Monthly,18.8687,19.434,19.5787,18.6189,19.5787,20.5253,20.5333,20.5333
O:TSLA190215C00235000,2019-01-24,2019-02-15,TSLA,C,2350.0,7,57.05,57.6,57.6,57.05,2,1548306000000000000,22.0,Monthly,18.8687,19.434,19.5787,18.6189,19.5787,20.5253,20.5333,20.5333
O:TSLA190215C00240000,2019-01-24,2019-02-15,TSLA,C,2400.0,19,48.2,57.75,57.75,48.2,5,1548306000000000000,22.0,Monthly,18.8687,19.434,19.5787,18.6189,19.5787,20.5253,20.5333,20.5333
O:TSLA190215C00245000,2019-01-24,2019-02-15,TSLA,C,2450.0,19,48.9,49.35,49.35,48.9,2,1548306000000000000,22.0,Monthly,18.8687,19.434,19.5787,18.6189,19.5787,20.5253,20.5333,20.5333
O:TSLA190215C00250000,2019-01-24,2019-02-15,TSLA,C,2500.0,13,45.29,49.34,49.34,44.3,8,1548306000000000000,22.0,Monthly,18.8687,19.434,19.5787,18.6189,19.5787,20.5253,20.5333,20.5333
O:TSLA190215C00255000,2019-01-24,2019-02-15,TSLA,C,2550.0,26,42.7,45.25,45.25,39.7,5,1548306000000000000,22.0,Monthly,18.8687,19.434,19.5787,18.6189,19.5787,20.5253,20.5333,20.5333
O:TSLA190215C00260000,2019-01-24,2019-02-15,TSLA,C,2600.0,25,35.0,37.0,38.75,35.0,11,1548306000000000000,22.0,Monthly,18.8687,19.434,19.5787,18.6189,19.5787,20.5253,20.5333,20.5333
O:TSLA190215C00265000,2019-01-24,2019-02-15,TSLA,C,2650.0,49,32.0,35.3,35.65,32.0,19,1548306000000000000,22.0,Monthly,18.8687,19.434,19.5787,18.6189,19.5787,20.5253,20.5333,20.5333
O:TSLA190215C00270000,2019-01-24,2019-02-15,TSLA,C,2700.0,116,27.5,31.26,31.52,27.5,14,1548306000000000000,22.0,Monthly,18.8687,19.434,19.5787,18.6189,19.5787,20.5253,20.5333,20.5333
O:TSLA190215C00275000,2019-01-24,2019-02-15,TSLA,C,2750.0,15,24.8,29.95,29.95,24.8,5,1548306000000000000,22.0,Monthly,18.8687,19.434,19.5787,18.6189,19.5787,20.5253,20.5333,20.5333
