entry_date,expiration_date,ticker,strike,entry_underlying,expiration_underlying,premium_collected,premium_yield,pnl_per_share,pnl_per_contract,pnl_yield,assigned,volume,days_to_expiry
2019-01-24,2019-02-15,O:TSLA190215C00332500,3325.0,19.5787,20.5333,0.0705,0.0036008519462477073,0.0705,7.049999999999999,0.0036008519462477073,False,103,22.0
2019-01-24,2019-02-15,O:TSLA190215C00335000,3350.0,19.5787,20.5333,0.0675,0.0034476242038541886,0.0675,6.75,0.0034476242038541886,False,286,22.0
2019-01-24,2019-02-15,O:TSLA190215C00337500,3375.0,19.5787,20.5333,0.064,0.003268858504395082,0.064,6.4,0.003268858504395082,False,278,22.0
2019-01-24,2019-02-15,O:TSLA190215C00340000,3400.0,19.5787,20.5333,0.0593,0.0030288017079785684,0.0593,5.93,0.0030288017079785684,False,504,22.0
2019-01-24,2019-02-15,O:TSLA190215C00345000,3450.0,19.5787,20.5333,0.050499999999999996,0.002579333663624244,0.050499999999999996,5.05,0.002579333663624244,False,169,22.0
2019-01-24,2019-02-15,O:TSLA190215C00350000,3500.0,19.5787,20.5333,0.0434,0.0022166946732929153,0.0434,4.34,0.0022166946732929153,False,1363,22.0
2019-01-24,2019-02-15,O:TSLA190215C00355000,3550.0,19.5787,20.5333,0.0371,0.0018949164142665243,0.0371,3.71,0.0018949164142665243,False,166,22.0
2019-01-24,2019-02-15,O:TSLA190215C00360000,3600.0,19.5787,20.5333,0.031,0.0015833533380663679,0.031,3.1,0.0015833533380663679,False,1602,22.0
2019-01-24,2019-02-15,O:TSLA190215C00365000,3650.0,19.5787,20.5333,0.0256,0.0013075434017580329,0.0256,2.56,0.0013075434017580329,False,79,22.0
2019-01-24,2019-02-15,O:TSLA190215C00370000,3700.0,19.5787,20.5333,0.0218,0.0011134549280595748,0.0218,2.18,0.0011134549280595748,False,189,22.0
2019-01-24,2019-02-15,O:TSLA190215C00375000,3750.0,19.5787,20.5333,0.019,0.00097044236849229,0.019,1.9,0.00097044236849229,False,142,22.0
2019-01-24,2019-02-15,O:TSLA190215C00380000,3800.0,19.5787,20.5333,0.0152,0.000776353894793832,0.0152,1.52,0.000776353894793832,False,74,22.0
2019-01-24,2019-02-15,O:TSLA190215C00385000,3850.0,19.5787,20.5333,0.014199999999999999,0.0007252779806626588,0.014199999999999999,1.42,0.0007252779806626588,False,126,22.0
2019-01-24,2019-02-15,O:TSLA190215C00390000,3900.0,19.5787,20.5333,0.0121,0.0006180185609871952,0.0121,1.21,0.0006180185609871952,False,2121,22.0
2019-01-24,2019-02-15,O:TSLA190215C00395000,3950.0,19.5787,20.5333,0.0097,0.0004954363670723797,0.0097,0.97,0.0004954363670723797,False,62,22.0
2019-01-24,2019-02-15,O:TSLA190215C00400000,4000.0,19.5787,20.5333,0.0092,0.00046989841000679306,0.0092,0.9199999999999999,0.00046989841000679306,False,673,22.0
2019-01-24,2019-02-15,O:TSLA190215C00405000,4050.0,19.5787,20.5333,0.0079,0.000403499721636268,0.0079,0.79,0.000403499721636268,False,58,22.0
2019-01-24,2019-02-15,O:TSLA190215C00410000,4100.0,19.5787,20.5333,0.0060999999999999995,0.00031156307620015626,0.0060999999999999995,0.61,0.00031156307620015626,False,21,22.0
2019-01-24,2019-02-15,O:TSLA190215C00415000,4150.0,19.5787,20.5333,0.0054,0.0002758099363083351,0.0054,0.54,0.0002758099363083351,False,41,22.0
2019-01-24,2019-02-15,O:TSLA190215C00420000,4200.0,19.5787,20.5333,0.0049,0.00025027197924274846,0.0049,0.49,0.00025027197924274846,False,37,22.0
2019-01-24,2019-02-15,O:TSLA190215C00425000,4250.0,19.5787,20.5333,0.0044,0.00022473402217716191,0.0044,0.44,0.00022473402217716191,False,12,22.0
2019-01-24,2019-02-15,O:TSLA190215C00430000,4300.0,19.5787,20.5333,0.004,0.00020430365652469263,0.004,0.4,0.00020430365652469263,False,42,22.0
2019-01-24,2019-02-15,O:TSLA190215C00435000,4350.0,19.5787,20.5333,0.0034000000000000002,0.00017365810804598875,0.0034000000000000002,0.34,0.00017365810804598875,False,302,22.0
2019-01-24,2019-02-15,O:TSLA190215C00440000,4400.0,19.5787,20.5333,0.0027,0.00013790496815416754,0.0027,0.27,0.00013790496815416754,False,5,22.0
2019-01-24,2019-02-15,O:TSLA190215C00445000,4450.0,19.5787,20.5333,0.002,0.00010215182826234631,0.002,0.2,0.00010215182826234631,False,1,22.0
2019-01-24,2019-02-15,O:TSLA190215C00450000,4500.0,19.5787,20.5333,0.002,0.00010215182826234631,0.002,0.2,0.00010215182826234631,False,20,22.0
2019-01-24,2019-02-15,O:TSLA190215C00455000,4550.0,19.5787,20.5333,0.002,0.00010215182826234631,0.002,0.2,0.00010215182826234631,False,1,22.0
2019-01-24,2019-02-15,O:TSLA190215C00460000,4600.0,19.5787,20.5333,0.0019,9.7044236849229e-05,0.0019,0.19,9.7044236849229e-05,False,1,22.0
2019-01-24,2019-02-15,O:TSLA190215C00465000,4650.0,19.5787,20.5333,0.0015,7.661387119675975e-05,0.0015,0.15,7.661387119675975e-05,False,1,22.0
2019-01-24,2019-02-15,O:TSLA190215C00470000,4700.0,19.5787,20.5333,0.0011,5.618350554429048e-05,0.0011,0.11,5.618350554429048e-05,False,2,22.0
2019-01-24,2019-02-15,O:TSLA190215C00475000,4750.0,19.5787,20.5333,0.0013,6.63986883705251e-05,0.0013,0.13,6.63986883705251e-05,False,16,22.0
2019-01-24,2019-02-15,O:TSLA190215C00485000,4850.0,19.5787,20.5333,0.0011,5.618350554429048e-05,0.0011,0.11,5.618350554429048e-05,False,8,22.0
2019-01-24,2019-02-15,O:TSLA190215C00490000,4900.0,19.5787,20.5333,0.0012,6.129109695740778e-05,0.0012,0.12,6.129109695740778e-05,False,3,22.0
2019-01-24,2019-02-15,O:TSLA190215C00510000,5100.0,19.5787,20.5333,0.0003,1.5322774239351945e-05,0.0003,0.03,1.5322774239351945e-05,False,543,22.0
2019-01-24,2019-02-15,O:TSLA190215C00515000,5150.0,19.5787,20.5333,0.001,5.107591413117316e-05,0.001,0.1,5.107591413117316e-05,False,185,22.0
2019-01-24,2019-02-15,O:TSLA190215C00550000,5500.0,19.5787,20.5333,0.0001,5.107591413117316e-06,0.0001,0.01,5.107591413117316e-06,False,60,22.0
2019-01-24,2019-02-15,O:TSLA190215C00690000,6900.0,19.5787,20.5333,0.0001,5.107591413117316e-06,0.0001,0.01,5.107591413117316e-06,False,1,22.0
2019-01-25,2019-02-15,O:TSLA190215C00225000,2250.0,19.9013,20.5333,0.7325,0.036806640772210866,0.7325,73.25,0.036806640772210866,False,1,21.0
2019-01-25,2019-02-15,O:TSLA190215C00240000,2400.0,19.9013,20.5333,0.5735,0.02881721294588796,0.5735,57.35,0.02881721294588796,False,1,21.0
2019-01-25,2019-02-15,O:TSLA190215C00245000,2450.0,19.9013,20.5333,0.5338,0.026822368387994757,0.5338,53.38,0.026822368387994757,False,1,21.0
2019-01-25,2019-02-15,O:TSLA190215C00250000,2500.0,19.9013,20.5333,0.524,0.026329938245240263,0.524,52.400000000000006,0.026329938245240263,False,43,21.0
2019-01-25,2019-02-15,O:TSLA190215C00255000,2550.0,19.9013,20.5333,0.48200000000000004,0.024219523347721005,0.48200000000000004,48.2,0.024219523347721005,False,126,21.0
2019-01-25,2019-02-15,O:TSLA190215C00260000,2600.0,19.9013,20.5333,0.44799999999999995,0.02251109224020541,0.44799999999999995,44.8,0.02251109224020541,False,5,21.0
2019-01-25,2019-02-15,O:TSLA190215C00265000,2650.0,19.9013,20.5333,0.40259999999999996,0.020229834231934595,0.40259999999999996,40.26,0.020229834231934595,False,54,21.0
2019-01-25,2019-02-15,O:TSLA190215C00270000,2700.0,19.9013,20.5333,0.376,0.0188932381301724,0.376,37.6,0.0188932381301724,False,51,21.0
2019-01-25,2019-02-15,O:TSLA190215C00275000,2750.0,19.9013,20.5333,0.3295,0.016556707350776082,0.3295,32.95,0.016556707350776082,False,29,21.0
2019-01-25,2019-02-15,O:TSLA190215C00280000,2800.0,19.9013,20.5333,0.306,0.015375879967640305,0.306,30.599999999999998,0.015375879967640305,False,52,21.0
2019-01-25,2019-02-15,O:TSLA190215C00285000,2850.0,19.9013,20.5333,0.27149999999999996,0.013642324873249486,0.27149999999999996,27.149999999999995,0.013642324873249486,False,87,21.0
2019-01-25,2019-02-15,O:TSLA190215C00290000,2900.0,19.9013,20.5333,0.2395,0.012034389713234814,0.2395,23.95,0.012034389713234814,False,80,21.0
2019-01-25,2019-02-15,O:TSLA190215C00292500,2925.0,19.9013,20.5333,0.2334,0.011727877073357018,0.2334,23.34,0.011727877073357018,False,77,21.0
2019-01-25,2019-02-15,O:TSLA190215C00295000,2950.0,19.9013,20.5333,0.217,0.010903810303849498,0.217,21.7,0.010903810303849498,False,264,21.0
2019-01-25,2019-02-15,O:TSLA190215C00297500,2975.0,19.9013,20.5333,0.2022,0.01016014029234271,0.2022,20.22,0.01016014029234271,False,138,21.0
2019-01-25,2019-02-15,O:TSLA190215C00300000,3000.0,19.9013,20.5333,0.191,0.009597362986337576,0.191,19.1,0.009597362986337576,False,258,21.0
2019-01-25,2019-02-15,O:TSLA190215C00302500,3025.0,19.9013,20.5333,0.1795,0.009019511288207303,0.1795,17.95,0.009019511288207303,False,71,21.0
2019-01-25,2019-02-15,O:TSLA190215C00305000,3050.0,19.9013,20.5333,0.168,0.008441659590077031,0.168,16.8,0.008441659590077031,False,140,21.0
2019-01-25,2019-02-15,O:TSLA190215C00307500,3075.0,19.9013,20.5333,0.154,0.007738187957570611,0.154,15.4,0.007738187957570611,False,115,21.0
2019-01-25,2019-02-15,O:TSLA190215C00310000,3100.0,19.9013,20.5333,0.149,0.007486948088818318,0.149,14.899999999999999,0.007486948088818318,False,446,21.0
2019-01-25,2019-02-15,O:TSLA190215C00312500,3125.0,19.9013,20.5333,0.1375,0.006909096390688046,0.1375,13.750000000000002,0.006909096390688046,False,70,21.0
2019-01-25,2019-02-15,O:TSLA190215C00315000,3150.0,19.9013,20.5333,0.1231,0.006185525568681443,0.1231,12.31,0.006185525568681443,False,99,21.0
2019-01-25,2019-02-15,O:TSLA190215C00317500,3175.0,19.9013,20.5333,0.1175,0.0059041369156788755,0.1175,11.75,0.0059041369156788755,False,47,21.0
2019-01-25,2019-02-15,O:TSLA190215C00320000,3200.0,19.9013,20.5333,0.1108,0.005567475491550803,0.1108,11.08,0.005567475491550803,False,898,21.0
2019-01-25,2019-02-15,O:TSLA190215C00322500,3225.0,19.9013,20.5333,0.1,0.005024797375045852,0.1,10.0,0.005024797375045852,False,187,21.0
2019-01-25,2019-02-15,O:TSLA190215C00325000,3250.0,19.9013,20.5333,0.0953,0.004788631898418696,0.0953,9.53,0.004788631898418696,False,150,21.0
2019-01-25,2019-02-15,O:TSLA190215C00327500,3275.0,19.9013,20.5333,0.085,0.004271077768788974,0.085,8.5,0.004271077768788974,False,74,21.0
2019-01-25,2019-02-15,O:TSLA190215C00330000,3300.0,19.9013,20.5333,0.0817,0.00410525945541246,0.0817,8.17,0.00410525945541246,False,2434,21.0
2019-01-25,2019-02-15,O:TSLA190215C00332500,3325.0,19.9013,20.5333,0.0722,0.0036279037047831047,0.0722,7.22,0.0036279037047831047,False,64,21.0
2019-01-25,2019-02-15,O:TSLA190215C00335000,3350.0,19.9013,20.5333,0.068,0.003416862215031179,0.068,6.800000000000001,0.003416862215031179,False,158,21.0
2019-01-25,2019-02-15,O:TSLA190215C00337500,3375.0,19.9013,20.5333,0.064,0.003215870320029345,0.064,6.4,0.003215870320029345,False,108,21.0
2019-01-25,2019-02-15,O:TSLA190215C00340000,3400.0,19.9013,20.5333,0.058499999999999996,0.002939506464401823,0.058499999999999996,5.85,0.002939506464401823,False,234,21.0
2019-01-25,2019-02-15,O:TSLA190215C00345000,3450.0,19.9013,20.5333,0.0495,0.002487274700647697,0.0495,4.95,0.002487274700647697,False,185,21.0
2019-01-25,2019-02-15,O:TSLA190215C00350000,3500.0,19.9013,20.5333,0.0415,0.0020852909106440286,0.0415,4.15,0.0020852909106440286,False,1751,21.0
2019-01-25,2019-02-15,O:TSLA190215C00355000,3550.0,19.9013,20.5333,0.035,0.0017586790812660481,0.035,3.5000000000000004,0.0017586790812660481,False,465,21.0
2019-01-25,2019-02-15,O:TSLA190215C00360000,3600.0,19.9013,20.5333,0.0285,0.0014320672518880677,0.0285,2.85,0.0014320672518880677,False,402,21.0
2019-01-25,2019-02-15,O:TSLA190215C00365000,3650.0,19.9013,20.5333,0.024300000000000002,0.001221025762136142,0.024300000000000002,2.43,0.001221025762136142,False,48,21.0
2019-01-25,2019-02-15,O:TSLA190215C00370000,3700.0,19.9013,20.5333,0.0203,0.0010200338671343078,0.0203,2.03,0.0010200338671343078,False,148,21.0
2019-01-25,2019-02-15,O:TSLA190215C00375000,3750.0,19.9013,20.5333,0.0172,0.0008642651485078865,0.0172,1.72,0.0008642651485078865,False,40,21.0
2019-01-25,2019-02-15,O:TSLA190215C00380000,3800.0,19.9013,20.5333,0.0143,0.0007185460246315568,0.0143,1.43,0.0007185460246315568,False,101,21.0
2019-01-25,2019-02-15,O:TSLA190215C00385000,3850.0,19.9013,20.5333,0.0118,0.0005929260902554105,0.0118,1.18,0.0005929260902554105,False,25,21.0
2019-01-25,2019-02-15,O:TSLA190215C00390000,3900.0,19.9013,20.5333,0.009899999999999999,0.0004974549401295393,0.009899999999999999,0.9899999999999999,0.0004974549401295393,False,2320,21.0
2019-01-25,2019-02-15,O:TSLA190215C00395000,3950.0,19.9013,20.5333,0.009000000000000001,0.00045223176375412666,0.009000000000000001,0.9000000000000001,0.00045223176375412666,False,69,21.0
2019-01-25,2019-02-15,O:TSLA190215C00400000,4000.0,19.9013,20.5333,0.0072,0.0003617854110033013,0.0072,0.72,0.0003617854110033013,False,154,21.0
2019-01-25,2019-02-15,O:TSLA190215C00405000,4050.0,19.9013,20.5333,0.0059,0.00029646304512770524,0.0059,0.59,0.00029646304512770524,False,18,21.0
2019-01-25,2019-02-15,O:TSLA190215C00410000,4100.0,19.9013,20.5333,0.0051,0.0002562646661273384,0.0051,0.51,0.0002562646661273384,False,11,21.0
2019-01-25,2019-02-15,O:TSLA190215C00415000,4150.0,19.9013,20.5333,0.0045000000000000005,0.00022611588187706333,0.0045000000000000005,0.45000000000000007,0.00022611588187706333,False,5,21.0
2019-01-25,2019-02-15,O:TSLA190215C00420000,4200.0,19.9013,20.5333,0.0038,0.00019094230025174235,0.0038,0.38,0.00019094230025174235,False,54,21.0
2019-01-25,2019-02-15,O:TSLA190215C00425000,4250.0,19.9013,20.5333,0.0034000000000000002,0.00017084311075155897,0.0034000000000000002,0.34,0.00017084311075155897,False,3,21.0
2019-01-25,2019-02-15,O:TSLA190215C00430000,4300.0,19.9013,20.5333,0.0039000000000000003,0.00019596709762678823,0.0039000000000000003,0.39,0.00019596709762678823,False,1,21.0
2019-01-25,2019-02-15,O:TSLA190215C00435000,4350.0,19.9013,20.5333,0.0029,0.00014571912387632968,0.0029,0.29,0.00014571912387632968,False,5,21.0
2019-01-25,2019-02-15,O:TSLA190215C00450000,4500.0,19.9013,20.5333,0.002,0.00010049594750091703,0.002,0.2,0.00010049594750091703,False,15,21.0
2019-01-25,2019-02-15,O:TSLA190215C00455000,4550.0,19.9013,20.5333,0.002,0.00010049594750091703,0.002,0.2,0.00010049594750091703,False,1,21.0
2019-01-25,2019-02-15,O:TSLA190215C00470000,4700.0,19.9013,20.5333,0.0013,6.532236587559606e-05,0.0013,0.13,6.532236587559606e-05,False,1,21.0
2019-01-25,2019-02-15,O:TSLA190215C00475000,4750.0,19.9013,20.5333,0.001,5.0247973750458516e-05,0.001,0.1,5.0247973750458516e-05,False,1,21.0
2019-01-25,2019-02-15,O:TSLA190215C00480000,4800.0,19.9013,20.5333,0.0008,4.019837900036681e-05,0.0008,0.08,4.019837900036681e-05,False,1,21.0
2019-01-25,2019-02-15,O:TSLA190215C00490000,4900.0,19.9013,20.5333,0.0007000000000000001,3.517358162532097e-05,0.0007000000000000001,0.07,3.517358162532097e-05,False,1,21.0
2019-01-25,2019-02-15,O:TSLA190215C00500000,5000.0,19.9013,20.5333,0.0007000000000000001,3.517358162532097e-05,0.0007000000000000001,0.07,3.517358162532097e-05,False,6,21.0
2019-01-25,2019-02-15,O:TSLA190215C00505000,5050.0,19.9013,20.5333,0.0006,3.0148784250275106e-05,0.0006,0.06,3.0148784250275106e-05,False,3,21.0
2019-01-25,2019-02-15,O:TSLA190215C00510000,5100.0,19.9013,20.5333,0.0008,4.019837900036681e-05,0.0008,0.08,4.019837900036681e-05,False,1,21.0
2019-01-25,2019-02-15,O:TSLA190215C00520000,5200.0,19.9013,20.5333,0.0003,1.5074392125137553e-05,0.0003,0.03,1.5074392125137553e-05,False,5,21.0
2019-01-25,2019-02-15,O:TSLA190215C00550000,5500.0,19.9013,20.5333,0.0002,1.0049594750091703e-05,0.0002,0.02,1.0049594750091703e-05,False,1000,21.0
2019-01-25,2019-02-15,O:TSLA190215C00555000,5550.0,19.9013,20.5333,0.0002,1.0049594750091703e-05,0.0002,0.02,1.0049594750091703e-05,False,400,21.0
2019-02-21,2019-03-15,O:TSLA190315C00200000,2000.0,20.216,18.915,1.014,0.050158290462999605,1.014,101.4,0.050158290462999605,False,10,22.0
2019-02-21,2019-03-15,O:TSLA190315C00215000,2150.0,20.216,18.915,0.8134999999999999,0.04024040364068064,0.8134999999999999,81.35,0.04024040364068064,False,2,22.0
2019-02-21,2019-03-15,O:TSLA190315C00240000,2400.0,20.216,18.915,0.5710000000000001,0.028244954491491888,0.5710000000000001,57.10000000000001,0.028244954491491888,False,2,22.0
2019-02-21,2019-03-15,O:TSLA190315C00245000,2450.0,20.216,18.915,0.5247999999999999,0.025959635931935097,0.5247999999999999,52.47999999999999,0.025959635931935097,False,16,22.0
2019-02-21,2019-03-15,O:TSLA190315C00250000,2500.0,20.216,18.915,0.436,0.021567075583696083,0.436,43.6,0.021567075583696083,False,6,22.0
2019-02-21,2019-03-15,O:TSLA190315C00255000,2550.0,20.216,18.915,0.43579999999999997,0.021557182429758605,0.43579999999999997,43.58,0.021557182429758605,False,13,22.0
2019-02-21,2019-03-15,O:TSLA190315C00260000,2600.0,20.216,18.915,0.3924,0.019410368025326474,0.3924,39.24,0.019410368025326474,False,10,22.0
2019-02-21,2019-03-15,O:TSLA190315C00265000,2650.0,20.216,18.915,0.315,0.015581717451523544,0.315,31.5,0.015581717451523544,False,32,22.0
2019-02-21,2019-03-15,O:TSLA190315C00270000,2700.0,20.216,18.915,0.2743,0.013568460625247327,0.2743,27.43,0.013568460625247327,False,45,22.0
2019-02-21,2019-03-15,O:TSLA190315C00275000,2750.0,20.216,18.915,0.242,0.011970716264345073,0.242,24.2,0.011970716264345073,False,5,22.0
2019-02-21,2019-03-15,O:TSLA190315C00280000,2800.0,20.216,18.915,0.21100000000000002,0.010437277404036407,0.21100000000000002,21.1,0.010437277404036407,False,20,22.0
2019-02-21,2019-03-15,O:TSLA190315C00282500,2825.0,20.216,18.915,0.187,0.009250098931539373,0.187,18.7,0.009250098931539373,False,7,22.0
2019-02-21,2019-03-15,O:TSLA190315C00285000,2850.0,20.216,18.915,0.1722,0.008518005540166204,0.1722,17.22,0.008518005540166204,False,11,22.0
2019-02-21,2019-03-15,O:TSLA190315C00287500,2875.0,20.216,18.915,0.158,0.00781559161060546,0.158,15.8,0.00781559161060546,False,2,22.0
2019-02-21,2019-03-15,O:TSLA190315C00290000,2900.0,20.216,18.915,0.14800000000000002,0.007320933913731698,0.14800000000000002,14.800000000000002,0.007320933913731698,False,206,22.0
2019-02-21,2019-03-15,O:TSLA190315C00292500,2925.0,20.216,18.915,0.1332,0.006588840522358528,0.1332,13.320000000000002,0.006588840522358528,False,190,22.0
2019-02-21,2019-03-15,O:TSLA190315C00295000,2950.0,20.216,18.915,0.1199,0.005930945785516423,0.1199,11.99,0.005930945785516423,False,127,22.0
2019-02-21,2019-03-15,O:TSLA190315C00297500,2975.0,20.216,18.915,0.111,0.005490700435298773,0.111,11.1,0.005490700435298773,False,171,22.0
2019-02-21,2019-03-15,O:TSLA190315C00300000,3000.0,20.216,18.915,0.0975,0.004822912544519192,0.0975,9.75,0.004822912544519192,False,1133,22.0
2019-02-21,2019-03-15,O:TSLA190315C00302500,3025.0,20.216,18.915,0.0895,0.004427186387020182,0.0895,8.95,0.004427186387020182,False,149,22.0
2019-02-21,2019-03-15,O:TSLA190315C00305000,3050.0,20.216,18.915,0.0795,0.0039325286901464186,0.0795,7.95,0.0039325286901464186,False,610,22.0
2019-02-21,2019-03-15,O:TSLA190315C00307500,3075.0,20.216,18.915,0.0695,0.0034378709932726555,0.0695,6.950000000000001,0.0034378709932726555,False,175,22.0
2019-02-21,2019-03-15,O:TSLA190315C00310000,3100.0,20.216,18.915,0.0623,0.0030817174515235454,0.0623,6.23,0.0030817174515235454,False,2669,22.0
2019-02-21,2019-03-15,O:TSLA190315C00312500,3125.0,20.216,18.915,0.0579,0.0028640680648990896,0.0579,5.79,0.0028640680648990896,False,22,22.0
2019-02-21,2019-03-15,O:TSLA190315C00315000,3150.0,20.216,18.915,0.049,0.0024238227146814403,0.049,4.9,0.0024238227146814403,False,543,22.0
2019-02-21,2019-03-15,O:TSLA190315C00317500,3175.0,20.216,18.915,0.0447,0.002211119905025722,0.0447,4.47,0.002211119905025722,False,55,22.0
2019-02-21,2019-03-15,O:TSLA190315C00320000,3200.0,20.216,18.915,0.0382,0.0018895924020577758,0.0382,3.82,0.0018895924020577758,False,589,22.0
2019-02-21,2019-03-15,O:TSLA190315C00322500,3225.0,20.216,18.915,0.0335,0.0016571032845271072,0.0335,3.35,0.0016571032845271072,False,282,22.0
2019-02-21,2019-03-15,O:TSLA190315C00325000,3250.0,20.216,18.915,0.029500000000000002,0.0014592402057776019,0.029500000000000002,2.95,0.0014592402057776019,False,350,22.0
2019-02-21,2019-03-15,O:TSLA190315C00327500,3275.0,20.216,18.915,0.0273,0.001350415512465374,0.0273,2.73,0.001350415512465374,False,47,22.0
2019-02-21,2019-03-15,O:TSLA190315C00330000,3300.0,20.216,18.915,0.023700000000000002,0.0011723387415908191,0.023700000000000002,2.37,0.0011723387415908191,False,635,22.0
