entry_date,expiration_date,otm_range,otm_pct,strike,entry_underlying,expiration_underlying,premium_yield_close,premium_yield_low,pnl_per_contract,pnl_per_contract_low,assigned,volume
2019-07-15,2019-08-16,10.0%-15.0%,12.02,1900.0,16.9613,14.816,3.84,3.45,65.1,58.59000000000001,False,122
2019-07-15,2019-08-16,10.0%-15.0%,14.97,1950.0,16.9613,14.816,3.56,3.13,60.3,53.06999999999999,False,8
2019-07-15,2019-08-16,15.0%-20.0%,17.92,2000.0,16.9613,14.816,3.3,2.83,55.99000000000001,48.0,False,197
2019-07-15,2019-08-16,20.0%-25.0%,20.86,2050.0,16.9613,14.816,3.05,2.64,51.65,44.73,False,32
2019-07-15,2019-08-16,20.0%-25.0%,23.81,2100.0,16.9613,14.816,2.8,2.35,47.55,39.9,False,90
2019-07-15,2019-08-16,25.0%-30.0%,26.76,2150.0,16.9613,14.816,2.54,2.11,43.0,35.82,False,41
2019-07-15,2019-08-16,25.0%-30.0%,29.71,2200.0,16.9613,14.816,2.29,1.9,38.9,32.3,False,1641
2019-07-15,2019-08-16,30.0%-35.0%,32.65,2250.0,16.9613,14.816,2.03,1.7,34.35,28.800000000000004,False,285
2019-07-15,2019-08-16,35.0%-40.0%,35.6,2300.0,16.9613,14.816,1.8,1.46,30.5,24.7,False,1160
2019-07-15,2019-08-16,35.0%-40.0%,38.55,2350.0,16.9613,14.816,1.59,1.26,27.0,21.35,False,177
2019-07-16,2019-08-16,10.0%-15.0%,12.41,1900.0,16.902,14.816,3.74,3.59,63.24999999999999,60.699999999999996,False,106
2019-07-16,2019-08-16,15.0%-20.0%,15.37,1950.0,16.902,14.816,3.48,3.46,58.75,58.550000000000004,False,400
2019-07-16,2019-08-16,15.0%-20.0%,18.33,2000.0,16.902,14.816,3.23,3.03,54.6,51.24999999999999,False,33
2019-07-16,2019-08-16,20.0%-25.0%,21.29,2050.0,16.902,14.816,2.95,2.82,49.85,47.71,False,103
2019-07-16,2019-08-16,20.0%-25.0%,24.25,2100.0,16.902,14.816,2.7,2.56,45.67,43.2,False,48
2019-07-16,2019-08-16,25.0%-30.0%,27.2,2150.0,16.902,14.816,2.47,2.3,41.75,38.9,False,12
2019-07-16,2019-08-16,30.0%-35.0%,30.16,2200.0,16.902,14.816,2.21,2.05,37.31,34.65,False,2938
2019-07-16,2019-08-16,30.0%-35.0%,33.12,2250.0,16.902,14.816,2.0,1.8,33.75,30.44,False,65
2019-07-16,2019-08-16,35.0%-40.0%,36.08,2300.0,16.902,14.816,1.75,1.58,29.549999999999997,26.700000000000003,False,100
2019-07-16,2019-08-16,35.0%-40.0%,39.04,2350.0,16.902,14.816,1.55,1.42,26.16,24.0,False,50
2019-07-17,2019-08-16,10.0%-15.0%,10.33,1900.0,17.2207,14.816,3.88,3.88,66.9,66.9,False,6
2019-07-17,2019-08-16,10.0%-15.0%,13.24,1950.0,17.2207,14.816,3.62,3.62,62.419999999999995,62.419999999999995,False,3
2019-07-17,2019-08-16,15.0%-20.0%,16.14,2000.0,17.2207,14.816,3.31,3.29,56.99999999999999,56.60000000000001,False,34
2019-07-17,2019-08-16,15.0%-20.0%,19.04,2050.0,17.2207,14.816,3.13,3.13,53.92,53.92,False,9
2019-07-17,2019-08-16,20.0%-25.0%,21.95,2100.0,17.2207,14.816,2.8,2.8,48.26,48.26,False,73
2019-07-17,2019-08-16,20.0%-25.0%,24.85,2150.0,17.2207,14.816,2.56,2.53,44.05,43.55,False,39
2019-07-17,2019-08-16,25.0%-30.0%,27.75,2200.0,17.2207,14.816,2.32,2.29,40.0,39.5,False,755
2019-07-17,2019-08-16,30.0%-35.0%,30.66,2250.0,17.2207,14.816,2.15,2.06,37.01,35.45,False,66
2019-07-17,2019-08-16,30.0%-35.0%,33.56,2300.0,17.2207,14.816,1.87,1.81,32.14,31.25,False,81
2019-07-17,2019-08-16,35.0%-40.0%,36.46,2350.0,17.2207,14.816,1.7,1.63,29.350000000000005,28.000000000000004,False,111
2019-07-17,2019-08-16,35.0%-40.0%,39.37,2400.0,17.2207,14.816,1.43,1.39,24.65,24.0,False,344
2019-07-18,2019-08-16,10.0%-15.0%,11.44,1900.0,17.05,14.816,3.79,3.75,64.65,63.9,False,15
2019-07-18,2019-08-16,10.0%-15.0%,14.37,1950.0,17.05,14.816,3.52,3.48,60.0,59.3,False,10
2019-07-18,2019-08-16,15.0%-20.0%,17.3,2000.0,17.05,14.816,3.27,3.23,55.779999999999994,55.1,False,46
2019-07-18,2019-08-16,20.0%-25.0%,20.23,2050.0,17.05,14.816,3.08,2.94,52.55,50.05,False,6
2019-07-18,2019-08-16,20.0%-25.0%,23.17,2100.0,17.05,14.816,2.73,2.69,46.5,45.85,False,33
2019-07-18,2019-08-16,25.0%-30.0%,26.1,2150.0,17.05,14.816,2.55,2.4,43.53,41.0,False,13
2019-07-18,2019-08-16,25.0%-30.0%,29.03,2200.0,17.05,14.816,2.27,2.21,38.75,37.7,False,230
2019-07-18,2019-08-16,30.0%-35.0%,31.96,2250.0,17.05,14.816,2.01,1.94,34.26,33.1,False,244
2019-07-18,2019-08-16,30.0%-35.0%,34.9,2300.0,17.05,14.816,1.82,1.77,31.1,30.099999999999998,False,49
2019-07-18,2019-08-16,35.0%-40.0%,37.83,2350.0,17.05,14.816,1.61,1.52,27.399999999999995,25.85,False,14
2019-07-19,2019-08-16,10.0%-15.0%,12.52,1950.0,17.3307,14.816,3.78,3.66,65.5,63.35000000000001,False,8
2019-07-19,2019-08-16,15.0%-20.0%,15.4,2000.0,17.3307,14.816,3.49,3.28,60.45,56.8,False,40
2019-07-19,2019-08-16,15.0%-20.0%,18.29,2050.0,17.3307,14.816,3.24,3.09,56.19,53.49,False,7
2019-07-19,2019-08-16,20.0%-25.0%,21.17,2100.0,17.3307,14.816,2.98,2.8,51.59,48.5,False,53
2019-07-19,2019-08-16,20.0%-25.0%,24.06,2150.0,17.3307,14.816,2.67,2.56,46.24,44.33,False,65
2019-07-19,2019-08-16,25.0%-30.0%,26.94,2200.0,17.3307,14.816,2.43,2.3,42.2,39.8,False,469
2019-07-19,2019-08-16,25.0%-30.0%,29.83,2250.0,17.3307,14.816,2.22,2.1,38.42,36.45,False,21
2019-07-19,2019-08-16,30.0%-35.0%,32.71,2300.0,17.3307,14.816,1.98,1.8,34.37,31.25,False,83
2019-07-19,2019-08-16,35.0%-40.0%,35.6,2350.0,17.3307,14.816,1.76,1.64,30.570000000000004,28.360000000000003,False,29
2019-07-19,2019-08-16,35.0%-40.0%,38.48,2400.0,17.3307,14.816,1.51,1.4,26.1,24.25,False,196
2019-08-19,2019-09-20,20.0%-25.0%,21.8,1850.0,15.1887,16.4631,2.77,2.77,42.1,42.1,False,20
2019-08-19,2019-09-20,25.0%-30.0%,25.09,1900.0,15.1887,16.4631,2.34,2.34,35.5,35.5,False,3
2019-08-19,2019-09-20,25.0%-30.0%,28.38,1950.0,15.1887,16.4631,2.13,2.13,32.35,32.35,False,2
2019-08-19,2019-09-20,30.0%-35.0%,31.68,2000.0,15.1887,16.4631,2.01,1.81,30.55,27.42,False,3
2019-08-19,2019-09-20,30.0%-35.0%,34.97,2050.0,15.1887,16.4631,1.76,1.54,26.75,23.37,False,8
2019-08-19,2019-09-20,35.0%-40.0%,38.26,2100.0,15.1887,16.4631,1.53,1.32,23.2,20.1,False,30
2019-08-20,2019-09-20,15.0%-20.0%,17.86,1800.0,15.2727,16.4631,3.05,3.05,46.63,46.57,False,33
2019-08-20,2019-09-20,20.0%-25.0%,24.4,1900.0,15.2727,16.4631,2.49,2.49,38.08,38.08,False,20
2019-08-20,2019-09-20,25.0%-30.0%,27.68,1950.0,15.2727,16.4631,2.31,2.31,35.35,35.35,False,2
2019-08-20,2019-09-20,30.0%-35.0%,30.95,2000.0,15.2727,16.4631,1.93,1.89,29.48,28.9,False,24
2019-08-20,2019-09-20,30.0%-35.0%,32.59,2025.0,15.2727,16.4631,1.9,1.9,28.999999999999996,28.999999999999996,False,6
2019-08-20,2019-09-20,30.0%-35.0%,34.23,2050.0,15.2727,16.4631,1.79,1.79,27.29,27.29,False,5
2019-08-20,2019-09-20,35.0%-40.0%,37.5,2100.0,15.2727,16.4631,1.44,1.39,22.05,21.2,False,39
2019-08-20,2019-09-20,35.0%-40.0%,39.14,2125.0,15.2727,16.4631,1.37,1.29,20.95,19.65,False,4
2019-08-21,2019-09-20,10.0%-15.0%,10.88,1650.0,14.8813,16.4631,3.63,3.62,53.97,53.79999999999999,False,200
2019-08-21,2019-09-20,15.0%-20.0%,17.6,1750.0,14.8813,16.4631,3.23,3.23,48.11,48.11,False,1
2019-08-21,2019-09-20,20.0%-25.0%,20.96,1800.0,14.8813,16.4631,2.68,2.68,39.95,39.95,False,2
2019-08-21,2019-09-20,20.0%-25.0%,24.32,1850.0,14.8813,16.4631,2.62,2.62,39.01,39.01,False,1
2019-08-21,2019-09-20,25.0%-30.0%,27.68,1900.0,14.8813,16.4631,2.19,2.19,32.62,32.62,False,23
2019-08-21,2019-09-20,30.0%-35.0%,31.04,1950.0,14.8813,16.4631,1.99,1.99,29.68,29.68,False,11
2019-08-21,2019-09-20,30.0%-35.0%,32.72,1975.0,14.8813,16.4631,1.82,1.82,27.149999999999995,27.149999999999995,False,2
2019-08-21,2019-09-20,30.0%-35.0%,34.4,2000.0,14.8813,16.4631,1.59,1.59,23.6,23.6,False,6
2019-08-21,2019-09-20,35.0%-40.0%,37.76,2050.0,14.8813,16.4631,1.39,1.39,20.7,20.7,False,28
2019-08-21,2019-09-20,35.0%-40.0%,39.44,2075.0,14.8813,16.4631,1.29,1.29,19.23,19.23,False,1
2019-08-22,2019-09-20,15.0%-20.0%,19.79,1800.0,15.0267,16.4631,2.94,2.94,44.13,44.13,False,3
2019-08-22,2019-09-20,20.0%-25.0%,23.11,1850.0,15.0267,16.4631,2.64,2.63,39.73,39.45,False,33
2019-08-22,2019-09-20,25.0%-30.0%,26.44,1900.0,15.0267,16.4631,2.33,2.28,34.97,34.25,False,23
2019-08-22,2019-09-20,30.0%-35.0%,31.43,1975.0,15.0267,16.4631,1.71,1.71,25.75,25.75,False,1
2019-08-22,2019-09-20,30.0%-35.0%,33.1,2000.0,15.0267,16.4631,1.8,1.64,27.0,24.6,False,8
2019-08-22,2019-09-20,30.0%-35.0%,34.76,2025.0,15.0267,16.4631,1.64,1.46,24.65,21.95,False,17
2019-08-22,2019-09-20,35.0%-40.0%,38.09,2075.0,15.0267,16.4631,1.35,1.35,20.3,20.3,False,7
2019-08-22,2019-09-20,35.0%-40.0%,39.75,2100.0,15.0267,16.4631,1.27,1.11,19.08,16.7,False,62
2019-08-23,2019-09-20,15.0%-20.0%,18.69,1750.0,14.7447,16.4631,2.81,2.81,41.45,41.45,False,5
2019-08-23,2019-09-20,20.0%-25.0%,22.08,1800.0,14.7447,16.4631,2.44,2.37,36.0,34.93,False,44
2019-08-23,2019-09-20,25.0%-30.0%,25.47,1850.0,14.7447,16.4631,2.13,2.13,31.35,31.35,False,3
2019-08-23,2019-09-20,25.0%-30.0%,28.86,1900.0,14.7447,16.4631,1.74,1.74,25.72,25.72,False,62
2019-08-23,2019-09-20,30.0%-35.0%,32.25,1950.0,14.7447,16.4631,1.6,1.58,23.55,23.23,False,24
2019-08-23,2019-09-20,30.0%-35.0%,33.95,1975.0,14.7447,16.4631,1.44,1.44,21.3,21.3,False,11
2019-08-23,2019-09-20,35.0%-40.0%,35.64,2000.0,14.7447,16.4631,1.29,1.29,19.0,19.0,False,35
2019-08-23,2019-09-20,35.0%-40.0%,37.34,2025.0,14.7447,16.4631,1.26,1.25,18.55,18.4,False,18
2019-08-23,2019-09-20,35.0%-40.0%,39.03,2050.0,14.7447,16.4631,1.16,1.1,17.15,16.25,False,39
2019-09-16,2019-10-18,20.0%-25.0%,21.25,2000.0,16.4953,17.52,2.7,2.7,44.48,44.48,False,2
2019-09-16,2019-10-18,25.0%-30.0%,27.31,2100.0,16.4953,17.52,2.2,2.2,36.37,36.37,False,2
2019-09-16,2019-10-18,30.0%-35.0%,30.34,2150.0,16.4953,17.52,1.98,1.98,32.7,32.7,False,5
2019-09-16,2019-10-18,30.0%-35.0%,33.37,2200.0,16.4953,17.52,1.7,1.63,28.08,26.91,False,49
2019-09-16,2019-10-18,35.0%-40.0%,36.4,2250.0,16.4953,17.52,1.48,1.46,24.35,24.02,False,14
2019-09-16,2019-10-18,35.0%-40.0%,39.43,2300.0,16.4953,17.52,1.26,1.19,20.74,19.6,False,32
2019-09-17,2019-10-18,20.0%-25.0%,22.15,2000.0,16.3733,17.52,2.83,2.82,46.4,46.15,False,16
2019-09-17,2019-10-18,25.0%-30.0%,25.2,2050.0,16.3733,17.52,2.56,2.39,41.9,39.1,False,5
2019-09-17,2019-10-18,25.0%-30.0%,28.26,2100.0,16.3733,17.52,2.26,2.15,37.0,35.15,False,2
2019-09-17,2019-10-18,30.0%-35.0%,34.37,2200.0,16.3733,17.52,1.75,1.65,28.73,26.97,False,30
2019-09-17,2019-10-18,35.0%-40.0%,37.42,2250.0,16.3733,17.52,1.53,1.39,25.0,22.7,False,20
2019-09-18,2019-10-18,10.0%-15.0%,14.84,1900.0,16.5446,17.52,3.29,3.29,54.49,54.49,False,3
2019-09-18,2019-10-18,15.0%-20.0%,17.86,1950.0,16.5446,17.52,3.04,3.04,50.3,50.3,False,4
2019-09-18,2019-10-18,20.0%-25.0%,20.89,2000.0,16.5446,17.52,2.73,2.73,45.11,45.11,False,4
2019-09-18,2019-10-18,20.0%-25.0%,23.91,2050.0,16.5446,17.52,2.46,2.46,40.67,40.67,False,2
2019-09-18,2019-10-18,25.0%-30.0%,26.93,2100.0,16.5446,17.52,2.19,2.18,36.3,36.12,False,7
2019-09-18,2019-10-18,25.0%-30.0%,29.95,2150.0,16.5446,17.52,1.95,1.92,32.34,31.83,False,2
2019-09-18,2019-10-18,30.0%-35.0%,32.97,2200.0,16.5446,17.52,1.71,1.66,28.35,27.500000000000004,False,62
2019-09-18,2019-10-18,35.0%-40.0%,36.0,2250.0,16.5446,17.52,1.44,1.44,23.85,23.85,False,12
2019-09-18,2019-10-18,35.0%-40.0%,39.02,2300.0,16.5446,17.52,1.24,1.24,20.5,20.5,False,19
2019-09-19,2019-10-18,10.0%-15.0%,11.92,1850.0,16.5293,17.52,3.74,3.74,61.9,61.9,False,100
2019-09-19,2019-10-18,10.0%-15.0%,14.95,1900.0,16.5293,17.52,3.5,3.41,57.79,56.32,False,44
2019-09-19,2019-10-18,15.0%-20.0%,17.97,1950.0,16.5293,17.52,3.15,3.12,52.1,51.57000000000001,False,401
2019-09-19,2019-10-18,20.0%-25.0%,21.0,2000.0,16.5293,17.52,2.94,2.92,48.53,48.3,False,5
2019-09-19,2019-10-18,20.0%-25.0%,24.02,2050.0,16.5293,17.52,2.59,2.59,42.8,42.75,False,100
2019-09-19,2019-10-18,25.0%-30.0%,27.05,2100.0,16.5293,17.52,2.42,2.42,40.05,40.0,False,3
2019-09-19,2019-10-18,30.0%-35.0%,30.07,2150.0,16.5293,17.52,2.13,2.06,35.2,34.01,False,3
2019-09-19,2019-10-18,30.0%-35.0%,33.1,2200.0,16.5293,17.52,1.87,1.8,30.94,29.75,False,19
2019-09-19,2019-10-18,35.0%-40.0%,36.12,2250.0,16.5293,17.52,1.59,1.54,26.25,25.5,False,11
2019-09-19,2019-10-18,35.0%-40.0%,39.15,2300.0,16.5293,17.52,1.34,1.31,22.15,21.6,False,31
2019-09-20,2019-10-18,10.0%-15.0%,12.37,1850.0,16.4631,17.52,3.4,3.3,56.05,54.29999999999999,False,22
2019-09-20,2019-10-18,15.0%-20.0%,15.41,1900.0,16.4631,17.52,3.11,3.11,51.15,51.15,False,44
2019-09-20,2019-10-18,15.0%-20.0%,18.45,1950.0,16.4631,17.52,2.96,2.96,48.69,48.69,False,12
2019-09-20,2019-10-18,20.0%-25.0%,21.48,2000.0,16.4631,17.52,2.54,2.54,41.85,41.78,False,56
2019-09-20,2019-10-18,20.0%-25.0%,24.52,2050.0,16.4631,17.52,2.43,2.43,40.0,40.0,False,2
2019-09-20,2019-10-18,25.0%-30.0%,27.56,2100.0,16.4631,17.52,2.04,2.04,33.6,33.6,False,4
2019-09-20,2019-10-18,30.0%-35.0%,30.6,2150.0,16.4631,17.52,1.83,1.83,30.130000000000003,30.130000000000003,False,21
2019-09-20,2019-10-18,30.0%-35.0%,33.63,2200.0,16.4631,17.52,1.55,1.47,25.55,24.12,False,61
2019-09-20,2019-10-18,35.0%-40.0%,36.67,2250.0,16.4631,17.52,1.3,1.25,21.32,20.53,False,21
2019-09-20,2019-10-18,35.0%-40.0%,39.71,2300.0,16.4631,17.52,1.09,1.04,18.0,17.2,False,84
2019-10-14,2019-11-15,10.0%-15.0%,10.23,1900.0,17.2367,23.52,3.59,3.59,238.23000000000008,238.23000000000008,True,6
2019-10-14,2019-11-15,10.0%-15.0%,13.13,1950.0,17.2367,23.52,3.69,3.5,289.8800000000001,286.5800000000001,True,101
2019-10-14,2019-11-15,15.0%-20.0%,16.03,2000.0,17.2367,23.52,3.43,3.11,335.4200000000001,329.9300000000001,True,77
2019-10-14,2019-11-15,15.0%-20.0%,18.93,2050.0,17.2367,23.52,3.2,3.19,381.5300000000001,381.35000000000014,True,5
2019-10-14,2019-11-15,20.0%-25.0%,21.83,2100.0,17.2367,23.52,2.92,2.5,426.7100000000001,419.4300000000001,True,9
2019-10-14,2019-11-15,20.0%-25.0%,24.73,2150.0,17.2367,23.52,2.64,2.26,471.7600000000001,465.25000000000006,True,3
2019-10-14,2019-11-15,25.0%-30.0%,27.63,2200.0,17.2367,23.52,2.33,2.17,516.5600000000002,513.6800000000001,True,10
2019-10-14,2019-11-15,30.0%-35.0%,30.54,2250.0,17.2367,23.52,2.16,1.79,563.5500000000002,557.1800000000002,True,90
2019-10-14,2019-11-15,30.0%-35.0%,33.44,2300.0,17.2367,23.52,1.93,1.59,609.58,603.7800000000001,True,3449
2019-10-14,2019-11-15,35.0%-40.0%,36.34,2350.0,17.2367,23.52,1.71,1.39,655.8200000000002,650.3300000000002,True,54
2019-10-14,2019-11-15,35.0%-40.0%,39.24,2400.0,17.2367,23.52,1.51,1.21,25.95,20.85,False,57
2019-10-15,2019-11-15,15.0%-20.0%,15.38,2000.0,17.3333,23.52,3.44,3.29,326.3199999999999,323.7599999999999,True,12
2019-10-15,2019-11-15,15.0%-20.0%,18.27,2050.0,17.3333,23.52,3.07,3.07,369.8699999999999,369.8699999999999,True,1
2019-10-15,2019-11-15,20.0%-25.0%,21.15,2100.0,17.3333,23.52,2.95,2.77,417.76999999999987,414.6999999999998,True,19
2019-10-15,2019-11-15,20.0%-25.0%,24.04,2150.0,17.3333,23.52,2.72,2.68,463.8199999999999,463.16999999999985,True,7
2019-10-15,2019-11-15,25.0%-30.0%,26.92,2200.0,17.3333,23.52,2.5,2.31,510.0299999999999,506.6699999999999,True,7
2019-10-15,2019-11-15,25.0%-30.0%,29.81,2250.0,17.3333,23.52,2.22,2.04,555.1999999999998,551.9499999999999,True,79
2019-10-15,2019-11-15,30.0%-35.0%,32.69,2300.0,17.3333,23.52,1.99,1.85,601.1599999999999,598.7499999999999,True,6082
2019-10-15,2019-11-15,35.0%-40.0%,35.58,2350.0,17.3333,23.52,1.75,1.65,647.0599999999998,645.2199999999999,True,36
2019-10-15,2019-11-15,35.0%-40.0%,38.46,2400.0,17.3333,23.52,1.52,1.43,26.280000000000005,24.8,False,622
2019-10-16,2019-11-15,10.0%-15.0%,11.6,1950.0,17.4733,23.52,3.79,3.78,268.8700000000002,268.6700000000002,True,400
2019-10-16,2019-11-15,10.0%-15.0%,14.46,2000.0,17.4733,23.52,3.57,3.55,315.07000000000016,314.72000000000014,True,3
2019-10-16,2019-11-15,15.0%-20.0%,17.32,2050.0,17.4733,23.52,3.1,3.1,356.9200000000002,356.9200000000002,True,3
2019-10-16,2019-11-15,20.0%-25.0%,20.18,2100.0,17.4733,23.52,3.04,3.04,405.77000000000015,405.77000000000015,True,50
2019-10-16,2019-11-15,20.0%-25.0%,23.04,2150.0,17.4733,23.52,2.72,2.69,450.2200000000002,449.7200000000002,True,6
2019-10-16,2019-11-15,25.0%-30.0%,25.91,2200.0,17.4733,23.52,2.51,2.51,496.54000000000013,496.54000000000013,True,1
2019-10-16,2019-11-15,25.0%-30.0%,28.77,2250.0,17.4733,23.52,2.32,2.25,543.2700000000001,542.0200000000002,True,4
2019-10-16,2019-11-15,30.0%-35.0%,31.63,2300.0,17.4733,23.52,1.95,1.95,586.6700000000002,586.6700000000002,True,22
2019-10-16,2019-11-15,30.0%-35.0%,34.49,2350.0,17.4733,23.52,1.81,1.8,634.2900000000002,634.0700000000002,True,15
2019-10-16,2019-11-15,35.0%-40.0%,37.35,2400.0,17.4733,23.52,1.55,1.5,27.1,26.150000000000002,False,375
2019-10-17,2019-11-15,10.0%-15.0%,10.47,1950.0,17.652,23.52,3.84,3.84,252.63999999999987,252.63999999999987,True,1
2019-10-17,2019-11-15,10.0%-15.0%,13.3,2000.0,17.652,23.52,3.57,3.55,297.8499999999999,297.44999999999993,True,5
2019-10-17,2019-11-15,15.0%-20.0%,16.13,2050.0,17.652,23.52,3.3,3.29,342.9999999999999,342.84999999999985,True,101
2019-10-17,2019-11-15,15.0%-20.0%,18.97,2100.0,17.652,23.52,3.11,3.11,389.64999999999986,389.64999999999986,True,1
2019-10-17,2019-11-15,20.0%-25.0%,21.8,2150.0,17.652,23.52,2.75,2.75,433.3199999999999,433.3199999999999,True,8
2019-10-17,2019-11-15,20.0%-25.0%,24.63,2200.0,17.652,23.52,2.52,2.51,479.1999999999999,479.16999999999985,True,9
2019-10-17,2019-11-15,25.0%-30.0%,27.46,2250.0,17.652,23.52,2.31,2.28,525.5699999999999,524.9999999999999,True,70
2019-10-17,2019-11-15,30.0%-35.0%,30.3,2300.0,17.652,23.52,2.08,2.03,571.4399999999998,570.6699999999998,True,238
2019-10-17,2019-11-15,30.0%-35.0%,33.13,2350.0,17.652,23.52,1.86,1.8,617.5499999999998,616.54,True,48
2019-10-17,2019-11-15,35.0%-40.0%,35.96,2400.0,17.652,23.52,1.64,1.62,28.96,28.58,False,36
2019-10-17,2019-11-15,35.0%-40.0%,38.79,2450.0,17.652,23.52,1.44,1.41,25.5,24.85,False,40
2019-10-18,2019-11-15,10.0%-15.0%,11.3,1950.0,17.52,23.52,3.79,3.79,264.44000000000005,264.44000000000005,True,3
2019-10-18,2019-11-15,10.0%-15.0%,14.16,2000.0,17.52,23.52,3.32,3.31,306.25000000000006,306.05,True,6
2019-10-18,2019-11-15,15.0%-20.0%,17.01,2050.0,17.52,23.52,3.06,3.06,351.55,351.55,True,7
2019-10-18,2019-11-15,15.0%-20.0%,19.86,2100.0,17.52,23.52,2.81,2.73,397.17,395.84000000000003,True,7
2019-10-18,2019-11-15,20.0%-25.0%,22.72,2150.0,17.52,23.52,2.57,2.57,443.05,443.05,True,11
2019-10-18,2019-11-15,25.0%-30.0%,25.57,2200.0,17.52,23.52,2.33,2.31,488.90000000000003,488.45,True,206
2019-10-18,2019-11-15,25.0%-30.0%,28.42,2250.0,17.52,23.52,2.1,2.05,534.8000000000001,533.9200000000001,True,17
2019-10-18,2019-11-15,30.0%-35.0%,31.28,2300.0,17.52,23.52,1.86,1.86,580.5000000000001,580.5000000000001,True,230
2019-10-18,2019-11-15,30.0%-35.0%,34.13,2350.0,17.52,23.52,1.64,1.59,626.7,625.9200000000001,True,27
2019-10-18,2019-11-15,35.0%-40.0%,36.99,2400.0,17.52,23.52,1.46,1.41,25.5,24.7,False,45
2019-10-18,2019-11-15,35.0%-40.0%,39.84,2450.0,17.52,23.52,1.26,1.23,22.0,21.52,False,70
2019-11-18,2019-12-20,10.0%-15.0%,10.43,2600.0,23.5433,27.5333,3.84,3.74,336.16000000000014,333.67000000000013,True,6
2019-11-18,2019-12-20,10.0%-15.0%,12.56,2650.0,23.5433,27.5333,3.63,3.6,381.07000000000016,380.4200000000002,True,6
2019-11-18,2019-12-20,10.0%-15.0%,14.68,2700.0,23.5433,27.5333,3.41,3.34,425.9200000000002,424.32000000000016,True,4
2019-11-18,2019-12-20,15.0%-20.0%,16.81,2750.0,23.5433,27.5333,3.19,3.14,470.7400000000002,469.6100000000001,True,3
2019-11-18,2019-12-20,15.0%-20.0%,18.93,2800.0,23.5433,27.5333,3.01,2.9,70.9,68.35,False,5
2019-11-18,2019-12-20,20.0%-25.0%,21.05,2850.0,23.5433,27.5333,2.81,2.73,66.2,64.3,False,7
2019-11-18,2019-12-20,20.0%-25.0%,23.18,2900.0,23.5433,27.5333,2.58,2.58,60.77,60.77,False,4
2019-11-18,2019-12-20,25.0%-30.0%,25.3,2950.0,23.5433,27.5333,2.37,2.29,55.8,53.99,False,6
2019-11-18,2019-12-20,25.0%-30.0%,27.42,3000.0,23.5433,27.5333,2.2,2.11,51.74999999999999,49.6,False,60
2019-11-18,2019-12-20,25.0%-30.0%,29.55,3050.0,23.5433,27.5333,2.02,1.96,47.6,46.2,False,23
2019-11-18,2019-12-20,30.0%-35.0%,31.67,3100.0,23.5433,27.5333,1.84,1.72,43.32,40.4,False,20
2019-11-18,2019-12-20,30.0%-35.0%,33.8,3150.0,23.5433,27.5333,1.66,1.54,39.1,36.25,False,28
2019-11-18,2019-12-20,35.0%-40.0%,35.92,3200.0,23.5433,27.5333,1.48,1.38,34.75,32.5,False,164
2019-11-18,2019-12-20,35.0%-40.0%,38.04,3250.0,23.5433,27.5333,1.34,1.23,31.5,28.99,False,18
2019-11-18,2019-12-20,35.0%-40.0%,39.11,3275.0,23.5433,27.5333,1.19,1.19,28.050000000000004,28.050000000000004,False,1
2019-11-19,2019-12-20,10.0%-15.0%,10.42,2650.0,23.9993,27.5333,3.76,3.76,340.41999999999985,340.41999999999985,True,1
2019-11-19,2019-12-20,10.0%-15.0%,12.5,2700.0,23.9993,27.5333,3.74,3.57,389.8899999999999,385.6999999999998,True,62
2019-11-19,2019-12-20,10.0%-15.0%,14.59,2750.0,23.9993,27.5333,3.54,3.27,435.0699999999998,428.5199999999998,True,36
2019-11-19,2019-12-20,15.0%-20.0%,16.67,2800.0,23.9993,27.5333,3.34,2.89,80.25,69.46,False,15
2019-11-19,2019-12-20,15.0%-20.0%,18.75,2850.0,23.9993,27.5333,3.12,3.11,74.95,74.71,False,2
2019-11-19,2019-12-20,20.0%-25.0%,20.84,2900.0,23.9993,27.5333,2.89,2.55,69.28,61.3,False,3
2019-11-19,2019-12-20,20.0%-25.0%,22.92,2950.0,23.9993,27.5333,2.73,2.47,65.44,59.35,False,25
2019-11-19,2019-12-20,20.0%-25.0%,25.0,3000.0,23.9993,27.5333,2.54,2.1,60.919999999999995,50.39,False,4084
2019-11-19,2019-12-20,20.0%-25.0%,25.0,3000.0,23.9993,27.5333,2.54,2.1,60.919999999999995,50.39,False,4084
2019-11-19,2019-12-20,25.0%-30.0%,25.0,3000.0,23.9993,27.5333,2.54,2.1,60.919999999999995,50.39,False,4084
2019-11-19,2019-12-20,25.0%-30.0%,25.0,3000.0,23.9993,27.5333,2.54,2.1,60.919999999999995,50.39,False,4084
2019-11-19,2019-12-20,25.0%-30.0%,27.09,3050.0,23.9993,27.5333,2.33,1.97,55.95,47.31,False,11
2019-11-19,2019-12-20,25.0%-30.0%,29.17,3100.0,23.9993,27.5333,2.14,1.82,51.31,43.64,False,18
2019-11-19,2019-12-20,30.0%-35.0%,31.25,3150.0,23.9993,27.5333,1.98,1.56,47.6,37.55,False,14
2019-11-19,2019-12-20,30.0%-35.0%,33.34,3200.0,23.9993,27.5333,1.8,1.46,43.25,35.0,False,57
2019-11-19,2019-12-20,35.0%-40.0%,35.42,3250.0,23.9993,27.5333,1.63,1.25,39.11,30.049999999999997,False,47
