entry_date,expiration_date,otm_range,otm_pct,strike,entry_underlying,expiration_underlying,premium_yield_close,premium_yield_low,pnl_per_contract,pnl_per_contract_low,assigned,volume
2019-01-16,2019-02-15,35.0%-40.0%,36.36,3200.0,23.4667,20.5333,1.83,1.79,42.88,41.98,False,8
2019-01-16,2019-02-15,35.0%-40.0%,38.49,3250.0,23.4667,20.5333,1.67,1.65,39.2,38.63,False,5
2019-01-17,2019-02-15,10.0%-15.0%,10.95,2600.0,23.4333,20.5333,3.84,3.82,89.99,89.4,False,196
2019-01-17,2019-02-15,15.0%-20.0%,15.22,2700.0,23.4333,20.5333,3.44,3.44,80.5,80.5,False,31
2019-01-17,2019-02-15,15.0%-20.0%,17.35,2750.0,23.4333,20.5333,3.33,3.33,78.1,78.1,False,11
2019-01-17,2019-02-15,15.0%-20.0%,19.49,2800.0,23.4333,20.5333,3.08,3.08,72.1,72.1,False,103
2019-01-17,2019-02-15,20.0%-25.0%,23.76,2900.0,23.4333,20.5333,2.83,2.69,66.2,63.1,False,36
2019-01-17,2019-02-15,25.0%-30.0%,25.89,2950.0,23.4333,20.5333,2.56,2.56,60.099999999999994,60.099999999999994,False,5
2019-01-17,2019-02-15,25.0%-30.0%,28.02,3000.0,23.4333,20.5333,2.47,2.43,57.93000000000001,56.99999999999999,False,8
2019-01-17,2019-02-15,30.0%-35.0%,30.16,3050.0,23.4333,20.5333,2.29,2.21,53.74,51.7,False,7
2019-01-17,2019-02-15,30.0%-35.0%,32.29,3100.0,23.4333,20.5333,2.11,2.04,49.4,47.72,False,13
2019-01-17,2019-02-15,30.0%-35.0%,34.42,3150.0,23.4333,20.5333,1.9,1.9,44.55,44.55,False,30
2019-01-17,2019-02-15,35.0%-40.0%,36.56,3200.0,23.4333,20.5333,1.77,1.75,41.45,41.0,False,78
2019-01-17,2019-02-15,35.0%-40.0%,38.69,3250.0,23.4333,20.5333,1.61,1.55,37.83,36.25,False,35
2019-01-18,2019-02-15,10.0%-15.0%,10.05,2400.0,21.8087,20.5333,3.16,3.15,68.95,68.75,False,7
2019-01-18,2019-02-15,10.0%-15.0%,12.34,2450.0,21.8087,20.5333,2.92,2.92,63.77,63.77,False,5
2019-01-18,2019-02-15,10.0%-15.0%,14.63,2500.0,21.8087,20.5333,2.73,2.73,59.46,59.46,False,87
2019-01-18,2019-02-15,15.0%-20.0%,16.93,2550.0,21.8087,20.5333,2.54,2.54,55.39000000000001,55.39000000000001,False,25
2019-01-18,2019-02-15,15.0%-20.0%,19.22,2600.0,21.8087,20.5333,2.43,2.33,53.0,50.8,False,12
2019-01-18,2019-02-15,20.0%-25.0%,21.51,2650.0,21.8087,20.5333,2.33,2.29,50.8,49.92,False,8
2019-01-18,2019-02-15,20.0%-25.0%,23.8,2700.0,21.8087,20.5333,2.0,2.0,43.51,43.51,False,1
2019-01-18,2019-02-15,25.0%-30.0%,26.1,2750.0,21.8087,20.5333,2.06,2.06,45.0,45.0,False,10
2019-01-18,2019-02-15,25.0%-30.0%,28.39,2800.0,21.8087,20.5333,1.73,1.7,37.75,37.05,False,23
2019-01-18,2019-02-15,30.0%-35.0%,30.68,2850.0,21.8087,20.5333,1.6,1.54,34.8,33.55,False,169
2019-01-18,2019-02-15,30.0%-35.0%,32.97,2900.0,21.8087,20.5333,1.51,1.4,32.95,30.45,False,124
2019-01-18,2019-02-15,35.0%-40.0%,35.27,2950.0,21.8087,20.5333,1.31,1.26,28.550000000000004,27.55,False,162
2019-01-18,2019-02-15,35.0%-40.0%,37.56,3000.0,21.8087,20.5333,1.17,1.12,25.56,24.4,False,525
2019-01-18,2019-02-15,35.0%-40.0%,39.85,3050.0,21.8087,20.5333,1.05,0.99,22.8,21.63,False,499
2019-02-11,2019-03-15,15.0%-20.0%,17.7,2500.0,21.24,18.915,3.15,3.15,66.95,66.95,False,2
2019-02-11,2019-03-15,20.0%-25.0%,20.06,2550.0,21.24,18.915,3.03,3.03,64.4,64.4,False,1
2019-02-11,2019-03-15,20.0%-25.0%,22.41,2600.0,21.24,18.915,2.77,2.77,58.91,58.91,False,13
2019-02-11,2019-03-15,25.0%-30.0%,27.12,2700.0,21.24,18.915,2.26,2.26,47.9,47.9,False,2
2019-02-11,2019-03-15,25.0%-30.0%,29.47,2750.0,21.24,18.915,2.16,2.16,45.86,45.86,False,1
2019-02-11,2019-03-15,30.0%-35.0%,31.83,2800.0,21.24,18.915,1.89,1.86,40.04,39.5,False,40
2019-02-11,2019-03-15,30.0%-35.0%,34.18,2850.0,21.24,18.915,1.84,1.79,39.0,38.1,False,25
2019-02-11,2019-03-15,35.0%-40.0%,36.53,2900.0,21.24,18.915,1.52,1.52,32.29,32.29,False,14
2019-02-11,2019-03-15,35.0%-40.0%,38.89,2950.0,21.24,18.915,1.36,1.36,28.82,28.82,False,21
2019-02-12,2019-03-15,20.0%-25.0%,20.21,2550.0,21.2127,18.915,2.98,2.98,63.14999999999999,63.14999999999999,False,3
2019-02-12,2019-03-15,20.0%-25.0%,22.57,2600.0,21.2127,18.915,2.63,2.63,55.7,55.7,False,2
2019-02-12,2019-03-15,20.0%-25.0%,24.93,2650.0,21.2127,18.915,2.45,2.45,52.019999999999996,52.019999999999996,False,6
2019-02-12,2019-03-15,25.0%-30.0%,27.28,2700.0,21.2127,18.915,2.39,2.39,50.68,50.68,False,3
2019-02-12,2019-03-15,25.0%-30.0%,29.64,2750.0,21.2127,18.915,2.04,1.92,43.26,40.75,False,16
2019-02-12,2019-03-15,30.0%-35.0%,32.0,2800.0,21.2127,18.915,1.85,1.73,39.15,36.8,False,16
2019-02-12,2019-03-15,30.0%-35.0%,34.35,2850.0,21.2127,18.915,1.64,1.6,34.7,33.95,False,6
2019-02-12,2019-03-15,35.0%-40.0%,36.71,2900.0,21.2127,18.915,1.42,1.42,30.2,30.19,False,22
2019-02-12,2019-03-15,35.0%-40.0%,39.07,2950.0,21.2127,18.915,1.28,1.24,27.1,26.3,False,69
2019-02-13,2019-03-15,15.0%-20.0%,19.9,2500.0,20.85,18.915,2.87,2.87,59.86,59.85,False,17
2019-02-13,2019-03-15,20.0%-25.0%,24.7,2600.0,20.85,18.915,2.51,2.41,52.32,50.33,False,11
2019-02-13,2019-03-15,25.0%-30.0%,29.5,2700.0,20.85,18.915,2.11,2.11,44.0,44.0,False,1
2019-02-13,2019-03-15,30.0%-35.0%,31.89,2750.0,20.85,18.915,1.91,1.91,39.88,39.88,False,1
2019-02-13,2019-03-15,30.0%-35.0%,34.29,2800.0,20.85,18.915,1.65,1.61,34.3,33.67,False,118
2019-02-13,2019-03-15,35.0%-40.0%,36.69,2850.0,20.85,18.915,1.45,1.44,30.15,30.099999999999998,False,114
2019-02-13,2019-03-15,35.0%-40.0%,39.09,2900.0,20.85,18.915,1.3,1.27,27.01,26.5,False,28
2019-02-14,2019-03-15,10.0%-15.0%,10.02,2250.0,20.4513,18.915,4.04,4.04,82.54,82.54,False,1
2019-02-14,2019-03-15,10.0%-15.0%,12.46,2300.0,20.4513,18.915,3.71,3.71,75.8,75.8,False,100
2019-02-14,2019-03-15,15.0%-20.0%,17.35,2400.0,20.4513,18.915,3.23,3.23,66.1,66.1,False,100
2019-02-14,2019-03-15,20.0%-25.0%,22.24,2500.0,20.4513,18.915,2.83,2.64,57.97,54.05,False,223
2019-02-14,2019-03-15,25.0%-30.0%,27.13,2600.0,20.4513,18.915,2.36,2.36,48.25,48.25,False,103
2019-02-14,2019-03-15,25.0%-30.0%,29.58,2650.0,20.4513,18.915,2.15,2.1,43.9,43.0,False,6
2019-02-14,2019-03-15,30.0%-35.0%,32.02,2700.0,20.4513,18.915,1.95,1.95,39.78,39.78,False,2
2019-02-14,2019-03-15,30.0%-35.0%,34.47,2750.0,20.4513,18.915,1.78,1.7,36.4,34.8,False,18
2019-02-14,2019-03-15,35.0%-40.0%,36.91,2800.0,20.4513,18.915,1.54,1.47,31.5,30.049999999999997,False,142
2019-02-14,2019-03-15,35.0%-40.0%,39.36,2850.0,20.4513,18.915,1.33,1.33,27.250000000000004,27.1,False,7
2019-02-15,2019-03-15,20.0%-25.0%,21.75,2500.0,20.5333,18.915,2.86,2.81,58.75,57.8,False,28
2019-02-15,2019-03-15,25.0%-30.0%,26.62,2600.0,20.5333,18.915,2.42,2.42,49.75,49.75,False,1
2019-02-15,2019-03-15,25.0%-30.0%,29.06,2650.0,20.5333,18.915,2.19,2.19,45.0,45.0,False,2
2019-02-15,2019-03-15,30.0%-35.0%,31.49,2700.0,20.5333,18.915,2.04,2.04,41.85,41.85,False,1
2019-02-15,2019-03-15,30.0%-35.0%,33.93,2750.0,20.5333,18.915,1.78,1.78,36.5,36.5,False,8
2019-02-15,2019-03-15,35.0%-40.0%,36.36,2800.0,20.5333,18.915,1.64,1.6,33.7,32.95,False,152
2019-02-15,2019-03-15,35.0%-40.0%,38.8,2850.0,20.5333,18.915,1.44,1.4,29.5,28.800000000000004,False,126
2019-04-15,2019-05-17,10.0%-15.0%,11.57,2000.0,17.9253,14.816,3.83,3.51,68.7,62.91,False,2
2019-04-15,2019-05-17,10.0%-15.0%,14.36,2050.0,17.9253,14.816,3.41,3.32,61.1,59.599999999999994,False,11
2019-04-15,2019-05-17,15.0%-20.0%,17.15,2100.0,17.9253,14.816,3.29,3.07,59.0,54.949999999999996,False,10
2019-04-15,2019-05-17,15.0%-20.0%,19.94,2150.0,17.9253,14.816,2.9,2.81,52.05,50.3,False,10
2019-04-15,2019-05-17,25.0%-30.0%,25.52,2250.0,17.9253,14.816,2.47,2.45,44.35,44.0,False,7
2019-04-15,2019-05-17,25.0%-30.0%,28.31,2300.0,17.9253,14.816,2.33,2.1,41.83,37.71,False,20
2019-04-15,2019-05-17,30.0%-35.0%,31.1,2350.0,17.9253,14.816,2.01,2.01,36.1,36.1,False,5
2019-04-15,2019-05-17,30.0%-35.0%,33.89,2400.0,17.9253,14.816,1.96,1.7,35.05,30.55,False,18
2019-04-15,2019-05-17,35.0%-40.0%,36.68,2450.0,17.9253,14.816,1.63,1.56,29.2,28.000000000000004,False,38
2019-04-15,2019-05-17,35.0%-40.0%,39.47,2500.0,17.9253,14.816,1.53,1.31,27.390000000000004,23.53,False,176
2019-04-16,2019-05-17,15.0%-20.0%,17.27,2150.0,18.3333,14.816,3.29,3.26,60.3,59.699999999999996,False,9
2019-04-16,2019-05-17,15.0%-20.0%,20.0,2200.0,18.3333,14.816,3.09,2.99,56.7,54.75,False,116
2019-04-16,2019-05-17,15.0%-20.0%,20.0,2200.0,18.3333,14.816,3.09,2.99,56.7,54.75,False,116
2019-04-16,2019-05-17,20.0%-25.0%,20.0,2200.0,18.3333,14.816,3.09,2.99,56.7,54.75,False,116
2019-04-16,2019-05-17,20.0%-25.0%,20.0,2200.0,18.3333,14.816,3.09,2.99,56.7,54.75,False,116
2019-04-16,2019-05-17,20.0%-25.0%,22.73,2250.0,18.3333,14.816,2.82,2.8,51.65,51.24999999999999,False,6
2019-04-16,2019-05-17,25.0%-30.0%,25.45,2300.0,18.3333,14.816,2.56,2.45,46.9,44.85,False,105
2019-04-16,2019-05-17,25.0%-30.0%,28.18,2350.0,18.3333,14.816,2.36,2.23,43.35,40.85,False,18
2019-04-16,2019-05-17,30.0%-35.0%,30.91,2400.0,18.3333,14.816,2.12,2.02,38.9,37.0,False,51
2019-04-16,2019-05-17,30.0%-35.0%,33.64,2450.0,18.3333,14.816,1.93,1.82,35.45,33.3,False,28
2019-04-16,2019-05-17,35.0%-40.0%,36.36,2500.0,18.3333,14.816,1.75,1.52,32.0,27.85,False,114
2019-04-16,2019-05-17,35.0%-40.0%,39.09,2550.0,18.3333,14.816,1.55,1.43,28.499999999999996,26.150000000000002,False,35
2019-04-17,2019-05-17,10.0%-15.0%,14.63,2100.0,18.3193,14.816,3.52,3.52,64.4,64.4,False,1
2019-04-17,2019-05-17,15.0%-20.0%,17.36,2150.0,18.3193,14.816,3.17,3.17,58.050000000000004,58.050000000000004,False,1
2019-04-17,2019-05-17,20.0%-25.0%,20.09,2200.0,18.3193,14.816,3.07,2.91,56.3,53.25,False,7
2019-04-17,2019-05-17,25.0%-30.0%,25.55,2300.0,18.3193,14.816,2.53,2.44,46.4,44.7,False,17
2019-04-17,2019-05-17,25.0%-30.0%,28.28,2350.0,18.3193,14.816,2.34,2.34,42.95,42.95,False,103
2019-04-17,2019-05-17,30.0%-35.0%,31.01,2400.0,18.3193,14.816,2.12,1.97,38.8,36.15,False,109
2019-04-17,2019-05-17,30.0%-35.0%,33.74,2450.0,18.3193,14.816,1.9,1.82,34.85,33.4,False,18
2019-04-17,2019-05-17,35.0%-40.0%,36.47,2500.0,18.3193,14.816,1.7,1.64,31.17,30.010000000000005,False,32
2019-04-17,2019-05-17,35.0%-40.0%,39.2,2550.0,18.3193,14.816,1.52,1.42,27.800000000000004,26.1,False,15
2019-04-18,2019-05-17,10.0%-15.0%,14.61,2100.0,18.3227,14.816,3.62,3.62,66.3,66.3,False,1
2019-04-18,2019-05-17,20.0%-25.0%,20.07,2200.0,18.3227,14.816,3.11,2.98,57.05,54.6,False,11
2019-04-18,2019-05-17,20.0%-25.0%,22.8,2250.0,18.3227,14.816,2.88,2.81,52.82,51.57000000000001,False,2
2019-04-18,2019-05-17,25.0%-30.0%,25.53,2300.0,18.3227,14.816,2.6,2.51,47.62,46.0,False,10
2019-04-18,2019-05-17,25.0%-30.0%,28.26,2350.0,18.3227,14.816,2.4,2.39,44.0,43.75,False,5
2019-04-18,2019-05-17,30.0%-35.0%,30.99,2400.0,18.3227,14.816,2.09,2.09,38.35,38.35,False,3
2019-04-18,2019-05-17,30.0%-35.0%,33.71,2450.0,18.3227,14.816,1.98,1.88,36.2,34.4,False,7
2019-04-18,2019-05-17,35.0%-40.0%,36.44,2500.0,18.3227,14.816,1.78,1.67,32.6,30.64,False,26
2019-04-18,2019-05-17,35.0%-40.0%,39.17,2550.0,18.3227,14.816,1.55,1.49,28.43,27.3,False,7
2019-05-20,2019-06-21,15.0%-20.0%,16.51,1600.0,13.7333,14.812,3.24,3.24,44.5,44.5,False,1
2019-05-20,2019-06-21,20.0%-25.0%,23.79,1700.0,13.7333,14.812,2.77,2.41,38.02,33.1,False,7
2019-05-20,2019-06-21,25.0%-30.0%,27.43,1750.0,13.7333,14.812,2.4,2.11,32.95,28.939999999999998,False,23
2019-05-20,2019-06-21,30.0%-35.0%,31.07,1800.0,13.7333,14.812,2.18,1.85,30.0,25.45,False,153
2019-05-20,2019-06-21,30.0%-35.0%,34.71,1850.0,13.7333,14.812,1.84,1.56,25.319999999999997,21.45,False,97
2019-05-20,2019-06-21,35.0%-40.0%,38.35,1900.0,13.7333,14.812,1.7,1.38,23.35,18.95,False,741
2019-05-21,2019-06-21,15.0%-20.0%,15.72,1600.0,13.8267,14.812,3.49,3.12,48.25,43.15,False,25
2019-05-21,2019-06-21,15.0%-20.0%,19.33,1650.0,13.8267,14.812,3.1,3.1,42.83,42.83,False,1
2019-05-21,2019-06-21,20.0%-25.0%,22.95,1700.0,13.8267,14.812,2.79,2.51,38.53,34.7,False,13
2019-05-21,2019-06-21,25.0%-30.0%,26.57,1750.0,13.8267,14.812,2.63,2.21,36.4,30.5,False,31
2019-05-21,2019-06-21,30.0%-35.0%,30.18,1800.0,13.8267,14.812,2.21,1.87,30.599999999999998,25.8,False,62
2019-05-21,2019-06-21,30.0%-35.0%,33.8,1850.0,13.8267,14.812,2.05,1.75,28.4,24.15,False,19
2019-05-21,2019-06-21,35.0%-40.0%,37.42,1900.0,13.8267,14.812,1.72,1.3,23.77,17.93,False,121
2019-05-22,2019-06-21,10.0%-15.0%,10.33,1500.0,13.596,14.812,3.39,3.31,46.1,45.03,False,12
2019-05-22,2019-06-21,10.0%-15.0%,14.0,1550.0,13.596,14.812,3.08,3.08,41.83,41.83,False,47
2019-05-22,2019-06-21,15.0%-20.0%,17.68,1600.0,13.596,14.812,2.74,2.69,37.29,36.6,False,39
2019-05-22,2019-06-21,20.0%-25.0%,21.36,1650.0,13.596,14.812,2.43,2.43,33.03,33.03,False,18
2019-05-22,2019-06-21,25.0%-30.0%,25.04,1700.0,13.596,14.812,2.15,2.1,29.25,28.559999999999995,False,39
2019-05-22,2019-06-21,25.0%-30.0%,28.71,1750.0,13.596,14.812,1.93,1.93,26.21,26.21,False,17
2019-05-22,2019-06-21,30.0%-35.0%,32.39,1800.0,13.596,14.812,1.62,1.6,21.98,21.7,False,72
2019-05-22,2019-06-21,35.0%-40.0%,36.07,1850.0,13.596,14.812,1.39,1.34,18.92,18.2,False,105
2019-05-22,2019-06-21,35.0%-40.0%,39.75,1900.0,13.596,14.812,1.16,1.12,15.75,15.25,False,729
2019-05-23,2019-06-21,10.0%-15.0%,12.8,1500.0,13.2977,14.812,3.68,3.17,48.96,42.16,False,164
2019-05-23,2019-06-21,15.0%-20.0%,16.56,1550.0,13.2977,14.812,3.25,3.03,43.26,40.31,False,11
2019-05-23,2019-06-21,20.0%-25.0%,20.32,1600.0,13.2977,14.812,2.9,2.6,38.6,34.52,False,33
2019-05-23,2019-06-21,20.0%-25.0%,24.08,1650.0,13.2977,14.812,2.7,2.23,35.9,29.68,False,21
2019-05-23,2019-06-21,25.0%-30.0%,27.84,1700.0,13.2977,14.812,2.35,1.95,31.3,25.95,False,18
2019-05-23,2019-06-21,30.0%-35.0%,31.6,1750.0,13.2977,14.812,2.14,1.69,28.4,22.5,False,57
2019-05-23,2019-06-21,35.0%-40.0%,35.36,1800.0,13.2977,14.812,1.85,1.46,24.63,19.47,False,171
2019-05-23,2019-06-21,35.0%-40.0%,39.12,1850.0,13.2977,14.812,1.59,1.23,21.14,16.41,False,43
2019-05-24,2019-06-21,10.0%-15.0%,12.51,1500.0,13.332,14.812,3.32,3.21,44.22,42.8,False,107
2019-05-24,2019-06-21,20.0%-25.0%,23.76,1650.0,13.332,14.812,2.36,2.36,31.46,31.46,False,11
2019-05-24,2019-06-21,25.0%-30.0%,27.51,1700.0,13.332,14.812,2.1,2.0,27.949999999999996,26.6,False,40
2019-05-24,2019-06-21,30.0%-35.0%,31.26,1750.0,13.332,14.812,1.8,1.72,23.95,22.87,False,31
2019-05-24,2019-06-21,35.0%-40.0%,35.01,1800.0,13.332,14.812,1.55,1.46,20.7,19.5,False,39
2019-05-24,2019-06-21,35.0%-40.0%,38.76,1850.0,13.332,14.812,1.35,1.23,17.94,16.35,False,50
2019-06-17,2019-07-19,10.0%-15.0%,12.34,1700.0,15.1333,17.3307,3.72,3.41,243.01999999999998,238.21999999999997,True,20
2019-06-17,2019-07-19,15.0%-20.0%,15.64,1750.0,15.1333,17.3307,3.5,3.45,53.0,52.25,False,7
2019-06-17,2019-07-19,15.0%-20.0%,18.94,1800.0,15.1333,17.3307,3.14,2.88,47.5,43.55,False,53
2019-06-17,2019-07-19,20.0%-25.0%,22.25,1850.0,15.1333,17.3307,2.96,2.33,44.78,35.2,False,29
2019-06-17,2019-07-19,25.0%-30.0%,25.55,1900.0,15.1333,17.3307,2.6,2.34,39.35,35.48,False,57
2019-06-17,2019-07-19,25.0%-30.0%,28.85,1950.0,15.1333,17.3307,2.42,2.02,36.55,30.5,False,27
2019-06-17,2019-07-19,30.0%-35.0%,32.16,2000.0,15.1333,17.3307,2.1,1.63,31.8,24.7,False,66
2019-06-17,2019-07-19,35.0%-40.0%,35.46,2050.0,15.1333,17.3307,1.86,1.47,28.1,22.2,False,86
2019-06-17,2019-07-19,35.0%-40.0%,38.77,2100.0,15.1333,17.3307,1.64,1.27,24.78,19.2,False,163
2019-06-18,2019-07-19,10.0%-15.0%,11.83,1750.0,15.6493,17.3307,3.83,3.71,59.9,58.040000000000006,False,19
2019-06-18,2019-07-19,15.0%-20.0%,15.02,1800.0,15.6493,17.3307,3.11,3.11,48.6,48.6,False,68
2019-06-18,2019-07-19,15.0%-20.0%,18.22,1850.0,15.6493,17.3307,2.91,2.91,45.58,45.58,False,9
2019-06-18,2019-07-19,20.0%-25.0%,21.41,1900.0,15.6493,17.3307,2.54,2.54,39.73,39.73,False,111
2019-06-18,2019-07-19,20.0%-25.0%,24.61,1950.0,15.6493,17.3307,2.28,2.28,35.65,35.65,False,18
2019-06-18,2019-07-19,25.0%-30.0%,27.8,2000.0,15.6493,17.3307,2.03,1.98,31.730000000000004,31.0,False,73
2019-06-18,2019-07-19,30.0%-35.0%,31.0,2050.0,15.6493,17.3307,1.81,1.75,28.249999999999996,27.449999999999996,False,45
2019-06-18,2019-07-19,30.0%-35.0%,34.19,2100.0,15.6493,17.3307,1.58,1.5,24.75,23.55,False,305
2019-06-18,2019-07-19,35.0%-40.0%,37.39,2150.0,15.6493,17.3307,1.42,1.31,22.16,20.55,False,132
2019-06-19,2019-07-19,10.0%-15.0%,11.95,1700.0,15.1847,17.3307,3.86,3.84,240.13000000000005,239.78000000000006,True,4
2019-06-19,2019-07-19,15.0%-20.0%,18.54,1800.0,15.1847,17.3307,3.17,3.17,48.2,48.2,False,9
2019-06-19,2019-07-19,20.0%-25.0%,21.83,1850.0,15.1847,17.3307,2.72,2.72,41.3,41.3,False,2
2019-06-19,2019-07-19,25.0%-30.0%,25.13,1900.0,15.1847,17.3307,2.68,2.57,40.69,39.1,False,106
2019-06-19,2019-07-19,25.0%-30.0%,28.42,1950.0,15.1847,17.3307,2.41,2.15,36.61,32.6,False,11
2019-06-19,2019-07-19,30.0%-35.0%,31.71,2000.0,15.1847,17.3307,2.14,1.9,32.5,28.800000000000004,False,25
2019-06-19,2019-07-19,30.0%-35.0%,35.0,2050.0,15.1847,17.3307,1.87,1.71,28.43,25.929999999999996,False,25
2019-06-19,2019-07-19,30.0%-35.0%,35.0,2050.0,15.1847,17.3307,1.87,1.71,28.43,25.929999999999996,False,25
2019-06-19,2019-07-19,35.0%-40.0%,35.0,2050.0,15.1847,17.3307,1.87,1.71,28.43,25.929999999999996,False,25
2019-06-19,2019-07-19,35.0%-40.0%,35.0,2050.0,15.1847,17.3307,1.87,1.71,28.43,25.929999999999996,False,25
2019-06-19,2019-07-19,35.0%-40.0%,38.3,2100.0,15.1847,17.3307,1.69,1.5,25.7,22.71,False,39
2019-06-20,2019-07-19,10.0%-15.0%,12.38,1700.0,15.1267,17.3307,3.41,3.41,238.88000000000002,238.88000000000002,True,22
2019-06-20,2019-07-19,15.0%-20.0%,15.69,1750.0,15.1267,17.3307,3.14,3.14,47.44,47.44,False,20
2019-06-20,2019-07-19,15.0%-20.0%,18.99,1800.0,15.1267,17.3307,3.08,3.06,46.65,46.25,False,7
2019-06-20,2019-07-19,20.0%-25.0%,22.3,1850.0,15.1267,17.3307,2.58,2.51,39.08,38.0,False,8
2019-06-20,2019-07-19,25.0%-30.0%,25.61,1900.0,15.1267,17.3307,2.28,2.23,34.46,33.78,False,19
2019-06-20,2019-07-19,25.0%-30.0%,28.91,1950.0,15.1267,17.3307,2.07,1.99,31.240000000000002,30.099999999999998,False,17
2019-06-20,2019-07-19,30.0%-35.0%,32.22,2000.0,15.1267,17.3307,1.78,1.69,26.950000000000003,25.55,False,90
2019-06-20,2019-07-19,35.0%-40.0%,35.52,2050.0,15.1267,17.3307,1.56,1.44,23.55,21.78,False,106
2019-06-20,2019-07-19,35.0%-40.0%,38.83,2100.0,15.1267,17.3307,1.35,1.24,20.46,18.8,False,135
2019-06-21,2019-07-19,10.0%-15.0%,14.77,1700.0,14.812,17.3307,3.46,3.31,270.00000000000006,267.80000000000007,True,16
2019-06-21,2019-07-19,15.0%-20.0%,18.15,1750.0,14.812,17.3307,3.03,3.03,44.85,44.85,False,1
2019-06-21,2019-07-19,20.0%-25.0%,21.52,1800.0,14.812,17.3307,2.9,2.9,43.0,43.0,False,2
2019-06-21,2019-07-19,20.0%-25.0%,24.9,1850.0,14.812,17.3307,2.44,2.44,36.14,36.14,False,1
2019-06-21,2019-07-19,25.0%-30.0%,28.27,1900.0,14.812,17.3307,2.35,2.3,34.88,34.07,False,2
2019-06-21,2019-07-19,30.0%-35.0%,31.65,1950.0,14.812,17.3307,1.99,1.91,29.5,28.309999999999995,False,4
2019-06-21,2019-07-19,35.0%-40.0%,35.03,2000.0,14.812,17.3307,1.92,1.72,28.470000000000002,25.5,False,92
2019-06-21,2019-07-19,35.0%-40.0%,38.4,2050.0,14.812,17.3307,1.68,1.45,24.88,21.45,False,69
